SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC12496,..,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13
SSC12497,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12498,..,70,70,80,10,91,47,0,48,54,0,54,18,0,18,4,0,4,203,78,286
SSC12499,..,5,5,15,3,20,8,0,8,7,0,7,0,0,0,0,0,0,35,4,42
SSC12500,..,27,27,55,9,63,27,0,27,30,0,30,19,0,19,17,0,17,146,33,183
SSC12501,..,2915,2915,3125,485,3614,1695,249,1942,1828,91,1923,640,30,666,272,25,297,7552,3802,11352
SSC12502,..,19,19,52,3,57,23,0,23,27,0,27,13,0,13,5,0,5,133,23,155
SSC12503,..,19,19,43,3,44,30,0,27,15,0,15,16,0,16,3,0,3,98,23,122
SSC12504,..,2528,2528,2736,687,3425,1501,261,1765,1213,109,1319,411,27,432,273,17,288,6135,3625,9757
SSC12505,..,110,110,101,8,104,49,0,50,42,0,42,22,0,22,22,0,22,232,118,350
SSC12506,..,1267,1267,1200,179,1380,804,92,894,683,78,763,211,57,268,152,46,194,3052,1720,4774
SSC12507,..,10,10,14,0,11,3,0,3,6,0,6,3,0,3,3,0,3,35,8,46
SSC12508,..,0,0,6,0,10,3,0,3,0,0,0,0,0,0,0,0,0,9,0,17
SSC12509,..,0,0,8,0,8,0,0,0,4,0,4,3,0,3,0,0,0,18,0,19
SSC12510,..,16,16,24,0,24,8,0,8,4,0,4,3,0,3,3,0,3,48,16,61
SSC12511,..,17,17,40,6,43,26,0,26,29,0,29,4,0,4,4,0,4,105,18,122
SSC12512,..,15,15,48,3,48,28,0,28,16,0,16,15,0,15,0,0,0,101,17,120
SSC12513,..,122,122,143,5,148,63,0,63,48,0,48,29,0,29,24,0,24,307,132,431
SSC12514,..,469,469,755,48,803,503,4,506,531,0,532,212,0,211,98,0,98,2097,518,2615
SSC12515,..,9,9,15,0,10,4,0,4,0,0,0,0,0,0,0,0,0,17,10,30
SSC12516,..,3,3,8,0,8,3,0,3,8,0,8,3,0,3,3,0,3,17,3,28
SSC12517,..,11,11,23,4,22,4,0,4,8,0,8,7,0,7,3,0,3,45,17,64
SSC12518,..,183,183,213,34,248,85,19,106,66,3,67,14,0,20,0,0,3,389,236,622
SSC12519,..,1040,1040,1421,349,1775,883,147,1029,800,69,872,281,32,311,172,12,179,3562,1640,5208
SSC12520,..,32,32,85,3,87,54,0,54,64,0,64,40,0,40,20,0,20,261,41,298
SSC12521,..,4,4,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,18,4,21
SSC12522,..,137,137,172,6,177,39,0,39,29,0,29,21,0,21,12,0,12,273,141,408
SSC12523,..,17,17,22,0,26,3,0,3,9,0,9,7,0,7,0,0,0,35,16,52
SSC12524,..,757,757,819,81,898,566,17,579,664,8,677,272,5,281,129,5,134,2452,871,3326
SSC12525,..,5,5,9,3,16,0,0,0,3,0,3,7,0,7,0,0,0,21,7,31
SSC12526,..,13,13,18,0,18,5,0,5,11,0,11,3,0,3,4,0,4,32,13,45
SSC12527,..,3,3,16,0,16,3,0,3,7,0,7,4,0,4,3,0,3,30,3,32
SSC12528,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10
SSC12529,..,3,3,9,0,9,4,0,4,3,0,3,0,0,0,0,0,0,19,3,18
SSC12530,..,1279,1279,1091,201,1297,562,63,628,394,14,402,129,4,136,60,3,63,2240,1566,3808
SSC12531,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12532,..,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5
SSC12533,..,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,9,0,9
SSC12534,..,230,230,226,41,269,90,7,99,77,3,85,17,0,17,11,0,11,424,282,707
SSC12535,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12536,..,257,257,201,49,253,113,10,124,80,0,86,40,3,43,20,0,18,451,324,772
SSC12537,..,14,14,16,0,16,5,0,5,8,0,8,3,0,3,0,0,0,38,14,50
SSC12538,..,35,35,37,6,44,43,3,44,48,0,48,28,0,25,20,0,16,173,44,219
SSC12539,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12540,..,12,12,25,0,25,18,0,18,13,0,13,10,0,10,0,0,0,75,12,84
SSC12541,..,16,16,23,4,27,3,3,5,8,0,8,3,0,3,0,0,0,36,18,59
SSC12542,..,129,129,230,16,244,160,3,166,183,0,185,79,0,76,40,0,40,690,152,835
SSC12543,..,16,16,26,0,30,17,0,17,21,0,21,19,0,19,5,0,5,89,20,108
SSC12544,..,23,23,30,0,32,16,0,18,13,0,13,5,0,5,0,0,0,67,26,84
SSC12545,..,10,10,75,0,79,28,0,28,28,0,28,13,0,13,4,0,4,154,17,170
SSC12546,..,9,9,11,0,11,0,0,0,4,0,4,7,0,7,0,0,0,30,9,33
SSC12547,..,425,425,407,39,450,101,7,112,60,4,63,20,0,20,7,0,7,591,476,1064
SSC12548,..,0,0,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,10,4,15
SSC12549,..,18,18,41,0,41,16,0,16,17,0,17,9,0,9,0,0,0,89,18,111
SSC12550,..,614,614,702,101,806,328,32,363,164,4,168,40,0,42,9,0,9,1251,761,2011
SSC12551,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12552,..,4,4,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,11,4,14
SSC12553,..,80,80,90,15,103,31,0,31,21,0,21,11,0,11,8,0,8,158,88,254
SSC12554,..,395,395,973,50,1022,542,3,544,635,0,635,294,0,294,132,0,132,2572,448,3020
SSC12555,..,7,7,21,0,19,8,0,8,8,0,8,4,0,4,0,0,0,39,9,41
SSC12556,..,20,20,51,4,51,20,0,20,18,0,18,12,0,12,4,0,4,105,22,130
SSC12557,..,9,9,15,0,20,7,0,7,9,0,9,0,0,0,0,0,0,40,11,47
SSC12558,..,16,16,25,3,25,7,0,7,4,0,4,5,0,5,0,0,0,42,14,53
SSC12559,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12560,..,4,4,24,0,24,5,0,5,0,0,0,3,0,3,0,0,0,32,4,42
SSC12561,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12562,..,0,0,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,13,3,17
SSC12563,..,76,76,133,13,140,80,0,80,132,0,133,51,0,51,19,0,19,416,89,507
SSC12564,..,0,0,11,0,11,5,0,5,3,0,3,0,0,0,3,0,3,17,0,25
SSC12565,..,3,3,14,0,11,4,0,4,3,0,3,6,0,6,0,0,0,24,9,34
SSC12566,..,12,12,22,0,22,3,0,3,13,0,13,3,0,3,4,0,4,38,12,53
SSC12567,..,418,418,854,21,883,682,10,691,837,3,841,365,0,369,97,0,97,2851,455,3303
SSC12568,..,69,69,131,4,138,48,0,48,62,0,62,38,0,38,18,0,18,289,77,363
SSC12569,..,9,9,27,0,30,13,0,13,15,0,15,5,0,5,3,0,3,73,13,83
SSC12570,..,75,75,78,8,82,23,0,23,24,0,24,16,0,16,5,0,5,144,75,225
SSC12571,..,78,78,64,3,71,19,0,21,21,0,21,10,0,10,11,0,11,123,87,210
SSC12572,..,9,9,17,0,18,12,0,12,4,0,4,9,0,9,3,0,3,41,9,53
SSC12573,..,1261,1261,1213,212,1421,535,74,607,615,33,643,284,0,280,77,3,78,2720,1578,4297
SSC12574,..,78,78,160,0,158,70,3,74,116,3,118,46,0,46,7,0,7,390,85,468
SSC12575,..,586,586,569,42,605,168,3,173,105,0,105,32,0,32,14,0,14,887,629,1514
SSC12576,..,9,9,23,0,18,7,0,7,3,0,8,3,0,3,0,0,0,32,6,38
SSC12577,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12578,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9
SSC12579,..,22,22,63,0,63,26,0,26,36,0,36,10,0,10,4,0,4,136,26,157
SSC12580,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC12581,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12582,..,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5
SSC12583,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,9
SSC12584,..,3,3,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,6,6,11
SSC12585,..,197,197,224,12,236,78,5,82,74,0,74,46,0,46,18,0,18,437,214,651
SSC12586,..,20,20,15,0,15,3,0,3,8,0,8,4,0,4,3,0,3,25,22,50
SSC12587,..,11,11,20,0,20,3,0,3,6,0,6,0,0,0,3,0,3,33,13,40
SSC12588,..,1763,1763,1946,234,2183,1571,91,1658,1484,59,1538,967,32,999,870,33,905,6836,2219,9052
SSC12589,..,600,600,497,43,535,359,14,371,314,9,320,187,0,185,163,6,166,1523,664,2185
SSC12590,..,13,13,31,0,31,10,0,10,15,0,15,7,0,7,4,0,4,61,13,78
SSC12591,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC12592,..,352,352,541,47,588,291,4,292,267,0,268,119,0,119,62,0,62,1280,409,1688
SSC12593,..,3,3,4,0,4,0,0,0,0,0,0,5,0,5,3,0,3,12,3,18
SSC12594,..,5,5,12,0,16,5,0,5,4,0,4,3,0,3,0,0,0,27,10,38
SSC12595,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12596,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,0,11
SSC12597,..,3,3,6,0,6,5,0,5,0,0,0,0,0,0,0,0,0,13,3,14
SSC12598,..,35,35,44,3,48,29,0,29,35,0,35,16,0,16,14,0,14,139,38,175
SSC12599,..,11,11,56,4,53,22,0,19,16,0,21,8,0,8,0,0,0,104,15,126
SSC12600,..,13,13,26,3,31,8,0,8,11,0,11,8,0,8,3,0,3,60,16,74
SSC12601,..,3,3,10,0,6,4,0,4,0,0,0,0,0,0,0,0,0,12,3,22
SSC12602,..,58,58,114,3,115,74,0,74,117,0,117,44,0,44,10,0,10,367,60,430
SSC12603,..,27,27,87,8,92,42,0,42,63,0,63,24,0,24,31,0,31,251,36,284
SSC12604,..,4,4,13,0,13,7,0,7,10,0,10,0,0,0,0,0,0,27,4,34
SSC12605,..,0,0,7,0,7,5,0,5,3,0,3,0,0,0,0,0,0,16,0,14
SSC12606,..,11,11,12,0,10,12,0,12,5,0,5,4,0,4,0,0,0,34,17,52
SSC12607,..,104,104,289,13,300,331,3,331,392,0,392,179,0,179,110,0,110,1304,117,1421
SSC12608,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC12609,..,7,7,7,0,7,7,0,7,3,0,3,0,0,0,0,0,0,14,7,20
SSC12610,..,3,3,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,14,3,12
SSC12611,..,4,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,4,12
SSC12612,..,6,6,15,0,13,6,0,6,6,0,6,0,0,0,0,0,0,26,7,36
SSC12613,..,10,10,19,0,19,0,0,0,3,0,3,0,0,0,0,0,0,24,10,39
SSC12614,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3
SSC12615,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12616,..,13,13,17,3,19,5,0,5,3,0,3,0,0,0,0,0,0,32,17,47
SSC12617,..,366,366,197,21,225,144,3,149,133,0,139,112,0,112,80,0,80,669,394,1059
SSC12618,..,9,9,50,0,50,18,0,18,18,0,18,7,0,6,5,0,5,100,14,109
SSC12619,..,264,264,292,23,314,58,6,65,27,0,27,0,0,0,0,0,0,382,290,671
SSC12620,..,64,64,96,6,107,55,0,58,48,0,48,24,0,24,11,0,14,239,72,314
SSC12621,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC12622,..,84,84,94,4,103,10,0,10,15,0,18,4,0,4,0,0,0,127,87,214
SSC12623,..,96,96,153,0,150,65,0,67,66,0,66,35,0,35,12,0,12,336,93,428
SSC12624,..,5,5,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,12,5,17
SSC12625,..,177,177,390,17,409,216,3,218,305,0,303,113,0,113,47,0,47,1066,202,1273
SSC12626,..,5,5,18,0,18,3,0,3,5,0,5,0,0,0,0,0,0,21,5,25
SSC12627,..,3,3,6,0,6,3,0,3,7,0,7,0,0,0,0,0,0,17,3,19
SSC12628,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11
SSC12629,..,383,383,426,28,456,110,10,121,54,0,50,9,0,9,6,0,6,611,420,1032
SSC12630,..,168,168,216,15,232,69,0,69,49,0,49,35,0,35,26,0,26,386,181,570
SSC12631,..,10,10,15,0,15,3,0,3,3,0,3,4,0,4,0,0,0,20,10,26
SSC12632,..,4,4,13,0,13,7,0,7,4,0,4,0,0,0,0,0,0,25,4,30
SSC12633,..,156,156,335,20,352,332,6,331,375,0,375,221,0,221,160,0,160,1417,181,1601
SSC12634,..,3,3,16,0,16,0,0,0,3,0,3,0,0,0,0,0,0,28,3,32
SSC12635,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7
SSC12636,..,12,12,23,3,26,6,0,6,12,0,12,5,0,5,3,0,3,55,18,65
SSC12637,..,3,3,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,9,3,17
SSC12638,..,34,34,55,9,65,47,0,47,61,0,61,31,0,31,10,0,10,201,39,240
SSC12639,..,65,65,121,7,130,35,0,35,42,0,42,18,0,18,6,0,6,224,71,296
SSC12640,..,32,32,47,0,53,10,0,10,8,0,8,4,0,4,0,0,0,70,35,103
SSC12641,..,13,13,23,0,20,11,0,11,8,0,8,4,0,4,0,0,0,43,12,54
SSC12642,..,652,652,848,63,909,730,14,745,831,3,833,401,0,397,286,0,286,3092,732,3821
SSC12643,..,9,9,32,0,39,11,0,12,15,0,18,5,0,5,16,0,16,88,12,97
SSC12644,..,15,15,65,0,65,29,0,29,16,0,16,10,0,10,0,0,0,123,15,138
SSC12645,..,1552,1552,1627,142,1774,917,29,947,911,5,918,314,0,315,160,0,157,3933,1733,5663
SSC12646,..,8,8,11,0,11,6,0,6,3,0,3,0,0,0,0,0,0,19,8,26
SSC12647,..,60,60,92,11,104,46,0,46,44,0,44,18,0,18,8,0,8,205,70,276
SSC12648,..,3,3,12,0,12,0,0,0,5,0,5,0,0,0,3,0,3,25,3,29
SSC12649,..,29,29,47,0,47,14,0,14,6,0,6,5,0,5,8,0,8,83,29,110
SSC12650,..,59,59,22,7,34,10,0,10,0,3,7,0,0,0,3,0,3,40,68,112
SSC12651,..,10,10,19,0,19,16,0,16,13,0,13,3,0,3,6,0,6,55,10,61
SSC12652,..,30,30,72,0,77,31,0,31,25,0,25,7,0,7,6,0,6,136,35,169
SSC12653,..,716,716,756,47,804,284,10,293,243,3,241,99,0,99,47,0,47,1436,768,2201
SSC12654,..,630,630,903,38,942,271,10,278,285,3,292,137,0,137,42,0,42,1638,683,2323
SSC12655,..,38,38,68,8,76,33,0,33,34,0,34,15,0,18,7,0,7,168,44,208
SSC12656,..,8,8,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,8,25
SSC12657,..,14,14,36,3,39,7,0,11,9,0,9,4,0,4,0,0,0,58,16,77
SSC12658,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,9,0,9
SSC12659,..,6,6,18,0,15,0,0,0,4,0,4,0,0,0,3,0,3,21,9,27
SSC12660,..,41,41,40,0,43,16,0,16,12,0,12,5,0,5,4,0,4,77,37,122
SSC12661,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC12662,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12663,..,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SSC12664,..,7,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,8,13
SSC12665,..,7,7,9,3,17,0,0,0,5,0,5,4,0,4,0,0,0,27,11,39
SSC12666,..,9,9,10,0,10,3,0,3,4,0,4,0,0,0,0,0,0,19,9,25
SSC12667,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8
SSC12668,..,4,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,8,14
SSC12669,..,119,119,183,6,189,45,0,43,55,0,55,13,0,13,3,0,3,297,133,429
SSC12670,..,285,285,470,28,496,98,0,102,96,0,96,36,0,36,15,0,15,721,312,1031
SSC12671,..,243,243,297,16,311,120,0,124,129,0,129,84,0,84,31,0,31,661,255,920
SSC12672,..,850,850,1171,65,1231,544,15,565,682,0,684,287,0,293,116,0,116,2809,938,3746
SSC12673,..,3,3,5,0,5,4,0,4,3,0,3,0,0,0,0,0,0,14,3,12
SSC12674,..,23,23,26,7,29,9,0,10,8,0,8,4,0,4,3,0,3,56,22,81
SSC12675,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12676,..,9,9,29,3,31,6,0,6,11,0,11,4,0,4,3,0,3,51,11,63
SSC12677,..,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6
SSC12678,..,17,17,20,0,20,6,0,6,0,0,0,4,0,4,0,0,0,34,17,50
SSC12679,..,4,4,12,0,15,6,0,6,4,0,4,3,0,3,0,0,0,23,8,30
SSC12680,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC12681,..,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,6,0,10
SSC12682,..,4,4,8,0,8,3,0,3,6,0,6,0,0,0,3,0,3,17,4,24
SSC12683,..,18,18,30,3,36,8,0,8,11,0,11,7,0,7,4,0,4,60,18,78
SSC12684,..,11,11,7,4,15,3,0,3,3,0,3,0,0,0,0,0,0,13,13,27
SSC12685,..,57,57,80,3,86,22,0,22,31,0,31,11,0,11,12,0,12,153,56,208
SSC12686,..,455,455,488,37,528,263,3,268,289,3,294,98,0,100,51,0,51,1182,502,1693
SSC12687,..,11,11,23,3,24,9,0,9,14,0,14,3,0,3,0,0,0,51,18,64
SSC12688,..,12,12,16,0,19,6,0,6,4,0,4,6,0,6,0,0,0,37,14,47
SSC12689,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12690,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12691,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9
SSC12692,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC12693,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12694,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12695,..,3,3,3,0,3,4,0,3,3,0,3,0,0,0,0,0,0,11,0,11
SSC12696,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12
SSC12697,..,19,19,19,0,22,3,0,3,7,0,7,0,0,0,0,0,0,33,16,46
SSC12698,..,40,40,53,3,59,23,0,23,36,0,36,24,0,24,3,0,3,144,46,189
SSC12699,..,112,112,131,4,137,58,0,58,60,0,60,19,0,19,14,0,14,278,120,398
SSC12700,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12701,..,8,8,12,0,12,3,0,3,0,0,0,3,0,3,4,0,4,19,8,32
SSC12702,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12703,..,84,84,203,18,225,90,0,90,138,0,138,59,0,59,28,0,28,516,100,618
SSC12704,..,25,25,50,0,55,20,0,15,15,0,15,9,0,9,4,0,4,92,23,120
SSC12705,..,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,0,7
SSC12706,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SSC12707,..,8,8,15,0,15,4,0,4,3,0,3,0,0,0,0,0,0,22,8,32
SSC12708,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12709,..,25,25,30,3,32,13,0,13,10,0,10,3,0,3,3,0,3,60,28,84
SSC12710,..,63,63,208,5,216,119,0,122,166,0,166,94,0,94,36,0,36,626,65,691
SSC12711,..,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,9
SSC12712,..,431,431,807,37,847,555,0,555,665,0,671,327,0,327,192,0,195,2554,468,3018
SSC12713,..,3,3,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,8,8,14
SSC12714,..,53,53,70,9,76,29,0,29,18,0,18,9,0,9,4,0,4,135,56,191
SSC12715,..,6,6,8,0,8,4,0,4,11,0,11,14,0,14,3,0,3,38,6,45
SSC12716,..,0,0,11,0,11,0,0,0,3,0,3,0,0,0,0,0,0,15,0,16
SSC12717,..,12,12,15,0,20,4,0,4,5,0,5,0,0,0,3,0,3,27,13,43
SSC12718,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12719,..,0,0,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,12,3,14
SSC12720,..,3,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,3,16
SSC12721,..,3,3,6,0,6,3,0,3,0,0,0,0,0,0,6,0,6,19,3,20
SSC12722,..,971,971,994,94,1084,510,6,518,397,0,397,210,0,210,103,0,103,2211,1070,3284
SSC12723,..,510,510,456,36,492,128,0,130,107,3,108,46,0,46,29,0,36,771,550,1319
SSC12724,..,23,23,107,10,115,33,0,32,35,0,35,26,0,26,9,0,9,210,35,244
SSC12725,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,3,15
SSC12726,..,3,3,16,0,15,4,0,4,3,0,3,0,0,0,0,0,0,23,3,29
SSC12727,..,183,183,216,9,225,78,0,78,67,0,67,26,0,26,14,0,14,398,196,590
SSC12728,..,917,917,1002,104,1101,699,22,719,646,7,654,235,6,241,118,3,119,2700,1054,3753
SSC12729,..,82,82,151,10,160,66,3,68,60,0,60,13,0,13,4,0,4,295,96,390
SSC12730,..,13,13,35,0,32,6,0,6,14,0,14,5,0,5,3,0,3,56,12,71
SSC12731,..,11,11,47,6,55,14,0,14,13,0,13,6,0,6,3,0,3,84,16,97
SSC12732,..,83,83,68,3,72,40,0,39,25,0,25,10,0,10,7,0,7,158,86,242
SSC12733,..,8,8,12,0,14,4,0,4,3,0,3,3,0,3,0,0,0,21,9,27
SSC12734,..,541,541,596,35,633,199,0,201,156,0,154,64,0,63,40,0,40,1054,577,1632
SSC12735,..,101,101,161,14,169,48,0,47,33,0,33,21,0,21,10,0,10,273,114,387
SSC12736,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12737,..,14,14,15,3,21,3,0,3,8,0,8,8,0,8,0,0,0,34,16,50
SSC12738,..,3242,3242,3448,275,3729,1548,42,1591,1621,4,1625,671,0,671,169,0,169,7458,3567,11022
SSC12739,..,942,942,1062,66,1126,408,7,421,419,9,424,192,0,192,84,0,84,2164,1023,3193
SSC12740,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,11,3,11
SSC12741,..,55,55,90,3,92,31,0,32,25,0,25,8,0,8,5,0,5,165,58,220
SSC12742,..,3,3,16,3,22,3,0,3,6,0,6,6,0,6,0,0,0,29,10,41
SSC12743,..,70,70,74,0,73,22,0,22,23,0,23,6,0,6,3,0,7,119,71,192
SSC12744,..,3,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13
SSC12745,..,317,317,821,39,861,688,3,689,967,0,964,425,0,431,206,0,206,3106,357,3470
SSC12746,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12747,..,10,10,20,0,20,5,0,5,11,0,11,3,0,3,0,0,0,42,10,57
SSC12748,..,532,532,468,42,512,217,3,224,129,0,135,85,0,85,44,0,44,952,577,1533
SSC12749,..,39,39,21,5,33,8,4,10,12,0,12,6,0,6,0,0,0,49,49,96
SSC12750,..,275,275,579,23,602,475,7,481,585,0,585,224,0,224,94,0,94,1945,308,2257
SSC12751,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC12752,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12753,..,3,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15
SSC12754,..,6,6,8,3,10,0,0,0,4,0,4,0,0,0,0,0,0,8,7,19
SSC12755,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12756,..,835,835,1033,118,1150,887,22,910,949,7,959,574,6,578,504,0,506,3949,985,4936
SSC12757,..,3,3,20,0,20,10,0,10,4,0,4,7,0,7,3,0,3,42,3,50
SSC12758,..,15,15,29,0,34,7,0,7,8,0,8,3,0,3,3,0,3,60,21,76
SSC12759,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12760,..,7,7,17,0,17,3,0,3,10,0,10,5,0,5,0,0,0,34,7,42
SSC12761,..,37,37,30,4,36,24,0,24,7,0,7,3,0,3,4,0,4,70,39,109
SSC12762,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10
SSC12763,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6
SSC12764,..,3,3,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,7,3,14
SSC12765,..,21,21,61,3,61,28,0,28,36,0,36,35,0,35,18,0,18,182,23,203
SSC12766,..,410,410,453,38,491,189,6,193,172,3,173,56,0,56,37,0,33,901,459,1361
SSC12767,..,7,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7
SSC12768,..,89,89,166,14,178,100,5,105,114,3,118,42,0,42,25,0,25,449,107,551
SSC12769,..,44,44,93,4,91,57,0,59,77,0,77,39,0,39,13,0,13,281,51,332
SSC12770,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12771,..,0,0,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,11,0,10
SSC12772,..,88,88,151,5,157,104,0,108,123,0,122,55,0,55,22,0,22,460,90,555
SSC12773,..,3,3,11,0,17,4,0,4,3,0,3,0,0,0,0,0,0,25,3,26
SSC12774,..,54,54,73,3,81,59,0,58,54,0,54,57,0,57,38,0,38,285,63,346
SSC12775,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12776,..,7,7,7,0,5,0,0,0,3,0,3,3,0,3,0,0,0,15,10,23
