SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC12124,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,8,3,15,11,7,0,0,54
SSC12125,0,9,23,22,12,22,21,3,3,110,0,3,17,15,22,13,9,0,0,85,0,0,11,17,17,17,0,0,0,58,0,0,0,15,24,13,3,3,0,58,0,0,3,16,30,13,6,0,0,68,0,0,9,12,7,16,5,0,0,40,3,3,7,3,14,16,6,10,4,68,87,71,129,158,199,234,178,86,27,1158
SSC12126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,3,3,4,3,0,11,4,3,0,35
SSC12127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11,0,0,5,6,14,12,14,8,0,63
SSC12128,0,0,3,0,3,3,3,0,0,10,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,0,0,13,12,6,28,19,42,59,36,7,3,221
SSC12129,0,51,134,97,132,74,67,38,27,622,3,31,109,86,92,56,55,41,17,489,0,9,92,85,89,84,35,34,23,452,0,3,92,84,77,49,41,11,17,375,0,3,110,206,181,142,71,32,18,770,0,3,49,296,443,238,101,44,23,1196,45,30,47,56,71,49,49,62,96,497,872,672,1017,1347,1644,1176,875,557,404,8556
SSC12130,0,16,28,36,55,41,27,18,9,236,0,6,22,36,57,41,14,17,4,204,0,3,18,33,61,30,15,11,0,180,0,0,11,32,56,31,11,3,0,151,3,0,18,93,107,52,19,10,0,297,0,0,4,144,170,68,20,12,0,421,17,6,9,10,27,11,13,13,13,118,409,214,216,582,785,466,335,288,111,3411
SSC12131,0,26,104,113,93,70,22,3,3,435,0,11,69,76,75,39,8,3,0,293,0,6,53,56,46,30,9,3,0,198,0,0,39,54,35,20,3,0,0,149,0,0,25,42,36,21,3,3,0,137,0,3,4,15,26,7,3,7,0,59,40,25,64,69,64,61,72,85,97,582,463,423,856,954,856,869,730,396,227,5773
SSC12132,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,14,11,4,10,16,19,30,36,17,4,144
SSC12133,0,0,3,7,3,7,3,5,0,32,0,0,0,0,3,5,11,0,0,24,0,0,0,0,3,10,3,0,0,20,0,0,3,3,3,6,7,0,0,19,0,0,6,4,4,5,3,0,0,16,0,0,0,8,6,3,3,0,0,23,0,0,3,0,0,6,7,6,0,37,25,17,28,50,58,82,77,27,13,385
SSC12134,0,3,5,14,14,10,20,7,0,67,0,0,3,4,5,8,6,0,0,34,0,0,4,3,7,9,5,0,0,31,0,0,4,6,13,7,8,0,0,45,0,0,0,12,12,12,8,3,0,36,0,0,4,10,9,0,4,0,0,24,0,0,0,8,8,3,0,5,0,28,43,22,52,88,98,110,138,35,13,615
SSC12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12136,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,6,0,0,0,23
SSC12137,0,6,10,14,19,15,0,0,0,51,0,0,6,8,15,10,3,0,0,43,0,0,3,5,7,9,0,0,0,24,0,0,0,4,11,0,0,0,0,17,0,0,3,3,6,8,0,0,0,22,0,0,0,0,4,3,0,0,0,7,3,3,0,0,3,9,0,0,0,18,64,46,77,97,104,124,32,4,3,544
SSC12138,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,0,0,28
SSC12139,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,10,5,5,10,14,18,26,28,4,0,115
SSC12140,0,0,3,3,6,3,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,3,0,0,6,0,3,0,0,7,0,0,0,0,17,10,14,17,31,45,48,49,17,8,233
SSC12141,0,17,89,73,114,92,46,22,13,462,0,10,56,67,69,52,7,8,3,272,0,3,54,60,71,48,6,7,0,254,0,0,31,49,49,32,9,0,0,174,0,0,15,67,63,30,11,0,8,197,0,0,10,22,25,14,0,3,3,83,23,10,35,43,30,42,49,93,75,403,391,343,635,762,826,849,855,752,483,5894
SSC12142,0,0,4,0,0,5,3,0,0,17,0,0,4,3,3,0,0,0,0,15,0,0,0,6,3,3,7,3,0,21,0,0,0,4,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,4,0,0,0,9,0,0,0,5,5,3,16,16,3,48,16,12,21,59,47,97,233,118,34,643
SSC12143,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,3,5,16,11,22,15,3,0,79
SSC12144,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,0,12
SSC12145,0,0,13,28,21,27,9,0,0,107,0,3,10,14,20,15,3,0,0,64,0,0,3,15,16,9,3,0,0,56,0,0,6,16,17,10,0,0,0,47,0,0,12,15,19,13,3,0,0,64,0,0,0,6,6,4,0,0,0,22,20,3,6,21,21,19,23,8,0,115,122,64,100,200,248,239,207,71,11,1256
SSC12146,0,0,3,7,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,18,16,23,19,19,13,4,135
SSC12147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,3,3,11,3,5,0,0,35
SSC12149,0,47,167,147,163,129,55,8,7,726,0,22,152,133,118,108,37,0,0,578,0,4,116,162,121,83,32,3,0,522,0,3,72,106,95,71,19,0,0,364,0,0,89,200,155,118,23,5,0,590,0,5,13,68,70,36,4,3,0,203,39,12,31,58,44,65,41,34,67,385,635,465,1075,1354,1256,1249,944,298,152,7432
SSC12150,0,29,91,98,55,30,14,0,0,317,0,4,72,76,47,35,7,3,0,238,0,0,58,51,24,35,3,0,0,178,0,0,24,54,25,17,3,0,0,128,0,0,51,62,28,18,5,0,0,152,0,0,5,10,9,3,0,0,0,30,16,9,26,22,28,13,8,6,0,131,193,163,596,602,365,382,232,87,23,2644
SSC12151,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,6,8,7,3,10,24,20,20,3,0,94
SSC12152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,12
SSC12153,0,3,4,3,8,4,10,0,0,34,0,0,3,5,3,0,0,0,0,11,0,0,0,5,5,9,0,0,3,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,7,6,0,0,17,35,16,61,55,79,100,72,26,16,456
SSC12154,0,9,60,97,103,132,59,20,4,484,0,8,73,63,73,58,18,7,0,292,0,3,49,74,86,52,27,4,0,286,0,0,30,47,59,39,8,3,0,200,0,0,31,80,80,53,8,7,0,266,0,0,22,57,45,32,13,3,0,167,38,35,50,73,82,90,111,115,118,716,441,288,675,905,967,1105,920,600,287,6189
SSC12155,0,0,0,0,3,4,0,0,0,13,0,0,0,3,8,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,15,0,0,3,0,0,0,0,0,0,9,0,0,0,7,0,6,0,0,0,13,0,0,0,0,0,6,4,3,3,14,8,9,11,22,23,33,23,7,3,138
SSC12156,13,143,317,168,150,117,47,22,3,986,7,69,219,129,125,77,38,9,3,669,3,20,185,155,110,71,35,7,6,590,4,10,124,112,88,69,21,3,0,435,0,16,137,228,147,90,13,14,3,638,0,3,41,165,167,58,17,8,0,469,62,221,227,92,81,75,54,48,23,874,1223,3473,3140,1699,1479,1127,773,571,250,13733
SSC12157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,5
SSC12158,0,61,217,176,181,121,48,5,8,815,4,21,146,160,146,80,30,8,3,591,0,4,125,124,141,68,19,3,0,491,0,6,69,103,77,44,13,3,0,316,0,0,119,183,145,42,7,3,0,505,0,0,22,94,62,24,12,0,4,233,54,41,103,119,91,81,77,68,29,665,812,699,1585,1738,1695,1388,1152,771,359,10202
SSC12159,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,9,4,4,6,0,0,0,30
SSC12160,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,13,12,20,6,0,0,75
SSC12161,0,0,3,0,3,3,3,3,0,14,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,7,0,21,13,28,23,27,18,3,143
SSC12162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4
SSC12163,3,69,203,153,133,101,26,7,3,702,0,10,130,102,91,78,17,3,0,437,0,9,76,99,89,50,10,0,0,330,0,6,43,74,42,24,8,0,0,183,0,3,41,60,43,29,3,0,0,179,0,3,11,14,14,4,3,0,0,50,43,69,141,103,103,94,88,66,46,754,493,696,1590,1275,1103,985,726,355,142,7369
SSC12164,0,0,10,12,24,20,8,0,0,79,0,0,7,20,16,5,0,0,0,47,0,0,5,10,12,13,0,0,0,42,0,0,3,8,11,14,0,0,0,34,0,0,5,12,20,9,4,0,0,51,0,0,3,8,3,0,0,0,0,16,3,0,16,12,12,18,14,7,0,94,75,36,84,128,157,175,125,35,11,828
SSC12165,0,0,0,3,5,5,0,3,0,16,0,0,0,5,0,0,0,0,0,8,0,0,0,0,5,0,3,0,0,3,0,0,3,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,7,3,0,3,13,12,8,21,18,36,60,48,25,8,237
SSC12166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,3,3,4,10,7,6,0,0,49
SSC12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,3,0,0,0,3,3,7,0,0,21
SSC12169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,4,10,5,0,3,33
SSC12170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,18,70,60,54,24,9,0,0,240,3,23,73,66,57,25,16,0,0,273
SSC12171,0,3,10,3,15,11,3,0,0,53,0,0,8,3,10,4,3,0,0,34,0,0,3,5,7,0,5,0,0,21,0,0,10,7,9,0,0,0,0,26,0,0,0,9,19,14,0,0,0,47,0,0,0,13,29,12,3,0,0,61,7,3,3,7,6,7,5,0,3,34,73,49,51,71,144,87,45,22,7,554
SSC12172,0,44,162,147,140,112,49,23,0,683,0,22,133,127,99,80,27,3,6,490,0,10,131,109,92,57,22,6,4,427,0,4,82,121,87,45,13,0,4,349,0,0,116,174,136,87,10,6,0,530,0,0,16,98,69,35,10,3,7,235,21,29,64,59,47,69,58,68,72,492,497,467,1141,1336,1119,1002,854,644,423,7481
SSC12173,0,22,96,26,22,25,34,16,8,250,0,24,131,29,24,26,15,16,4,267,0,10,108,40,28,27,31,14,3,252,0,5,92,44,25,31,9,5,0,217,0,7,190,127,82,49,29,12,4,499,0,3,73,127,113,107,68,29,6,530,9,17,92,74,43,54,63,26,12,392,62,215,975,580,430,483,460,254,89,3549
SSC12174,0,6,8,3,6,6,0,0,0,26,0,0,3,7,0,0,0,0,0,15,0,0,0,0,4,3,0,0,0,7,0,0,0,8,0,0,0,0,0,13,0,0,0,10,3,3,0,0,0,17,0,0,0,0,0,0,0,3,0,7,3,0,0,3,7,10,7,3,3,32,33,23,55,62,65,61,45,24,12,378
SSC12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12176,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,5,7,8,3,0,0,38
SSC12177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,6,4,6,6,10,0,0,40
SSC12178,0,0,7,3,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,3,0,3,0,0,15,14,15,12,20,40,27,22,6,9,171
SSC12179,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,3,0,0,24
SSC12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12181,0,73,500,290,180,100,32,10,3,1189,0,36,294,201,141,81,17,3,3,775,0,7,247,196,107,75,15,0,0,650,0,0,147,158,97,49,3,0,0,461,0,8,176,215,109,60,4,0,0,576,0,3,28,63,55,21,13,3,0,180,45,69,254,124,85,72,65,63,40,817,672,1218,3919,2327,1616,1237,859,575,275,12696
SSC12182,0,7,24,22,26,19,9,6,4,122,0,3,21,25,25,18,3,3,0,96,0,0,16,20,29,17,7,0,0,96,0,0,8,18,16,15,0,0,0,57,0,0,20,37,31,23,9,0,0,124,0,0,6,24,30,14,4,0,0,72,21,9,9,15,17,13,11,9,8,119,152,135,200,262,316,246,173,107,54,1640
SSC12183,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,17,3,3,4,12,12,12,9,3,0,54
SSC12184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9
SSC12185,0,0,5,10,6,17,3,3,0,57,0,4,4,11,16,5,4,0,0,47,0,0,6,5,12,8,7,0,0,34,0,0,5,4,11,16,0,0,0,38,0,0,11,21,17,12,3,3,0,64,0,0,0,3,0,7,0,0,0,15,4,0,7,3,11,3,3,0,0,32,44,47,87,98,137,146,104,55,14,736
SSC12186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,5,3,0,3,10,34
SSC12187,0,10,42,51,54,18,3,0,0,192,0,8,35,26,33,22,0,0,0,121,0,3,17,25,18,11,0,0,0,76,0,0,8,12,17,8,0,0,0,53,0,0,10,8,9,10,0,0,0,34,0,0,0,3,0,0,0,0,0,5,30,17,16,19,38,26,28,17,8,197,293,294,454,421,493,384,362,159,36,2883
SSC12188,0,0,0,0,4,5,0,0,0,16,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,3,5,6,0,3,0,13,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,6,0,0,0,8,20,7,19,34,57,67,30,13,4,251
SSC12189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,8,4,3,0,0,4,3,0,0,0,15
SSC12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12191,0,3,0,3,0,3,0,0,0,18,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,3,3,3,0,0,12,15,6,14,12,24,37,42,11,3,171
SSC12192,0,0,0,3,4,3,3,0,0,18,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,18,11,7,0,53,15,12,19,44,64,80,66,40,10,360
SSC12193,3,38,162,124,105,91,30,21,5,577,0,15,81,64,51,63,20,7,0,294,0,11,71,55,57,40,14,0,0,250,0,0,31,42,44,38,9,4,0,176,0,3,21,54,70,37,11,0,5,204,3,0,0,8,13,30,4,0,0,65,42,46,68,49,51,70,61,44,21,445,465,491,1073,851,813,820,713,389,132,5747
SSC12194,0,12,31,44,33,38,8,0,0,174,0,6,17,21,16,22,4,0,0,90,0,0,16,24,18,14,3,0,0,74,0,0,8,8,9,0,0,0,0,33,0,0,10,17,14,0,0,0,0,41,0,0,0,4,3,3,0,0,0,12,8,3,17,12,21,15,26,18,3,125,135,92,257,261,261,279,237,105,25,1654
SSC12195,0,0,0,0,4,3,0,0,0,9,0,0,0,3,3,0,0,0,0,5,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,5,3,14,8,3,0,43,28,20,35,33,55,67,38,10,3,290
SSC12196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,13,0,6,3,9,10,12,20,7,0,68
SSC12197,0,0,25,33,38,32,21,5,0,161,0,6,34,30,19,22,7,0,0,118,0,3,17,24,34,28,7,0,0,104,0,0,3,20,15,25,5,0,0,72,0,0,8,18,25,22,9,3,0,83,0,0,4,17,18,13,12,0,0,67,16,6,21,26,23,33,33,18,5,170,131,85,247,300,354,418,305,134,32,2011
SSC12198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12199,0,3,18,7,8,9,3,3,0,54,0,4,5,8,7,10,0,0,0,27,0,0,6,4,9,9,0,0,0,37,0,0,3,3,0,0,0,0,0,8,0,0,4,15,0,0,0,0,0,17,0,0,0,5,3,0,0,0,0,14,10,20,38,21,26,18,10,0,5,140,20,57,132,105,87,79,25,4,5,511
