POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA2018,0,0,3,20,13,9,3,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,17,43,262,103,125,131,63,30,776,32,41,86,217,58,53,47,36,19,598,489,777,1262,2877,1002,791,675,459,164,8498,0,0,0,8,3,4,3,0,0,22,867,1306,1216,2164,783,414,243,126,74,7186,13,32,50,319,90,43,6,3,0,548,0,0,3,7,8,11,3,0,0,37,0,0,0,7,6,3,0,0,0,13,0,5,4,19,4,0,0,0,0,34,0,0,0,14,10,13,26,6,3,76,6,12,659,491,103,89,54,27,11,1453,0,0,0,10,7,5,7,16,4,44,0,0,4,9,16,21,43,41,18,152,0,13,33,150,57,32,25,11,3,331,0,0,3,24,11,11,10,0,0,60,0,0,6,18,8,0,3,0,0,38,0,0,0,18,6,5,4,4,0,42
POA2019,0,0,0,11,7,3,0,0,0,24,0,0,0,0,3,0,0,0,0,7,0,0,0,7,3,0,0,0,0,11,0,5,17,130,48,47,34,12,4,302,20,35,42,122,43,37,16,23,6,344,358,714,596,1775,782,488,385,201,131,5421,0,0,0,0,0,0,0,0,0,0,741,1271,938,1928,836,524,324,193,86,6839,0,0,9,43,9,3,0,0,0,60,0,0,0,10,0,3,0,3,0,21,0,0,3,5,0,0,0,0,0,12,0,0,0,10,4,0,0,0,0,17,0,0,0,19,9,3,9,6,0,46,0,3,45,114,38,20,11,7,3,245,0,0,0,3,9,10,21,21,0,64,0,0,0,7,3,7,11,8,7,42,0,17,19,111,112,41,38,20,6,364,0,0,0,5,9,9,3,0,0,29,0,0,3,21,6,0,0,0,0,33,0,0,0,10,5,5,0,0,0,27
POA2020,0,0,9,30,10,9,3,0,0,58,0,0,0,0,3,0,0,0,0,6,0,0,3,3,0,0,0,0,0,4,7,9,39,229,52,67,33,26,11,483,27,16,68,214,44,45,25,24,5,473,441,514,1198,3133,720,614,366,265,89,7334,0,0,0,3,0,0,0,0,0,6,769,921,972,2085,604,390,182,136,38,6097,0,8,24,124,46,39,9,0,0,252,0,0,0,3,0,4,0,0,0,9,0,0,3,8,3,3,0,0,0,18,0,0,0,20,4,0,0,0,0,26,0,0,0,18,19,13,14,9,0,71,5,18,639,670,86,81,39,19,6,1559,0,0,0,0,3,7,12,15,0,38,0,0,0,11,6,21,19,18,11,81,0,0,26,145,62,32,20,9,3,298,0,3,3,44,12,18,8,8,0,85,0,0,0,19,7,3,0,0,0,34,0,0,0,17,10,3,5,0,0,37
POA2021,0,0,3,21,3,3,0,0,0,28,0,0,0,16,6,0,3,0,0,23,0,0,0,0,0,0,0,0,0,9,3,3,25,212,47,39,40,16,11,408,35,58,94,377,94,59,45,31,19,815,386,612,827,3479,979,699,647,277,126,8036,0,0,0,0,0,0,0,0,0,3,683,957,987,3528,1090,801,642,274,98,9062,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,40,8,7,7,7,0,71,0,0,0,19,3,4,10,0,0,42,0,3,18,39,22,7,12,9,0,106,0,0,0,3,0,0,0,6,4,18,0,0,0,0,3,3,4,0,0,10,18,51,75,547,188,135,113,49,13,1190,0,0,0,6,0,0,3,0,0,18,3,6,22,84,16,8,12,5,0,151,0,3,0,49,14,7,21,10,8,104
POA2022,0,0,3,13,0,3,0,0,0,21,0,0,0,7,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,5,10,47,318,52,60,70,60,48,682,36,45,77,323,82,73,55,65,26,791,356,530,660,2548,749,594,484,407,175,6510,0,0,0,0,0,0,0,0,0,0,627,857,688,1702,697,531,368,224,81,5769,0,0,0,13,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,36,7,6,0,3,0,60,0,0,3,39,3,0,0,0,0,55,4,12,43,102,37,38,20,13,8,264,0,0,0,0,3,9,3,3,0,22,0,0,0,3,0,4,4,6,5,22,3,32,53,430,125,71,66,33,19,832,0,0,0,4,3,0,4,3,0,18,0,3,12,75,11,10,12,6,0,122,0,0,7,37,9,5,19,11,6,94
POA2023,0,0,0,6,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,8,3,16,27,176,41,47,70,36,28,445,25,30,37,156,63,55,35,17,16,442,303,611,559,1798,756,626,493,220,121,5496,0,0,0,0,0,0,0,0,0,0,488,1090,926,1681,760,612,428,178,65,6230,3,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,3,32,9,3,4,0,0,47,0,0,0,18,0,0,0,0,0,26,3,11,28,42,36,20,17,8,3,167,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,8,4,0,23,11,52,51,260,96,66,50,32,7,622,0,0,4,3,3,0,0,0,3,11,0,0,6,38,9,3,9,3,0,68,0,4,3,20,10,3,25,3,11,74
POA2024,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,10,17,152,29,52,53,36,31,380,28,32,39,179,68,39,42,52,90,574,348,638,515,1988,809,508,417,269,300,5797,0,0,0,4,0,0,0,0,0,4,615,1066,706,1881,901,570,408,219,187,6545,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,17,3,5,0,0,53,0,0,0,17,0,0,4,3,0,33,0,3,38,18,12,13,0,0,3,99,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,6,8,0,3,22,6,81,41,394,180,70,61,29,16,872,0,0,0,3,3,3,0,0,0,13,4,6,4,65,8,5,8,3,0,100,0,3,4,48,20,7,3,3,0,91
POA2025,0,0,0,7,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,13,74,18,17,26,16,21,195,13,31,33,109,51,44,68,47,39,425,194,346,322,1301,506,430,460,289,194,4036,0,0,0,0,0,0,0,0,0,0,354,513,422,1318,502,437,445,245,121,4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,6,3,0,0,0,33,0,3,0,7,0,0,3,0,0,14,0,8,8,45,12,6,12,0,0,96,0,0,0,0,3,0,0,4,0,8,0,0,0,3,3,3,3,4,0,17,10,35,28,175,83,70,63,30,9,495,0,0,0,7,0,4,3,0,0,15,0,0,4,22,10,4,3,3,3,53,0,0,4,10,5,0,8,3,12,42
POA2026,0,0,0,8,3,0,3,0,0,12,6,0,0,29,3,3,0,0,0,42,0,0,4,3,3,3,3,3,0,18,10,23,172,878,150,142,186,107,58,1726,81,109,157,1038,188,147,126,80,44,1980,925,1337,1415,8029,1734,1194,940,567,290,16424,0,0,0,0,0,0,0,0,0,0,1673,2251,1595,6297,1798,1099,619,313,139,15784,0,0,0,11,5,0,0,0,0,12,0,0,0,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,8,148,19,10,0,3,0,191,0,0,26,180,12,4,12,0,0,241,0,3,28,58,26,13,32,15,16,195,0,0,0,7,5,4,0,6,4,29,0,0,0,10,0,11,7,16,5,47,15,75,139,1711,325,147,111,48,22,2595,0,0,0,9,3,10,3,0,0,24,3,9,61,360,24,8,16,3,3,494,0,4,14,203,51,11,36,14,17,342
POA2027,0,0,0,9,3,0,0,0,0,16,0,0,0,12,0,0,0,0,0,12,0,0,0,4,3,0,0,0,0,7,0,12,7,64,18,20,51,31,24,236,19,30,51,182,70,76,73,55,40,592,164,297,347,1386,482,546,600,359,253,4437,0,0,0,0,0,0,0,0,0,0,264,423,405,1286,456,530,541,333,200,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,5,6,5,0,0,35,0,0,0,8,0,5,0,0,0,10,0,13,10,47,31,15,13,12,3,149,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,5,3,0,22,8,25,36,183,70,53,61,41,13,483,0,0,0,8,0,0,0,0,0,8,0,0,3,33,9,3,5,4,0,61,0,0,6,13,3,5,18,12,14,70
POA2028,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,3,12,69,16,15,39,18,12,180,14,12,19,108,28,28,24,28,20,273,119,153,226,955,273,288,282,200,109,2608,0,0,0,0,0,0,0,0,0,0,187,236,290,855,258,273,249,166,74,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,0,0,0,24,0,0,0,3,0,3,0,0,0,3,0,4,8,26,15,5,6,5,0,78,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,4,7,7,137,30,25,31,18,6,266,0,0,0,3,3,0,0,0,0,10,0,0,4,38,3,4,3,0,3,61,0,0,3,8,3,3,5,4,6,42
POA2029,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,13,3,16,16,179,52,45,87,28,24,449,22,32,38,143,56,32,46,27,33,431,296,610,542,1719,659,474,522,297,212,5327,0,0,0,0,0,0,0,0,0,0,532,962,674,1560,548,413,367,189,124,5361,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,22,4,3,7,3,0,43,0,0,0,8,3,0,0,0,0,8,3,8,16,36,24,17,6,10,6,134,0,0,0,0,3,3,3,3,0,13,0,0,0,0,0,10,12,12,7,39,5,29,28,232,86,37,52,45,21,532,0,0,0,9,3,0,0,0,0,13,0,3,5,24,4,0,3,4,0,40,0,0,0,16,11,7,11,9,9,66
POA2030,0,0,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,3,3,0,18,5,22,30,182,77,101,101,42,36,587,24,45,42,104,73,54,56,35,20,443,407,1081,972,1693,1127,901,646,342,214,7380,0,0,0,0,0,0,0,0,0,0,723,1743,1322,1548,998,756,482,245,154,7973,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,3,0,4,25,9,5,3,3,0,48,0,0,0,0,0,0,0,0,0,6,7,25,53,64,52,31,25,17,6,289,0,0,0,3,3,3,0,3,0,12,0,0,0,0,0,5,26,17,5,56,4,93,56,187,132,66,72,44,16,686,0,0,0,0,0,7,0,0,0,13,0,4,3,17,7,8,4,3,0,55,0,7,0,23,18,14,18,16,8,98
