POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA2460,0,0,0,0,..,17,0,17,0,17,..,10,0,15,0,15,..,7,0,7,0,7,..,7,0,4,0,4,..,0,0,0,0,0,..,4,10,11,0,11,..,38,6,47,3,55,..,229,28,261,4,269,..,26,3,28,1210,1240,12933,256,33,291,1218,14436,13426,..,..,..,..,13426,..,5,0,7,0,7,..,3,0,3,0,3,..,18,0,18,3,22,..,12,5,21,0,21,..,15,10,24,0,24,..,4,0,4,0,4,..,33,12,41,0,41,..,0,0,0,0,0,..,18,0,18,0,21,..,5,0,5,0,5,..,25,0,26,0,26,..,0,0,0,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,19,0,20,0,20,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,33,3,34,0,34,..,3,0,3,0,3,..,13,0,11,0,11,..,0,0,0
POA2462,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,9,19,0,19,..,4,0,4,104,106,1147,14,9,20,104,1272,1079,..,..,..,..,1079,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2463,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,60,4,65,0,60,..,9,0,9,242,243,3387,67,4,69,237,3696,3500,..,..,..,..,3500,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,6,0,8,..,6,0,8,0,8,..,0,0,0,0,0,..,18,3,20,0,21,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,5,0,5,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
POA2464,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,16,0,12,..,72,15,83,4,89,..,9,0,9,246,254,2930,85,15,96,252,3274,3085,..,..,..,..,3085,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,0,3,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,6,3,12,0,12,..,0,0,0,0,0,..,3,0,3,0,0,..,12,0,12,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,7,0,11,..,3,0,3,0,6,..,3,0,3,0,3,..,0,0,0
POA2465,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,8,8,139,3,0,3,8,152,135,..,..,..,..,135,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2466,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,8,0,10,..,0,0,0,60,67,805,7,3,12,62,878,782,..,..,..,..,782,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2469,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,12,3,16,..,50,3,52,3,54,..,6,0,6,211,220,1833,58,3,61,212,2111,1665,..,..,..,..,1665,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,4,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2470,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,28,5,33,0,30,..,86,10,101,6,105,..,21,0,21,504,524,6875,106,10,119,506,7502,7050,..,..,..,..,7050,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,7,..,3,0,3,0,3,..,3,3,8,0,8,..,0,0,0,0,0,..,6,4,8,0,15,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,11,0,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,9,0,9,..,0,0,0,0,0,..,0,0,0
POA2471,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,4,0,4,..,10,7,17,0,17,..,6,0,6,125,128,1090,15,7,28,125,1242,1123,..,..,..,..,1123,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,9,0,9,..,0,0,0,0,0,..,0,4,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0
POA2472,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,3,19,0,14,..,4,0,4,89,96,868,20,3,22,90,981,770,..,..,..,..,770,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2473,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,18,4,24,0,24,..,3,0,3,116,119,1378,21,4,24,116,1518,1411,..,..,..,..,1411,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,3,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2474,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,18,0,21,..,65,7,69,4,70,..,15,0,15,311,325,2776,77,7,84,310,3172,2789,..,..,..,..,2789,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0
POA2475,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,29,29,162,3,0,3,29,191,148,..,..,..,..,148,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2476,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,18,17,378,4,0,4,20,399,346,..,..,..,..,346,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2477,0,0,0,0,..,0,0,0,0,0,..,22,4,27,0,27,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,52,4,55,0,55,..,199,13,216,3,214,..,9,0,16,326,335,5331,212,19,224,329,5884,5765,..,..,..,..,5765,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,10,3,8,0,8,..,4,4,8,0,8,..,0,0,0,0,0,..,16,9,22,0,22,..,0,0,0,0,0,..,18,0,19,0,19,..,7,0,7,0,7,..,12,0,12,0,12,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,31,0,30,0,30,..,9,0,9,0,9,..,0,0,0
POA2478,0,0,0,0,..,14,0,14,0,13,..,21,0,21,0,29,..,0,0,4,0,4,..,14,0,14,0,14,..,9,0,9,0,9,..,11,3,14,0,14,..,81,9,94,4,95,..,436,43,480,12,494,..,38,0,38,1006,1037,12073,475,43,515,1014,13604,12965,..,..,..,..,12965,..,11,0,11,0,11,..,3,3,3,0,3,..,0,0,0,0,0,..,12,3,11,0,11,..,24,9,30,0,30,..,3,0,3,0,3,..,42,7,50,0,50,..,8,0,10,0,10,..,26,0,26,0,24,..,38,0,38,0,38,..,59,0,59,0,63,..,10,0,10,0,10,..,0,0,0,0,0,..,13,0,13,0,13,..,17,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,41,0,43,0,43,..,37,3,39,0,43,..,29,0,27,0,31,..,4,3,8
POA2479,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,6,34,0,34,..,114,9,123,0,128,..,3,0,3,187,190,2008,116,9,127,190,2324,2030,..,..,..,..,2030,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,0,0,0,0,0,..,4,0,9,0,9,..,3,0,3,0,3,..,6,0,6,0,6,..,8,0,8,0,8,..,24,0,24,0,24,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,4,17,0,17,..,0,0,0,0,0,..,20,0,18,0,18,..,0,0,0
POA2480,0,5,0,8,..,40,0,40,0,43,..,41,3,46,0,46,..,4,0,4,0,4,..,17,0,24,0,24,..,3,0,3,0,3,..,14,11,22,0,22,..,149,36,187,7,193,..,825,106,929,10,939,..,71,13,84,1681,1766,18996,894,123,1015,1691,21705,19960,..,..,..,..,19960,..,12,3,17,0,17,..,6,0,6,0,6,..,32,0,35,3,38,..,14,0,14,0,14,..,37,14,52,0,52,..,3,0,3,0,4,..,54,16,71,0,73,..,3,0,3,0,3,..,36,0,41,0,41,..,57,0,55,0,55,..,113,3,114,4,118,..,10,0,10,0,10,..,5,0,5,0,5,..,15,0,17,0,17,..,31,3,33,0,36,..,3,0,3,0,3,..,15,4,15,0,15,..,6,0,6,0,6,..,76,12,88,0,83,..,141,27,171,5,176,..,37,4,39,0,38,..,8,4,7
POA2481,0,5,0,5,..,10,0,10,0,8,..,43,4,46,0,46,..,0,0,0,0,0,..,3,3,11,0,11,..,3,0,6,0,6,..,3,0,3,0,3,..,94,4,97,0,100,..,399,18,420,0,419,..,14,0,14,873,886,4373,412,18,431,871,5673,4692,..,..,..,..,4692,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,5,..,0,0,0,0,0,..,4,0,4,0,6,..,0,0,0,0,0,..,16,0,16,0,18,..,65,6,72,0,72,..,69,0,69,0,69,..,19,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,44,0,44,3,42,..,34,13,43,0,43,..,0,3,5
POA2482,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,66,0,69,0,71,..,178,13,197,7,203,..,7,0,7,412,425,2421,183,15,200,417,3044,2561,..,..,..,..,2561,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,18,0,18,0,20,..,52,0,52,0,52,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,21,3,21,3,24,..,19,3,26,0,24,..,0,0,0
POA2483,0,3,0,3,..,10,0,10,0,10,..,18,0,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,65,5,71,3,68,..,262,13,275,12,279,..,22,0,27,477,503,4310,283,20,298,485,5094,4696,..,..,..,..,4696,..,3,0,3,0,3,..,4,0,9,0,9,..,4,0,5,0,5,..,3,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,10,0,12,0,12,..,0,0,0,0,0,..,7,0,7,0,7,..,33,0,34,0,34,..,48,0,48,0,48,..,3,0,3,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,25,3,28,3,30,..,16,3,23,0,23,..,0,0,0
POA2484,0,0,0,0,..,12,0,12,0,12,..,26,0,25,0,25,..,3,0,3,0,3,..,4,0,7,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,29,7,30,3,31,..,281,19,306,6,312,..,30,3,32,772,801,8216,313,23,336,773,9327,8376,..,..,..,..,8376,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,6,11,0,11,..,19,0,20,0,20,..,0,0,0,0,0,..,22,6,31,0,31,..,3,0,3,0,3,..,5,0,5,0,6,..,23,0,23,0,23,..,41,3,41,0,42,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,54,19,72,0,72,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,65,19,83,0,80,..,16,0,20,0,20,..,18,3,19,0,19,..,0,0,0
POA2485,0,0,0,0,..,23,0,23,0,23,..,25,0,24,0,27,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,4,0,4,..,4,0,4,0,4,..,95,13,108,0,109,..,323,44,370,11,381,..,17,0,17,618,639,5839,347,44,394,622,6856,6335,..,..,..,..,6335,..,7,0,7,0,7,..,3,3,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,24,6,30,0,30,..,0,0,3,0,3,..,31,9,36,0,36,..,4,0,4,0,4,..,7,0,7,0,5,..,13,0,14,0,14,..,26,0,26,0,26,..,10,0,10,0,10,..,0,0,0,0,0,..,7,0,7,0,7,..,13,4,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,27,6,30,0,30,..,15,4,19,0,19,..,26,9,27,0,32,..,4,3,7
POA2486,0,4,0,4,..,34,0,34,0,35,..,22,4,28,0,28,..,0,0,0,0,0,..,16,0,15,0,15,..,3,0,0,0,0,..,3,0,7,0,7,..,123,22,150,4,149,..,547,72,622,9,635,..,41,3,43,770,818,13512,588,78,665,784,14961,14967,..,..,..,..,14967,..,8,0,8,0,8,..,11,0,13,0,13,..,6,0,6,0,6,..,20,10,29,0,30,..,45,22,68,0,68,..,6,0,6,0,6,..,70,34,107,0,110,..,3,0,3,0,3,..,23,0,23,0,23,..,26,6,31,0,31,..,57,0,55,0,58,..,12,0,12,0,12,..,0,0,0,0,0,..,12,0,12,0,12,..,17,0,23,0,24,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,39,0,41,0,42,..,35,3,35,0,35,..,46,14,52,0,52,..,3,0,3
POA2487,0,0,0,0,..,14,0,14,0,14,..,6,0,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,24,4,26,0,26,..,156,8,165,0,169,..,20,0,20,486,505,5908,174,8,187,491,6583,6101,..,..,..,..,6101,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,15,0,15,..,3,0,3,0,3,..,3,0,3,0,3,..,17,0,20,0,17,..,21,0,21,0,26,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,13,0,15,0,15,..,21,0,23,0,23,..,6,0,6
