POA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
POA2018,0,0,0,3,17,11,20,20,0,0,0,0,0,3,0,65,0,0,0,0,0,14,19,4,0,3,0,0,3,3,0,48,0,0,0,0,7,17,31,28,3,3,3,7,6,0,10,114,0,0,3,6,3,3,3,0,0,0,0,0,0,0,0,19,0,0,0,89,34,36,21,15,0,3,3,0,0,0,11,212,0,6,19,58,34,33,62,67,14,33,23,15,22,9,4,401,0,0,0,0,3,3,11,9,0,4,3,15,3,3,0,56,0,0,0,3,36,11,10,13,3,0,0,4,5,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,67,248,287,467,455,322,53,69,65,95,113,64,52,2378,6,141,564,823,744,1351,1426,1125,262,309,301,432,552,333,238,8609
POA2019,0,0,0,3,10,22,27,15,3,0,3,0,0,0,4,87,0,0,0,0,0,9,3,4,0,0,3,0,0,0,0,20,0,0,0,0,0,3,12,9,0,0,0,3,0,0,0,32,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,9,5,8,5,0,0,0,0,0,0,0,0,23,0,13,32,79,47,60,104,55,11,14,13,3,7,0,22,463,0,0,0,3,0,7,7,10,0,3,0,3,0,0,0,29,0,0,0,0,16,3,7,0,0,0,3,0,0,0,0,31,0,0,0,0,6,0,3,3,0,0,3,0,0,0,0,9,0,4,23,120,120,135,158,99,18,15,13,16,23,24,30,803,0,54,153,402,399,524,666,455,86,72,86,75,71,71,172,3304
POA2020,0,0,0,0,0,10,18,11,4,3,0,3,0,0,0,57,0,0,0,3,6,21,3,0,0,0,0,0,3,0,0,35,0,0,0,0,10,25,56,77,11,22,23,18,23,3,15,286,0,0,3,10,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,31,20,17,9,5,3,0,0,0,0,0,3,94,0,6,19,50,26,46,65,39,14,28,18,26,19,10,13,388,0,0,0,0,5,3,7,11,0,3,3,0,0,3,0,39,0,0,0,0,35,17,13,9,0,3,3,4,8,3,3,105,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,17,0,11,29,154,167,242,282,156,31,40,60,83,126,75,49,1508,7,70,262,510,517,989,1379,1206,301,402,404,523,539,321,267,7694
POA2021,0,0,4,6,24,36,45,11,9,3,3,7,3,3,4,166,0,0,3,0,9,3,0,0,0,0,0,0,0,0,0,16,0,0,0,3,3,5,14,25,3,3,0,4,3,3,3,73,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,15,3,27,86,131,126,149,258,185,60,55,72,66,83,38,34,1369,0,0,0,13,17,28,36,51,5,9,12,22,38,18,12,264,0,0,0,4,14,3,5,5,0,4,0,10,0,3,0,44,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,13,0,39,33,107,82,116,124,138,35,33,49,55,71,46,36,957,12,140,226,427,511,594,768,623,191,179,236,207,280,163,138,4710
POA2022,0,0,0,3,34,57,74,22,9,8,3,3,3,3,3,223,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,7,19,22,0,5,6,3,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,9,5,27,51,81,76,82,147,151,61,56,68,46,68,24,31,972,0,3,4,8,11,19,33,35,10,9,8,21,17,5,5,184,0,0,0,4,12,4,5,0,0,0,3,0,0,0,0,39,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,8,66,96,109,121,177,158,171,39,60,71,79,206,112,49,1513,27,173,283,334,443,617,770,708,212,253,285,299,421,232,154,5205
POA2023,0,0,3,7,79,149,167,42,16,5,6,5,9,12,6,520,0,0,0,3,3,3,0,0,0,0,0,0,3,0,0,8,0,0,3,3,5,0,0,3,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,33,38,59,50,53,122,115,25,21,49,51,40,23,10,688,0,3,0,5,9,14,36,24,3,9,3,8,9,4,5,133,0,0,0,0,4,5,0,0,0,0,0,0,3,0,0,19,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,21,12,116,83,59,114,100,122,84,31,19,35,41,67,44,38,966,35,226,207,248,397,505,630,415,139,102,150,169,179,125,98,3631
POA2024,0,0,3,3,29,31,50,11,6,3,0,6,0,0,3,150,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,3,3,0,3,4,0,3,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,62,104,71,94,177,180,54,39,50,49,38,21,15,985,0,0,3,8,9,13,37,23,11,9,11,11,5,9,6,147,0,0,0,0,8,4,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,36,68,94,94,122,95,116,24,30,29,61,51,23,28,865,7,99,226,352,343,430,562,514,142,124,141,167,176,72,108,3464
POA2025,0,0,6,10,40,58,48,12,4,4,3,0,5,0,0,195,0,0,0,0,3,5,3,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,9,0,0,0,0,0,0,4,17,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,30,28,70,58,45,108,73,24,36,19,11,25,13,16,571,0,3,4,9,4,12,22,15,3,4,8,3,10,3,3,108,0,0,0,0,5,3,7,0,0,3,0,3,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,7,35,32,45,47,42,55,41,10,16,21,19,41,20,13,442,24,120,126,226,270,298,367,257,75,90,85,73,131,71,64,2270
POA2026,0,0,8,16,146,289,362,112,26,24,17,7,19,15,19,1065,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,20,0,0,0,3,3,12,21,19,3,0,3,3,9,0,3,80,0,0,0,3,5,5,0,3,0,0,0,0,0,0,0,21,0,0,0,8,6,4,4,4,0,0,6,0,6,0,0,41,3,54,97,177,146,231,429,532,188,205,208,247,223,110,90,2942,0,0,10,13,33,55,68,94,26,26,49,49,89,37,11,551,0,0,0,3,16,11,3,0,0,0,0,0,0,0,3,29,0,0,0,0,3,5,7,3,0,0,0,0,0,0,0,29,9,76,170,268,406,394,401,482,141,157,216,332,460,402,208,4116,33,262,533,742,1079,1407,1897,1835,554,613,734,871,1011,722,482,12771
POA2027,3,0,10,10,58,66,61,13,7,3,4,13,9,0,3,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,9,5,7,0,0,0,3,3,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,32,36,59,50,47,82,75,26,22,35,34,22,19,9,552,0,5,6,7,14,12,25,20,5,3,5,5,8,7,0,128,0,0,0,0,7,3,3,6,0,0,3,0,0,0,0,28,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,14,75,68,53,47,53,60,50,10,16,28,26,25,9,13,545,46,189,206,236,304,336,408,276,90,62,113,115,129,62,101,2673
POA2028,0,0,0,4,36,32,42,10,7,0,3,4,0,6,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,17,14,41,21,18,37,37,17,22,19,16,18,10,8,308,0,3,0,5,3,11,10,14,7,0,3,7,0,4,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,42,40,28,33,40,33,37,10,6,16,29,7,12,17,364,25,108,91,130,173,197,229,195,50,65,58,98,64,44,54,1580
POA2029,0,0,3,11,93,238,361,76,17,17,13,10,21,7,11,865,0,0,0,0,3,0,3,3,0,0,0,3,0,0,0,17,0,0,0,0,7,0,6,6,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,0,0,7,8,27,37,59,37,50,125,97,21,36,21,24,35,8,13,608,0,0,0,4,8,12,21,20,3,9,4,8,8,9,3,114,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,14,0,0,0,0,3,7,13,3,0,0,0,0,3,0,0,35,12,59,65,89,129,145,152,102,17,18,30,34,52,22,16,934,38,176,202,267,398,629,859,455,102,137,113,126,159,77,77,3823
POA2030,0,0,13,15,160,395,481,145,27,24,11,13,12,8,9,1318,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,11,4,4,10,0,0,0,0,0,0,0,0,27,0,39,50,73,58,79,154,138,30,26,26,17,26,5,26,743,0,0,4,12,9,12,45,45,3,15,10,6,10,5,8,186,0,0,0,0,9,0,0,3,0,0,0,0,5,0,0,23,0,0,0,0,6,11,3,11,0,0,0,3,0,0,0,38,0,94,151,119,155,202,217,119,13,37,26,26,36,10,28,1237,23,281,363,418,580,934,1182,621,121,132,129,133,136,66,125,5250
POA2031,0,0,3,16,50,121,174,65,17,11,8,15,11,4,10,507,0,3,0,3,12,28,8,6,3,8,6,3,0,0,0,82,0,0,0,0,6,19,28,30,4,7,8,9,6,7,3,135,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,3,5,0,0,0,3,0,0,4,0,28,3,42,113,238,183,275,528,463,112,152,179,136,135,50,49,2663,0,0,3,18,22,35,68,60,8,21,20,29,23,30,10,340,0,0,0,4,31,14,11,21,10,7,8,3,15,8,0,124,0,0,0,3,6,3,16,17,0,0,0,0,4,0,0,54,10,107,139,229,243,459,393,382,75,101,138,130,170,130,73,2781,53,312,596,895,1023,1663,2195,2025,536,644,777,733,819,640,344,13248
POA2032,0,0,0,3,14,23,48,24,0,3,6,0,3,3,0,123,0,0,4,4,0,8,4,6,0,3,0,3,6,4,3,46,0,0,0,3,4,13,31,19,9,10,3,21,17,13,8,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,3,6,0,0,0,0,0,0,0,0,28,0,9,25,80,40,43,86,47,12,13,17,11,15,11,14,438,0,0,0,7,3,5,14,14,3,3,3,0,7,3,3,62,0,0,0,7,36,11,6,18,9,14,12,20,21,13,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,42,134,125,159,147,147,41,53,66,74,146,115,43,1325,10,196,373,502,517,790,1014,987,296,445,601,909,1362,1080,416,9496
POA2033,0,0,0,8,15,23,54,27,3,0,7,4,4,0,3,144,0,0,0,4,7,12,13,8,0,3,3,5,0,3,0,52,0,0,0,0,8,8,33,17,0,3,3,3,8,4,9,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,4,3,3,0,0,0,0,0,0,0,16,0,10,24,51,35,44,70,40,8,12,27,29,17,7,10,395,0,0,0,3,5,14,18,10,4,7,3,4,4,3,3,75,0,0,0,9,22,7,8,18,9,3,9,5,12,10,0,103,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,13,3,26,38,84,69,121,131,113,43,48,62,44,101,81,34,996,10,120,197,290,351,603,782,651,169,249,331,409,568,490,245,5468
POA2034,0,0,0,10,42,38,113,25,10,9,7,5,7,9,3,287,0,0,0,4,6,5,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,10,10,0,3,0,4,0,0,0,38,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,6,4,4,3,3,0,0,0,0,0,0,34,0,26,67,153,110,146,268,333,110,140,110,121,131,71,45,1840,0,0,3,23,21,23,43,61,15,31,20,24,17,16,6,290,0,0,0,3,19,10,0,3,0,3,0,0,0,0,0,52,0,0,0,3,0,3,11,0,0,0,0,0,0,0,0,22,0,24,60,145,148,256,218,217,69,83,78,95,149,91,30,1660,23,140,283,591,618,877,1097,1090,350,415,366,367,437,272,186,7110
