POA_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
POA2221,4016,..,..,..,..,4016,..,3,0,3,0,3,..,363,32,392,5,398,..,0,0,0,0,0,..,511,170,685,0,689,..,600,231,830,7,833,..,29,10,34,0,34,..,1139,408,1549,11,1554,..,85,4,93,0,94,..,10,0,10,0,10,..,12,0,16,0,16,..,13,0,13,0,14,..,718,59,773,4,774,..,11,0,11,0,11,..,28,0,32,0,32,..,3,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,53,3,59,0,59,..,108,3,116,0,116,..,109,14,122,3,121,..,10,0,13,0,13,..,7,3,14,0,14,..,165,17,182,3,188,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,19,5,25,0,25,..,7,0,7,0,7,..,23,6,28,0,28,..,15,0,15,0,15,..,35,3,42,0,42,..,14,0,14,0,14,..,0
POA2222,2725,..,..,..,..,2725,..,3,0,3,0,3,..,149,26,179,0,179,..,0,0,0,0,0,..,379,161,537,3,539,..,489,217,711,4,716,..,17,10,31,0,31,..,891,389,1273,7,1282,..,62,9,72,0,72,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,182,23,207,3,206,..,53,3,54,0,54,..,67,0,67,0,67,..,19,0,17,0,17,..,4,0,4,0,4,..,27,0,27,0,27,..,467,19,493,0,493,..,635,27,662,0,662,..,64,3,69,0,69,..,14,7,14,0,14,..,21,9,30,0,34,..,97,19,111,0,113,..,0,0,0,0,0,..,6,0,9,0,9,..,7,0,8,0,8,..,9,0,13,0,13,..,4,0,4,0,4,..,8,5,13,0,13,..,27,0,27,0,27,..,62,5,71,0,71,..,60,4,63,0,63,..,5
POA2223,6538,..,..,..,..,6538,..,4,0,4,0,4,..,136,15,151,5,152,..,0,0,0,0,0,..,379,95,476,0,475,..,520,182,705,0,706,..,21,8,28,0,28,..,925,281,1208,3,1209,..,105,16,114,0,116,..,6,0,6,0,6,..,23,0,23,0,23,..,23,0,26,0,26,..,259,28,283,3,288,..,40,0,46,0,46,..,34,0,32,0,32,..,20,3,17,0,17,..,6,0,4,0,4,..,19,0,19,0,19,..,213,11,221,3,220,..,324,15,343,3,341,..,90,13,107,0,104,..,28,0,36,0,35,..,25,3,30,0,32,..,214,32,245,7,254,..,9,0,9,0,9,..,12,0,12,0,12,..,15,0,16,0,16,..,11,3,14,0,14,..,4,0,4,0,4,..,24,0,24,0,24,..,30,3,35,0,35,..,55,9,62,0,62,..,48,0,48,0,48,..,6
POA2224,4591,..,..,..,..,4591,..,6,0,6,0,6,..,186,7,192,5,199,..,0,0,0,0,0,..,194,40,236,0,237,..,200,73,273,4,270,..,15,0,15,0,15,..,406,115,516,0,520,..,45,3,45,0,45,..,6,0,6,0,6,..,15,0,21,0,21,..,22,0,22,0,22,..,475,32,504,9,510,..,10,0,10,0,10,..,24,0,24,0,24,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,20,0,20,0,20,..,54,0,56,0,56,..,80,8,87,0,87,..,8,0,10,0,10,..,3,0,3,0,3,..,104,6,107,0,109,..,20,0,15,0,15,..,9,0,10,0,10,..,9,0,10,0,10,..,24,3,28,0,28,..,3,0,3,0,3,..,23,0,23,0,23,..,10,0,10,0,10,..,14,0,18,0,18,..,7,0,7,0,7,..,0
POA2225,2342,..,..,..,..,2342,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,12,0,14,0,14,..,21,11,31,0,31,..,5,0,5,0,5,..,41,17,52,0,52,..,10,0,10,0,10,..,5,0,5,0,5,..,7,0,7,0,7,..,9,0,9,0,9,..,32,3,35,0,35,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0
POA2226,5315,..,..,..,..,5315,..,5,0,10,0,10,..,14,0,14,0,14,..,0,0,0,0,0,..,29,10,46,0,46,..,79,17,96,0,96,..,4,3,5,0,5,..,112,36,147,0,148,..,19,0,22,0,22,..,14,0,14,0,14,..,18,0,18,0,18,..,23,0,23,0,21,..,57,9,64,0,64,..,0,3,4,0,4,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,0,3,..,3,0,3,0,3,..,11,0,17,0,17,..,30,3,38,0,35,..,23,0,23,0,23,..,13,0,13,0,13,..,0,0,3,0,3,..,25,3,32,0,32,..,3,0,3,0,3,..,6,0,3,0,3,..,10,0,9,0,9,..,17,0,17,0,17,..,3,0,3,0,3,..,12,0,12,0,9,..,3,3,10,0,10,..,6,0,4,0,4,..,4,0,4,0,4,..,0
POA2227,6218,..,..,..,..,6218,..,4,0,4,0,4,..,33,0,32,0,32,..,0,0,0,0,0,..,56,14,70,0,70,..,56,22,83,0,83,..,0,0,0,0,0,..,115,34,151,0,151,..,4,0,4,0,6,..,3,0,3,0,3,..,10,0,10,0,10,..,23,3,29,0,29,..,94,8,106,0,106,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,18,0,18,..,25,0,24,0,24,..,57,5,65,0,60,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,5,0,5,0,5,..,5,0,5,0,5,..,20,3,22,0,22,..,31,4,33,0,33,..,3,0,3,0,4,..,11,3,14,0,14,..,4,0,4,0,4,..,10,0,10,0,10,..,7,0,6,0,6,..,0
POA2228,6774,..,..,..,..,6774,..,3,0,3,0,3,..,78,6,84,0,84,..,0,0,0,0,0,..,91,31,120,0,123,..,196,49,242,3,245,..,7,0,9,0,9,..,296,80,372,6,373,..,19,3,22,0,22,..,7,4,11,0,10,..,14,0,17,0,17,..,14,3,20,0,20,..,162,18,184,0,181,..,8,0,7,0,7,..,46,0,46,0,46,..,30,0,37,0,34,..,0,0,0,0,0,..,13,0,13,0,13,..,25,0,24,0,24,..,124,3,130,0,132,..,112,0,117,4,113,..,18,5,23,0,23,..,11,9,22,0,22,..,34,9,39,0,42,..,10,3,11,0,11,..,17,0,17,0,17,..,17,0,23,0,23,..,56,9,63,0,63,..,3,0,3,0,3,..,13,0,13,0,13,..,12,0,19,0,19,..,35,3,39,0,38,..,39,0,41,0,41,..,3
POA2229,11861,..,..,..,..,11861,..,11,0,11,0,11,..,63,5,72,0,75,..,0,0,0,0,0,..,92,21,115,0,115,..,121,39,157,0,157,..,6,3,7,0,7,..,219,63,280,0,280,..,34,3,34,0,34,..,15,0,14,0,14,..,31,0,36,0,36,..,29,0,32,0,32,..,239,27,258,0,263,..,4,0,4,0,4,..,19,0,19,0,19,..,17,0,18,0,18,..,4,0,4,0,4,..,3,0,3,0,3,..,13,0,11,0,11,..,59,0,61,0,61,..,101,12,110,3,118,..,9,0,16,0,16,..,13,4,20,0,20,..,39,3,45,0,45,..,9,0,9,0,14,..,7,0,7,0,7,..,26,0,31,0,31,..,47,3,54,0,54,..,0,0,0,0,0,..,16,0,18,0,18,..,16,0,16,0,16,..,11,0,10,0,10,..,25,0,25,0,25,..,4
POA2230,12059,..,..,..,..,12059,..,12,0,12,0,12,..,32,5,33,0,36,..,3,0,3,0,3,..,20,4,25,3,26,..,32,12,42,0,42,..,3,0,5,0,5,..,55,21,71,3,72,..,28,3,32,0,30,..,28,0,28,0,28,..,47,0,50,0,50,..,65,9,70,3,75,..,181,9,189,0,187,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,33,0,31,0,31,..,98,11,107,0,108,..,22,3,20,0,20,..,10,0,10,0,10,..,24,0,26,0,26,..,9,0,9,0,15,..,8,0,8,0,8,..,34,0,36,0,36,..,40,3,44,0,45,..,3,0,3,0,3,..,28,3,28,0,32,..,0,0,0,0,0,..,22,0,22,0,22,..,15,0,17,0,19,..,3
POA2231,1044,..,..,..,..,1044,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,4,0,4,..,4,0,4,0,3,..,4,0,4,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA2232,13305,..,..,..,..,13305,..,16,0,16,0,16,..,92,11,100,0,100,..,0,0,0,0,0,..,130,42,176,0,176,..,175,56,232,0,237,..,11,0,7,0,7,..,319,94,419,0,420,..,25,3,29,0,29,..,20,0,20,0,20,..,42,0,48,0,48,..,55,0,57,0,57,..,145,10,154,0,154,..,18,0,20,0,20,..,41,3,50,0,49,..,20,0,20,0,22,..,9,0,9,0,9,..,9,0,9,0,9,..,80,3,83,3,86,..,177,12,192,4,196,..,81,3,91,0,91,..,39,3,44,0,44,..,16,3,22,0,22,..,34,3,41,0,41,..,16,0,16,0,16,..,14,0,17,0,17,..,21,7,30,0,30,..,109,20,129,0,128,..,11,0,11,0,11,..,32,0,32,0,32,..,23,0,23,0,23,..,32,3,32,0,32,..,29,0,29,0,29,..,12
POA2233,13428,..,..,..,..,13428,..,14,0,14,0,14,..,34,0,32,0,32,..,0,0,0,0,0,..,36,3,39,0,39,..,36,11,51,0,51,..,0,0,0,0,0,..,68,16,86,0,86,..,9,0,9,3,7,..,23,0,23,0,23,..,25,0,30,0,30,..,44,0,44,0,46,..,48,7,56,0,56,..,5,0,5,0,5,..,3,0,3,0,3,..,7,3,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,28,3,31,0,31,..,60,4,68,0,68,..,11,0,11,0,11,..,0,0,3,0,3,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,18,0,18,..,32,4,32,0,32,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,13,0,13,0,13,..,7,0,7,0,7,..,0
POA2234,12136,..,..,..,..,12136,..,24,0,24,0,24,..,390,19,404,0,404,..,0,0,0,0,0,..,153,27,178,0,178,..,139,44,179,0,184,..,16,3,18,0,18,..,302,78,381,0,384,..,83,12,90,0,90,..,15,0,15,0,15,..,39,0,41,0,41,..,41,0,41,0,42,..,409,31,441,5,446,..,9,0,9,0,9,..,46,0,46,0,46,..,12,0,12,0,12,..,13,0,13,0,13,..,12,0,12,0,12,..,28,0,34,0,34,..,117,0,122,0,122,..,152,9,161,0,161,..,12,0,12,0,12,..,6,3,15,0,15,..,196,20,212,3,215,..,15,0,15,0,15,..,6,0,5,0,5,..,41,4,46,0,46,..,36,4,36,0,36,..,3,0,3,0,3,..,16,3,17,0,17,..,15,0,13,0,13,..,15,0,15,0,15,..,23,0,23,0,25,..,0
POA2250,27802,..,..,..,..,27802,..,59,0,59,0,59,..,74,7,83,0,83,..,5,0,5,0,5,..,100,36,140,0,140,..,198,84,290,3,289,..,8,7,13,0,13,..,307,133,437,3,438,..,33,4,33,0,31,..,48,0,48,0,48,..,74,3,72,0,74,..,108,5,113,0,113,..,102,10,115,0,113,..,21,0,21,0,21,..,64,3,70,0,69,..,34,5,35,0,39,..,22,0,23,0,23,..,29,0,29,0,29,..,53,3,52,0,55,..,217,16,234,4,235,..,105,9,113,0,113,..,46,11,52,0,52,..,134,54,187,4,190,..,3,0,3,0,3,..,28,0,30,0,30,..,21,7,32,0,31,..,39,4,46,0,46,..,65,8,66,0,66,..,12,0,12,0,12,..,19,0,26,0,26,..,49,4,52,0,52,..,28,0,29,0,35,..,86,0,86,3,84,..,16
POA2251,14364,..,..,..,..,14364,..,30,0,30,0,30,..,28,0,28,0,28,..,0,0,0,0,0,..,17,3,21,0,21,..,21,3,27,0,23,..,0,0,0,0,0,..,40,11,45,0,47,..,12,0,12,0,12,..,26,0,26,0,27,..,36,3,34,0,34,..,61,0,61,0,61,..,28,3,27,0,27,..,0,0,0,0,0,..,12,0,12,0,12,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,25,0,25,0,25,..,50,3,52,0,52,..,14,0,19,0,17,..,6,5,18,0,18,..,0,0,0,0,0,..,9,0,9,0,9,..,7,0,7,0,7,..,12,0,13,0,13,..,19,0,20,0,20,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,9,0,9,0,9,..,3,0,4,0,4,..,10
POA2256,6519,..,..,..,..,6519,..,3,0,3,0,3,..,8,0,4,0,4,..,3,0,3,0,3,..,25,10,35,0,35,..,52,14,68,0,68,..,3,0,3,0,3,..,80,20,103,0,103,..,8,0,8,0,8,..,11,0,11,0,11,..,15,0,15,0,15,..,29,0,29,0,29,..,6,3,10,4,13,..,0,0,0,0,0,..,10,0,10,0,10,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,25,0,25,0,25,..,24,0,28,0,28,..,16,0,21,0,21,..,11,3,11,0,11,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,8,0,8,0,8,..,22,0,24,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,9,..,3
POA2257,12415,..,..,..,..,12415,..,9,0,9,0,9,..,14,0,18,0,18,..,4,0,5,0,5,..,12,7,21,0,21,..,18,4,20,0,25,..,4,0,4,0,4,..,35,9,40,0,43,..,10,0,10,0,10,..,21,0,21,0,21,..,22,0,21,0,21,..,49,4,49,0,49,..,29,3,34,0,34,..,0,0,0,0,0,..,8,0,10,0,10,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,27,0,30,0,30,..,64,3,62,0,62,..,13,4,15,0,15,..,8,7,15,0,15,..,0,0,3,0,3,..,15,0,15,0,15,..,0,0,0,0,0,..,11,3,15,0,20,..,33,4,39,0,39,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,0
POA2258,2343,..,..,..,..,2343,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,5,0,5,..,8,3,8,0,8,..,0,0,0,0,0,..,10,3,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
POA2259,25829,..,..,..,..,25829,..,35,0,35,0,35,..,54,3,64,0,64,..,7,0,7,0,7,..,53,32,82,0,82,..,44,35,73,3,74,..,4,0,5,0,5,..,94,67,164,3,162,..,15,0,15,0,17,..,30,0,30,0,32,..,39,3,35,0,35,..,53,3,56,3,60,..,47,3,48,4,53,..,6,0,6,0,6,..,45,0,48,0,45,..,19,3,23,0,23,..,8,0,10,0,10,..,19,0,19,0,19,..,37,0,34,0,34,..,131,5,144,0,142,..,95,5,104,4,111,..,9,0,11,0,11,..,26,12,33,0,36,..,4,0,4,0,4,..,52,0,52,0,54,..,15,0,15,0,15,..,6,3,11,0,8,..,22,3,24,0,24,..,19,3,20,0,20,..,17,0,17,0,15,..,34,0,34,0,29,..,15,0,20,0,20,..,46,0,47,0,47,..,5
POA2260,10420,..,..,..,..,10420,..,44,0,44,0,42,..,24,0,21,0,21,..,0,0,0,0,0,..,27,3,28,0,28,..,30,6,41,0,41,..,0,0,0,0,0,..,55,13,67,0,67,..,11,0,11,0,11,..,21,0,22,0,22,..,25,4,30,0,30,..,25,0,25,0,25,..,33,0,37,0,37,..,3,0,3,0,3,..,13,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,33,0,33,0,33,..,54,5,59,0,59,..,4,3,11,0,11,..,10,4,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,11,0,11,..,8,0,8,0,8,..,8,0,8,0,8,..,0,0,3,0,3,..,0
POA2261,22842,..,..,..,..,22842,..,18,0,18,0,18,..,40,5,46,3,49,..,3,0,3,0,3,..,20,9,29,4,31,..,33,12,45,0,45,..,4,0,8,0,8,..,58,23,79,4,79,..,14,0,16,0,16,..,20,0,20,0,20,..,38,8,39,0,39,..,51,0,51,0,51,..,45,8,54,3,57,..,0,0,0,0,0,..,12,0,12,0,12,..,21,0,17,0,17,..,0,0,0,0,0,..,8,0,8,0,8,..,9,0,9,0,10,..,54,0,54,0,51,..,78,15,97,0,97,..,19,3,27,0,27,..,11,4,15,0,15,..,0,0,0,0,0,..,36,0,37,3,40,..,4,0,4,0,4,..,12,0,17,0,17,..,16,0,16,0,16,..,6,0,11,0,11,..,16,3,15,0,15,..,8,0,8,0,8,..,14,0,18,0,18,..,13,0,14,0,14,..,11
POA2262,9300,..,..,..,..,9300,..,7,0,7,0,7,..,19,3,23,0,23,..,0,0,0,0,0,..,5,0,9,0,9,..,15,5,24,0,24,..,0,0,0,0,0,..,26,10,36,0,37,..,5,0,6,0,6,..,13,0,13,0,13,..,8,0,5,0,5,..,11,0,16,0,16,..,13,0,13,0,13,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,35,7,36,3,39,..,3,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,21,0,21,..,0,0,0,0,0,..,5,4,13,0,13,..,3,0,3,0,3,..,4,0,7,0,7,..,3,0,3,0,3,..,10,0,10,0,10,..,6,0,6,0,6,..,12,0,12,0,12,..,0
POA2263,10382,..,..,..,..,10382,..,0,0,5,0,5,..,20,4,22,0,22,..,8,0,8,0,8,..,14,9,20,0,20,..,15,0,13,3,15,..,0,0,0,0,0,..,22,15,39,3,38,..,9,3,8,0,8,..,6,0,6,0,6,..,3,0,3,0,3,..,10,3,16,0,16,..,25,0,25,0,25,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,12,..,0,0,0,0,0,..,3,3,3,0,3,..,3,0,3,0,3,..,26,3,29,0,29,..,30,6,35,0,34,..,6,0,7,0,7,..,0,3,3,0,3,..,0,0,0,0,0,..,26,0,23,0,23,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,9,0,9,..,6,0,6,0,6,..,11,7,15,0,15,..,8,0,8,0,7,..,8,4,9,0,9,..,5,0,5,0,5,..,3
POA2264,6330,..,..,..,..,6330,..,8,3,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,14,4,16,..,13,0,13,0,13,..,0,0,0,0,0,..,28,0,31,4,27,..,3,0,3,0,3,..,10,0,10,0,10,..,12,0,12,0,12,..,14,0,16,0,16,..,11,0,10,0,10,..,11,0,11,0,11,..,6,0,6,0,6,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,27,5,31,0,31,..,13,3,13,0,13,..,0,0,0,0,0,..,3,4,8,0,8,..,4,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,3,6,..,0,0,0,0,0,..,8,0,8,0,8,..,3
