LGA_NAME16	Age	IncomeTotPersonal.max	Sex	adults
Albury (C)	15-19		F	142
Albury (C)	15-19		M	171
Albury (C)	15-19	0	F	522
Albury (C)	15-19	0	M	593
Albury (C)	15-19	7875	F	483
Albury (C)	15-19	7875	M	357
Albury (C)	15-19	15750	F	206
Albury (C)	15-19	15750	M	145
Albury (C)	15-19	21000	F	87
Albury (C)	15-19	21000	M	75
Albury (C)	15-19	26250	F	76
Albury (C)	15-19	26250	M	116
Albury (C)	15-19	34125	F	81
Albury (C)	15-19	34125	M	82
Albury (C)	15-19	42000	F	32
Albury (C)	15-19	42000	M	40
Albury (C)	15-19	52500	F	10
Albury (C)	15-19	52500	M	21
Albury (C)	15-19	65625	F	3
Albury (C)	15-19	65625	M	10
Albury (C)	15-19	Inf	F	5
Albury (C)	15-19	Inf	M	3
Albury (C)	20-24		F	176
Albury (C)	20-24		M	180
Albury (C)	20-24	0	F	108
Albury (C)	20-24	0	M	89
Albury (C)	20-24	7875	F	91
Albury (C)	20-24	7875	M	76
Albury (C)	20-24	15750	F	279
Albury (C)	20-24	15750	M	196
Albury (C)	20-24	21000	F	178
Albury (C)	20-24	21000	M	97
Albury (C)	20-24	26250	F	190
Albury (C)	20-24	26250	M	129
Albury (C)	20-24	34125	F	270
Albury (C)	20-24	34125	M	205
Albury (C)	20-24	42000	F	236
Albury (C)	20-24	42000	M	271
Albury (C)	20-24	52500	F	154
Albury (C)	20-24	52500	M	203
Albury (C)	20-24	65625	F	86
Albury (C)	20-24	65625	M	150
Albury (C)	20-24	78750	F	32
Albury (C)	20-24	78750	M	55
Albury (C)	20-24	91875	F	4
Albury (C)	20-24	91875	M	19
Albury (C)	20-24	105000	M	8
Albury (C)	20-24	157500	F	3
Albury (C)	20-24	157500	M	5
Albury (C)	20-24	Inf	F	3
Albury (C)	20-24	Inf	M	6
Albury (C)	25-34		F	272
Albury (C)	25-34		M	289
Albury (C)	25-34	0	F	184
Albury (C)	25-34	0	M	51
Albury (C)	25-34	7875	F	80
Albury (C)	25-34	7875	M	21
Albury (C)	25-34	15750	F	223
Albury (C)	25-34	15750	M	157
Albury (C)	25-34	21000	F	238
Albury (C)	25-34	21000	M	114
Albury (C)	25-34	26250	F	261
Albury (C)	25-34	26250	M	131
Albury (C)	25-34	34125	F	397
Albury (C)	25-34	34125	M	144
Albury (C)	25-34	42000	F	408
Albury (C)	25-34	42000	M	350
Albury (C)	25-34	52500	F	422
Albury (C)	25-34	52500	M	507
Albury (C)	25-34	65625	F	305
Albury (C)	25-34	65625	M	549
Albury (C)	25-34	78750	F	234
Albury (C)	25-34	78750	M	335
Albury (C)	25-34	91875	F	147
Albury (C)	25-34	91875	M	251
Albury (C)	25-34	105000	F	69
Albury (C)	25-34	105000	M	130
Albury (C)	25-34	157500	F	51
Albury (C)	25-34	157500	M	137
Albury (C)	25-34	Inf	F	9
Albury (C)	25-34	Inf	M	48
Albury (C)	35-44		F	251
Albury (C)	35-44		M	248
Albury (C)	35-44	0	F	167
Albury (C)	35-44	0	M	63
Albury (C)	35-44	7875	F	97
Albury (C)	35-44	7875	M	24
Albury (C)	35-44	15750	F	192
Albury (C)	35-44	15750	M	128
Albury (C)	35-44	21000	F	228
Albury (C)	35-44	21000	M	123
Albury (C)	35-44	26250	F	255
Albury (C)	35-44	26250	M	113
Albury (C)	35-44	34125	F	352
Albury (C)	35-44	34125	M	124
Albury (C)	35-44	42000	F	330
Albury (C)	35-44	42000	M	208
Albury (C)	35-44	52500	F	353
Albury (C)	35-44	52500	M	339
Albury (C)	35-44	65625	F	338
Albury (C)	35-44	65625	M	441
Albury (C)	35-44	78750	F	212
Albury (C)	35-44	78750	M	323
Albury (C)	35-44	91875	F	173
Albury (C)	35-44	91875	M	279
Albury (C)	35-44	105000	F	126
Albury (C)	35-44	105000	M	173
Albury (C)	35-44	157500	F	122
Albury (C)	35-44	157500	M	267
Albury (C)	35-44	Inf	F	48
Albury (C)	35-44	Inf	M	115
Albury (C)	45-54		F	237
Albury (C)	45-54		M	278
Albury (C)	45-54	0	F	141
Albury (C)	45-54	0	M	93
Albury (C)	45-54	7875	F	91
Albury (C)	45-54	7875	M	40
Albury (C)	45-54	15750	F	179
Albury (C)	45-54	15750	M	142
Albury (C)	45-54	21000	F	234
Albury (C)	45-54	21000	M	134
Albury (C)	45-54	26250	F	275
Albury (C)	45-54	26250	M	163
Albury (C)	45-54	34125	F	321
Albury (C)	45-54	34125	M	139
Albury (C)	45-54	42000	F	357
Albury (C)	45-54	42000	M	223
Albury (C)	45-54	52500	F	396
Albury (C)	45-54	52500	M	358
Albury (C)	45-54	65625	F	315
Albury (C)	45-54	65625	M	401
Albury (C)	45-54	78750	F	260
Albury (C)	45-54	78750	M	282
Albury (C)	45-54	91875	F	210
Albury (C)	45-54	91875	M	283
Albury (C)	45-54	105000	F	130
Albury (C)	45-54	105000	M	213
Albury (C)	45-54	157500	F	139
Albury (C)	45-54	157500	M	281
Albury (C)	45-54	Inf	F	51
Albury (C)	45-54	Inf	M	141
Albury (C)	55-64		F	284
Albury (C)	55-64		M	269
Albury (C)	55-64	0	F	242
Albury (C)	55-64	0	M	112
Albury (C)	55-64	7875	F	101
Albury (C)	55-64	7875	M	41
Albury (C)	55-64	15750	F	257
Albury (C)	55-64	15750	M	167
Albury (C)	55-64	21000	F	325
Albury (C)	55-64	21000	M	199
Albury (C)	55-64	26250	F	350
Albury (C)	55-64	26250	M	193
Albury (C)	55-64	34125	F	352
Albury (C)	55-64	34125	M	173
Albury (C)	55-64	42000	F	308
Albury (C)	55-64	42000	M	230
Albury (C)	55-64	52500	F	315
Albury (C)	55-64	52500	M	326
Albury (C)	55-64	65625	F	259
Albury (C)	55-64	65625	M	371
Albury (C)	55-64	78750	F	163
Albury (C)	55-64	78750	M	265
Albury (C)	55-64	91875	F	136
Albury (C)	55-64	91875	M	230
Albury (C)	55-64	105000	F	94
Albury (C)	55-64	105000	M	159
Albury (C)	55-64	157500	F	99
Albury (C)	55-64	157500	M	181
Albury (C)	55-64	Inf	F	35
Albury (C)	55-64	Inf	M	128
Albury (C)	65-74		F	282
Albury (C)	65-74		M	240
Albury (C)	65-74	0	F	108
Albury (C)	65-74	0	M	74
Albury (C)	65-74	7875	F	74
Albury (C)	65-74	7875	M	49
Albury (C)	65-74	15750	F	266
Albury (C)	65-74	15750	M	191
Albury (C)	65-74	21000	F	519
Albury (C)	65-74	21000	M	390
Albury (C)	65-74	26250	F	486
Albury (C)	65-74	26250	M	335
Albury (C)	65-74	34125	F	314
Albury (C)	65-74	34125	M	265
Albury (C)	65-74	42000	F	192
Albury (C)	65-74	42000	M	212
Albury (C)	65-74	52500	F	131
Albury (C)	65-74	52500	M	167
Albury (C)	65-74	65625	F	88
Albury (C)	65-74	65625	M	149
Albury (C)	65-74	78750	F	37
Albury (C)	65-74	78750	M	90
Albury (C)	65-74	91875	F	24
Albury (C)	65-74	91875	M	49
Albury (C)	65-74	105000	F	11
Albury (C)	65-74	105000	M	30
Albury (C)	65-74	157500	F	22
Albury (C)	65-74	157500	M	39
Albury (C)	65-74	Inf	F	22
Albury (C)	65-74	Inf	M	45
Albury (C)	75-84		F	318
Albury (C)	75-84		M	186
Albury (C)	75-84	0	F	37
Albury (C)	75-84	0	M	33
Albury (C)	75-84	7875	F	23
Albury (C)	75-84	7875	M	21
Albury (C)	75-84	15750	F	124
Albury (C)	75-84	15750	M	101
Albury (C)	75-84	21000	F	368
Albury (C)	75-84	21000	M	331
Albury (C)	75-84	26250	F	387
Albury (C)	75-84	26250	M	217
Albury (C)	75-84	34125	F	164
Albury (C)	75-84	34125	M	126
Albury (C)	75-84	42000	F	93
Albury (C)	75-84	42000	M	78
Albury (C)	75-84	52500	F	67
Albury (C)	75-84	52500	M	75
Albury (C)	75-84	65625	F	37
Albury (C)	75-84	65625	M	30
Albury (C)	75-84	78750	F	14
Albury (C)	75-84	78750	M	23
Albury (C)	75-84	91875	F	3
Albury (C)	75-84	91875	M	6
Albury (C)	75-84	105000	F	8
Albury (C)	75-84	105000	M	7
Albury (C)	75-84	157500	F	9
Albury (C)	75-84	157500	M	7
Albury (C)	75-84	Inf	F	13
Albury (C)	75-84	Inf	M	11
Albury (C)	85+		F	224
Albury (C)	85+		M	115
Albury (C)	85+	0	F	20
Albury (C)	85+	0	M	14
Albury (C)	85+	7875	F	9
Albury (C)	85+	7875	M	6
Albury (C)	85+	15750	F	52
Albury (C)	85+	15750	M	30
Albury (C)	85+	21000	F	80
Albury (C)	85+	21000	M	96
Albury (C)	85+	26250	F	205
Albury (C)	85+	26250	M	83
Albury (C)	85+	34125	F	118
Albury (C)	85+	34125	M	41
Albury (C)	85+	42000	F	39
Albury (C)	85+	42000	M	28
Albury (C)	85+	52500	F	69
Albury (C)	85+	52500	M	33
Albury (C)	85+	65625	F	8
Albury (C)	85+	65625	M	16
Albury (C)	85+	78750	F	4
Albury (C)	85+	78750	M	4
Albury (C)	85+	91875	F	3
Albury (C)	85+	91875	M	5
Albury (C)	85+	105000	M	4
Albury (C)	85+	157500	F	5
Albury (C)	85+	Inf	F	6
Albury (C)	85+	Inf	M	3
Armidale Regional (A)	15-19		F	130
Armidale Regional (A)	15-19		M	157
Armidale Regional (A)	15-19	0	F	496
Armidale Regional (A)	15-19	0	M	519
Armidale Regional (A)	15-19	7875	F	273
Armidale Regional (A)	15-19	7875	M	213
Armidale Regional (A)	15-19	15750	F	212
Armidale Regional (A)	15-19	15750	M	173
Armidale Regional (A)	15-19	21000	F	58
Armidale Regional (A)	15-19	21000	M	53
Armidale Regional (A)	15-19	26250	F	48
Armidale Regional (A)	15-19	26250	M	56
Armidale Regional (A)	15-19	34125	F	45
Armidale Regional (A)	15-19	34125	M	36
Armidale Regional (A)	15-19	42000	F	22
Armidale Regional (A)	15-19	42000	M	34
Armidale Regional (A)	15-19	52500	F	8
Armidale Regional (A)	15-19	52500	M	14
Armidale Regional (A)	15-19	65625	F	3
Armidale Regional (A)	15-19	65625	M	3
Armidale Regional (A)	15-19	Inf	F	6
Armidale Regional (A)	20-24		F	166
Armidale Regional (A)	20-24		M	164
Armidale Regional (A)	20-24	0	F	173
Armidale Regional (A)	20-24	0	M	144
Armidale Regional (A)	20-24	7875	F	98
Armidale Regional (A)	20-24	7875	M	103
Armidale Regional (A)	20-24	15750	F	314
Armidale Regional (A)	20-24	15750	M	314
Armidale Regional (A)	20-24	21000	F	139
Armidale Regional (A)	20-24	21000	M	109
Armidale Regional (A)	20-24	26250	F	127
Armidale Regional (A)	20-24	26250	M	93
Armidale Regional (A)	20-24	34125	F	166
Armidale Regional (A)	20-24	34125	M	129
Armidale Regional (A)	20-24	42000	F	120
Armidale Regional (A)	20-24	42000	M	152
Armidale Regional (A)	20-24	52500	F	60
Armidale Regional (A)	20-24	52500	M	94
Armidale Regional (A)	20-24	65625	F	48
Armidale Regional (A)	20-24	65625	M	45
Armidale Regional (A)	20-24	78750	F	16
Armidale Regional (A)	20-24	78750	M	13
Armidale Regional (A)	20-24	91875	F	7
Armidale Regional (A)	20-24	91875	M	4
Armidale Regional (A)	20-24	105000	M	5
Armidale Regional (A)	20-24	Inf	M	5
Armidale Regional (A)	25-34		F	159
Armidale Regional (A)	25-34		M	154
Armidale Regional (A)	25-34	0	F	151
Armidale Regional (A)	25-34	0	M	81
Armidale Regional (A)	25-34	7875	F	70
Armidale Regional (A)	25-34	7875	M	20
Armidale Regional (A)	25-34	15750	F	115
Armidale Regional (A)	25-34	15750	M	113
Armidale Regional (A)	25-34	21000	F	129
Armidale Regional (A)	25-34	21000	M	77
Armidale Regional (A)	25-34	26250	F	144
Armidale Regional (A)	25-34	26250	M	102
Armidale Regional (A)	25-34	34125	F	221
Armidale Regional (A)	25-34	34125	M	158
Armidale Regional (A)	25-34	42000	F	222
Armidale Regional (A)	25-34	42000	M	243
Armidale Regional (A)	25-34	52500	F	158
Armidale Regional (A)	25-34	52500	M	220
Armidale Regional (A)	25-34	65625	F	156
Armidale Regional (A)	25-34	65625	M	221
Armidale Regional (A)	25-34	78750	F	109
Armidale Regional (A)	25-34	78750	M	113
Armidale Regional (A)	25-34	91875	F	75
Armidale Regional (A)	25-34	91875	M	73
Armidale Regional (A)	25-34	105000	F	36
Armidale Regional (A)	25-34	105000	M	63
Armidale Regional (A)	25-34	157500	F	21
Armidale Regional (A)	25-34	157500	M	52
Armidale Regional (A)	25-34	Inf	F	5
Armidale Regional (A)	25-34	Inf	M	17
Armidale Regional (A)	35-44		F	127
Armidale Regional (A)	35-44		M	130
Armidale Regional (A)	35-44	0	F	90
Armidale Regional (A)	35-44	0	M	46
Armidale Regional (A)	35-44	7875	F	39
Armidale Regional (A)	35-44	7875	M	22
Armidale Regional (A)	35-44	15750	F	121
Armidale Regional (A)	35-44	15750	M	79
Armidale Regional (A)	35-44	21000	F	95
Armidale Regional (A)	35-44	21000	M	72
Armidale Regional (A)	35-44	26250	F	129
Armidale Regional (A)	35-44	26250	M	97
Armidale Regional (A)	35-44	34125	F	190
Armidale Regional (A)	35-44	34125	M	104
Armidale Regional (A)	35-44	42000	F	195
Armidale Regional (A)	35-44	42000	M	143
Armidale Regional (A)	35-44	52500	F	159
Armidale Regional (A)	35-44	52500	M	144
Armidale Regional (A)	35-44	65625	F	153
Armidale Regional (A)	35-44	65625	M	178
Armidale Regional (A)	35-44	78750	F	102
Armidale Regional (A)	35-44	78750	M	93
Armidale Regional (A)	35-44	91875	F	78
Armidale Regional (A)	35-44	91875	M	101
Armidale Regional (A)	35-44	105000	F	69
Armidale Regional (A)	35-44	105000	M	74
Armidale Regional (A)	35-44	157500	F	69
Armidale Regional (A)	35-44	157500	M	128
Armidale Regional (A)	35-44	Inf	F	14
Armidale Regional (A)	35-44	Inf	M	56
Armidale Regional (A)	45-54		F	189
Armidale Regional (A)	45-54		M	166
Armidale Regional (A)	45-54	0	F	75
Armidale Regional (A)	45-54	0	M	49
Armidale Regional (A)	45-54	7875	F	50
Armidale Regional (A)	45-54	7875	M	32
Armidale Regional (A)	45-54	15750	F	122
Armidale Regional (A)	45-54	15750	M	112
Armidale Regional (A)	45-54	21000	F	126
Armidale Regional (A)	45-54	21000	M	97
Armidale Regional (A)	45-54	26250	F	126
Armidale Regional (A)	45-54	26250	M	84
Armidale Regional (A)	45-54	34125	F	173
Armidale Regional (A)	45-54	34125	M	99
Armidale Regional (A)	45-54	42000	F	199
Armidale Regional (A)	45-54	42000	M	143
Armidale Regional (A)	45-54	52500	F	179
Armidale Regional (A)	45-54	52500	M	178
Armidale Regional (A)	45-54	65625	F	177
Armidale Regional (A)	45-54	65625	M	194
Armidale Regional (A)	45-54	78750	F	140
Armidale Regional (A)	45-54	78750	M	134
Armidale Regional (A)	45-54	91875	F	111
Armidale Regional (A)	45-54	91875	M	139
Armidale Regional (A)	45-54	105000	F	78
Armidale Regional (A)	45-54	105000	M	91
Armidale Regional (A)	45-54	157500	F	122
Armidale Regional (A)	45-54	157500	M	168
Armidale Regional (A)	45-54	Inf	F	26
Armidale Regional (A)	45-54	Inf	M	90
Armidale Regional (A)	55-64		F	162
Armidale Regional (A)	55-64		M	164
Armidale Regional (A)	55-64	0	F	127
Armidale Regional (A)	55-64	0	M	46
Armidale Regional (A)	55-64	7875	F	64
Armidale Regional (A)	55-64	7875	M	29
Armidale Regional (A)	55-64	15750	F	156
Armidale Regional (A)	55-64	15750	M	104
Armidale Regional (A)	55-64	21000	F	135
Armidale Regional (A)	55-64	21000	M	114
Armidale Regional (A)	55-64	26250	F	161
Armidale Regional (A)	55-64	26250	M	117
Armidale Regional (A)	55-64	34125	F	185
