POA_CODE_2016	Age.min	persons
POA0800	0	74
POA0800	1	77
POA0800	2	47
POA0800	3	38
POA0800	4	39
POA0800	5	32
POA0800	6	42
POA0800	7	32
POA0800	8	15
POA0800	9	26
POA0800	10	28
POA0800	11	21
POA0800	12	22
POA0800	13	14
POA0800	14	23
POA0800	15	18
POA0800	16	13
POA0800	17	19
POA0800	18	25
POA0800	19	43
POA0800	20	64
POA0800	21	102
POA0800	22	152
POA0800	23	144
POA0800	24	209
POA0800	25	231
POA0800	26	237
POA0800	27	284
POA0800	28	258
POA0800	29	275
POA0800	30	235
POA0800	31	208
POA0800	32	235
POA0800	33	185
POA0800	34	196
POA0800	35	150
POA0800	36	143
POA0800	37	141
POA0800	38	98
POA0800	39	102
POA0800	40	104
POA0800	41	79
POA0800	42	66
POA0800	43	51
POA0800	44	81
POA0800	45	106
POA0800	46	72
POA0800	47	101
POA0800	48	81
POA0800	49	78
POA0800	50	93
POA0800	51	63
POA0800	52	76
POA0800	53	70
POA0800	54	76
POA0800	55	77
POA0800	56	84
POA0800	57	89
POA0800	58	66
POA0800	59	53
POA0800	60	53
POA0800	61	64
POA0800	62	73
POA0800	63	45
POA0800	64	48
POA0800	65	36
POA0800	66	37
POA0800	67	35
POA0800	68	41
POA0800	69	29
POA0800	70	28
POA0800	71	23
POA0800	72	11
POA0800	73	7
POA0800	74	14
POA0800	75	18
POA0800	76	4
POA0800	77	13
POA0800	78	3
POA0800	79	3
POA0800	80	17
POA0800	85	11
POA0800	90	3
POA0810	0	541
POA0810	1	567
POA0810	2	507
POA0810	3	508
POA0810	4	511
POA0810	5	482
POA0810	6	451
POA0810	7	433
POA0810	8	459
POA0810	9	392
POA0810	10	400
POA0810	11	393
POA0810	12	346
POA0810	13	376
POA0810	14	388
POA0810	15	391
POA0810	16	391
POA0810	17	381
POA0810	18	343
POA0810	19	320
POA0810	20	346
POA0810	21	367
POA0810	22	409
POA0810	23	430
POA0810	24	475
POA0810	25	543
POA0810	26	585
POA0810	27	673
POA0810	28	701
POA0810	29	660
POA0810	30	670
POA0810	31	638
POA0810	32	620
POA0810	33	671
POA0810	34	615
POA0810	35	592
