SA3_NAME16	Age.min	Sex	persons
Queanbeyan	0	F	377
Queanbeyan	0	M	389
Queanbeyan	1	F	345
Queanbeyan	1	M	429
Queanbeyan	2	F	354
Queanbeyan	2	M	393
Queanbeyan	3	F	340
Queanbeyan	3	M	378
Queanbeyan	4	F	309
Queanbeyan	4	M	405
Queanbeyan	5	F	354
Queanbeyan	5	M	404
Queanbeyan	6	F	404
Queanbeyan	6	M	404
Queanbeyan	7	F	385
Queanbeyan	7	M	409
Queanbeyan	8	F	360
Queanbeyan	8	M	380
Queanbeyan	9	F	374
Queanbeyan	9	M	396
Queanbeyan	10	F	374
Queanbeyan	10	M	368
Queanbeyan	11	F	359
Queanbeyan	11	M	397
Queanbeyan	12	F	329
Queanbeyan	12	M	362
Queanbeyan	13	F	345
Queanbeyan	13	M	372
Queanbeyan	14	F	385
Queanbeyan	14	M	356
Queanbeyan	15	F	368
Queanbeyan	15	M	398
Queanbeyan	16	F	339
Queanbeyan	16	M	372
Queanbeyan	17	F	379
Queanbeyan	17	M	426
Queanbeyan	18	F	340
Queanbeyan	18	M	329
Queanbeyan	19	F	293
Queanbeyan	19	M	340
Queanbeyan	20	F	344
Queanbeyan	20	M	337
Queanbeyan	21	F	298
Queanbeyan	21	M	313
Queanbeyan	22	F	352
Queanbeyan	22	M	313
Queanbeyan	23	F	350
Queanbeyan	23	M	332
Queanbeyan	24	F	328
Queanbeyan	24	M	320
Queanbeyan	25	F	397
Queanbeyan	25	M	322
Queanbeyan	26	F	353
Queanbeyan	26	M	358
Queanbeyan	27	F	403
Queanbeyan	27	M	378
Queanbeyan	28	F	386
Queanbeyan	28	M	389
Queanbeyan	29	F	413
Queanbeyan	29	M	392
Queanbeyan	30	F	417
Queanbeyan	30	M	416
Queanbeyan	31	F	385
Queanbeyan	31	M	422
Queanbeyan	32	F	412
Queanbeyan	32	M	378
Queanbeyan	33	F	416
Queanbeyan	33	M	374
Queanbeyan	34	F	375
Queanbeyan	34	M	405
Queanbeyan	35	F	401
Queanbeyan	35	M	381
Queanbeyan	36	F	370
Queanbeyan	36	M	380
Queanbeyan	37	F	392
Queanbeyan	37	M	344
Queanbeyan	38	F	374
Queanbeyan	38	M	342
Queanbeyan	39	F	393
Queanbeyan	39	M	378
Queanbeyan	40	F	397
Queanbeyan	40	M	426
Queanbeyan	41	F	408
Queanbeyan	41	M	407
Queanbeyan	42	F	414
Queanbeyan	42	M	423
Queanbeyan	43	F	426
Queanbeyan	43	M	442
Queanbeyan	44	F	476
Queanbeyan	44	M	454
Queanbeyan	45	F	492
Queanbeyan	45	M	492
Queanbeyan	46	F	479
Queanbeyan	46	M	484
Queanbeyan	47	F	472
Queanbeyan	47	M	451
Queanbeyan	48	F	469
Queanbeyan	48	M	447
Queanbeyan	49	F	503
Queanbeyan	49	M	435
Queanbeyan	50	F	429
Queanbeyan	50	M	452
Queanbeyan	51	F	433
Queanbeyan	51	M	468
Queanbeyan	52	F	415
Queanbeyan	52	M	475
Queanbeyan	53	F	473
Queanbeyan	53	M	459
Queanbeyan	54	F	420
Queanbeyan	54	M	421
Queanbeyan	55	F	417
Queanbeyan	55	M	479
Queanbeyan	56	F	426
Queanbeyan	56	M	441
Queanbeyan	57	F	373
Queanbeyan	57	M	369
Queanbeyan	58	F	363
Queanbeyan	58	M	382
Queanbeyan	59	F	345
Queanbeyan	59	M	383
Queanbeyan	60	F	323
Queanbeyan	60	M	349
Queanbeyan	61	F	311
Queanbeyan	61	M	348
Queanbeyan	62	F	327
Queanbeyan	62	M	328
Queanbeyan	63	F	324
Queanbeyan	63	M	279
Queanbeyan	64	F	308
Queanbeyan	64	M	305
Queanbeyan	65	F	291
Queanbeyan	65	M	312
Queanbeyan	66	F	257
Queanbeyan	66	M	292
Queanbeyan	67	F	266
Queanbeyan	67	M	240
Queanbeyan	68	F	223
Queanbeyan	68	M	275
Queanbeyan	69	F	242
Queanbeyan	69	M	280
Queanbeyan	70	F	189
Queanbeyan	70	M	211
Queanbeyan	71	F	181
Queanbeyan	71	M	168
Queanbeyan	72	F	186
Queanbeyan	72	M	157
Queanbeyan	73	F	171
Queanbeyan	73	M	193
Queanbeyan	74	F	141
Queanbeyan	74	M	143
Queanbeyan	75	F	136
Queanbeyan	75	M	142
Queanbeyan	76	F	146
Queanbeyan	76	M	126
Queanbeyan	77	F	108
Queanbeyan	77	M	118
Queanbeyan	78	F	127
Queanbeyan	78	M	98
Queanbeyan	79	F	105
Queanbeyan	79	M	100
Queanbeyan	80	F	367
Queanbeyan	80	M	337
Queanbeyan	85	F	266
Queanbeyan	90	M	58
Queanbeyan	95	F	33
Queanbeyan	95	M	17
Queanbeyan	100	F	4
Snowy Mountains	0	F	69
Snowy Mountains	0	M	81
Snowy Mountains	1	F	94
Snowy Mountains	1	M	82
Snowy Mountains	2	F	83
Snowy Mountains	2	M	103
Snowy Mountains	3	F	82
Snowy Mountains	3	M	109
Snowy Mountains	4	F	95
Snowy Mountains	4	M	110
Snowy Mountains	5	F	86
Snowy Mountains	5	M	111
Snowy Mountains	6	F	118
Snowy Mountains	6	M	134
Snowy Mountains	7	F	117
Snowy Mountains	7	M	130
Snowy Mountains	8	F	138
Snowy Mountains	8	M	130
Snowy Mountains	9	F	122
Snowy Mountains	9	M	126
Snowy Mountains	10	F	107
Snowy Mountains	10	M	138
Snowy Mountains	11	F	122
Snowy Mountains	11	M	126
Snowy Mountains	12	F	135
Snowy Mountains	12	M	127
Snowy Mountains	13	F	109
Snowy Mountains	13	M	99
Snowy Mountains	14	F	88
Snowy Mountains	14	M	115
Snowy Mountains	15	F	110
Snowy Mountains	15	M	117
Snowy Mountains	16	F	115
Snowy Mountains	16	M	114
Snowy Mountains	17	F	99
Snowy Mountains	17	M	116
Snowy Mountains	18	F	105
Snowy Mountains	18	M	128
Snowy Mountains	19	F	93
Snowy Mountains	19	M	130
Snowy Mountains	20	F	81
Snowy Mountains	20	M	127
Snowy Mountains	21	F	91
Snowy Mountains	21	M	111
Snowy Mountains	22	F	104
Snowy Mountains	22	M	109
Snowy Mountains	23	F	97
Snowy Mountains	23	M	108
Snowy Mountains	24	F	96
Snowy Mountains	24	M	123
Snowy Mountains	25	F	83
Snowy Mountains	25	M	122
Snowy Mountains	26	F	94
Snowy Mountains	26	M	137
Snowy Mountains	27	F	111
Snowy Mountains	27	M	110
Snowy Mountains	28	F	98
Snowy Mountains	28	M	119
Snowy Mountains	29	F	113
Snowy Mountains	29	M	106
Snowy Mountains	30	F	115
Snowy Mountains	30	M	121
Snowy Mountains	31	F	95
Snowy Mountains	31	M	126
Snowy Mountains	32	F	103
Snowy Mountains	32	M	100
Snowy Mountains	33	F	81
Snowy Mountains	33	M	97
Snowy Mountains	34	F	113
Snowy Mountains	34	M	103
Snowy Mountains	35	F	94
Snowy Mountains	35	M	113
Snowy Mountains	36	F	105
Snowy Mountains	36	M	90
Snowy Mountains	37	F	111
Snowy Mountains	37	M	98
Snowy Mountains	38	F	111
Snowy Mountains	38	M	93
Snowy Mountains	39	F	97
Snowy Mountains	39	M	130
Snowy Mountains	40	F	111
Snowy Mountains	40	M	131
Snowy Mountains	41	F	102
Snowy Mountains	41	M	139
Snowy Mountains	42	F	122
Snowy Mountains	42	M	133
Snowy Mountains	43	F	139
Snowy Mountains	43	M	128
Snowy Mountains	44	F	133
Snowy Mountains	44	M	138
Snowy Mountains	45	F	141
Snowy Mountains	45	M	159
Snowy Mountains	46	F	169
Snowy Mountains	46	M	121
Snowy Mountains	47	F	160
Snowy Mountains	47	M	134
Snowy Mountains	48	F	118
Snowy Mountains	48	M	180
Snowy Mountains	49	F	126
Snowy Mountains	49	M	125
Snowy Mountains	50	F	161
Snowy Mountains	50	M	138
Snowy Mountains	51	F	133
Snowy Mountains	51	M	151
Snowy Mountains	52	F	128
Snowy Mountains	52	M	132
Snowy Mountains	53	F	148
Snowy Mountains	53	M	149
Snowy Mountains	54	F	169
Snowy Mountains	54	M	165
Snowy Mountains	55	F	141
Snowy Mountains	55	M	162
Snowy Mountains	56	F	140
Snowy Mountains	56	M	139
Snowy Mountains	57	F	163
Snowy Mountains	57	M	154
Snowy Mountains	58	F	134
Snowy Mountains	58	M	173
Snowy Mountains	59	F	139
Snowy Mountains	59	M	144
Snowy Mountains	60	F	116
Snowy Mountains	60	M	134
Snowy Mountains	61	F	115
Snowy Mountains	61	M	151
Snowy Mountains	62	F	116
Snowy Mountains	62	M	135
Snowy Mountains	63	F	133
Snowy Mountains	63	M	143
Snowy Mountains	64	F	132
Snowy Mountains	64	M	125
Snowy Mountains	65	F	129
Snowy Mountains	65	M	132
Snowy Mountains	66	F	110
Snowy Mountains	66	M	139
Snowy Mountains	67	F	116
Snowy Mountains	67	M	116
Snowy Mountains	68	F	107
Snowy Mountains	68	M	128
Snowy Mountains	69	F	128
Snowy Mountains	69	M	154
Snowy Mountains	70	F	88
Snowy Mountains	70	M	110
Snowy Mountains	71	F	104
Snowy Mountains	71	M	91
Snowy Mountains	72	F	97
Snowy Mountains	72	M	92
Snowy Mountains	73	F	79
Snowy Mountains	73	M	78
Snowy Mountains	74	F	85
Snowy Mountains	74	M	92
Snowy Mountains	75	F	85
Snowy Mountains	75	M	74
Snowy Mountains	76	F	59
Snowy Mountains	76	M	71
Snowy Mountains	77	F	57
Snowy Mountains	77	M	68
Snowy Mountains	78	F	60
Snowy Mountains	78	M	52
Snowy Mountains	79	F	61
Snowy Mountains	79	M	50
Snowy Mountains	80	F	237
Snowy Mountains	80	M	242
Snowy Mountains	85	F	162
Snowy Mountains	90	M	54
Snowy Mountains	95	F	28
Snowy Mountains	95	M	6
Snowy Mountains	100	F	5
South Coast	0	F	276
South Coast	0	M	271
South Coast	1	F	275
South Coast	1	M	278
South Coast	2	F	291
South Coast	2	M	302
South Coast	3	F	303
South Coast	3	M	315
South Coast	4	F	299
South Coast	4	M	348
South Coast	5	F	325
South Coast	5	M	373
South Coast	6	F	335
South Coast	6	M	396
South Coast	7	F	377
South Coast	7	M	383
South Coast	8	F	374
South Coast	8	M	423
South Coast	9	F	401
South Coast	9	M	378
South Coast	10	F	380
South Coast	10	M	423
South Coast	11	F	379
South Coast	11	M	376
South Coast	12	F	344
South Coast	12	M	414
South Coast	13	F	392
South Coast	13	M	384
South Coast	14	F	381
South Coast	14	M	410
South Coast	15	F	381
South Coast	15	M	385
South Coast	16	F	391
South Coast	16	M	403
South Coast	17	F	386
South Coast	17	M	372
South Coast	18	F	343
South Coast	18	M	364
South Coast	19	F	265
South Coast	19	M	304
South Coast	20	F	229
South Coast	20	M	268
South Coast	21	F	229
South Coast	21	M	263
South Coast	22	F	252
South Coast	22	M	254
South Coast	23	F	238
South Coast	23	M	249
South Coast	24	F	249
South Coast	24	M	243
South Coast	25	F	229
South Coast	25	M	233
South Coast	26	F	270
South Coast	26	M	229
South Coast	27	F	246
South Coast	27	M	244
South Coast	28	F	235
South Coast	28	M	246
South Coast	29	F	227
South Coast	29	M	220
South Coast	30	F	279
South Coast	30	M	243
South Coast	31	F	297
South Coast	31	M	267
South Coast	32	F	270
South Coast	32	M	280
South Coast	33	F	277
South Coast	33	M	255
South Coast	34	F	278
South Coast	34	M	292
South Coast	35	F	311
South Coast	35	M	274
South Coast	36	F	298
South Coast	36	M	257
South Coast	37	F	306
South Coast	37	M	253
South Coast	38	F	326
South Coast	38	M	279
South Coast	39	F	309
South Coast	39	M	298
South Coast	40	F	318
South Coast	40	M	320
South Coast	41	F	382
South Coast	41	M	340
South Coast	42	F	377
South Coast	42	M	338
South Coast	43	F	385
South Coast	43	M	363
South Coast	44	F	449
South Coast	44	M	356
South Coast	45	F	476
South Coast	45	M	451
South Coast	46	F	418
South Coast	46	M	370
South Coast	47	F	442
South Coast	47	M	406
South Coast	48	F	444
South Coast	48	M	434
South Coast	49	F	437
South Coast	49	M	411
South Coast	50	F	454
South Coast	50	M	409
South Coast	51	F	466
South Coast	51	M	423
South Coast	52	F	530
South Coast	52	M	516
South Coast	53	F	594
South Coast	53	M	521
South Coast	54	F	604
South Coast	54	M	529
South Coast	55	F	631
South Coast	55	M	547
South Coast	56	F	630
South Coast	56	M	603
South Coast	57	F	663
South Coast	57	M	636
South Coast	58	F	667
South Coast	58	M	570
South Coast	59	F	678
South Coast	59	M	609
South Coast	60	F	657
South Coast	60	M	653
South Coast	61	F	694
South Coast	61	M	646
South Coast	62	F	694
South Coast	62	M	647
South Coast	63	F	703
South Coast	63	M	639
South Coast	64	F	724
South Coast	64	M	665
South Coast	65	F	632
South Coast	65	M	610
South Coast	66	F	619
South Coast	66	M	733
South Coast	67	F	656
South Coast	67	M	673
South Coast	68	F	669
South Coast	68	M	663
South Coast	69	F	685
South Coast	69	M	756
South Coast	70	F	532
South Coast	70	M	559
South Coast	71	F	543
South Coast	71	M	481
South Coast	72	F	499
South Coast	72	M	542
South Coast	73	F	448
South Coast	73	M	461
South Coast	74	F	493
South Coast	74	M	448
South Coast	75	F	401
South Coast	75	M	440
South Coast	76	F	388
South Coast	76	M	373
South Coast	77	F	335
South Coast	77	M	351
South Coast	78	F	351
South Coast	78	M	319
South Coast	79	F	296
South Coast	79	M	284
South Coast	80	F	1237
South Coast	80	M	1144
South Coast	85	F	896
South Coast	90	M	234
South Coast	95	F	100
South Coast	95	M	47
South Coast	100	F	15
South Coast	100	M	3
Goulburn - Mulwaree	0	F	176
Goulburn - Mulwaree	0	M	196
Goulburn - Mulwaree	1	F	177
Goulburn - Mulwaree	1	M	203
Goulburn - Mulwaree	2	F	209
Goulburn - Mulwaree	2	M	235
Goulburn - Mulwaree	3	F	213
Goulburn - Mulwaree	3	M	222
Goulburn - Mulwaree	4	F	216
Goulburn - Mulwaree	4	M	229
Goulburn - Mulwaree	5	F	203
Goulburn - Mulwaree	5	M	212
Goulburn - Mulwaree	6	F	196
Goulburn - Mulwaree	6	M	229
Goulburn - Mulwaree	7	F	207
Goulburn - Mulwaree	7	M	226
Goulburn - Mulwaree	8	F	223
Goulburn - Mulwaree	8	M	242
Goulburn - Mulwaree	9	F	203
Goulburn - Mulwaree	9	M	233
Goulburn - Mulwaree	10	F	228
Goulburn - Mulwaree	10	M	251
Goulburn - Mulwaree	11	F	219
Goulburn - Mulwaree	11	M	222
Goulburn - Mulwaree	12	F	199
Goulburn - Mulwaree	12	M	218
Goulburn - Mulwaree	13	F	161
Goulburn - Mulwaree	13	M	207
Goulburn - Mulwaree	14	F	218
Goulburn - Mulwaree	14	M	222
Goulburn - Mulwaree	15	F	211
Goulburn - Mulwaree	15	M	241
Goulburn - Mulwaree	16	F	206
Goulburn - Mulwaree	16	M	236
Goulburn - Mulwaree	17	F	208
Goulburn - Mulwaree	17	M	224
Goulburn - Mulwaree	18	F	197
Goulburn - Mulwaree	18	M	202
Goulburn - Mulwaree	19	F	178
Goulburn - Mulwaree	19	M	182
Goulburn - Mulwaree	20	F	162
Goulburn - Mulwaree	20	M	204
Goulburn - Mulwaree	21	F	153
Goulburn - Mulwaree	21	M	223
Goulburn - Mulwaree	22	F	174
Goulburn - Mulwaree	22	M	230
Goulburn - Mulwaree	23	F	167
Goulburn - Mulwaree	23	M	198
Goulburn - Mulwaree	24	F	169
Goulburn - Mulwaree	24	M	219
Goulburn - Mulwaree	25	F	190
Goulburn - Mulwaree	25	M	213
Goulburn - Mulwaree	26	F	188
Goulburn - Mulwaree	26	M	204
Goulburn - Mulwaree	27	F	210
Goulburn - Mulwaree	27	M	189
Goulburn - Mulwaree	28	F	207
Goulburn - Mulwaree	28	M	214
Goulburn - Mulwaree	29	F	187
Goulburn - Mulwaree	29	M	187
Goulburn - Mulwaree	30	F	199
Goulburn - Mulwaree	30	M	215
Goulburn - Mulwaree	31	F	204
Goulburn - Mulwaree	31	M	211
Goulburn - Mulwaree	32	F	188
Goulburn - Mulwaree	32	M	204
Goulburn - Mulwaree	33	F	200
Goulburn - Mulwaree	33	M	197
Goulburn - Mulwaree	34	F	224
Goulburn - Mulwaree	34	M	177
Goulburn - Mulwaree	35	F	193
Goulburn - Mulwaree	35	M	203
Goulburn - Mulwaree	36	F	166
Goulburn - Mulwaree	36	M	213
Goulburn - Mulwaree	37	F	173
Goulburn - Mulwaree	37	M	217
Goulburn - Mulwaree	38	F	185
Goulburn - Mulwaree	38	M	200
Goulburn - Mulwaree	39	F	212
Goulburn - Mulwaree	39	M	173
Goulburn - Mulwaree	40	F	181
