SA4_NAME16	Religion	Denomination	Sex	persons
Capital Region	(Other)		F	10383
Capital Region	(Other)		M	12018
Capital Region	(Other)	(Other)	F	395
Capital Region	(Other)	(Other)	M	283
Capital Region	(Other)	Australian Aboriginal Traditional	F	33
Capital Region	(Other)	Australian Aboriginal Traditional	M	28
Capital Region	(Other)	Other spiritual beliefs	F	244
Capital Region	(Other)	Other spiritual beliefs	M	159
Capital Region	(Other)	Secular beliefs	F	292
Capital Region	(Other)	Secular beliefs	M	362
Capital Region	(Other)	Sikhism	F	238
Capital Region	(Other)	Sikhism	M	275
Capital Region	Buddhism		F	1046
Capital Region	Buddhism		M	683
Capital Region	Christianity		F	2132
Capital Region	Christianity		M	1934
Capital Region	Christianity	(Other)	F	86
Capital Region	Christianity	(Other)	M	83
Capital Region	Christianity	Anglican	F	24851
Capital Region	Christianity	Anglican	M	22185
Capital Region	Christianity	Baptist	F	1157
Capital Region	Christianity	Baptist	M	1117
Capital Region	Christianity	Brethren	F	193
Capital Region	Christianity	Brethren	M	196
Capital Region	Christianity	Catholic	F	28291
Capital Region	Christianity	Catholic	M	26797
Capital Region	Christianity	Churches Of Christ	F	43
Capital Region	Christianity	Churches Of Christ	M	28
Capital Region	Christianity	Eastern Orthodox	F	1065
Capital Region	Christianity	Eastern Orthodox	M	1176
Capital Region	Christianity	Jehovah's Witnesses	F	495
Capital Region	Christianity	Jehovah's Witnesses	M	332
Capital Region	Christianity	Latter Day Saints	F	128
Capital Region	Christianity	Latter Day Saints	M	135
Capital Region	Christianity	Lutheran	F	554
Capital Region	Christianity	Lutheran	M	457
Capital Region	Christianity	Oriental Orthodox	F	21
Capital Region	Christianity	Oriental Orthodox	M	34
Capital Region	Christianity	Pentecostal	F	614
Capital Region	Christianity	Pentecostal	M	528
Capital Region	Christianity	Presbyterian Reformed	F	2943
Capital Region	Christianity	Presbyterian Reformed	M	2720
Capital Region	Christianity	Protestant (Other)	F	286
Capital Region	Christianity	Protestant (Other)	M	260
Capital Region	Christianity	Salvation Army	F	303
Capital Region	Christianity	Salvation Army	M	252
Capital Region	Christianity	Seventh Day Adventist	F	255
Capital Region	Christianity	Seventh Day Adventist	M	199
Capital Region	Christianity	Uniting Church	F	4205
Capital Region	Christianity	Uniting Church	M	3453
Capital Region	Hinduism		F	465
Capital Region	Hinduism		M	519
Capital Region	Islam		F	587
Capital Region	Islam		M	638
Capital Region	Judaism		F	75
Capital Region	Judaism		M	70
Capital Region	No religion		F	28329
Capital Region	No religion		M	32203
Central Coast	(Other)		F	13521
Central Coast	(Other)		M	13439
Central Coast	(Other)	(Other)	F	522
Central Coast	(Other)	(Other)	M	347
Central Coast	(Other)	Australian Aboriginal Traditional	F	33
Central Coast	(Other)	Australian Aboriginal Traditional	M	50
Central Coast	(Other)	Other spiritual beliefs	F	374
Central Coast	(Other)	Other spiritual beliefs	M	244
Central Coast	(Other)	Secular beliefs	F	384
Central Coast	(Other)	Secular beliefs	M	517
Central Coast	(Other)	Sikhism	F	111
Central Coast	(Other)	Sikhism	M	130
Central Coast	Buddhism		F	1907
Central Coast	Buddhism		M	1269
Central Coast	Christianity		F	3777
Central Coast	Christianity		M	3262
Central Coast	Christianity	(Other)	F	193
Central Coast	Christianity	(Other)	M	165
Central Coast	Christianity	Anglican	F	40007
Central Coast	Christianity	Anglican	M	33809
Central Coast	Christianity	Assyrian Apostolic	F	12
Central Coast	Christianity	Assyrian Apostolic	M	11
Central Coast	Christianity	Baptist	F	3025
Central Coast	Christianity	Baptist	M	2599
Central Coast	Christianity	Brethren	F	128
Central Coast	Christianity	Brethren	M	110
Central Coast	Christianity	Catholic	F	43078
Central Coast	Christianity	Catholic	M	37930
Central Coast	Christianity	Churches Of Christ	F	248
Central Coast	Christianity	Churches Of Christ	M	186
Central Coast	Christianity	Eastern Orthodox	F	1068
Central Coast	Christianity	Eastern Orthodox	M	1083
Central Coast	Christianity	Jehovah's Witnesses	F	771
Central Coast	Christianity	Jehovah's Witnesses	M	580
Central Coast	Christianity	Latter Day Saints	F	404
Central Coast	Christianity	Latter Day Saints	M	369
Central Coast	Christianity	Lutheran	F	419
Central Coast	Christianity	Lutheran	M	334
Central Coast	Christianity	Oriental Orthodox	F	87
Central Coast	Christianity	Oriental Orthodox	M	114
Central Coast	Christianity	Pentecostal	F	1913
Central Coast	Christianity	Pentecostal	M	1551
Central Coast	Christianity	Presbyterian Reformed	F	4655
Central Coast	Christianity	Presbyterian Reformed	M	4000
Central Coast	Christianity	Protestant (Other)	F	1621
Central Coast	Christianity	Protestant (Other)	M	1457
Central Coast	Christianity	Salvation Army	F	508
Central Coast	Christianity	Salvation Army	M	377
Central Coast	Christianity	Seventh Day Adventist	F	756
Central Coast	Christianity	Seventh Day Adventist	M	657
Central Coast	Christianity	Uniting Church	F	5933
Central Coast	Christianity	Uniting Church	M	4573
Central Coast	Hinduism		F	578
Central Coast	Hinduism		M	583
Central Coast	Islam		F	485
Central Coast	Islam		M	551
Central Coast	Judaism		F	203
Central Coast	Judaism		M	156
Central Coast	No religion		F	42252
Central Coast	No religion		M	48316
Central West	(Other)		F	10150
Central West	(Other)		M	12057
Central West	(Other)	(Other)	F	267
Central West	(Other)	(Other)	M	178
Central West	(Other)	Australian Aboriginal Traditional	F	27
Central West	(Other)	Australian Aboriginal Traditional	M	33
Central West	(Other)	Other spiritual beliefs	F	109
Central West	(Other)	Other spiritual beliefs	M	84
Central West	(Other)	Secular beliefs	F	149
Central West	(Other)	Secular beliefs	M	192
Central West	(Other)	Sikhism	F	104
Central West	(Other)	Sikhism	M	100
Central West	Buddhism		F	647
Central West	Buddhism		M	483
Central West	Christianity		F	2117
Central West	Christianity		M	1857
Central West	Christianity	(Other)	F	47
Central West	Christianity	(Other)	M	53
Central West	Christianity	Anglican	F	24649
Central West	Christianity	Anglican	M	22400
Central West	Christianity	Assyrian Apostolic	M	3
Central West	Christianity	Baptist	F	1436
Central West	Christianity	Baptist	M	1346
Central West	Christianity	Brethren	F	519
Central West	Christianity	Brethren	M	512
Central West	Christianity	Catholic	F	30265
Central West	Christianity	Catholic	M	28336
Central West	Christianity	Churches Of Christ	F	62
Central West	Christianity	Churches Of Christ	M	50
Central West	Christianity	Eastern Orthodox	F	286
Central West	Christianity	Eastern Orthodox	M	323
Central West	Christianity	Jehovah's Witnesses	F	380
Central West	Christianity	Jehovah's Witnesses	M	288
Central West	Christianity	Latter Day Saints	F	132
Central West	Christianity	Latter Day Saints	M	118
Central West	Christianity	Lutheran	F	316
Central West	Christianity	Lutheran	M	255
Central West	Christianity	Oriental Orthodox	F	43
Central West	Christianity	Oriental Orthodox	M	46
Central West	Christianity	Pentecostal	F	976
Central West	Christianity	Pentecostal	M	824
Central West	Christianity	Presbyterian Reformed	F	4204
Central West	Christianity	Presbyterian Reformed	M	3907
Central West	Christianity	Protestant (Other)	F	484
Central West	Christianity	Protestant (Other)	M	473
Central West	Christianity	Salvation Army	F	317
Central West	Christianity	Salvation Army	M	262
Central West	Christianity	Seventh Day Adventist	F	225
Central West	Christianity	Seventh Day Adventist	M	176
Central West	Christianity	Uniting Church	F	5894
Central West	Christianity	Uniting Church	M	5154
Central West	Hinduism		F	330
Central West	Hinduism		M	361
Central West	Islam		F	219
Central West	Islam		M	268
Central West	Judaism		F	28
Central West	Judaism		M	28
Central West	No religion		F	19087
Central West	No religion		M	22536
Coffs Harbour - Grafton	(Other)		F	6721
Coffs Harbour - Grafton	(Other)		M	7236
Coffs Harbour - Grafton	(Other)	(Other)	F	291
Coffs Harbour - Grafton	(Other)	(Other)	M	161
Coffs Harbour - Grafton	(Other)	Australian Aboriginal Traditional	F	34
Coffs Harbour - Grafton	(Other)	Australian Aboriginal Traditional	M	31
Coffs Harbour - Grafton	(Other)	Other spiritual beliefs	F	194
Coffs Harbour - Grafton	(Other)	Other spiritual beliefs	M	120
Coffs Harbour - Grafton	(Other)	Secular beliefs	F	168
Coffs Harbour - Grafton	(Other)	Secular beliefs	M	219
Coffs Harbour - Grafton	(Other)	Sikhism	F	654
Coffs Harbour - Grafton	(Other)	Sikhism	M	715
Coffs Harbour - Grafton	Buddhism		F	792
Coffs Harbour - Grafton	Buddhism		M	544
Coffs Harbour - Grafton	Christianity		F	1691
Coffs Harbour - Grafton	Christianity		M	1382
Coffs Harbour - Grafton	Christianity	(Other)	F	76
Coffs Harbour - Grafton	Christianity	(Other)	M	64
Coffs Harbour - Grafton	Christianity	Anglican	F	15760
Coffs Harbour - Grafton	Christianity	Anglican	M	13821
Coffs Harbour - Grafton	Christianity	Baptist	F	1033
Coffs Harbour - Grafton	Christianity	Baptist	M	951
Coffs Harbour - Grafton	Christianity	Brethren	F	7
Coffs Harbour - Grafton	Christianity	Catholic	F	13847
Coffs Harbour - Grafton	Christianity	Catholic	M	12280
Coffs Harbour - Grafton	Christianity	Churches Of Christ	F	33
Coffs Harbour - Grafton	Christianity	Churches Of Christ	M	36
