SA2_NAME16	Age.min	persons
Braidwood	0	42
Braidwood	1	50
Braidwood	2	33
Braidwood	3	36
Braidwood	4	41
Braidwood	5	42
Braidwood	6	57
Braidwood	7	52
Braidwood	8	47
Braidwood	9	42
Braidwood	10	43
Braidwood	11	48
Braidwood	12	35
Braidwood	13	44
Braidwood	14	33
Braidwood	15	52
Braidwood	16	36
Braidwood	17	46
Braidwood	18	29
Braidwood	19	29
Braidwood	20	26
Braidwood	21	21
Braidwood	22	22
Braidwood	23	15
Braidwood	24	29
Braidwood	25	29
Braidwood	26	27
Braidwood	27	22
Braidwood	28	17
Braidwood	29	22
Braidwood	30	48
Braidwood	31	26
Braidwood	32	43
Braidwood	33	31
Braidwood	34	29
Braidwood	35	36
Braidwood	36	45
Braidwood	37	36
Braidwood	38	28
Braidwood	39	27
Braidwood	40	54
Braidwood	41	49
Braidwood	42	67
Braidwood	43	54
Braidwood	44	48
Braidwood	45	54
Braidwood	46	57
Braidwood	47	43
Braidwood	48	68
Braidwood	49	58
Braidwood	50	61
Braidwood	51	49
Braidwood	52	59
Braidwood	53	60
Braidwood	54	59
Braidwood	55	79
Braidwood	56	69
Braidwood	57	87
Braidwood	58	79
Braidwood	59	70
Braidwood	60	68
Braidwood	61	61
Braidwood	62	56
Braidwood	63	59
Braidwood	64	66
Braidwood	65	78
Braidwood	66	70
Braidwood	67	77
Braidwood	68	58
Braidwood	69	61
Braidwood	70	63
Braidwood	71	46
Braidwood	72	46
Braidwood	73	57
Braidwood	74	40
Braidwood	75	30
Braidwood	76	49
Braidwood	77	37
Braidwood	78	27
Braidwood	79	22
Braidwood	80	75
Braidwood	85	50
Braidwood	90	28
Braidwood	95	3
Karabar	0	106
Karabar	1	101
Karabar	2	123
Karabar	3	96
Karabar	4	93
Karabar	5	108
Karabar	6	131
Karabar	7	101
Karabar	8	117
Karabar	9	101
Karabar	10	109
Karabar	11	112
Karabar	12	102
Karabar	13	107
Karabar	14	111
Karabar	15	117
Karabar	16	110
Karabar	17	139
Karabar	18	110
Karabar	19	103
Karabar	20	93
Karabar	21	106
Karabar	22	132
Karabar	23	97
Karabar	24	101
Karabar	25	113
Karabar	26	102
Karabar	27	115
Karabar	28	114
Karabar	29	90
Karabar	30	112
Karabar	31	104
Karabar	32	115
Karabar	33	94
Karabar	34	130
Karabar	35	123
Karabar	36	112
Karabar	37	94
Karabar	38	97
Karabar	39	110
Karabar	40	109
Karabar	41	118
Karabar	42	124
Karabar	43	108
Karabar	44	122
Karabar	45	133
Karabar	46	112
Karabar	47	134
Karabar	48	112
Karabar	49	121
Karabar	50	112
Karabar	51	111
Karabar	52	116
Karabar	53	143
Karabar	54	102
Karabar	55	123
Karabar	56	110
Karabar	57	87
Karabar	58	110
Karabar	59	137
Karabar	60	111
Karabar	61	89
Karabar	62	94
Karabar	63	100
Karabar	64	84
Karabar	65	85
Karabar	66	71
Karabar	67	75
Karabar	68	88
Karabar	69	75
Karabar	70	65
Karabar	71	54
Karabar	72	52
Karabar	73	52
Karabar	74	46
Karabar	75	52
Karabar	76	55
Karabar	77	33
Karabar	78	32
Karabar	79	39
Karabar	80	103
Karabar	85	65
Karabar	90	22
Queanbeyan	0	158
Queanbeyan	1	171
Queanbeyan	2	154
Queanbeyan	3	131
Queanbeyan	4	141
Queanbeyan	5	136
Queanbeyan	6	105
Queanbeyan	7	96
Queanbeyan	8	87
Queanbeyan	9	95
Queanbeyan	10	79
Queanbeyan	11	89
Queanbeyan	12	77
Queanbeyan	13	82
Queanbeyan	14	77
Queanbeyan	15	89
Queanbeyan	16	68
Queanbeyan	17	95
Queanbeyan	18	86
Queanbeyan	19	88
Queanbeyan	20	128
Queanbeyan	21	106
Queanbeyan	22	156
Queanbeyan	23	185
Queanbeyan	24	180
Queanbeyan	25	185
Queanbeyan	26	201
Queanbeyan	27	256
Queanbeyan	28	246
Queanbeyan	29	244
Queanbeyan	30	261
Queanbeyan	31	238
Queanbeyan	32	192
Queanbeyan	33	217
Queanbeyan	34	193
Queanbeyan	35	195
Queanbeyan	36	163
Queanbeyan	37	155
Queanbeyan	38	149
Queanbeyan	39	158
Queanbeyan	40	153
Queanbeyan	41	148
Queanbeyan	42	136
Queanbeyan	43	147
Queanbeyan	44	147
Queanbeyan	45	134
Queanbeyan	46	162
Queanbeyan	47	136
Queanbeyan	48	134
Queanbeyan	49	141
Queanbeyan	50	123
Queanbeyan	51	154
Queanbeyan	52	135
Queanbeyan	53	157
Queanbeyan	54	115
Queanbeyan	55	159
Queanbeyan	56	134
Queanbeyan	57	122
Queanbeyan	58	85
Queanbeyan	59	109
Queanbeyan	60	103
Queanbeyan	61	109
Queanbeyan	62	108
Queanbeyan	63	104
Queanbeyan	64	105
Queanbeyan	65	122
Queanbeyan	66	105
Queanbeyan	67	91
Queanbeyan	68	84
Queanbeyan	69	86
Queanbeyan	70	70
Queanbeyan	71	63
Queanbeyan	72	69
Queanbeyan	73	67
Queanbeyan	74	68
Queanbeyan	75	47
Queanbeyan	76	61
Queanbeyan	77	55
Queanbeyan	78	52
Queanbeyan	79	62
Queanbeyan	80	252
Queanbeyan	85	188
Queanbeyan	90	91
Queanbeyan	95	29
Queanbeyan	100	5
Queanbeyan - East	0	82
Queanbeyan - East	1	81
Queanbeyan - East	2	71
Queanbeyan - East	3	70
Queanbeyan - East	4	58
Queanbeyan - East	5	52
Queanbeyan - East	6	61
Queanbeyan - East	7	53
Queanbeyan - East	8	34
Queanbeyan - East	9	43
Queanbeyan - East	10	52
Queanbeyan - East	11	36
Queanbeyan - East	12	41
Queanbeyan - East	13	42
Queanbeyan - East	14	30
Queanbeyan - East	15	36
Queanbeyan - East	16	36
Queanbeyan - East	17	50
Queanbeyan - East	18	59
Queanbeyan - East	19	51
Queanbeyan - East	20	72
Queanbeyan - East	21	71
Queanbeyan - East	22	58
Queanbeyan - East	23	76
Queanbeyan - East	24	84
Queanbeyan - East	25	84
Queanbeyan - East	26	76
Queanbeyan - East	27	97
Queanbeyan - East	28	107
Queanbeyan - East	29	115
Queanbeyan - East	30	115
Queanbeyan - East	31	105
Queanbeyan - East	32	94
Queanbeyan - East	33	96
Queanbeyan - East	34	76
Queanbeyan - East	35	67
Queanbeyan - East	36	73
Queanbeyan - East	37	75
Queanbeyan - East	38	60
Queanbeyan - East	39	59
Queanbeyan - East	40	74
Queanbeyan - East	41	49
Queanbeyan - East	42	59
Queanbeyan - East	43	69
Queanbeyan - East	44	60
Queanbeyan - East	45	76
Queanbeyan - East	46	62
Queanbeyan - East	47	62
Queanbeyan - East	48	77
Queanbeyan - East	49	76
Queanbeyan - East	50	68
Queanbeyan - East	51	52
Queanbeyan - East	52	76
Queanbeyan - East	53	77
Queanbeyan - East	54	72
Queanbeyan - East	55	63
Queanbeyan - East	56	72
Queanbeyan - East	57	61
Queanbeyan - East	58	63
Queanbeyan - East	59	74
Queanbeyan - East	60	44
Queanbeyan - East	61	43
Queanbeyan - East	62	49
Queanbeyan - East	63	44
Queanbeyan - East	64	51
Queanbeyan - East	65	34
Queanbeyan - East	66	38
Queanbeyan - East	67	32
Queanbeyan - East	68	32
Queanbeyan - East	69	43
Queanbeyan - East	70	37
Queanbeyan - East	71	33
Queanbeyan - East	72	28
Queanbeyan - East	73	26
Queanbeyan - East	74	20
Queanbeyan - East	75	22
Queanbeyan - East	76	17
Queanbeyan - East	77	22
Queanbeyan - East	78	18
Queanbeyan - East	79	20
Queanbeyan - East	80	68
Queanbeyan - East	85	40
Queanbeyan - East	90	11
Queanbeyan - East	95	7
Queanbeyan Region	0	217
Queanbeyan Region	1	206
Queanbeyan Region	2	194
Queanbeyan Region	3	224
Queanbeyan Region	4	209
Queanbeyan Region	5	224
Queanbeyan Region	6	241
Queanbeyan Region	7	286
Queanbeyan Region	8	241
Queanbeyan Region	9	280
Queanbeyan Region	10	264
Queanbeyan Region	11	261
Queanbeyan Region	12	234
Queanbeyan Region	13	241
Queanbeyan Region	14	265
Queanbeyan Region	15	248
Queanbeyan Region	16	249
Queanbeyan Region	17	259
Queanbeyan Region	18	198
Queanbeyan Region	19	194
Queanbeyan Region	20	166
Queanbeyan Region	21	163
Queanbeyan Region	22	170
Queanbeyan Region	23	163
Queanbeyan Region	24	143
Queanbeyan Region	25	164
Queanbeyan Region	26	176
Queanbeyan Region	27	164
Queanbeyan Region	28	164
Queanbeyan Region	29	189
Queanbeyan Region	30	160
Queanbeyan Region	31	171
Queanbeyan Region	32	169
Queanbeyan Region	33	204
Queanbeyan Region	34	194
Queanbeyan Region	35	206
Queanbeyan Region	36	211
Queanbeyan Region	37	204
Queanbeyan Region	38	220
Queanbeyan Region	39	233
Queanbeyan Region	40	245
Queanbeyan Region	41	265
Queanbeyan Region	42	277
Queanbeyan Region	43	253
Queanbeyan Region	44	291
Queanbeyan Region	45	331
Queanbeyan Region	46	270
Queanbeyan Region	47	305
Queanbeyan Region	48	288
Queanbeyan Region	49	307
Queanbeyan Region	50	277
Queanbeyan Region	51	303
Queanbeyan Region	52	288
Queanbeyan Region	53	282
Queanbeyan Region	54	276
Queanbeyan Region	55	286
Queanbeyan Region	56	285
Queanbeyan Region	57	245
Queanbeyan Region	58	254
Queanbeyan Region	59	239
Queanbeyan Region	60	229
Queanbeyan Region	61	225
Queanbeyan Region	62	247
Queanbeyan Region	63	194
Queanbeyan Region	64	213
Queanbeyan Region	65	190
Queanbeyan Region	66	193
Queanbeyan Region	67	156
Queanbeyan Region	68	186
Queanbeyan Region	69	185
Queanbeyan Region	70	117
Queanbeyan Region	71	108
Queanbeyan Region	72	102
Queanbeyan Region	73	119
Queanbeyan Region	74	78
Queanbeyan Region	75	81
Queanbeyan Region	76	67
Queanbeyan Region	77	54
Queanbeyan Region	78	51
Queanbeyan Region	79	39
Queanbeyan Region	80	119
Queanbeyan Region	85	58
Queanbeyan Region	90	24
Queanbeyan Region	95	3
Queanbeyan West - Jerrabomberra	0	161
Queanbeyan West - Jerrabomberra	1	166
Queanbeyan West - Jerrabomberra	2	167
Queanbeyan West - Jerrabomberra	3	173
Queanbeyan West - Jerrabomberra	4	174
Queanbeyan West - Jerrabomberra	5	198
Queanbeyan West - Jerrabomberra	6	220
Queanbeyan West - Jerrabomberra	7	205
Queanbeyan West - Jerrabomberra	8	209
Queanbeyan West - Jerrabomberra	9	209
Queanbeyan West - Jerrabomberra	10	196
Queanbeyan West - Jerrabomberra	11	212
Queanbeyan West - Jerrabomberra	12	210
Queanbeyan West - Jerrabomberra	13	195
Queanbeyan West - Jerrabomberra	14	219
Queanbeyan West - Jerrabomberra	15	235
Queanbeyan West - Jerrabomberra	16	208
Queanbeyan West - Jerrabomberra	17	214
Queanbeyan West - Jerrabomberra	18	187
Queanbeyan West - Jerrabomberra	19	169
Queanbeyan West - Jerrabomberra	20	191
Queanbeyan West - Jerrabomberra	21	142
Queanbeyan West - Jerrabomberra	22	129
Queanbeyan West - Jerrabomberra	23	148
Queanbeyan West - Jerrabomberra	24	113
Queanbeyan West - Jerrabomberra	25	140
Queanbeyan West - Jerrabomberra	26	123
Queanbeyan West - Jerrabomberra	27	123
Queanbeyan West - Jerrabomberra	28	128
Queanbeyan West - Jerrabomberra	29	142
Queanbeyan West - Jerrabomberra	30	139
Queanbeyan West - Jerrabomberra	31	161
Queanbeyan West - Jerrabomberra	32	179
Queanbeyan West - Jerrabomberra	33	146
Queanbeyan West - Jerrabomberra	34	163
Queanbeyan West - Jerrabomberra	35	156
Queanbeyan West - Jerrabomberra	36	156
Queanbeyan West - Jerrabomberra	37	167
Queanbeyan West - Jerrabomberra	38	158
Queanbeyan West - Jerrabomberra	39	189
Queanbeyan West - Jerrabomberra	40	197
Queanbeyan West - Jerrabomberra	41	194
Queanbeyan West - Jerrabomberra	42	184
Queanbeyan West - Jerrabomberra	43	238
Queanbeyan West - Jerrabomberra	44	267
Queanbeyan West - Jerrabomberra	45	249
Queanbeyan West - Jerrabomberra	46	295
Queanbeyan West - Jerrabomberra	47	247
Queanbeyan West - Jerrabomberra	48	237
Queanbeyan West - Jerrabomberra	49	233
Queanbeyan West - Jerrabomberra	50	235
Queanbeyan West - Jerrabomberra	51	228
Queanbeyan West - Jerrabomberra	52	225
Queanbeyan West - Jerrabomberra	53	214
Queanbeyan West - Jerrabomberra	54	220
Queanbeyan West - Jerrabomberra	55	190
Queanbeyan West - Jerrabomberra	56	184
Queanbeyan West - Jerrabomberra	57	142
Queanbeyan West - Jerrabomberra	58	147
Queanbeyan West - Jerrabomberra	59	112
Queanbeyan West - Jerrabomberra	60	113
Queanbeyan West - Jerrabomberra	61	131
Queanbeyan West - Jerrabomberra	62	98
Queanbeyan West - Jerrabomberra	63	94
Queanbeyan West - Jerrabomberra	64	92
Queanbeyan West - Jerrabomberra	65	88
Queanbeyan West - Jerrabomberra	66	78
Queanbeyan West - Jerrabomberra	67	84
Queanbeyan West - Jerrabomberra	68	51
Queanbeyan West - Jerrabomberra	69	73
Queanbeyan West - Jerrabomberra	70	44
Queanbeyan West - Jerrabomberra	71	45
Queanbeyan West - Jerrabomberra	72	52
Queanbeyan West - Jerrabomberra	73	44
Queanbeyan West - Jerrabomberra	74	30
Queanbeyan West - Jerrabomberra	75	47
Queanbeyan West - Jerrabomberra	76	34
Queanbeyan West - Jerrabomberra	77	29
Queanbeyan West - Jerrabomberra	78	39
Queanbeyan West - Jerrabomberra	79	25
Queanbeyan West - Jerrabomberra	80	83
Queanbeyan West - Jerrabomberra	85	51
Queanbeyan West - Jerrabomberra	90	14
Queanbeyan West - Jerrabomberra	95	4
Bombala	0	23
Bombala	1	33
Bombala	2	27
Bombala	3	25
Bombala	4	30
Bombala	5	35
Bombala	6	23
Bombala	7	31
Bombala	8	29
Bombala	9	35
Bombala	10	26
Bombala	11	28
Bombala	12	20
Bombala	13	19
Bombala	14	21
Bombala	15	17
Bombala	16	30
Bombala	17	18
Bombala	18	25
Bombala	19	38
Bombala	20	15
Bombala	21	21
Bombala	22	16
Bombala	23	20
Bombala	24	23
Bombala	25	14
Bombala	26	27
Bombala	27	16
Bombala	28	21
Bombala	29	20
Bombala	30	33
Bombala	31	22
Bombala	32	24
Bombala	33	16
Bombala	34	30
Bombala	35	21
Bombala	36	24
Bombala	37	22
Bombala	38	23
Bombala	39	30
Bombala	40	23
Bombala	41	25
Bombala	42	27
Bombala	43	23
