SA2_NAME16	Ancestry	responses
Braidwood		440
Braidwood	Australian	1448
Braidwood	Australian Aboriginal	10
Braidwood	Chinese	33
Braidwood	Croatian	12
Braidwood	Dutch	58
Braidwood	English	1597
Braidwood	Filipino	22
Braidwood	French	33
Braidwood	German	143
Braidwood	Greek	10
Braidwood	Hungarian	16
Braidwood	Indian	19
Braidwood	Irish	614
Braidwood	Italian	80
Braidwood	Lebanese	9
Braidwood	Macedonian	3
Braidwood	Maltese	8
Braidwood	Maori	5
Braidwood	NZ	21
Braidwood	(Other)	192
Braidwood	Polish	19
Braidwood	Russian	8
Braidwood	Scottish	496
Braidwood	Serbian	4
Braidwood	South African	5
Braidwood	Spanish	25
Braidwood	Welsh	35
Karabar		507
Karabar	Australian	3243
Karabar	Australian Aboriginal	74
Karabar	Chinese	94
Karabar	Croatian	116
Karabar	Dutch	107
Karabar	English	2853
Karabar	Filipino	69
Karabar	French	38
Karabar	German	351
Karabar	Greek	82
Karabar	Hungarian	41
Karabar	Indian	78
Karabar	Irish	1021
Karabar	Italian	419
Karabar	Korean	8
Karabar	Lebanese	18
Karabar	Macedonian	343
Karabar	Maltese	69
Karabar	Maori	71
Karabar	NZ	45
Karabar	(Other)	573
Karabar	Polish	75
Karabar	Russian	37
Karabar	Scottish	745
Karabar	Serbian	106
Karabar	South African	7
Karabar	Spanish	22
Karabar	Sri Lankan	12
Karabar	Turkish	9
Karabar	Vietnamese	29
Karabar	Welsh	46
Queanbeyan		877
Queanbeyan	Australian	3375
Queanbeyan	Australian Aboriginal	49
Queanbeyan	Chinese	189
Queanbeyan	Croatian	102
Queanbeyan	Dutch	120
Queanbeyan	English	3588
Queanbeyan	Filipino	233
Queanbeyan	French	43
Queanbeyan	German	472
Queanbeyan	Greek	186
Queanbeyan	Hungarian	46
Queanbeyan	Indian	426
Queanbeyan	Irish	1395
Queanbeyan	Italian	425
Queanbeyan	Korean	29
Queanbeyan	Lebanese	22
Queanbeyan	Macedonian	317
Queanbeyan	Maltese	80
Queanbeyan	Maori	99
Queanbeyan	NZ	82
Queanbeyan	(Other)	1158
Queanbeyan	Polish	115
Queanbeyan	Russian	32
Queanbeyan	Scottish	949
Queanbeyan	Serbian	99
Queanbeyan	South African	11
Queanbeyan	Spanish	49
Queanbeyan	Sri Lankan	19
Queanbeyan	Turkish	4
Queanbeyan	Vietnamese	40
Queanbeyan	Welsh	62
Queanbeyan - East		316
Queanbeyan - East	Australian	1545
Queanbeyan - East	Australian Aboriginal	30
Queanbeyan - East	Chinese	97
Queanbeyan - East	Croatian	72
Queanbeyan - East	Dutch	63
Queanbeyan - East	English	1656
Queanbeyan - East	Filipino	67
Queanbeyan - East	French	34
Queanbeyan - East	German	196
Queanbeyan - East	Greek	59
Queanbeyan - East	Hungarian	19
Queanbeyan - East	Indian	265
Queanbeyan - East	Irish	632
Queanbeyan - East	Italian	153
Queanbeyan - East	Korean	9
Queanbeyan - East	Lebanese	15
Queanbeyan - East	Macedonian	113
Queanbeyan - East	Maltese	37
Queanbeyan - East	Maori	26
Queanbeyan - East	NZ	37
Queanbeyan - East	(Other)	575
Queanbeyan - East	Polish	39
Queanbeyan - East	Russian	23
Queanbeyan - East	Scottish	437
Queanbeyan - East	Serbian	31
Queanbeyan - East	South African	9
Queanbeyan - East	Spanish	32
Queanbeyan - East	Sri Lankan	5
Queanbeyan - East	Vietnamese	17
Queanbeyan - East	Welsh	26
Queanbeyan Region		1607
Queanbeyan Region	Australian	7076
Queanbeyan Region	Australian Aboriginal	35
Queanbeyan Region	Chinese	126
Queanbeyan Region	Croatian	145
Queanbeyan Region	Dutch	349
Queanbeyan Region	English	6494
Queanbeyan Region	Filipino	70
Queanbeyan Region	French	100
Queanbeyan Region	German	808
Queanbeyan Region	Greek	119
Queanbeyan Region	Hungarian	63
Queanbeyan Region	Indian	123
Queanbeyan Region	Irish	2138
Queanbeyan Region	Italian	566
Queanbeyan Region	Korean	13
Queanbeyan Region	Lebanese	34
Queanbeyan Region	Macedonian	98
Queanbeyan Region	Maltese	83
Queanbeyan Region	Maori	31
Queanbeyan Region	NZ	135
Queanbeyan Region	(Other)	1008
Queanbeyan Region	Polish	128
Queanbeyan Region	Russian	30
Queanbeyan Region	Scottish	1737
Queanbeyan Region	Serbian	75
Queanbeyan Region	South African	42
Queanbeyan Region	Spanish	83
Queanbeyan Region	Sri Lankan	21
Queanbeyan Region	Turkish	3
Queanbeyan Region	Vietnamese	17
Queanbeyan Region	Welsh	126
Queanbeyan West - Jerrabomberra		569
Queanbeyan West - Jerrabomberra	Australian	4981
Queanbeyan West - Jerrabomberra	Australian Aboriginal	50
Queanbeyan West - Jerrabomberra	Chinese	178
Queanbeyan West - Jerrabomberra	Croatian	162
Queanbeyan West - Jerrabomberra	Dutch	220
Queanbeyan West - Jerrabomberra	English	4646
Queanbeyan West - Jerrabomberra	Filipino	100
Queanbeyan West - Jerrabomberra	French	68
Queanbeyan West - Jerrabomberra	German	616
Queanbeyan West - Jerrabomberra	Greek	143
Queanbeyan West - Jerrabomberra	Hungarian	60
Queanbeyan West - Jerrabomberra	Indian	175
Queanbeyan West - Jerrabomberra	Irish	1578
Queanbeyan West - Jerrabomberra	Italian	689
Queanbeyan West - Jerrabomberra	Korean	11
Queanbeyan West - Jerrabomberra	Lebanese	36
Queanbeyan West - Jerrabomberra	Macedonian	340
