LGA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA56620,0,3,22,230,44,0,0,39,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,30,230,44,0,0,39,364
LGA56730,6,68,538,1650,1083,171,60,81,3661,0,13,31,19,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,13,31,19,3,0,0,3,63,0,16,48,11,3,0,0,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,48,11,4,0,0,8,85,4,14,13,8,0,0,0,3,48,0,0,0,0,8,3,3,0,19,12,113,622,1687,1102,174,66,98,3876
LGA56790,0,18,166,517,301,32,7,31,1076,0,0,34,16,0,0,0,3,51,0,0,4,0,0,0,0,0,11,0,0,37,17,0,0,0,3,60,0,14,32,13,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,13,0,0,0,0,61,24,44,8,6,4,0,0,4,94,0,0,3,3,3,0,0,0,11,19,79,244,553,308,40,8,42,1291
LGA56860,0,3,16,30,25,5,3,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,30,25,5,3,3,97
LGA56930,0,0,13,86,153,94,28,12,389,0,4,3,0,0,0,0,0,9,0,0,13,35,0,0,0,0,51,0,4,12,35,0,0,0,0,57,0,0,9,3,0,0,0,0,20,0,23,19,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,3,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62,129,161,94,28,9,513
LGA57000,0,0,14,74,56,6,0,9,159,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,19,75,54,6,0,4,167
LGA57080,0,10,21,39,18,3,3,5,98,0,4,15,6,3,0,0,0,25,0,18,89,228,97,19,0,8,459,0,23,106,233,104,19,0,8,488,3,52,143,62,0,0,0,11,272,28,305,587,195,3,0,0,43,1165,100,1650,3571,1169,48,13,4,114,6664,0,0,0,0,0,0,0,0,0,131,2013,4303,1423,50,13,3,167,8093,3,10,7,6,0,0,0,13,31,4,13,22,4,3,0,0,14,55,134,2064,4449,1702,176,32,9,198,8764
LGA57140,0,11,76,203,100,18,0,12,427,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,22,82,205,100,18,0,12,446
LGA57210,3,60,289,803,502,79,25,50,1821,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,8,3,3,0,0,0,0,17,0,0,6,15,3,0,0,0,26,5,71,301,824,509,84,27,48,1870
LGA57280,9,115,229,1478,1194,127,22,117,3279,0,32,55,77,22,3,0,10,196,0,5,19,78,25,5,0,3,136,0,33,71,157,46,6,0,15,337,3,106,206,82,12,0,0,20,429,0,11,16,13,0,0,0,0,39,0,11,20,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,132,239,104,12,0,0,19,513,21,29,7,3,3,0,0,18,79,0,3,12,9,3,0,0,11,37,30,316,558,1749,1258,132,19,172,4239
LGA57350,0,0,63,190,105,11,4,11,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,16,61,196,106,11,4,11,393
LGA57420,0,26,85,268,154,25,4,13,570,0,9,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,14,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,7,0,0,3,0,0,3,24,0,0,3,3,0,0,0,0,10,3,39,98,275,159,28,3,21,620
LGA57490,40,261,1322,11053,22702,2129,314,655,38479,4,147,858,1063,110,4,3,87,2271,0,40,193,215,59,3,0,27,527,4,191,1049,1276,168,4,3,110,2799,0,128,490,141,13,0,0,40,817,0,0,9,0,0,0,0,0,9,0,22,61,35,0,0,0,4,128,0,0,0,0,0,0,0,0,0,3,151,555,176,16,0,0,47,950,18,89,28,27,11,3,0,8,194,0,4,6,8,17,6,0,8,58,61,695,2968,12541,22915,2148,317,833,42481
LGA57630,0,5,6,10,5,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,5,0,3,0,38
LGA57700,9,63,342,1941,4960,664,148,120,8259,0,10,15,44,7,0,0,3,85,0,0,0,0,0,0,0,0,0,0,10,15,47,13,0,0,3,87,0,0,10,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,11,0,3,0,6,3,0,0,0,19,0,0,4,6,11,3,4,0,22,9,87,365,1997,4987,671,152,123,8399
LGA57770,0,14,48,146,44,7,3,6,270,0,11,6,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,11,6,4,0,0,0,0,24,0,0,8,4,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,19,7,27,6,3,3,0,0,14,62,3,9,0,0,0,0,0,4,14,13,52,67,163,56,13,3,24,391
LGA57840,0,77,933,3107,3038,685,157,135,8121,0,134,1250,976,129,16,0,49,2560,4,164,894,1839,346,35,3,60,3347,4,297,2146,2819,479,50,10,108,5905,3,147,496,149,27,0,3,23,848,4,163,366,68,4,0,0,11,620,0,123,389,236,8,0,0,20,774,0,0,0,0,0,0,0,0,0,6,429,1247,453,35,6,3,60,2243,0,0,0,3,0,0,0,0,9,0,3,25,16,16,0,0,4,65,14,805,4354,6393,3572,730,166,311,16341
LGA57910,29,285,2869,20184,17092,3073,485,769,44784,31,1133,6944,13365,692,53,28,613,22855,0,251,1296,3568,1010,81,11,113,6330,30,1385,8238,16934,1701,134,38,726,29183,21,953,3004,435,24,0,0,151,4592,6,491,1207,143,5,0,3,51,1907,6,155,338,171,3,0,0,33,703,0,3,3,3,0,0,0,0,6,31,1603,4546,753,30,3,4,233,7205,8,13,6,13,6,0,0,7,60,0,10,37,79,34,4,0,21,182,98,3295,15698,37960,18870,3214,526,1756,81417
LGA57980,4,41,571,1519,866,187,26,47,3268,0,41,141,124,14,0,0,10,332,6,102,424,722,86,0,3,14,1354,8,134,561,851,107,0,3,19,1686,14,329,469,97,3,0,0,20,933,36,400,450,86,3,0,3,23,1002,0,272,525,96,5,0,0,30,931,0,0,0,0,0,0,0,0,3,52,995,1454,277,11,4,3,72,2867,0,3,0,0,0,0,0,0,7,0,3,11,5,0,0,0,4,18,64,1184,2593,2648,988,193,33,142,7846
LGA58050,39,211,1283,12985,20524,2284,388,636,38340,6,341,1135,2505,444,22,3,135,4593,0,58,239,345,55,0,0,15,713,5,399,1372,2850,496,25,4,149,5310,0,56,90,45,7,0,0,5,201,0,46,183,20,3,3,0,5,254,0,0,20,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,99,287,63,10,3,0,15,477,28,94,89,24,12,0,0,25,270,0,9,4,33,27,0,3,15,102,73,815,3038,15954,21066,2312,397,838,44495
LGA58190,3,0,25,54,39,7,3,7,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,30,55,39,7,3,7,137
LGA58260,0,7,24,103,50,12,4,3,201,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,34,106,53,12,8,4,216
LGA58330,5,57,223,712,496,86,35,55,1671,0,6,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,6,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,5,4,3,0,5,41,0,3,0,3,7,0,0,0,12,13,75,239,721,500,96,35,57,1741
LGA58400,0,3,32,61,26,4,3,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,32,61,26,4,3,3,139
LGA58470,0,3,6,32,7,0,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,12,31,10,0,3,6,60
LGA58510,12,132,1214,3931,1562,248,76,153,7320,30,225,569,1334,108,16,12,83,2380,19,128,263,680,125,16,3,32,1265,51,354,831,2017,231,29,15,119,3648,7,315,216,165,59,9,8,37,817,7,185,338,46,0,0,0,16,598,22,375,547,136,21,0,0,23,1127,0,0,0,0,0,0,0,0,0,42,878,1103,346,81,6,8,84,2539,0,0,4,6,3,0,0,0,17,0,4,10,15,11,0,0,11,53,104,1370,3154,6315,1896,290,89,361,13576
LGA58540,0,9,44,157,92,18,0,7,331,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,15,46,162,97,18,5,7,339
LGA58570,3,80,1345,3450,1535,238,50,152,6852,3,149,460,474,58,5,0,36,1188,4,100,430,963,140,15,3,22,1674,11,247,889,1432,201,21,3,57,2861,17,327,470,138,3,0,0,32,980,15,464,647,111,3,0,3,25,1262,26,587,611,68,3,0,0,19,1312,0,0,0,0,0,0,0,0,3,50,1374,1726,320,9,0,3,75,3559,0,10,30,11,6,0,0,3,63,4,5,13,20,4,0,0,3,58,71,1721,4005,5226,1759,259,61,292,13392
LGA58610,0,11,95,326,176,22,7,16,666,0,14,20,6,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,14,20,6,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,3,0,0,0,0,9,3,30,118,339,176,22,3,20,723
LGA58680,0,3,18,68,60,8,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,3,21,69,66,8,0,3,169
LGA58760,45,196,1626,15592,32787,3314,462,858,54880,6,344,1211,3114,721,45,5,161,5601,0,34,155,345,71,16,8,16,643,6,377,1366,3454,793,64,10,177,6241,0,18,37,20,4,4,0,3,78,0,8,25,3,0,0,0,0,36,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,25,65,25,5,4,0,5,128,17,69,46,10,13,4,0,6,162,0,3,5,30,18,3,0,5,73,67,671,3113,19106,33612,3382,475,1053,61483
LGA58820,7,12,145,512,517,85,18,28,1323,0,0,16,8,10,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,13,8,10,0,0,0,34,0,10,38,11,0,0,0,4,61,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,10,0,0,0,4,62,0,6,4,5,0,0,0,10,27,0,0,0,3,0,3,0,3,15,4,32,201,538,522,88,23,45,1452
LGA58890,0,15,36,158,93,9,5,3,326,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,43,160,93,9,5,3,333
LGA59030,0,3,13,36,22,8,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,40,21,8,0,0,82
LGA59100,0,3,37,112,87,14,0,11,265,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,33,120,89,14,3,8,276
LGA59170,0,3,37,156,114,20,8,6,340,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,157,109,20,8,6,353
LGA59250,0,4,29,40,15,0,0,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,10,34,39,15,0,0,3,95
LGA59310,0,23,72,238,151,32,3,9,527,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,3,36,73,243,157,32,3,11,549
LGA59320,0,0,19,63,50,13,0,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,19,63,50,13,0,5,154
LGA59330,0,9,30,108,50,7,0,11,208,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,108,50,7,0,11,214
LGA59340,11,51,201,733,418,54,14,47,1513,0,27,87,48,3,0,0,16,179,0,0,13,12,0,0,0,0,31,0,27,103,62,3,0,0,17,209,0,12,42,19,0,0,0,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,19,0,0,0,4,84,70,125,48,39,23,4,0,27,338,3,6,13,15,0,0,0,4,41,78,221,402,876,442,54,11,99,2186
LGA59350,0,0,9,13,13,3,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,7,13,13,13,3,4,3,59
LGA59360,4,14,49,164,130,17,3,4,381,0,11,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,5,20,55,167,134,17,6,5,416
LGA59370,7,39,206,563,363,71,14,36,1292,0,6,21,8,0,0,0,0,38,0,0,5,0,0,0,0,0,5,0,6,23,8,0,0,0,0,42,0,5,16,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,28,3,0,6,3,0,0,0,0,6,0,0,0,5,3,0,0,5,23,6,56,251,587,364,71,16,48,1391
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,12,103,618,1223,359,39,22,57,2438,0,21,25,3,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,21,24,3,0,0,0,3,55,0,11,6,0,3,0,0,5,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,3,0,0,5,27,10,14,7,3,4,0,0,3,45,0,3,7,11,3,0,0,4,31,24,157,674,1235,369,39,25,62,2588
LGA60410,8,56,365,3537,940,160,27,118,5208,0,8,49,11,3,0,0,3,75,0,0,10,0,0,0,0,0,11,0,14,60,12,3,0,0,3,87,0,52,358,80,3,0,0,23,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,358,80,3,0,0,23,519,0,7,0,4,0,0,0,0,14,0,0,6,7,0,0,0,0,16,10,124,781,3646,950,160,27,147,5842
LGA60610,4,98,958,4168,1172,210,38,159,6812,0,115,250,32,6,0,0,25,424,3,11,62,12,0,0,0,3,94,5,125,310,37,6,0,0,29,522,0,29,31,7,0,0,0,3,76,4,25,9,0,0,0,0,0,38,0,12,39,7,0,0,0,0,63,0,0,0,0,0,0,0,0,0,5,65,74,13,3,0,0,10,175,0,3,0,8,0,0,0,0,11,0,3,5,5,7,0,0,4,25,15,301,1358,4232,1184,211,42,200,7542
LGA60810,13,89,993,4563,1494,225,54,157,7585,3,156,360,39,9,0,0,44,611,0,0,20,5,0,0,0,0,23,3,161,374,44,4,0,0,43,639,3,21,39,3,0,0,0,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,23,39,3,0,0,0,5,75,7,50,24,19,3,0,0,3,103,0,0,9,16,3,0,0,7,32,23,327,1444,4644,1505,223,51,221,8437
LGA61010,5,34,204,437,137,24,16,24,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,5,0,0,3,3,3,0,0,0,11,3,36,210,443,134,27,16,25,897
LGA61210,6,72,426,1592,547,93,20,65,2828,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,29,3,0,0,0,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,3,0,0,0,7,57,3,3,0,7,3,0,0,0,15,0,3,0,5,3,0,0,4,22,11,88,464,1608,556,97,20,76,2919
