SA3_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
10102,6,8,3,0,3,3,3,104,3,70,179,104,12,5,0,4,0,0,0,3,0,0,11,396,0,0,0,0,7,6,4,3,4,3,3,0,0,0,0,32,0,0,0,0,7,13,7,13,0,0,3,3,0,3,4,50,0,0,0,4,3,7,3,0,0,0,0,4,0,0,0,27,0,0,13,22,16,19,18,15,4,0,0,0,0,0,6,118,0,33,25,9,3,0,0,0,0,0,0,0,0,0,5,80,0,38,38,11,6,4,4,7,0,4,0,5,5,0,3,123,0,3,30,81,173,140,162,81,22,11,25,16,19,6,26,796,0,0,3,6,0,3,13,33,11,5,7,7,12,0,0,98,0,0,0,3,35,53,63,105,34,35,29,42,23,16,7,456,0,8,17,10,21,21,3,3,0,0,0,3,0,0,4,92,0,0,3,10,10,11,9,4,0,0,0,0,0,0,0,50
10103,3,0,0,0,0,0,0,34,3,24,38,4,0,0,3,0,0,0,0,0,0,0,5,84,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,11,0,0,0,0,0,3,8,4,0,0,0,4,4,0,0,20,0,0,10,10,3,0,0,0,0,0,0,0,0,0,0,19,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,20,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,6,0,29,15,9,10,3,4,0,0,0,0,0,0,0,3,81,0,7,11,51,59,53,36,15,4,11,3,0,3,0,15,260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,9,10,9,4,0,0,3,4,0,0,0,37,0,7,8,0,6,10,3,0,0,0,0,0,0,0,4,29,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,10
10104,0,3,0,0,0,0,4,137,0,40,56,40,8,3,4,4,0,0,0,0,0,0,7,160,0,4,0,0,0,0,3,8,0,3,0,0,0,0,3,33,0,0,0,0,3,3,10,3,0,0,0,0,0,0,0,25,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,12,0,0,16,11,12,4,3,3,0,0,0,0,0,0,0,58,3,35,43,6,3,0,0,0,0,0,0,0,0,0,0,89,3,162,120,36,32,9,11,3,0,0,4,0,0,0,12,389,4,9,51,188,232,136,91,47,8,3,3,3,8,5,39,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,22,48,32,29,12,10,21,12,6,4,12,219,0,17,15,6,11,3,0,0,0,5,0,0,0,0,0,57,0,0,3,4,5,3,3,3,0,0,0,4,3,0,3,29
10105,0,5,3,5,0,0,3,51,0,17,24,14,0,0,0,0,0,0,0,0,3,0,4,63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,3,3,0,0,0,15,23,6,66,0,3,0,7,4,6,0,4,0,0,0,0,0,0,12,35,0,0,0,7,8,5,3,0,0,0,0,0,0,0,0,29,0,8,9,0,0,0,0,0,0,0,0,0,0,0,4,29,0,27,26,3,6,4,4,7,0,0,0,0,0,0,9,94,0,10,7,58,76,55,51,33,14,6,5,7,6,0,38,363,0,0,0,0,0,0,0,12,0,0,0,8,0,3,0,24,0,0,0,4,16,22,17,31,14,3,10,19,14,9,4,158,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,11
10106,5,13,0,0,0,3,0,61,0,11,17,4,7,0,3,0,0,0,0,0,0,0,3,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,11,14,14,13,9,0,0,0,0,0,6,6,78,0,0,3,0,4,0,3,3,0,0,0,0,0,0,4,18,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,28,12,14,3,17,3,3,0,0,0,0,0,3,120,3,6,11,56,74,60,61,37,8,8,7,5,3,3,9,363,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,10,11,9,30,3,3,0,0,3,3,3,78,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,17,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,10
10201,17,11,5,9,0,5,15,611,6,116,152,79,20,3,4,10,6,7,3,3,0,0,28,439,0,3,3,9,15,42,71,33,5,7,8,3,7,0,9,210,0,0,0,3,24,66,149,122,16,4,10,8,16,9,3,440,0,13,8,31,9,16,5,7,0,0,0,0,0,0,6,92,0,3,21,35,49,51,34,14,3,5,5,3,7,0,10,241,0,101,80,39,7,7,3,0,0,0,0,0,0,0,3,240,6,191,122,71,47,24,22,34,0,0,0,11,0,0,14,546,16,35,102,396,755,571,585,211,40,52,26,29,18,21,131,2972,0,0,3,4,0,7,13,11,4,3,3,4,6,3,8,70,0,0,11,31,124,256,161,134,18,37,56,38,39,12,39,937,0,22,19,7,70,39,29,19,6,0,9,0,3,0,5,231,0,0,6,23,16,15,27,18,0,4,12,3,3,5,3,134
10202,13,25,8,3,0,3,17,442,9,111,162,111,13,10,8,5,0,0,0,0,0,0,21,444,0,0,3,3,10,8,30,5,0,0,3,4,4,0,0,71,0,0,0,0,17,29,34,33,10,0,7,0,3,0,3,137,0,6,8,34,18,14,11,0,0,0,0,0,0,0,3,97,0,0,14,23,28,22,11,22,6,3,3,7,9,6,18,175,0,163,142,59,8,4,3,3,0,0,0,0,0,0,16,395,0,146,157,55,21,11,23,3,6,0,3,0,0,0,18,460,14,22,91,293,619,534,477,196,39,38,19,24,31,20,107,2531,0,0,0,0,7,9,6,16,4,0,4,3,6,9,0,69,0,0,4,26,107,236,145,112,27,31,33,33,16,16,29,814,0,15,17,6,41,14,7,10,0,0,0,0,0,0,0,107,0,0,3,18,9,8,7,0,0,3,0,3,0,0,7,61
10301,3,5,3,0,0,0,6,73,5,11,19,11,0,0,0,0,0,0,0,0,0,0,7,59,0,0,3,3,0,5,13,0,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,11,0,0,0,0,0,3,9,33,0,0,0,13,3,8,0,0,0,0,0,0,0,0,12,38,0,0,3,7,7,3,7,3,3,0,0,0,0,0,3,46,0,4,8,5,0,0,3,0,0,0,0,0,0,0,0,26,0,42,29,15,20,6,5,0,0,0,0,0,0,0,0,121,0,3,8,55,94,89,99,62,10,11,10,10,12,5,55,525,0,0,0,0,0,5,0,15,3,0,0,3,0,0,0,27,0,0,0,0,14,20,28,15,12,11,14,5,17,7,21,163,0,6,4,0,3,5,0,0,0,0,0,0,0,0,3,23,0,0,0,3,0,0,5,3,0,0,0,0,0,0,3,22
10302,0,3,0,0,0,0,0,50,0,14,15,11,0,0,3,0,0,0,0,3,7,0,4,51,0,5,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,15,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,15,0,0,3,6,0,0,0,4,3,0,0,0,0,3,3,22,0,10,6,0,4,0,0,0,0,0,0,0,0,0,0,27,0,50,34,7,3,0,0,0,0,0,0,0,0,0,10,100,3,3,17,43,61,62,45,32,10,8,0,3,0,0,20,318,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,15,0,0,0,0,13,20,30,31,13,34,22,23,11,5,13,213,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10303,0,3,5,0,0,0,0,59,0,14,22,20,4,3,0,0,0,0,0,0,0,0,11,80,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,9,0,0,0,0,3,3,3,0,0,0,7,0,0,0,3,16,0,3,0,3,0,0,8,0,0,0,0,0,0,0,6,18,0,0,4,5,10,3,10,0,0,0,0,0,0,0,3,45,0,10,12,10,0,0,0,0,0,0,0,0,0,0,3,35,0,45,39,21,7,4,0,0,0,0,0,0,0,0,3,121,3,6,15,68,121,71,49,43,4,17,5,3,8,3,39,447,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,17,40,39,29,0,5,9,7,14,0,13,173,0,13,11,3,6,0,0,0,0,0,0,0,0,0,6,39,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,7
