SA3_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
10304,0,0,0,8,3,10,10,11,0,0,0,4,0,0,0,53,0,0,16,10,29,12,20,40,5,3,4,8,0,0,8,157,0,3,12,18,0,0,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,18,0,0,0,0,3,20,9,8,3,0,0,0,3,0,0,42,0,77,19,16,14,12,6,8,0,0,0,0,0,0,4,161,0,9,14,14,3,0,0,0,0,0,0,0,0,0,0,42,0,0,4,5,17,3,0,3,0,0,0,3,0,0,0,36,0,3,0,9,8,4,21,102,34,88,28,28,23,27,9,385,0,0,0,0,0,3,6,3,3,3,3,0,0,0,0,31,0,0,0,0,3,0,3,4,3,3,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,12,10,10,5,8,4
10401,0,3,3,11,6,3,8,3,3,4,6,3,0,0,6,49,0,0,0,0,9,3,12,12,0,8,0,5,3,3,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,3,0,0,3,0,3,0,0,3,0,0,5,31,0,55,34,12,15,8,6,6,0,0,0,0,0,0,7,153,0,3,7,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,11,4,3,0,0,0,0,0,0,0,31,0,4,3,11,4,3,7,31,4,3,3,4,7,3,4,87,0,3,0,3,0,0,3,3,0,0,0,3,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,12,3,3,0,3
10402,3,3,9,37,29,22,24,18,3,0,0,4,3,3,0,159,0,4,8,0,3,18,16,29,7,8,0,4,13,3,6,137,0,7,6,15,0,0,3,0,0,0,0,0,0,0,0,25,0,9,12,4,0,3,5,9,0,3,6,0,4,0,3,55,0,3,10,11,10,11,21,5,0,3,0,5,0,0,0,90,0,100,91,52,63,51,48,20,3,3,0,5,3,3,14,470,0,3,6,4,3,0,0,0,0,0,0,0,0,0,0,19,0,0,15,10,6,9,3,3,0,0,0,6,9,3,10,74,0,24,27,79,55,102,88,355,12,37,83,80,38,38,52,1063,0,4,3,0,9,3,10,6,0,3,3,3,0,0,3,52,0,0,0,0,0,0,0,0,0,4,6,13,0,0,0,44,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,7,12,33,6,21,28,45
10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,3,3,6,3,0,0,0,0,0,0,23,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,19,0,16,15,12,5,6,3,6,0,0,0,0,0,0,3,70,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,17,3,9,17,11,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,4,6
10502,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,18,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,8,0,13,10,10,0,6,5,0,0,0,0,0,0,0,0,44,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,6,14,3,4,6,7,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
10503,0,0,3,5,4,3,3,8,0,3,0,3,0,0,3,38,0,3,7,3,11,27,20,63,6,7,13,8,5,3,16,183,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,4,3,11,0,0,0,0,0,4,31,0,0,0,4,4,14,12,17,5,0,6,0,0,0,0,58,0,46,23,15,9,3,13,13,0,4,0,4,3,0,3,137,0,9,11,7,3,0,0,0,0,0,0,0,0,0,7,34,0,3,0,3,7,5,6,0,0,0,0,0,0,0,0,28,0,3,5,13,5,7,39,155,13,37,37,32,40,27,16,421,0,0,7,0,0,3,5,6,3,0,0,3,0,0,4,31,0,0,0,0,0,0,0,3,0,4,7,3,0,4,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,0,0,5,10,0,10,6,10
10601,0,0,0,7,4,4,8,18,8,3,5,0,0,0,3,58,0,3,3,0,8,10,19,20,3,5,3,3,0,0,7,86,0,0,9,4,0,0,3,0,0,0,0,0,0,0,0,17,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,17,0,3,5,3,4,11,12,11,0,0,0,0,3,0,11,65,0,111,41,19,10,4,18,9,3,4,0,0,0,0,14,235,0,0,6,4,0,0,0,0,0,0,0,0,0,0,3,16,0,0,3,8,6,3,5,0,0,0,0,0,3,0,3,39,0,4,3,15,4,7,16,45,16,3,5,8,8,3,9,142,0,0,4,5,3,3,13,4,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,11,9,13,13
10602,0,0,0,9,7,6,17,15,4,0,3,6,0,0,4,83,0,0,0,4,8,29,29,45,9,8,3,11,0,3,8,162,0,3,4,9,0,0,0,0,0,0,0,0,0,0,3,18,0,5,8,0,0,0,3,5,0,0,0,0,0,0,0,31,0,0,0,0,3,13,18,13,9,0,0,3,0,0,3,72,0,142,47,15,11,10,3,8,6,10,0,0,0,0,10,264,0,17,7,3,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,14,8,12,3,3,0,0,0,0,0,0,0,42,0,3,0,11,8,20,63,169,19,30,16,14,18,11,11,398,0,8,3,0,0,4,11,6,0,3,0,0,0,3,0,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,14,0,3,9,15,9,7,10,13
10603,0,3,3,19,15,12,22,18,9,8,3,3,3,0,0,118,0,3,6,3,3,20,12,35,3,0,0,8,0,4,4,97,0,3,33,29,4,8,4,0,0,0,0,0,0,0,0,76,0,10,8,8,0,0,0,0,0,0,0,0,0,0,3,35,0,4,7,0,13,10,0,0,0,0,0,4,0,0,3,44,3,130,87,29,31,27,4,10,0,0,0,0,6,0,12,348,0,10,21,13,3,0,4,0,0,0,0,0,0,0,8,55,0,0,0,4,6,15,4,3,0,0,3,0,0,0,5,47,0,3,5,14,5,3,13,26,0,5,3,7,8,13,9,113,0,3,0,3,0,4,4,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,10,0,3,11,35,4,22,21,8
10604,0,0,0,0,0,0,9,3,0,3,0,0,0,0,4,27,0,0,3,3,5,15,12,23,4,7,3,0,8,0,21,90,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,7,20,0,14,5,6,3,0,0,3,0,3,4,4,0,0,3,46,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,12,0,0,0,3,3,3,8,31,6,10,10,9,10,3,4,107,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,12,5,14,18,23
10701,0,0,6,12,5,3,11,24,0,3,0,4,3,0,0,69,0,3,6,0,8,22,55,62,16,11,11,9,8,0,11,221,0,3,128,110,14,19,42,0,0,0,0,0,0,0,14,324,0,7,13,11,4,9,3,5,0,0,0,0,0,0,0,41,0,0,0,6,7,19,11,9,0,0,0,0,0,0,0,47,3,133,197,55,14,14,17,3,3,3,0,0,0,0,20,458,0,19,116,77,7,9,4,0,0,0,0,0,0,0,14,251,0,0,0,3,5,7,4,3,0,0,0,0,5,0,0,34,0,4,4,25,11,22,34,67,9,18,24,8,4,3,0,240,0,0,4,5,7,6,23,14,0,0,0,6,0,3,3,64,0,0,0,0,4,10,7,10,3,0,3,0,0,0,0,39,0,0,0,0,0,3,5,9,3,6,8,5,0,27,0,67,0,5,18,50,15,8,16,9
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,3,21,17,10,27,18,3,6,4,7,4,0,4,118,0,0,4,7,3,18,40,38,7,12,5,8,4,9,11,169,0,0,83,82,7,6,8,0,0,0,0,0,0,0,12,206,0,7,17,18,8,4,11,12,8,0,7,9,3,0,3,96,0,0,5,5,9,16,13,0,3,0,3,3,0,6,0,64,0,166,264,96,25,18,26,15,3,4,0,3,0,0,35,654,0,19,53,32,6,6,0,0,0,0,0,0,0,0,11,128,0,3,6,7,6,3,8,7,0,0,0,3,0,0,3,47,0,4,7,17,4,7,27,62,8,13,15,10,9,6,14,206,0,6,3,4,7,7,8,10,0,5,0,3,0,0,0,53,0,0,0,0,7,12,10,3,0,0,3,0,0,0,0,38,0,0,0,3,0,0,3,5,0,4,0,0,0,0,7,20,0,7,28,50,18,32,16,16
