SA3_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
11904,23,703,3611,2281,1744,1338,479,152,53,10384,12,286,2370,1624,1390,858,265,49,27,6876,9,115,1759,1575,1263,738,194,45,20,5721,4,39,1046,1205,867,489,122,32,11,3804,3,30,1371,1984,1336,706,140,36,12,5624,6,17,343,892,773,384,95,55,24,2595,551,705,2033,1349,1145,955,873,960,947,9520,7044,10147,27235,19672,16749,13935,10504,6846,3379,115524
12001,28,481,2025,1067,955,815,476,118,51,6014,10,210,1613,954,820,579,314,76,27,4597,4,91,1407,1117,884,656,232,75,15,4484,0,34,954,995,745,474,183,48,15,3448,3,40,1523,2138,1423,933,267,70,25,6420,0,16,629,1913,1591,776,273,84,43,5325,289,413,1192,901,703,628,565,381,324,5393,3888,5799,15461,13042,11061,9170,6820,3998,2011,71258
12002,7,265,983,660,560,505,311,59,15,3376,0,128,947,686,538,439,210,37,11,2993,0,50,920,808,638,460,175,28,4,3088,0,21,658,722,560,362,136,28,9,2491,0,18,1245,1967,1288,700,237,37,3,5495,0,9,671,2611,1993,858,265,37,12,6460,162,279,916,946,704,552,406,225,185,4381,1851,2918,8862,10765,8452,6166,4305,1745,726,45798
12003,31,925,4284,2229,1838,1359,526,172,55,11419,14,401,3001,1738,1381,942,324,92,29,7924,4,159,2375,1723,1349,871,238,64,25,6810,0,60,1413,1387,1119,727,167,41,20,4934,0,44,1812,2572,2059,1148,269,49,25,7965,8,19,461,1524,1621,829,212,56,37,4767,552,1130,2611,1529,1296,1037,854,679,568,10268,7977,14123,32542,21121,19108,15141,9886,6695,3410,130010
12101,19,563,2237,1308,1048,872,634,232,111,7025,4,318,1957,1211,845,726,452,167,76,5752,9,113,1826,1384,934,767,348,144,78,5599,3,51,1326,1275,827,594,285,106,54,4514,0,52,2261,3205,1906,1197,470,172,63,9324,4,22,944,3821,3648,1741,588,174,99,11030,326,419,1334,1085,808,672,578,423,452,6099,5940,6623,18445,18632,14866,11314,8185,4538,2514,91054
12102,6,361,1309,1193,1056,844,416,135,62,5381,0,124,1025,1066,901,674,270,76,38,4179,0,63,852,1074,968,607,205,51,17,3840,0,19,593,970,804,536,122,24,7,3074,4,9,790,2209,1610,896,174,47,17,5746,3,3,176,1026,1141,535,99,31,6,3019,254,203,498,598,524,414,356,328,329,3501,4963,4314,9800,13098,11445,9125,6439,3439,1532,64158
12103,16,509,1275,956,1219,1011,869,444,226,6530,11,254,1082,896,991,810,670,336,140,5196,8,112,934,959,1148,942,551,281,157,5086,0,24,630,980,1009,745,436,192,98,4114,3,16,1019,2480,2485,1583,790,330,157,8860,9,14,450,3420,5059,2553,916,374,201,12991,561,321,498,634,803,595,588,644,957,5594,9309,6664,9680,15148,18549,13568,10550,6905,4039,94421
12104,14,556,2147,966,777,765,721,297,116,6359,5,314,2237,968,700,658,557,230,79,5748,3,131,2223,1246,873,684,496,183,80,5917,3,47,1626,1180,706,585,370,121,67,4709,3,42,3122,3029,1742,1192,713,242,79,10169,9,25,1439,3753,3554,2329,1122,352,145,12730,274,456,1729,1315,998,903,800,473,392,7336,3393,4564,18895,15981,12343,10449,8880,4197,2052,80751
12201,4,207,821,410,396,377,297,106,54,2678,0,85,705,424,332,271,206,72,30,2122,3,36,659,505,378,303,189,83,22,2178,0,11,506,436,309,246,129,50,19,1700,3,9,901,1122,779,486,204,78,33,3624,0,5,516,1891,1707,838,270,96,36,5366,153,173,572,519,405,331,314,189,195,2851,2006,1972,6522,7028,6038,4439,3389,1732,892,34011
12202,11,244,721,725,850,891,551,186,80,4253,0,92,571,669,747,622,346,105,45,3208,0,51,422,686,747,617,278,88,32,2908,0,13,255,498,587,433,174,60,27,2048,0,8,317,993,1111,806,331,108,39,3709,8,8,123,1039,1381,908,385,140,47,4032,226,178,297,462,514,518,552,450,467,3660,3586,2999,4844,7787,9100,8360,6806,3560,1651,48692
12203,27,719,2720,2084,2126,1588,891,372,173,10689,11,260,2089,1870,1775,1189,550,179,78,8016,4,109,1645,1947,1756,1112,411,113,55,7150,3,41,987,1559,1398,768,243,76,26,5108,0,35,1482,3393,2694,1336,381,108,63,9503,4,21,594,3332,3281,1252,303,91,49,8932,603,468,1235,1373,1264,994,970,952,1076,8947,8820,7584,18210,23388,22258,15625,12246,7783,4399,120319
12301,22,391,1313,1138,1043,673,203,36,19,4842,0,180,1085,975,778,490,118,12,0,3638,3,58,856,980,733,427,89,8,4,3155,3,22,547,792,647,335,64,9,0,2413,0,20,522,1211,951,462,67,12,6,3247,0,6,94,385,385,191,41,14,3,1119,263,212,408,459,406,296,317,310,372,3045,4473,3835,8536,9686,8270,6044,3993,1823,868,47522
12302,48,934,3173,2531,2419,1955,566,82,28,11736,15,341,2119,1891,1584,1255,268,19,3,7499,6,139,1417,1489,1275,991,194,15,8,5539,0,54,680,934,879,656,96,8,0,3323,3,25,721,1140,1026,791,111,13,0,3827,19,21,117,317,324,280,83,24,11,1195,1002,900,1715,1431,1332,1269,1153,663,445,9920,10819,11588,23532,21245,19751,18705,12208,4844,1695,124387
12303,16,236,703,628,648,520,186,47,11,2992,9,104,527,451,495,359,90,9,3,2052,0,50,411,514,437,286,64,4,3,1777,0,18,243,402,381,242,41,7,0,1329,0,16,245,538,551,356,51,3,0,1765,3,11,73,183,251,170,48,10,4,742,292,150,330,390,385,411,311,240,173,2683,2820,2427,4898,5502,5664,5118,3525,1617,605,32176
12401,22,273,902,1039,1087,1073,550,119,56,5116,3,114,658,878,884,816,346,68,4,3774,0,41,546,822,957,842,208,34,6,3458,0,16,353,736,879,647,134,13,7,2787,0,15,352,1013,1223,996,199,34,11,3835,0,8,78,401,509,429,91,33,16,1565,333,194,391,544,606,699,723,556,429,4469,4763,3632,6977,9660,10952,11722,9227,4091,1622,62651
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3
12403,67,1031,3248,2659,2157,1767,498,84,25,11536,5,390,2434,2054,1631,1100,288,47,10,7958,0,183,1666,1815,1532,970,220,27,9,6434,6,59,1044,1358,1142,712,128,13,3,4462,3,51,1052,1764,1406,868,152,15,4,5316,11,23,212,564,552,334,94,23,3,1834,718,662,1541,1280,1158,1006,907,560,274,8114,9252,9509,21585,19957,17390,15276,10485,4480,1715,109652
12404,14,286,709,512,592,394,162,48,11,2724,4,120,503,419,412,275,82,12,9,1833,0,56,363,377,393,240,61,8,3,1506,0,18,170,263,279,167,38,5,3,937,0,20,178,320,351,211,48,9,3,1142,3,9,24,103,142,85,25,12,0,402,248,385,758,592,526,319,289,229,146,3488,2504,2865,5313,4631,5030,4073,2873,1630,693,29613
12405,31,391,1212,962,987,789,152,21,9,4545,4,147,762,698,617,500,79,8,0,2814,0,57,498,545,484,358,44,5,3,1996,0,18,251,314,304,230,34,0,0,1160,0,9,227,370,331,246,31,0,0,1219,3,12,44,86,83,80,17,7,3,332,329,369,689,570,524,565,362,223,141,3771,3659,4293,8219,7108,7020,6726,3763,1540,535,42867
12501,17,444,2330,1245,904,586,146,34,8,5711,4,195,1433,774,571,375,91,9,6,3459,0,89,1027,673,454,291,74,11,0,2614,0,29,613,542,304,195,30,9,0,1726,0,13,781,879,466,276,52,3,4,2469,3,16,191,340,257,135,35,11,0,986,443,936,2459,1475,997,679,414,232,174,7813,4753,8122,21886,12855,10282,8401,4455,2268,998,74020
12502,9,330,1225,945,939,741,297,118,44,4645,3,167,869,796,703,451,173,59,16,3232,0,57,728,732,693,440,144,31,14,2852,3,16,453,624,547,354,89,23,8,2106,0,13,533,1122,924,503,119,39,10,3263,0,9,143,483,472,306,72,27,17,1530,235,212,506,458,478,395,382,283,222,3170,4319,4050,8921,9515,9390,7908,5243,3213,1287,53851
12503,28,729,2865,2053,1761,1232,384,82,37,9179,4,314,1897,1452,1168,731,165,28,15,5774,7,129,1267,1216,852,545,103,15,8,4142,3,39,688,798,559,351,60,9,3,2513,3,39,758,1137,787,389,60,8,8,3190,6,16,182,370,278,137,35,19,11,1060,867,992,2253,1660,1494,1179,961,675,434,10508,9475,11419,25543,20518,17970,14912,10288,5694,2710,118524
12504,15,623,3855,2531,1606,1095,418,110,45,10298,10,267,2976,2138,1229,730,247,30,17,7644,5,112,2525,1940,1082,655,176,31,25,6553,3,38,1643,1689,854,575,115,13,9,4937,0,31,1955,2814,1361,688,142,27,9,7025,3,9,368,840,532,301,74,31,10,2171,476,710,2543,1702,992,926,706,623,491,9169,6122,8596,31657,23639,14712,12117,8835,5260,2597,113525
12601,9,275,769,522,552,503,288,123,51,3091,3,122,599,479,472,392,182,76,38,2369,0,55,499,545,485,415,169,62,19,2250,0,20,334,498,446,348,128,34,23,1822,0,9,455,1069,1013,706,206,46,19,3524,0,3,147,799,1008,593,159,34,9,2756,130,141,242,251,243,200,199,254,306,1962,3275,3537,5721,6478,6650,5882,3895,2337,1149,38919
12602,29,743,3172,1800,1595,1293,677,222,106,9640,3,350,2342,1551,1279,959,382,86,46,6991,8,119,2003,1664,1267,888,317,89,40,6394,7,48,1251,1416,1100,715,226,50,28,4836,3,39,1706,2808,2013,1192,349,82,36,8233,9,24,514,2061,1975,988,361,105,51,6083,485,618,1316,995,901,788,673,679,868,7333,7565,10696,23128,19383,16985,14401,10055,6307,3780,112299
12701,35,624,2199,1619,1479,939,209,43,16,7158,9,252,1517,1266,982,600,104,20,0,4746,6,101,1092,1033,892,429,84,14,0,3652,4,45,592,710,597,300,55,4,0,2301,3,34,661,930,684,326,61,7,4,2713,4,11,147,312,296,146,37,16,9,980,749,562,1134,1138,1020,829,643,372,108,6562,7919,7418,15040,14596,13668,10478,5976,2881,815,78799
12702,41,994,3018,2173,2227,1706,400,89,24,10676,8,378,1913,1403,1361,952,215,29,11,6278,3,135,1246,1061,1012,655,152,14,7,4282,3,47,624,698,590,428,87,16,3,2487,0,23,616,809,707,438,93,22,0,2702,3,20,159,295,296,177,63,30,0,1047,1012,925,1633,1506,1644,1442,1019,781,432,10380,13302,14377,25102,23149,25512,23570,14407,8079,3187,150687
12703,26,613,2306,1978,1743,1032,276,55,21,8043,16,288,1611,1440,1178,620,149,24,4,5327,0,91,1183,1223,948,505,101,14,0,4066,0,31,668,936,781,349,59,8,0,2834,3,21,667,1179,887,437,78,9,3,3270,10,12,154,443,379,189,49,17,4,1253,727,766,1776,1523,1292,1080,828,587,311,8888,7812,8082,17990,17526,15096,11560,7540,3939,1547,91086
12801,12,631,1995,1479,1525,1363,706,252,127,8096,12,316,1758,1219,1306,1021,437,134,51,6252,5,118,1487,1386,1283,1005,355,100,40,5781,3,43,903,1086,1047,763,234,75,30,4188,4,33,1117,2033,1832,1172,327,106,56,6677,8,25,444,1483,1502,977,364,106,34,4946,418,391,1010,908,851,850,721,706,721,6572,6213,6176,13882,14820,15114,13539,10243,6474,3563,90027
12802,22,733,1801,1577,1682,1551,678,151,40,8241,12,312,1537,1422,1242,1031,391,56,22,6021,3,123,1367,1556,1380,1065,242,48,17,5807,3,43,806,1221,1186,799,169,24,6,4254,3,23,1091,2202,2031,1293,243,28,6,6914,3,14,231,1168,1284,721,145,13,21,3595,366,271,551,636,673,614,532,520,646,4806,6879,6495,12299,15255,15071,13664,9692,4569,2381,86302
19797,0,0,0,3,4,3,0,0,0,10,0,0,3,0,3,3,0,0,0,14,0,0,3,4,0,7,0,0,0,17,0,0,0,3,3,0,0,0,0,3,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,3,4,0,10,17,25,11,4,78,12,9,32,34,50,74,108,42,10,374
19999,3,61,179,89,80,80,34,6,0,533,0,23,95,63,45,31,16,4,0,277,5,9,77,47,37,30,6,3,0,219,0,7,61,25,27,15,4,0,0,136,0,0,64,75,34,15,3,5,0,210,0,0,19,49,20,5,12,0,0,111,110,265,641,427,392,338,220,74,24,2494,517,1358,2703,1900,1798,1722,1196,282,78,11545
20101,14,455,1725,1439,1469,1186,433,130,62,6915,5,144,1189,1035,1078,690,189,69,20,4438,0,51,761,964,883,605,121,34,5,3434,0,20,409,631,661,453,75,23,10,2279,3,12,401,712,810,552,113,25,9,2636,8,17,115,395,473,313,107,48,25,1507,670,608,962,880,943,937,993,794,470,7255,6819,7686,13301,12700,13287,12360,9822,5476,2398,83848
20102,3,73,245,367,457,368,146,34,16,1709,3,26,157,228,315,253,76,15,10,1085,0,8,127,225,271,211,57,17,6,921,0,3,56,144,189,122,32,9,7,563,0,4,65,217,249,173,39,4,9,764,0,5,23,108,127,101,41,3,0,410,208,120,207,292,429,489,415,248,166,2580,1505,1106,2203,3394,4478,4777,3772,1557,648,23428
20103,3,48,205,248,315,282,105,34,18,1261,3,18,103,156,219,120,40,8,3,663,0,8,71,128,145,134,32,4,0,522,0,5,35,67,80,59,16,3,3,266,0,0,25,74,85,64,13,4,3,280,0,3,16,22,33,32,22,5,4,147,172,79,198,286,385,430,536,296,130,2515,1330,1079,2016,2657,3532,4195,3882,1854,700,21245
20201,13,440,1608,1187,1281,1041,389,143,71,6174,8,182,1111,931,926,668,185,42,21,4070,0,53,688,815,793,567,135,28,15,3086,0,20,371,514,547,361,85,21,11,1931,3,19,386,652,661,420,88,46,14,2282,9,18,111,279,290,235,84,41,11,1067,653,504,950,790,887,947,957,846,712,7258,6023,6970,12416,11241,11552,11405,8880,5240,2515,76243
20202,15,124,438,592,740,610,253,88,26,2885,4,46,277,450,542,443,154,36,5,1958,0,15,210,407,472,385,100,30,8,1627,0,11,104,247,323,223,47,16,5,978,0,4,119,394,511,311,78,22,4,1441,3,4,33,198,273,171,91,24,5,803,366,214,586,642,725,767,693,442,295,4723,2668,1878,3871,5768,7219,7525,6155,2852,1128,39071
20203,0,28,94,124,148,172,47,10,11,637,0,13,55,68,89,103,17,14,3,367,0,3,28,71,67,63,20,0,4,251,0,3,18,38,49,42,14,0,0,163,0,0,12,44,42,41,7,3,0,147,0,0,6,21,25,28,5,8,0,87,116,30,86,130,167,198,207,134,70,1145,686,384,818,1194,1701,2013,1568,786,311,9469
20301,4,59,295,313,330,237,90,15,0,1346,0,25,176,258,209,166,48,11,4,896,0,17,137,240,222,114,29,7,0,768,0,3,77,140,134,79,16,0,0,439,0,7,80,174,165,117,21,6,3,580,3,7,26,68,128,68,27,7,3,330,173,72,117,181,203,198,174,110,89,1320,1242,863,1864,2696,2833,2563,1761,687,258,14759
20302,22,848,3304,2625,2564,2045,764,264,127,12565,12,288,2410,1980,1805,1279,356,87,43,8254,6,123,1669,1716,1631,1092,232,72,17,6557,4,53,877,1255,1210,794,159,27,22,4397,7,22,911,1722,1686,1036,218,46,27,5675,11,33,261,817,903,575,188,74,38,2897,1102,1082,2065,1864,1939,1738,1755,1470,1132,14144,12055,13688,25386,23722,24312,22243,17524,10355,5191,154470
20303,9,185,904,958,1018,985,532,142,63,4792,5,65,778,817,774,631,261,64,31,3425,4,32,526,801,746,584,195,57,24,2968,0,8,263,579,579,412,123,43,14,2020,0,10,279,830,727,546,179,58,14,2637,5,4,120,429,503,349,179,56,21,1674,357,215,455,564,621,768,910,595,411,4889,3814,2906,6841,9119,9326,10308,9245,4456,1869,57894
20401,21,175,659,666,783,745,294,92,55,3486,3,76,419,505,511,512,150,34,10,2234,0,37,282,355,441,362,89,36,9,1605,3,11,155,255,334,236,71,25,9,1091,0,4,127,285,385,269,96,25,5,1203,0,9,33,100,139,143,94,50,17,579,480,236,501,577,731,905,897,575,307,5212,3227,2554,5066,5864,7372,8373,7314,3521,1384,44677
20402,12,151,536,583,707,638,234,88,53,2999,4,51,353,367,511,373,123,29,14,1817,0,27,202,322,383,312,71,29,12,1362,0,3,86,196,241,200,58,17,9,810,0,3,87,187,299,225,59,16,3,884,4,8,40,99,121,128,52,25,12,490,398,186,319,415,514,631,680,537,429,4104,2660,2107,4177,5076,6300,6968,5953,3290,1631,38158
20403,27,339,1069,971,1121,991,360,101,39,5024,8,104,747,786,826,645,221,39,17,3397,7,48,398,589,665,522,121,17,13,2381,3,11,232,404,489,325,75,10,14,1553,3,7,200,419,519,365,72,24,4,1610,5,11,47,136,209,156,76,23,3,670,526,348,723,736,797,862,733,544,324,5591,4403,3840,7875,8340,9695,9941,7542,3754,1576,56959
20501,8,181,667,585,677,592,235,82,19,3044,0,73,486,424,470,366,131,21,4,1980,0,28,312,331,389,341,78,16,3,1502,0,8,183,245,311,247,55,12,3,1070,0,3,182,310,410,301,61,26,7,1310,8,10,60,130,207,179,72,19,12,694,317,204,380,460,559,598,620,404,225,3762,3018,2537,5283,5443,6509,6744,5739,2933,1111,39320
20502,11,116,467,442,565,555,318,122,39,2635,0,34,264,273,328,327,138,43,17,1426,0,16,152,214,302,265,67,17,14,1047,0,3,72,113,182,157,57,7,6,599,0,7,60,146,225,165,49,24,9,681,9,5,42,82,110,107,50,30,8,440,337,206,388,394,580,725,886,617,376,4515,2302,1823,3826,4288,5789,7234,7532,3811,1395,37995
20503,10,132,651,665,810,717,365,139,59,3553,0,46,421,429,510,446,164,47,11,2068,0,11,249,350,467,393,114,34,10,1630,0,0,133,243,308,230,65,12,3,992,0,5,119,299,366,265,92,20,3,1163,4,15,58,149,193,175,68,35,16,712,416,202,479,505,734,908,1067,725,419,5462,3199,2278,5426,6360,8215,9763,9358,4624,1954,51170
20504,14,318,1023,747,839,688,271,94,25,4023,0,113,705,608,596,453,137,27,4,2641,4,67,455,509,556,467,88,24,5,2172,0,21,290,410,455,369,64,12,6,1622,0,42,383,536,712,586,91,13,3,2363,12,20,160,225,405,294,56,20,12,1206,566,520,837,705,931,1016,907,697,412,6591,4397,4768,9040,8315,9688,10072,7593,4220,1759,59863
20505,13,166,545,449,504,551,241,78,32,2592,4,75,358,368,341,322,122,24,14,1629,0,33,236,273,329,247,66,17,9,1203,0,9,148,225,232,193,41,10,3,857,0,13,209,285,313,246,63,8,4,1137,5,11,98,188,266,176,49,20,13,824,345,290,680,674,604,666,552,409,179,4411,2510,2135,4853,4934,5720,6470,5065,2536,1029,35249
20601,12,504,3030,1402,1003,644,237,49,17,6903,3,173,2229,1258,875,509,131,29,3,5216,3,70,1735,1328,886,458,100,6,3,4586,0,30,952,1085,691,360,62,13,3,3196,0,16,1250,1822,1165,534,77,22,3,4887,3,14,346,1089,673,276,46,15,7,2478,292,540,1552,993,679,541,394,366,214,5580,3336,7836,21113,14286,10233,7390,4798,3654,1680,74327
20602,0,218,1457,909,661,429,137,43,15,3871,0,79,1200,735,558,354,90,11,5,3036,0,31,941,772,600,352,69,11,5,2783,0,8,484,623,480,288,32,9,6,1941,0,3,722,1187,900,391,53,4,0,3264,3,20,229,938,773,242,58,7,4,2273,186,262,842,664,483,364,273,303,198,3575,2165,3509,10493,8883,7320,4799,2966,2403,1089,43625
20603,9,369,1695,877,754,602,286,74,38,4699,0,144,1404,772,731,536,160,24,13,3783,0,59,1035,831,733,527,119,21,11,3347,0,27,606,719,599,378,89,26,8,2447,3,23,890,1322,1149,667,112,25,10,4196,3,18,312,1106,1070,504,83,22,10,3136,331,394,1159,799,680,569,419,323,302,4971,3604,5177,12574,9750,8997,7221,4278,2597,1480,55664
20604,121,1291,4858,1215,697,449,365,94,38,9131,49,554,4141,1182,630,451,234,85,18,7335,39,211,3458,1315,652,442,206,66,26,6409,20,120,2011,1181,562,342,182,65,27,4510,54,153,3034,2358,1151,771,320,92,33,7970,26,122,984,1617,1406,1062,517,138,58,5922,1145,3149,5301,2236,1380,1093,847,417,425,16011,10594,29759,44424,16038,9788,7801,5288,2299,1255,127245
20605,7,565,3609,1464,1051,766,453,125,44,8091,3,244,3136,1404,856,604,327,71,27,6667,4,109,2529,1641,1010,688,292,54,15,6344,4,43,1638,1302,836,495,208,44,17,4582,5,45,2546,2801,1729,935,360,63,20,8504,7,39,904,2770,2222,1269,503,113,37,7864,334,764,3208,1991,1496,1210,876,500,276,10650,2896,6555,26249,18115,13486,10205,6946,3197,1433,89081
20606,19,564,2565,693,459,398,333,130,51,5206,6,265,2309,652,413,311,255,92,33,4342,13,106,1964,794,463,379,239,94,36,4088,4,55,1293,605,377,253,181,75,33,2871,0,47,1927,1393,725,522,380,183,79,5250,3,33,746,1444,1433,1047,702,268,131,5803,274,554,1941,926,638,590,535,446,267,6170,2233,5863,18297,8806,6556,5653,4872,3049,1352,56683
20607,19,611,3775,1084,692,563,352,88,17,7196,0,292,3482,1140,639,433,249,43,13,6298,0,107,2781,1280,711,531,219,38,11,5672,0,37,1708,1113,596,391,159,19,4,4033,0,38,2635,2116,1264,715,257,34,14,7060,6,22,946,1916,1433,820,290,50,16,5505,335,773,2672,1393,1048,866,607,380,179,8252,2749,7114,26691,14137,9960,7803,5358,2759,1083,77659
20701,20,872,3078,1450,1736,1534,1078,448,244,10467,12,346,2547,1379,1429,1270,777,327,154,8232,11,152,2080,1569,1678,1341,730,270,131,7949,3,35,1164,1276,1433,1138,479,177,98,5789,10,50,1752,2984,3055,2100,888,313,158,11300,11,58,716,3941,5248,2899,1127,362,181,14546,734,822,1531,1227,1442,1187,1061,927,1005,9943,11910,13346,22544,20736,24102,18983,13951,8031,4829,138430
20702,4,345,1460,965,1162,937,566,254,76,5780,3,117,1058,888,855,642,339,161,56,4113,0,47,793,871,909,609,291,118,33,3681,0,15,443,681,712,479,187,68,26,2611,0,15,596,1288,1154,723,249,88,29,4139,3,9,230,847,914,563,218,92,43,2922,305,256,584,510,617,585,646,775,619,4891,5499,5548,10813,11096,12391,10890,9717,7372,3004,76324
20703,10,465,1834,1235,1165,934,478,216,109,6449,7,143,1306,965,964,705,247,106,66,4508,10,63,878,976,1090,681,222,72,58,4050,3,24,551,865,819,531,132,50,26,2997,4,17,725,1577,1470,865,197,64,36,4962,5,22,250,1110,1247,604,143,47,29,3465,427,507,762,597,696,595,564,718,666,5531,6909,9671,14963,12877,13303,10767,7817,6015,3273,85602
20801,13,320,1080,828,1118,1058,783,305,153,5652,7,113,854,761,1029,851,536,177,83,4410,8,49,696,921,1164,885,441,163,80,4405,0,19,442,757,903,670,318,100,48,3258,6,18,708,1765,2042,1224,586,176,92,6614,6,21,404,2631,3421,1846,669,216,105,9312,442,322,603,806,1049,868,766,635,704,6184,6178,4919,7980,12418,15855,12636,9718,5344,3624,78669
20802,22,552,3164,1896,1802,1526,694,240,151,10049,3,233,2374,1734,1502,1123,443,134,78,7627,9,90,1891,1865,1574,1117,378,95,75,7083,4,42,1132,1473,1304,859,263,80,48,5197,3,37,1572,2992,2584,1297,374,89,62,9014,9,27,555,2595,2374,1120,369,99,99,7265,504,681,1520,1243,1208,1019,909,790,798,8682,8183,10485,23363,21297,19961,15819,11009,6832,4405,121353
20803,18,455,2156,1832,1886,1415,536,178,97,8574,3,159,1768,1643,1444,979,300,75,27,6390,6,54,1341,1689,1410,883,232,50,35,5691,0,22,710,1325,1102,697,130,25,16,4022,0,16,968,2234,1769,844,179,41,14,6080,4,17,256,1155,1129,447,130,48,23,3206,439,429,966,1076,1065,886,939,907,876,7594,6274,6263,14515,18027,17215,13503,10022,6327,3393,95538
20804,4,234,888,407,412,384,244,106,55,2736,3,96,716,370,335,264,173,89,39,2096,3,47,553,450,402,324,160,77,42,2060,0,13,337,347,341,225,137,49,32,1480,3,13,464,741,709,503,188,88,54,2741,6,10,197,1161,1342,686,268,130,48,3837,165,219,416,325,352,281,258,246,202,2466,2451,3695,6376,5354,5566,4338,3305,2085,1121,34286
20901,20,480,2234,1714,1671,1448,695,235,78,8572,4,167,1843,1516,1361,1048,422,111,50,6521,3,68,1405,1615,1335,1024,325,79,27,5876,3,20,798,1270,1076,740,183,53,12,4153,0,16,990,2078,1654,1132,271,64,23,6227,3,13,268,1223,1256,731,236,76,22,3818,486,440,1002,961,992,850,889,774,706,7096,6834,7410,16248,17375,16224,14542,11511,6470,3253,99850
20902,11,355,2221,1533,1238,735,197,68,47,6403,3,128,1532,1179,861,472,100,21,10,4303,9,34,1049,1156,751,359,63,7,5,3433,0,18,515,805,528,285,45,7,5,2205,0,17,602,1130,781,319,52,11,5,2926,11,12,134,442,334,131,43,16,10,1123,524,659,1544,1131,999,784,763,778,678,7863,4771,7837,17970,14050,11795,8793,6444,5343,2649,79654
20903,13,312,833,810,1125,961,389,80,17,4539,3,103,690,737,913,757,275,35,9,3529,0,48,516,767,988,686,167,29,11,3213,0,16,285,606,719,555,126,20,4,2331,3,20,357,1076,1188,812,185,19,3,3662,7,9,108,619,910,550,125,23,4,2350,377,237,356,477,630,567,433,232,163,3466,4873,4133,6019,8606,10755,9465,5692,2030,720,52287
20904,30,850,4864,3834,3229,1980,429,113,44,15369,10,275,3270,2851,2170,1248,222,29,13,10085,3,124,2056,2300,1637,887,127,33,11,7179,4,38,1080,1454,1089,602,92,8,3,4371,4,54,1045,1874,1266,616,89,14,3,4962,11,15,253,543,465,244,67,23,6,1637,1165,1056,2468,2014,1755,1566,1387,946,438,12787,12705,14478,36186,31737,26716,21235,14594,7626,2440,167708
