SA3_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
12104,3599,2090,5696,12,32,11423,2518,1722,4894,11,16,9157,595,1165,12688,59,37,14547,0,32,456,0,3,493,258,363,2341,20,6,2993,8,16,96,0,3,126,16,10,88,9,7,133,32,23,131,0,5,192,916,1609,15811,91,52,18480,39,20,201,0,0,256,129,116,558,3,17,827,7198,5552,27156,122,120,40152
12201,2572,825,1702,12,6,5113,2388,691,1374,9,9,4474,451,396,3147,32,14,4048,27,17,178,0,0,229,169,160,747,19,13,1099,8,0,47,0,0,56,6,18,28,0,0,59,17,11,39,0,0,65,678,605,4186,52,26,5553,20,11,49,0,0,80,100,39,190,6,12,345,5760,2164,7509,76,50,15559
12202,6305,818,1114,96,29,8359,6292,597,817,19,15,7739,1016,237,958,41,40,2291,3,0,8,0,0,9,554,117,279,18,19,990,10,28,23,0,0,62,29,16,14,8,5,69,41,7,10,3,3,71,1649,410,1282,79,76,3496,75,185,158,0,0,416,307,67,149,15,10,551,14622,2075,3516,216,135,20562
12203,12419,1184,3191,28,28,16842,13496,757,4709,22,32,19009,2316,483,6633,35,40,9508,155,360,308,0,0,831,1030,182,1319,34,43,2599,30,124,201,0,0,359,74,70,81,19,3,238,83,27,84,0,6,204,3685,1237,8625,90,103,13732,148,298,451,5,4,902,584,167,500,25,41,1318,30329,3650,17472,164,197,51814
12301,4424,291,44,33,7,4790,10057,335,20,0,4,10422,2277,381,60,0,8,2732,225,80,31,0,0,334,496,64,5,0,3,576,24,16,0,0,3,44,58,4,0,6,0,67,33,5,0,0,0,46,3108,559,103,14,16,3800,46,99,12,0,0,160,261,52,7,0,3,329,17903,1338,180,42,30,19497
12302,10781,1115,308,26,20,12255,17244,2053,330,22,24,19672,5758,2143,1036,32,31,9003,2692,2028,170,0,6,4893,1476,343,80,3,8,1919,106,117,39,0,10,273,159,34,26,8,6,223,150,32,8,3,14,201,10338,4693,1358,55,77,16518,230,137,139,4,60,561,941,279,79,8,20,1320,39535,8272,2212,110,199,50325
12303,3752,243,16,16,15,4039,6136,75,16,13,17,6262,1088,93,56,9,8,1255,98,35,13,0,0,141,405,17,11,14,4,448,30,23,0,0,0,48,70,3,0,40,4,119,55,0,0,3,0,60,1744,172,72,72,16,2077,66,105,0,0,0,169,301,40,0,3,4,350,11999,632,107,110,49,12900
12401,10676,423,43,10,27,11185,11073,130,44,10,20,11281,2633,327,261,10,17,3252,161,143,87,0,0,397,1072,87,46,3,17,1223,57,85,49,0,4,197,63,8,7,5,10,95,73,6,3,0,4,95,4065,663,457,21,44,5254,112,136,4,0,0,251,486,50,31,5,20,587,26418,1404,582,53,109,28560
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
12403,10612,956,229,109,18,11917,17595,1303,405,14,31,19344,5604,1944,1548,27,62,9188,715,771,412,0,0,1897,1433,283,148,9,19,1890,72,101,98,0,3,279,170,31,12,8,3,227,118,21,17,0,3,164,8114,3154,2232,46,97,13643,150,56,18,0,0,226,770,249,105,20,16,1167,37241,5716,2989,197,162,46294
12404,2919,376,77,6,11,3396,3708,387,39,3,21,4158,1439,814,210,16,30,2510,459,229,8,0,3,698,420,97,27,0,16,569,51,32,7,0,0,92,123,35,3,0,4,162,44,9,0,0,3,60,2534,1221,254,23,52,4093,74,13,22,0,3,112,207,58,21,0,9,300,9455,2059,413,31,103,12063
12405,4182,174,50,0,5,4414,6218,512,80,3,4,6816,2426,745,468,17,24,3678,434,142,121,0,0,704,677,87,44,3,6,819,29,25,16,0,0,72,61,11,11,0,5,87,54,6,3,0,0,62,3691,1021,658,26,32,5426,74,8,7,0,0,83,397,68,37,0,10,510,14564,1774,831,29,51,17247
12501,4113,590,1068,26,8,5807,3415,1115,2843,29,23,7425,1717,828,6021,69,28,8664,203,245,379,7,0,827,797,204,758,23,11,1799,39,30,76,0,0,148,152,56,106,3,4,325,68,10,45,0,0,123,2977,1370,7381,105,50,11886,57,16,55,0,0,133,411,107,431,12,41,998,10967,3192,11786,175,126,26251
12502,5432,896,294,5,12,6635,4851,1960,628,6,18,7466,1572,1169,938,28,25,3730,726,469,597,3,0,1795,486,238,154,6,7,887,32,56,106,0,3,201,139,168,8,0,4,319,45,19,12,0,0,76,3003,2124,1810,38,45,7014,79,31,91,0,0,197,269,107,94,0,12,484,13629,5115,2924,47,83,21804
12503,10712,1091,691,37,15,12551,10129,2175,1668,55,24,14044,3742,1459,3970,88,65,9320,1261,1112,1428,3,4,3803,1635,368,476,28,31,2537,84,237,167,0,0,484,343,71,78,9,6,500,146,45,54,3,3,246,7210,3281,6172,132,110,16897,179,96,64,0,3,344,922,248,337,11,32,1545,29146,6891,8925,233,185,45380
12504,7374,902,1723,10,19,10028,7175,2342,3904,39,40,13502,2493,1860,11456,99,81,15980,417,782,1187,3,7,2384,854,344,1360,26,21,2608,44,133,275,0,3,453,109,129,116,3,13,368,65,31,80,3,4,189,3983,3271,14474,133,125,21985,81,46,449,0,3,579,434,186,654,3,62,1341,19047,6750,21195,193,251,47432
12601,5074,433,472,0,4,5984,4266,414,634,4,6,5323,994,374,1429,11,10,2816,28,48,35,0,0,110,353,61,218,4,4,644,21,4,69,0,0,93,39,11,14,0,0,71,30,3,15,0,0,52,1470,510,1781,14,15,3792,47,30,56,0,0,138,180,47,66,0,8,308,11037,1433,3014,16,34,15539
12602,10302,1990,1928,15,37,14276,8533,2196,3224,13,33,14005,2161,1900,8068,67,52,12243,224,598,850,0,0,1674,1009,425,1203,16,15,2673,34,155,137,0,14,333,90,118,92,7,11,313,90,38,52,0,0,193,3610,3233,10402,85,96,17432,134,125,190,4,19,472,479,166,363,3,45,1054,23057,7710,16110,122,236,47236
12701,6579,220,5,12,28,6840,11998,645,13,9,34,12702,3455,468,50,6,15,4001,1118,296,542,0,10,1962,1012,86,18,7,7,1136,72,17,34,0,0,122,249,17,10,4,13,295,119,5,4,0,3,134,6023,900,659,22,52,7654,147,26,8,0,0,183,720,76,55,3,66,919,25466,1865,742,52,174,28295
12702,15527,996,882,101,19,17521,12746,1727,983,83,33,15573,5214,1621,3236,114,98,10276,1357,1672,658,9,9,3707,1939,381,432,30,28,2806,123,149,132,7,3,414,456,92,118,51,9,729,165,36,59,3,0,269,9246,3941,4644,216,153,18197,232,70,41,3,0,349,1170,240,271,26,59,1770,38916,6979,6822,429,261,53414
12703,7113,518,637,9,5,8279,10626,1367,1187,18,32,13236,2936,1273,3573,27,24,7833,721,667,783,0,15,2182,764,155,299,0,9,1229,43,87,106,0,3,235,525,79,70,4,5,676,87,19,48,0,7,161,5071,2274,4882,29,57,12317,155,56,53,0,0,256,610,172,287,10,8,1087,23572,4394,7043,68,103,35183
12801,9921,2422,2431,63,13,14851,9311,1731,2627,19,25,13704,1490,963,4632,61,24,7170,100,359,460,0,3,925,524,216,703,22,13,1491,22,61,109,0,0,196,52,142,28,20,0,241,68,19,51,5,0,140,2258,1761,5980,113,41,10156,87,65,225,0,0,379,426,168,317,12,16,938,22002,6145,11573,208,106,40030
12802,11251,1313,967,30,15,13575,12719,1577,1415,13,20,15739,1313,680,1858,41,15,3902,173,298,301,0,0,768,462,169,256,3,10,899,41,44,71,0,0,159,35,15,14,64,5,129,61,9,11,0,0,79,2071,1211,2517,113,31,5939,74,21,114,0,3,207,405,97,136,9,24,671,26514,4226,5142,161,96,36132
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,11106,1167,170,28,33,12507,12183,828,74,44,38,13158,5175,2156,601,15,30,7972,923,455,102,0,9,1495,1487,312,94,8,14,1909,138,101,63,0,8,311,112,47,18,6,11,192,124,37,11,0,0,181,7966,3114,886,30,67,12058,194,78,10,3,8,281,787,178,49,7,28,1051,32233,5362,1185,106,171,39056
20102,4194,16,12,171,43,4440,3998,6,6,110,36,4161,532,20,30,36,3,617,62,29,21,0,0,117,569,7,12,29,15,627,7,11,9,0,0,30,61,3,0,14,4,78,67,0,3,3,7,77,1300,80,75,76,29,1557,68,6,0,11,3,88,258,32,11,18,22,347,9822,141,115,387,133,10591
20103,4422,84,4,114,16,4640,3181,21,3,26,9,3242,588,73,19,3,4,691,108,56,30,0,0,190,588,17,15,14,3,645,9,19,10,0,0,39,74,6,0,13,0,94,87,3,3,4,0,95,1462,171,76,32,14,1753,70,29,3,3,0,106,310,18,11,10,5,352,9440,323,100,181,44,10096
20201,10617,531,50,67,26,11293,11731,284,58,16,28,12117,5127,1392,208,12,34,6781,871,429,64,0,6,1372,1785,245,38,12,9,2089,186,83,27,0,0,291,120,25,40,34,0,217,133,26,6,3,3,175,8227,2194,389,60,51,10924,174,18,4,0,3,202,802,161,40,16,9,1025,31549,3199,532,159,125,35561
20202,7088,117,35,49,48,7332,6705,32,20,27,59,6844,1166,142,47,10,8,1371,153,89,14,0,0,255,763,54,25,25,9,875,50,21,6,0,0,78,89,5,0,14,4,116,77,8,3,0,0,84,2297,319,95,52,25,2782,89,0,5,0,3,101,463,25,3,4,26,524,16641,500,158,133,157,17580
20203,2027,7,6,49,24,2113,1360,0,0,21,15,1387,117,0,10,0,0,131,19,8,17,0,0,41,309,3,8,10,0,324,12,0,3,0,0,12,72,0,0,6,0,75,56,0,0,3,0,65,581,8,36,19,0,647,47,0,0,0,0,44,153,3,7,8,5,175,4158,20,52,92,41,4367
20301,2173,8,12,4,12,2202,3141,3,4,14,7,3172,273,6,7,0,0,292,23,0,0,0,0,23,292,3,6,0,3,307,11,0,0,0,0,11,57,0,0,0,0,61,39,0,0,3,0,46,704,10,14,3,8,735,34,0,0,0,0,34,149,0,3,0,0,157,6198,19,29,26,24,6296
20302,21045,1697,302,179,48,23266,22090,1330,272,72,42,23814,8381,3208,1096,47,54,12783,1564,824,141,0,0,2534,3020,619,178,24,14,3855,319,256,61,4,0,638,285,77,32,141,11,542,209,59,25,16,9,317,13778,5035,1531,236,91,20671,438,127,21,14,4,610,1507,295,99,21,14,1937,58858,8488,2234,522,193,70291
20303,9989,538,128,25,47,10727,8721,281,43,11,27,9085,3028,568,126,21,15,3757,39,40,11,0,0,88,1101,130,25,12,10,1281,40,18,4,0,0,64,72,9,3,9,5,94,132,14,3,3,5,156,4408,779,172,44,37,5447,149,15,6,0,3,173,525,56,17,3,12,609,23790,1665,371,81,124,26043
20401,7643,166,89,143,61,8096,6537,42,34,22,30,6669,1672,155,172,11,3,2018,304,83,60,0,0,446,1045,32,55,18,15,1168,16,18,18,0,0,50,416,32,17,44,10,514,169,10,11,0,5,196,3619,324,327,79,35,4391,146,29,21,7,3,199,600,48,34,59,13,758,18548,611,498,307,142,20110
20402,6940,232,92,49,23,7333,5627,77,36,21,21,5783,1507,399,227,7,11,2150,461,160,79,0,0,698,866,115,41,3,5,1038,23,39,10,0,0,79,85,5,5,18,7,122,100,14,3,4,4,125,3046,741,366,34,20,4212,90,38,45,3,3,184,489,62,34,10,5,603,16192,1152,578,112,77,18116
20403,8413,272,90,63,68,8910,8389,159,50,21,68,8695,3027,745,233,11,12,4027,659,264,81,0,0,1006,1335,160,70,20,20,1608,51,20,12,0,0,82,410,26,19,20,3,479,129,17,10,3,4,157,5600,1228,422,57,47,7359,171,7,15,3,7,203,590,73,31,15,9,711,23166,1747,613,160,197,25872
20501,6155,158,343,78,31,6766,6487,56,33,14,19,6605,1684,242,188,8,7,2129,167,79,45,0,0,289,838,54,52,8,5,958,16,19,9,0,0,42,84,3,10,39,7,147,84,8,11,0,0,105,2867,399,320,54,21,3660,81,4,41,0,0,131,392,28,41,11,12,481,15981,655,775,155,79,17641
20502,7484,155,78,184,46,7951,4806,46,18,19,26,4922,1573,232,110,13,15,1942,340,109,42,0,5,494,916,43,17,12,27,1009,90,16,13,0,4,122,174,10,13,44,8,243,127,5,8,4,5,141,3225,407,192,68,65,3959,133,4,3,7,9,143,505,34,12,19,72,644,16152,649,305,303,213,17614
20503,9775,321,114,153,31,10390,7210,66,33,24,37,7363,2509,249,130,8,13,2911,185,159,45,0,0,393,1322,45,52,13,12,1440,47,40,32,0,0,120,199,14,6,39,8,258,204,15,7,0,0,230,4474,514,273,60,31,5354,154,16,15,6,13,202,624,46,20,23,17,729,22236,965,451,265,120,24037
20504,9380,387,176,67,16,10024,9324,132,103,9,15,9579,3029,530,724,3,13,4305,728,299,223,0,3,1256,1215,99,88,4,12,1423,95,55,32,0,0,187,91,38,8,18,14,166,78,20,9,0,3,117,5245,1050,1094,24,41,7444,115,51,6,0,0,172,710,93,83,5,40,934,24773,1710,1458,112,103,28158
20505,6022,100,78,79,29,6309,5283,45,22,20,25,5401,1532,185,199,6,6,1932,291,97,45,0,0,437,768,18,14,8,7,825,42,22,6,0,0,79,294,12,3,19,0,328,124,5,8,3,0,140,3059,339,275,45,22,3734,90,26,0,0,0,123,410,29,17,6,5,472,14866,541,399,150,77,16030
20601,7024,1532,565,25,26,9170,5421,2133,1573,21,37,9185,2371,3482,5172,89,43,11146,108,316,316,0,0,739,917,730,643,35,22,2349,24,50,60,0,3,144,45,33,44,4,8,133,77,50,28,0,0,158,3533,4657,6264,132,73,14664,98,42,22,0,0,163,416,209,224,10,18,872,16496,8572,8652,191,153,34058
20602,4354,1055,321,20,15,5758,3496,1399,805,18,15,5732,1380,1966,2718,55,31,6144,72,185,342,0,0,601,447,375,291,23,11,1149,34,40,26,0,0,104,24,17,11,3,0,59,62,25,19,0,0,106,2021,2610,3412,79,43,8166,49,26,14,0,3,100,274,99,137,4,7,523,10199,5187,4693,121,84,20277
20603,5074,1186,878,17,22,7163,4174,1503,1234,17,24,6947,1219,1640,4109,49,23,7037,46,183,1576,0,7,1808,444,317,554,16,8,1342,53,22,97,0,0,166,37,15,36,4,3,87,50,28,49,0,0,128,1843,2195,6420,67,43,10572,65,38,68,0,0,168,247,105,353,3,21,730,11394,5032,8951,103,103,25578
20604,592,1761,5586,12,37,7984,436,1820,7002,16,44,9316,315,2235,25061,45,178,27831,54,312,2143,0,17,2527,134,749,4513,16,31,5442,10,58,548,0,0,626,15,33,725,5,21,802,13,61,284,7,11,364,546,3446,33264,75,256,37595,22,47,354,8,9,441,57,186,1350,46,46,1682,1657,7253,47554,161,392,57012
20605,1649,3494,3637,50,34,8871,1384,3293,5636,86,28,10425,551,2365,15179,270,62,18434,31,546,1429,4,3,2004,189,678,2311,58,11,3248,9,34,318,3,3,370,16,16,101,0,0,135,22,45,147,3,4,221,811,3688,19483,340,85,24411,23,57,150,0,3,234,97,234,800,13,35,1177,3975,10764,29702,484,188,45114
20606,2229,2036,2249,7,23,6543,1284,1476,2699,8,15,5477,581,1543,9738,30,24,11923,3,69,1009,0,0,1074,184,451,1368,11,15,2027,0,5,98,0,0,104,4,17,75,0,3,97,16,37,87,3,3,144,795,2112,12371,46,44,15373,36,35,92,0,0,166,112,143,486,3,8,754,4454,5800,17895,68,95,28314
20607,1971,3912,1302,23,25,7227,1464,3795,2815,25,32,8143,978,4163,7653,99,68,12953,110,417,2892,0,6,3426,387,1295,1098,45,27,2848,68,38,265,0,0,375,33,31,62,4,8,145,32,64,75,3,3,175,1597,6010,12040,155,107,19915,70,71,92,3,3,236,139,346,513,14,20,1031,5237,14140,16771,223,191,36553
20701,16110,4433,1987,31,40,22604,11925,3148,2159,31,37,17305,3273,3262,7304,76,60,13976,97,114,255,0,3,468,1112,780,1060,30,25,3005,45,96,124,0,3,268,69,41,74,3,3,189,139,74,74,0,5,287,4725,4370,8887,111,96,18192,187,96,165,0,11,455,620,230,420,6,13,1288,33568,12272,13622,181,204,59849
20702,11990,2064,574,3,12,14649,6916,1837,608,3,19,9383,2507,1381,954,7,9,4858,30,44,59,0,0,138,793,320,159,3,6,1281,18,21,37,0,0,73,58,22,19,0,3,97,76,25,17,0,0,121,3480,1814,1243,7,21,6565,201,90,45,0,0,334,562,171,78,0,77,896,23154,5974,2545,15,136,31827
20703,10090,2619,432,6,14,13162,8134,2225,559,10,22,10949,2920,2527,2093,7,30,7585,229,287,119,0,0,639,1205,620,347,5,10,2181,44,105,120,0,0,262,126,70,82,0,3,286,82,45,37,0,0,166,4604,3654,2798,17,47,11120,190,251,95,0,0,536,522,221,130,0,15,887,23543,8963,4013,39,101,36658
20801,10188,3005,1021,32,41,14291,8347,2311,788,59,57,11565,1993,1883,1521,73,31,5496,148,297,348,0,0,791,692,473,241,25,15,1446,12,22,87,0,0,119,32,26,29,3,0,84,73,38,23,0,0,142,2948,2736,2249,103,48,8080,100,90,96,0,0,296,462,187,138,3,6,808,22051,8336,4296,193,154,35037
20802,12323,3841,1602,19,30,17819,10217,4149,2460,35,46,16907,3255,3621,7169,76,40,14162,59,253,201,0,0,522,1165,1026,1035,36,16,3281,44,69,120,0,0,230,73,38,68,5,0,185,120,80,71,0,8,275,4715,5091,8660,120,66,18652,134,119,134,0,4,391,602,351,319,8,23,1301,27989,13558,13163,181,180,55064
20803,9778,3365,1311,78,35,14569,10761,4208,1820,32,44,16865,2363,3067,2790,55,26,8304,198,215,283,0,3,690,730,650,388,22,12,1807,33,27,84,0,7,151,55,30,34,78,4,203,72,56,34,3,5,168,3451,4043,3608,164,67,11325,108,94,124,0,8,328,529,286,272,9,34,1131,24623,11993,7138,278,187,44224
20804,3587,1152,593,16,6,5359,2737,898,670,25,13,4345,640,806,2473,118,16,4043,7,38,77,0,4,124,252,198,370,21,9,845,3,30,59,3,3,101,16,12,35,0,0,57,16,20,15,0,0,56,933,1106,3022,143,28,5234,41,52,51,3,0,148,147,59,104,3,4,322,7443,3266,4448,187,60,15406
20901,14697,1497,379,13,33,16615,13066,1951,420,10,20,15467,3702,2022,1289,18,28,7057,623,580,243,0,16,1460,1184,424,192,12,13,1816,66,93,88,0,0,253,185,60,8,0,0,253,103,41,18,0,0,165,5865,3219,1841,32,48,11003,143,86,37,0,0,270,775,203,75,0,18,1070,34541,6962,2749,50,130,44431
20902,9342,1303,193,13,13,10857,6476,2300,512,42,25,9350,3270,3550,1676,78,34,8612,568,741,310,0,0,1624,1186,581,206,44,11,2027,35,44,63,0,3,139,122,76,33,3,0,235,115,48,15,5,0,180,5297,5041,2303,126,48,12818,142,75,15,0,4,238,753,316,99,3,18,1195,22009,9034,3111,192,110,34457
20903,7695,163,164,12,17,8054,10121,208,108,13,17,10465,896,182,136,0,6,1223,48,49,11,0,0,103,479,33,25,5,3,549,8,3,16,0,0,24,34,3,0,0,0,36,53,13,6,0,0,69,1513,279,188,12,17,2003,108,10,32,0,3,144,332,27,17,0,7,381,19768,684,516,34,59,21059
20904,17575,1445,325,5,17,19369,27577,2858,286,7,32,30768,8118,3023,1032,6,32,12207,470,144,52,0,0,666,2088,376,120,9,14,2610,76,52,54,0,0,178,309,43,50,9,0,407,180,41,7,0,0,228,11240,3673,1311,27,51,16297,296,82,110,0,0,488,1522,193,71,3,17,1808,58212,8248,2106,43,123,68732
21001,8165,1268,42,44,10,9522,5177,1458,54,32,11,6735,1607,1135,92,37,19,2888,52,58,0,0,0,112,531,203,21,10,9,763,9,10,0,0,0,19,36,13,0,0,0,47,54,13,4,0,0,71,2289,1437,118,45,26,3912,62,81,13,3,0,151,466,128,15,6,5,617,16156,4364,234,128,49,20932
21002,3283,127,27,18,13,3465,4670,95,12,0,15,4794,575,134,22,0,3,739,26,19,4,0,0,46,316,46,4,3,4,377,7,23,6,0,0,41,41,3,0,7,0,50,47,3,0,0,0,57,1019,232,36,16,5,1305,40,3,0,0,0,44,203,12,0,3,0,221,9212,465,73,39,36,9827
21003,7754,1058,271,12,13,9102,5755,2291,261,20,17,8341,2172,3054,610,33,24,5894,296,235,102,8,3,647,876,470,76,12,9,1443,19,11,19,0,0,54,141,51,14,3,5,216,85,38,13,0,0,137,3594,3865,836,52,38,8379,141,25,15,0,3,188,551,233,52,7,6,849,17790,7468,1440,84,81,26861
21004,3734,183,202,0,0,4120,6100,82,155,0,4,6340,1505,163,392,3,4,2062,65,24,43,0,0,135,462,30,73,0,0,571,15,9,10,0,0,27,17,0,0,0,0,21,19,0,9,0,0,32,2087,221,524,3,7,2845,43,7,0,0,0,52,232,23,23,0,4,282,12190,519,907,5,20,13641
21005,11207,599,120,80,16,12018,19510,1628,211,34,23,21400,4889,2067,449,12,28,7446,920,292,179,40,3,1431,1828,333,97,14,17,2280,81,21,40,0,0,145,397,67,42,114,3,622,147,27,13,10,0,191,8252,2806,814,188,52,12116,238,37,9,0,0,283,1238,181,66,25,38,1543,40440,5246,1215,325,131,47358
21101,16114,1779,268,112,19,18298,20636,1880,233,54,20,22824,5376,1529,340,18,22,7281,524,251,150,0,0,934,1499,308,30,12,17,1862,64,56,70,3,0,185,75,18,15,49,6,158,114,25,13,0,3,147,7647,2191,610,88,45,10577,189,430,139,0,0,762,865,238,72,17,15,1207,45462,6516,1322,269,104,53669
21102,3454,110,61,16,10,3640,3377,85,13,0,3,3481,485,76,7,0,0,563,28,17,0,0,0,41,178,11,3,0,0,194,5,3,0,0,0,7,15,0,0,0,0,13,34,0,0,0,0,36,735,114,10,3,0,861,33,45,24,0,0,108,139,14,12,0,0,171,7736,369,124,18,14,8262
21103,12327,573,77,3,17,12993,14895,965,279,3,19,16159,5093,1125,377,11,18,6627,505,247,59,0,0,808,1382,189,48,3,11,1636,85,89,58,0,3,228,75,26,0,0,3,104,97,15,3,0,0,117,7233,1686,551,14,37,9519,199,32,13,0,3,247,730,117,23,0,23,892,35380,3371,942,29,101,39820
21104,6946,1300,90,0,5,8337,6336,1370,85,3,14,7809,1815,1376,290,4,6,3499,136,279,24,0,0,441,539,265,25,3,7,839,46,42,22,0,0,111,44,22,0,0,0,67,66,22,4,0,0,95,2641,2010,361,9,16,5042,86,142,21,0,0,247,309,126,18,0,10,464,16309,4947,587,14,50,21908
21105,16551,782,51,137,51,17566,24239,510,54,25,58,24890,3708,724,63,13,30,4528,277,130,9,0,0,422,1817,122,12,11,25,1988,77,60,8,0,6,150,150,9,3,63,5,225,164,13,3,0,3,189,6202,1058,92,88,73,7504,280,178,32,3,5,501,1021,124,10,15,20,1186,48290,2647,243,264,198,51646
21201,7049,422,41,54,19,7580,14650,527,16,11,29,15233,4281,936,11,8,9,5246,151,102,9,0,0,260,1110,108,11,9,10,1242,29,20,0,0,0,45,121,3,0,44,0,173,108,11,0,0,0,120,5798,1185,34,62,14,7089,227,103,35,3,0,367,654,98,16,6,12,785,28378,2330,137,128,81,31055
21202,10878,1214,129,25,8,12243,17539,1207,73,16,16,18843,5259,935,111,36,13,6348,624,124,60,26,3,835,1383,180,24,6,5,1591,41,40,6,0,0,94,157,21,6,89,8,278,85,27,0,3,3,122,7554,1332,205,149,27,9268,148,145,59,0,0,349,928,146,27,16,13,1127,37037,4043,490,205,61,41836
21203,8603,924,54,12,12,9607,26836,1715,86,16,16,28668,6070,1064,190,0,18,7333,412,89,55,3,3,558,1730,186,27,3,3,1951,50,11,10,0,0,69,202,20,5,14,0,248,148,7,4,0,0,159,8607,1377,289,28,23,10320,221,104,13,0,3,337,1157,151,24,4,18,1354,45421,4270,470,55,72,50285
21204,16991,1757,617,92,19,19482,14873,2551,917,58,23,18421,6249,3999,2887,42,48,13235,854,684,309,12,4,1861,2291,719,311,20,14,3366,104,69,88,0,0,252,466,113,62,152,3,800,185,59,45,15,3,306,10144,5644,3701,243,76,19820,231,101,141,8,3,485,1407,441,260,36,26,2174,43648,10497,5635,445,154,60375
21205,19565,1780,1521,8,31,22900,13256,2376,1597,3,34,17264,6290,2999,2908,10,53,12265,423,239,400,0,3,1063,1943,698,509,11,26,3188,68,64,109,0,3,244,180,83,61,0,18,342,160,39,32,0,0,224,9059,4127,4016,28,102,17328,219,172,131,5,4,534,982,260,156,3,34,1428,43073,8712,7431,41,206,59458
21301,18493,1453,319,12,14,20292,17314,2280,407,16,19,20027,5827,2416,1259,27,39,9560,766,274,213,4,0,1253,2680,632,240,21,19,3592,109,88,49,0,0,250,496,148,69,3,3,721,230,38,15,0,3,291,10099,3597,1850,53,64,15664,247,70,21,0,3,346,1773,293,130,29,16,2237,47925,7691,2728,109,112,58564
21302,8306,2090,274,31,14,10719,7156,2848,294,12,38,10347,2777,2384,1006,37,21,6230,182,295,313,0,0,791,861,363,128,20,15,1384,58,17,61,0,0,141,85,51,15,20,4,166,80,35,9,0,0,133,4040,3138,1542,75,45,8837,102,37,10,0,0,153,503,186,102,9,5,813,20110,8305,2224,122,103,30862
