SA3_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
10304,18380,48470,1253,1987,200,341,1452,2328,588,848,39,55,16,24,6,12,652,939,31,44,11,15,10,23,36,82,84,165,182,337,20755,52234,2506,..,23261,52234
10401,16660,40870,710,1072,383,730,1088,1800,855,1304,77,136,10,9,3,9,947,1451,272,458,175,254,86,175,65,132,594,1014,145,311,19441,45452,3027,..,22466,45452
10402,24717,65017,2143,3933,1406,2887,3543,6814,2220,3882,334,638,301,493,9,20,2863,5023,255,396,371,591,45,82,40,95,720,1154,328,692,32171,78708,3650,..,35822,78708
10501,7641,18837,92,138,8,18,98,153,371,520,27,38,11,18,3,7,408,583,76,114,13,28,156,294,50,97,286,536,142,315,8581,20421,2381,..,10964,20421
10502,7530,17152,170,275,16,30,185,299,200,265,0,0,0,0,0,3,197,263,16,29,5,11,5,13,10,18,37,68,42,80,7995,17863,2259,..,10250,17863
10503,21553,55843,1071,1822,63,100,1135,1922,1376,2122,17,22,13,19,0,0,1411,2169,66,160,17,39,6,16,297,749,393,957,168,355,24663,61249,3352,..,28015,61249
10601,27400,73786,1662,2963,403,664,2059,3627,596,912,0,3,4,5,0,3,601,918,70,121,29,77,31,67,38,76,171,341,189,433,30417,79108,3549,..,33974,79108
10602,22775,63812,1872,3330,524,869,2399,4197,567,813,0,0,32,49,3,5,602,865,40,67,3,3,11,28,54,113,109,214,379,535,26258,69624,1994,..,28250,69624
10603,20932,54701,1994,3414,1619,3569,3610,6982,456,701,204,336,328,546,16,44,1002,1625,254,394,284,431,23,50,60,131,616,1006,132,254,26292,64570,6934,..,33221,64570
10604,9758,25121,513,872,154,255,666,1130,293,442,4,14,0,0,0,0,300,455,37,43,45,61,9,11,14,27,100,144,95,229,10929,27080,1928,..,12858,27080
10701,22823,63915,1445,2398,723,1683,2164,4081,1259,2050,275,460,39,49,26,60,1604,2628,20,42,23,55,0,4,61,185,114,285,83,183,26788,71090,1968,..,28761,71090
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,0,..,5,8
10703,24973,71698,1888,3532,2297,4831,4193,8367,1295,2206,90,144,192,266,4,8,1583,2625,79,125,260,382,0,0,67,161,407,669,173,319,31327,83676,3338,..,34666,83676
10704,28556,82029,2573,4938,4414,9594,6985,14539,4276,8062,2704,4891,3850,7462,22,42,10849,20458,196,309,19,34,4,3,181,423,395,775,384,704,47170,118504,4362,..,51533,118504
10801,9381,22127,1526,2559,231,447,1756,3004,634,1015,307,493,405,703,0,0,1344,2208,68,108,212,343,11,22,53,108,343,576,98,184,12919,28100,4044,..,16968,28100
10802,16075,39268,608,923,107,198,718,1123,776,1240,83,147,34,49,10,5,898,1450,154,250,242,349,22,46,67,141,490,783,173,370,18344,42989,2883,..,21231,42989
10803,132,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,284,49,..,187,284
10804,22650,58228,3047,5155,982,1912,4026,7073,1781,2687,532,849,973,1623,4,7,3293,5167,321,480,308,454,16,23,60,127,706,1090,189,375,30864,71927,3569,..,34440,71927
10805,18079,44375,1311,2036,215,426,1526,2462,892,1335,45,60,10,6,7,7,944,1411,92,154,194,332,25,36,67,136,371,649,152,326,21079,49236,2935,..,24008,49236
10901,19140,48614,2956,4732,416,675,3374,5411,333,485,52,82,29,35,3,4,416,613,35,53,42,75,4,11,42,94,121,239,95,205,23140,55080,3091,..,26231,55080
10902,4057,10096,76,119,5,9,79,129,208,312,0,0,0,0,0,0,208,312,59,111,23,55,7,15,27,55,108,232,43,93,4502,10863,1084,..,5592,10863
10903,14322,33872,519,747,18,36,530,788,887,1302,3,4,0,0,3,0,892,1305,78,119,179,279,7,13,96,212,358,630,101,215,16202,36812,3176,..,19380,36812
11001,11492,28612,789,1433,141,238,930,1677,544,875,46,89,0,3,5,6,589,974,21,27,30,46,11,21,24,41,78,138,117,258,13211,31658,2024,..,15227,31658
11002,13436,31879,256,397,27,39,278,431,540,778,0,0,0,0,0,0,543,781,81,144,50,76,23,38,42,100,187,360,191,460,14635,33917,2302,..,16940,33917
11003,7647,20046,362,731,43,71,402,801,666,983,0,0,0,0,3,4,665,993,68,110,21,39,16,22,48,114,148,281,48,129,8915,22247,1502,..,10416,22247
11004,26085,66522,1623,2524,378,603,1996,3129,695,1026,39,63,57,77,3,7,787,1172,97,197,46,85,13,35,334,870,495,1182,178,456,29544,72460,3793,..,33339,72460
11101,37280,100017,3545,5753,1690,3399,5239,9147,1629,2502,163,233,404,694,30,55,2221,3478,58,94,176,227,7,15,74,165,318,498,87,192,45146,113332,3829,..,48973,113332
11102,24387,65311,1411,2246,422,779,1831,3026,411,662,96,168,22,44,15,38,548,909,38,85,239,348,12,34,25,48,313,518,74,156,27146,69912,3145,..,30288,69912
11103,45693,119738,4185,7553,5181,10905,9358,18458,3542,5452,2139,3474,1830,3081,152,257,7670,12267,9,33,26,47,13,22,165,317,211,426,276,531,63212,151415,6760,..,69971,151415
11201,21839,55738,2834,5270,1991,3943,4827,9217,1329,2282,234,420,55,91,33,56,1654,2851,430,674,441,677,22,30,91,184,981,1571,283,579,29589,69947,3930,..,33516,69947
11202,22595,57279,1173,1833,475,806,1644,2641,1234,1990,89,135,0,0,5,6,1330,2133,231,331,98,171,52,111,188,489,565,1106,139,285,26275,63453,2634,..,28907,63453
11203,22929,61392,4243,7957,2248,4744,6489,12703,2051,3396,1368,2484,751,1337,5,14,4180,7229,635,941,489,775,42,89,42,110,1211,1914,282,561,35089,83792,4208,..,39298,83792
11301,14326,38162,614,1070,31,67,651,1138,1146,2240,30,44,0,0,11,20,1184,2304,70,119,39,81,25,52,45,119,180,363,127,328,16474,42292,2300,..,18767,42292
11302,5047,12070,105,134,27,35,135,176,149,218,0,4,0,0,0,0,153,221,17,38,11,15,0,3,4,6,32,67,41,89,5403,12627,1044,..,6449,12627
11303,29552,76377,951,1466,203,364,1154,1832,2365,3682,85,112,35,40,14,22,2488,3859,41,63,33,63,13,23,212,529,293,677,143,362,33640,83103,4162,..,37802,83103
11401,33301,81322,1981,3127,608,997,2585,4117,921,1462,22,34,0,5,11,17,963,1511,220,358,714,1101,16,37,48,101,1002,1592,276,593,38127,89142,13372,..,51499,89142
11402,16123,40536,764,1176,293,510,1055,1689,319,486,0,0,3,3,4,14,324,501,86,121,3,12,13,26,31,64,136,223,130,266,17770,43219,2789,..,20555,43219
11501,35745,118377,1269,2261,4519,12487,5786,14752,953,1719,1038,2184,1062,2399,21,44,3075,6351,5,10,0,0,3,6,9,40,22,59,96,245,44721,139781,2414,..,47135,139781
11502,7147,23216,125,203,205,534,328,736,160,231,30,42,0,0,14,22,199,294,32,50,70,135,7,26,29,72,138,289,58,146,7867,24678,577,..,8444,24678
11503,7443,22307,24,44,4,22,26,63,24,34,0,0,3,7,3,7,29,48,46,59,6,15,4,23,12,33,75,127,80,172,7649,22715,676,..,8328,22715
11504,8281,28029,110,183,922,3358,1033,3540,56,139,0,0,83,136,0,3,146,281,16,26,34,49,9,27,3,11,59,104,55,144,9577,32102,571,..,10148,32102
11601,34091,106153,1608,4078,3995,11944,5605,16024,704,1113,219,636,1906,5122,34,72,2863,6935,0,3,4,9,26,63,47,131,78,206,145,366,42788,129683,2272,..,45058,129683
11602,18636,63838,3461,10882,3484,11649,6945,22537,500,1508,58,109,194,454,5,5,763,2073,27,40,186,277,6,12,72,218,293,552,136,375,26768,89369,1256,..,28022,89369
11603,26445,89155,1289,3737,2673,8882,3955,12613,376,668,525,1117,900,2297,10,29,1807,4106,4,8,4,11,34,81,41,143,79,248,72,194,32360,106319,1616,..,33975,106319
11701,5484,17098,1065,2777,1111,3169,2176,5945,1580,3732,2949,6961,4042,9843,8,10,8571,20552,0,0,0,3,5,16,114,280,118,304,78,178,16424,44073,1230,..,17650,44073
11702,5972,17510,3836,9676,1986,5536,5822,15208,2947,5474,3071,5830,1871,3448,190,401,8080,15146,0,0,0,0,0,3,401,945,405,950,174,326,20447,49144,1705,..,22152,49144
11703,1829,4967,4856,10792,13766,33981,18621,44770,2836,4935,9300,16576,54082,108081,35,85,66252,129678,3,4,6,13,41,52,469,1038,519,1112,579,1111,87796,181635,11827,..,99624,181635
11801,8779,27533,2868,7361,7440,19904,10310,27264,5417,11520,12395,24213,10699,19323,90,218,28600,55273,3,3,3,3,0,3,503,1041,514,1046,251,593,48449,111711,6310,..,54764,111711
11802,13316,42021,3396,8905,4911,14416,8306,23315,5616,11925,13773,28221,8645,18555,75,155,28104,58851,0,3,3,8,0,0,449,1076,452,1088,191,444,50373,125719,4403,..,54773,125719
11901,33117,109047,2239,5451,8331,27022,10573,32476,2094,3765,3846,10010,1988,5529,74,192,8003,19499,0,0,4,5,0,4,244,686,253,699,199,545,52154,162266,3729,..,55885,162266
11902,21308,70377,1309,3468,3525,11285,4837,14751,9240,24637,4626,12523,1813,4832,24,61,15708,42052,3,11,3,12,0,0,222,714,226,727,163,456,42240,128365,3002,..,45242,128365
11903,23001,73419,2141,4789,3410,10035,5547,14825,2004,4282,4632,11445,6855,17847,50,112,13540,33686,3,9,6,13,0,0,174,473,185,494,148,348,42420,122771,2838,..,45251,122771
11904,20399,63698,3626,8569,2400,6854,6026,15417,1757,3799,5253,12233,13444,33507,108,244,20564,49786,65,91,0,0,3,3,364,926,436,1017,170,381,47593,130299,3764,..,51359,130299
12001,12290,37366,1046,2608,1890,4900,2936,7515,3340,6651,3346,7184,8857,20438,18,36,15560,34299,0,0,6,12,0,0,304,697,306,709,151,349,31246,80237,2631,..,33878,80237
12002,3595,9879,5407,13637,6131,15633,11535,29270,1507,2760,1927,3305,2464,4245,119,231,6022,10540,4,3,3,3,0,0,220,498,226,503,142,289,21515,50490,2118,..,23632,50490
12003,19406,61102,2769,7178,3329,9951,6103,17121,7007,15151,9963,23493,8566,22427,93,219,25633,61294,4,5,3,5,0,0,575,1447,582,1458,466,978,52190,141951,3909,..,56104,141951
12101,17808,55272,1068,2795,1768,4564,2836,7362,2506,5155,5879,12834,11316,24666,52,112,19751,42771,3,3,0,0,0,3,89,188,86,188,121,261,40605,105849,3832,..,44438,105849
12102,18292,55802,368,812,1636,4157,2007,4972,776,1572,3053,6726,3118,7887,14,24,6957,16206,0,5,0,0,0,0,41,98,44,102,98,174,27397,77259,1793,..,29189,77259
12103,28383,91027,297,553,1263,2832,1560,3382,1485,2711,1597,3231,5431,12725,3,6,8518,18672,0,6,3,4,0,0,22,51,21,63,84,187,38566,113327,2814,..,41376,113327
12104,7198,21325,2022,4998,3535,8418,5552,13420,5006,10212,9734,18033,12351,21845,71,138,27156,50226,0,0,6,12,0,0,107,240,122,258,120,238,40152,85464,5161,..,45312,85464
12201,5760,18067,669,1778,1499,3728,2164,5506,2023,4391,2544,5020,2936,5466,10,25,7509,14905,0,0,0,0,0,3,71,166,76,166,50,128,15559,38768,2197,..,17758,38768
12202,14622,43830,306,750,1772,4066,2075,4811,1349,2678,1363,2521,779,1593,26,42,3516,6836,4,15,121,206,8,15,84,176,216,407,135,302,20562,56181,3052,..,23611,56181
12203,30329,97511,1238,2034,2411,5731,3650,7762,3314,6270,9170,18787,4925,9880,66,144,17472,35086,3,11,33,52,32,47,98,244,164,344,197,439,51814,141142,3839,..,55649,141142
12301,17903,56830,755,1353,584,1356,1338,2715,141,211,30,40,0,3,0,4,180,260,12,21,23,36,3,8,3,4,42,73,30,56,19497,59932,901,..,20402,59932
12302,39535,124970,3896,8794,4378,11430,8272,20229,1022,1892,359,697,805,1621,24,49,2212,4257,27,33,4,9,11,22,65,196,110,265,199,403,50325,150121,2813,..,53141,150121
12303,11999,36839,573,992,56,107,632,1097,94,156,5,9,0,0,3,7,107,180,39,52,24,31,14,29,35,101,110,220,49,134,12900,38462,839,..,13736,38462
12401,26418,67690,811,1309,590,990,1404,2298,428,633,140,188,10,14,10,18,582,854,9,10,3,5,7,23,32,62,53,97,109,203,28560,71138,4132,..,32698,71138
12402,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,..,10,3
12403,37241,113568,2115,4118,3593,8373,5716,12494,1330,2221,1113,1961,518,966,27,67,2989,5208,32,50,110,158,25,57,25,71,197,341,162,420,46294,132026,2839,..,49136,132026
12404,9455,27685,1557,3036,501,1081,2059,4113,332,502,75,133,0,0,5,11,413,639,3,6,0,3,0,3,26,57,31,76,103,260,12063,32772,806,..,12863,32772
12405,14564,44615,579,1223,1193,3296,1774,4523,297,632,363,735,161,315,14,21,831,1709,0,0,0,3,6,16,19,40,29,56,51,96,17247,50994,1132,..,18378,50994
12501,10967,39889,442,1232,2747,9428,3192,10657,2526,7164,2240,6921,6963,17970,66,191,11786,32252,0,0,0,5,9,29,160,542,175,577,126,283,26251,83650,1772,..,28019,83650
12502,13629,42598,827,1785,4292,12722,5115,14505,624,1029,865,1885,1419,3683,14,32,2924,6629,0,6,5,8,0,0,46,106,47,123,83,203,21804,64064,1513,..,23315,64064
12503,29146,99647,2191,4962,4705,15372,6891,20336,2360,5092,4146,10242,2333,6176,81,200,8925,21708,10,18,3,7,11,44,212,734,233,801,185,517,45380,143014,3104,..,48486,143014
12504,19047,58807,2429,6031,4321,12634,6750,18665,5157,12276,7822,20035,8179,21161,34,70,21195,53538,6,12,3,9,0,0,180,549,193,572,251,599,47432,132181,3500,..,50933,132181
12601,11037,35155,476,1132,957,2704,1433,3838,267,454,1454,3655,1271,3175,20,40,3014,7320,0,9,0,0,0,0,12,41,16,51,34,95,15539,46456,966,..,16506,46456
12602,23057,72559,2742,6743,4975,12513,7710,19252,1704,3183,7238,15139,7139,15870,27,56,16110,34241,8,17,5,10,0,9,112,246,122,277,236,564,47236,126900,3657,..,50890,126900
12701,25466,90153,560,1499,1306,4049,1865,5550,456,789,267,416,9,18,12,22,742,1239,0,0,15,20,13,38,22,67,52,121,174,366,28295,97430,1420,..,29711,97430
12702,38916,137227,1503,3941,5484,18143,6979,22085,2118,5153,2544,6453,2053,5256,104,263,6822,17126,68,85,3,10,39,101,323,1044,429,1239,261,688,53414,178370,2857,..,56266,178370
12703,23572,79876,727,1496,3666,10196,4394,11693,1069,2079,3572,8394,2338,6253,58,141,7043,16864,0,5,0,4,0,4,68,181,68,198,103,249,35183,108879,1790,..,36969,108879
12801,22002,67312,1277,2420,4868,11100,6145,13515,2380,4141,5580,10727,3608,6742,6,10,11573,21616,41,72,27,54,0,0,130,286,208,411,106,234,40030,103095,3347,..,43383,103095
12802,26514,82744,1179,2712,3042,7583,4226,10293,1243,2228,2968,5681,919,1815,17,30,5142,9759,16,37,88,148,5,3,59,115,161,303,96,220,36132,103316,1919,..,38055,103316
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
20101,32233,81989,4855,8827,506,1130,5362,9963,1117,1662,70,108,0,0,0,3,1185,1771,3,11,14,25,4,11,90,200,106,248,171,314,39056,94282,4535,..,43592,94282
20102,9822,23645,134,194,6,10,141,204,111,152,0,0,0,0,0,6,115,154,39,55,8,14,14,21,326,738,387,828,133,295,10591,25121,2807,..,13398,25121
20103,9440,21781,321,466,3,5,323,472,98,118,0,0,0,0,0,0,100,119,76,102,60,89,16,19,40,77,181,281,44,100,10096,22756,1766,..,11862,22756
20201,31549,79394,2805,4365,388,756,3199,5121,464,759,56,87,17,18,0,0,532,860,57,75,51,69,3,8,47,98,159,252,125,249,35561,85879,4044,..,39605,85879
20202,16641,40401,485,727,16,30,500,754,155,202,0,0,0,0,3,4,158,214,22,42,36,49,8,16,61,120,133,228,157,333,17580,41930,2958,..,20537,41930
20203,4158,9781,18,27,3,9,20,34,52,72,0,0,0,0,0,0,52,72,51,74,7,23,8,21,26,51,92,159,41,87,4367,10135,990,..,5362,10135
20301,6198,17440,19,45,0,0,19,45,29,48,0,0,0,0,0,3,29,47,8,10,3,6,11,31,5,15,26,66,24,55,6296,17657,793,..,7087,17657
20302,58858,151669,7100,11744,1392,2769,8488,14516,1932,3031,107,157,186,307,4,13,2234,3513,63,99,225,294,3,6,224,653,522,1062,193,411,70291,171166,7315,..,77607,171166
20303,23790,60285,996,1621,668,1453,1665,3070,325,511,41,62,10,10,0,4,371,585,10,30,31,38,0,0,45,96,81,167,124,279,26043,64393,15381,..,41419,64393
20401,18548,44428,572,822,43,85,611,913,485,690,0,3,13,41,0,0,498,736,129,180,100,146,24,46,53,123,307,495,142,297,20110,46867,6494,..,26605,46867
20402,16192,38616,1104,1581,52,77,1152,1660,501,695,38,48,40,53,0,6,578,808,34,55,40,65,8,13,31,72,112,207,77,169,18116,41456,2356,..,20472,41456
20403,23166,57956,1614,2551,130,279,1747,2834,569,908,15,34,28,69,0,3,613,1019,48,78,35,60,4,10,67,137,160,281,197,444,25872,62534,4222,..,30096,62534
20501,15981,41542,608,930,47,63,655,998,775,1153,0,0,0,0,0,0,775,1153,58,89,81,119,3,9,15,26,155,243,79,166,17641,44096,2131,..,19776,44096
20502,16152,36961,579,864,62,111,649,976,306,464,0,0,0,0,3,0,305,466,105,141,132,204,18,37,44,92,303,477,213,391,17614,39265,4949,..,22563,39265
20503,22236,51727,811,1133,151,290,965,1427,424,597,13,19,9,17,7,8,451,639,107,130,91,132,3,10,60,109,265,388,120,270,24037,54448,15636,..,39673,54448
20504,24773,60679,1604,2273,106,216,1710,2487,1453,2041,0,0,0,0,0,0,1458,2036,25,35,60,88,5,7,14,26,112,157,103,173,28158,65531,3812,..,31969,65531
20505,14866,35729,466,640,81,120,541,764,364,532,31,68,0,0,0,0,399,605,61,104,42,67,6,15,42,74,150,253,77,175,16030,37527,4832,..,20867,37527
20601,16496,45426,4074,8641,4493,10717,8572,19362,3618,6317,1268,2186,3758,6474,11,20,8652,14994,0,3,0,4,0,0,186,435,191,443,153,328,34058,80549,3446,..,37504,80549
20602,10199,28578,2659,5898,2528,5523,5187,11424,3346,5408,617,1078,726,1169,3,3,4693,7668,0,0,3,3,0,0,115,254,121,259,84,177,20277,48097,1973,..,22253,48097
20603,11394,32969,2275,4952,2752,6576,5032,11527,3325,6061,2953,5123,2672,5508,0,7,8951,16696,0,0,0,3,0,0,103,215,103,215,103,212,25578,61624,2571,..,28156,61624
20604,1657,4349,2377,5303,4875,12695,7253,17992,1689,3345,4800,8907,41048,81250,24,50,47554,93548,0,0,4,14,52,59,99,226,161,297,392,781,57012,116970,9720,..,66734,116970
20605,3975,10904,5788,13401,4974,12306,10764,25700,6591,11380,10800,17772,12262,21318,49,89,29702,50560,3,11,3,3,0,0,482,854,484,865,188,329,45114,88362,7142,..,52254,88362
20606,4454,12041,3022,6478,2780,6390,5800,12865,3270,5834,6829,11473,7790,12997,9,15,17895,30313,0,4,4,5,3,5,59,133,68,147,95,192,28314,55556,4984,..,33300,55556
20607,5237,13490,8248,18838,5889,14457,14140,33296,3651,6352,4324,7372,8788,16841,11,21,16771,30588,0,3,0,3,0,0,217,491,223,497,191,399,36553,78277,4090,..,40644,78277
20701,33568,102076,7711,16516,4558,11924,12272,28444,5665,10669,4426,8195,3530,6049,0,3,13622,24915,6,11,0,7,3,3,178,406,181,425,204,463,59849,156325,6488,..,66338,156325
20702,23154,66250,2397,5121,3576,10030,5974,15150,967,2086,479,913,1097,2110,0,4,2545,5106,0,4,0,9,0,0,17,40,15,53,136,240,31827,86802,3201,..,35027,86802
20703,23543,68186,5903,12366,3065,8536,8963,20908,1815,3520,1287,2381,904,1521,5,17,4013,7440,3,10,0,3,0,6,28,70,39,86,101,241,36658,96861,3708,..,40365,96861
20801,22051,63663,4545,8654,3789,9272,8336,17927,2108,3690,1042,1761,1135,1919,3,8,4296,7385,0,3,0,4,0,0,189,402,193,407,154,391,35037,89772,4253,..,39290,89772
20802,27989,81918,8519,18379,5040,13731,13558,32106,9728,18873,2324,4318,1094,1954,20,38,13163,25182,0,0,0,0,0,0,178,397,181,400,180,416,55064,140023,5273,..,60336,140023
20803,24623,70163,7469,14155,4530,11195,11993,25344,5730,10186,671,1135,726,1245,9,21,7138,12588,14,17,142,183,0,0,122,255,278,462,187,417,44224,108970,4235,..,48459,108970
20804,7443,22904,1935,4141,1332,3201,3266,7336,2558,4761,1300,2374,597,896,0,0,4448,8029,0,0,3,11,0,0,186,314,187,320,60,135,15406,38725,1702,..,17109,38725
20901,34541,94752,4420,8197,2541,6051,6962,14252,2139,4097,232,407,373,621,7,16,2749,5143,4,7,3,4,0,4,43,102,50,119,130,261,44431,114521,3946,..,48375,114521
20902,22009,60423,5726,11744,3309,8190,9034,19931,1361,2705,661,1108,1090,2045,0,0,3111,5858,0,0,0,0,0,0,192,429,192,432,110,231,34457,86881,3106,..,37562,86881
20903,19768,58706,335,566,345,826,684,1392,494,881,17,22,0,3,4,3,516,914,8,10,0,7,14,34,11,18,34,79,59,146,21059,61226,1490,..,22553,61226
20904,58212,177729,4979,12507,3271,8872,8248,21381,1422,3197,437,719,238,453,0,3,2106,4368,7,7,12,25,4,4,24,81,43,117,123,297,68732,203896,4847,..,73576,203896
21001,16156,44676,2154,4274,2209,5744,4364,10020,165,307,19,34,45,63,3,9,234,414,0,0,0,4,0,0,121,296,128,301,49,125,20932,55540,1822,..,22755,55540
21002,9212,26208,460,772,12,18,465,787,71,109,0,0,0,4,0,5,73,117,9,12,21,23,3,8,6,19,39,66,36,81,9827,27266,1044,..,10870,27266
21003,17790,49799,3278,6904,4188,10541,7468,17446,1162,2323,182,317,78,136,22,52,1440,2825,4,19,0,3,0,0,78,185,84,204,81,227,26861,70507,2495,..,29357,70507
21004,12190,34571,426,665,98,197,519,864,907,1545,0,0,0,0,0,0,907,1545,3,6,0,0,0,0,3,6,5,13,20,48,13641,37037,954,..,14601,37037
21005,40440,134350,3443,8667,1809,5137,5246,13805,1100,3031,3,10,102,237,4,8,1215,3290,13,22,174,222,0,9,137,427,325,678,131,346,47358,152463,3248,..,50607,152463
21101,45462,130817,4612,8745,1904,4570,6516,13311,920,1461,254,408,149,247,6,7,1322,2120,26,39,102,130,0,0,139,401,269,567,104,203,53669,147023,3650,..,57316,147023
21102,7736,23329,259,481,112,290,369,770,117,165,0,0,0,3,0,4,124,174,13,23,0,0,0,0,3,8,18,32,14,28,8262,24326,613,..,8871,24326
21103,35380,94736,2445,4638,922,2116,3371,6749,425,883,365,651,151,246,0,0,942,1780,0,3,3,16,0,0,19,54,29,74,101,226,39820,103566,3054,..,42871,103566
