SED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
SED21503,0,3,3,32,22,11,8,9,8,92,0,0,5,30,70,143,192,159,44,647,0,0,5,6,5,0,0,0,0,13,0,4,5,31,4,4,0,0,0,48,0,0,6,37,28,19,22,9,3,124,3,12,94,105,18,51,27,0,3,318,0,4,0,6,4,13,29,18,4,74,0,0,11,16,3,14,3,0,3,50,0,0,0,3,3,0,0,0,0,11,0,0,4,45,0,3,0,0,0,53,0,0,0,4,3,4,12,5,3,43,4,19,37,102,51,27,7,3,3,267,0,0,0,3,0,9,4,5,0,25,0,8,37,80,0,0,0,0,0,126,0,0,0,13,3,0,0,0,0,18,0,12,36,95,28,34,24,3,0,230,0,0,0,16,8,15,11,7,3,56,0,0,3,16,16,16,31,20,0,98,0,3,19,32,8,8,0,0,0,72,0,0,15,29,20,7,8,3,0,96
SED21608,0,7,5,12,10,10,11,5,0,61,0,0,0,3,12,19,25,12,3,80,0,0,0,4,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,4,0,0,0,9,3,4,0,3,0,30,0,0,0,3,11,27,34,3,0,78,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,9,0,0,3,3,11,32,67,39,4,155,0,15,20,71,54,60,25,15,0,258,0,0,0,0,6,7,9,3,3,25,0,3,3,18,0,0,0,0,0,25,0,0,0,3,6,0,0,0,0,11,3,12,6,21,5,0,0,0,0,50,0,0,0,3,0,0,3,0,3,13,0,3,3,13,15,34,38,14,0,114,0,0,0,0,0,0,0,0,0,10,0,4,4,18,6,7,7,0,0,55
SED21706,0,3,4,28,13,9,5,15,3,84,0,0,9,15,16,37,44,68,27,221,0,3,11,16,5,12,3,0,0,50,4,11,28,74,35,9,3,3,0,162,0,0,0,9,7,8,4,3,0,39,7,25,110,241,80,81,59,23,6,629,0,0,0,3,3,7,10,4,3,27,0,0,11,27,8,9,5,7,3,66,0,0,0,8,4,0,4,4,0,20,0,0,18,14,0,0,0,0,0,35,0,3,3,13,3,10,19,9,6,66,11,31,42,147,83,71,29,7,4,443,0,0,0,6,0,10,9,0,3,21,0,3,41,68,3,0,3,0,0,128,0,0,3,8,3,0,0,0,0,17,3,3,7,55,14,9,3,0,0,101,0,0,0,13,8,20,25,10,8,78,0,3,7,25,20,24,17,15,3,120,9,16,23,52,17,11,16,0,0,139,0,11,15,64,38,26,14,8,3,180
SED21805,0,8,4,40,24,11,17,9,4,121,0,0,3,22,24,32,48,42,11,179,0,3,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,17,12,7,4,0,0,39,0,6,10,19,11,12,5,4,3,82,0,0,0,3,6,13,12,11,0,40,0,4,6,48,17,33,24,8,0,135,0,0,0,4,3,3,3,0,0,16,0,0,0,6,0,0,0,0,0,6,0,4,0,6,4,30,43,47,24,163,13,74,100,345,155,116,46,21,8,875,0,0,0,9,12,9,9,7,0,49,0,0,3,13,3,6,3,0,0,25,0,0,0,0,10,0,0,0,0,18,4,23,45,111,52,30,12,3,0,267,0,0,4,26,7,24,16,0,3,92,0,10,8,48,48,63,58,29,15,278,0,0,4,8,3,5,0,0,0,24,3,24,29,111,70,42,18,3,0,303
SED21906,0,4,9,189,18,13,4,0,4,244,0,8,9,69,21,25,33,25,21,215,7,19,12,45,25,3,0,0,0,111,0,3,15,38,3,0,0,0,0,60,0,0,0,9,6,6,7,0,0,31,0,0,32,91,27,20,9,6,3,180,0,0,0,0,4,3,3,0,0,18,0,0,5,26,5,0,5,10,0,57,0,0,0,0,3,0,0,0,0,3,0,0,27,68,3,0,0,0,0,92,0,3,4,24,4,4,16,8,0,60,3,25,44,282,99,71,27,8,3,560,0,0,0,21,6,0,10,0,0,40,0,0,13,40,0,3,0,0,0,53,0,0,0,4,4,0,0,0,0,13,3,9,14,86,18,9,0,0,0,140,0,0,0,29,15,46,124,68,137,410,0,0,5,43,22,22,18,8,3,131,0,10,12,33,5,3,10,5,0,81,4,24,107,296,214,171,117,54,22,1003
SED22005,3,6,0,35,8,10,11,4,3,88,0,0,10,24,24,61,134,195,82,536,0,15,10,27,6,0,4,0,0,69,0,17,42,167,24,18,4,0,0,270,0,0,3,14,19,19,14,11,0,77,7,18,107,218,31,52,31,9,0,469,0,0,0,0,0,8,15,22,6,44,0,4,18,63,31,37,46,27,5,219,0,15,69,188,46,14,7,8,0,355,0,4,13,62,6,0,0,0,0,85,0,0,8,12,9,8,13,11,8,52,7,33,58,153,72,54,16,6,0,417,0,0,0,3,0,4,7,3,0,15,4,18,57,157,17,10,4,0,0,269,0,0,3,3,0,0,0,0,0,9,3,28,53,181,77,51,22,3,3,428,0,0,3,27,14,27,26,17,3,116,0,0,7,24,13,21,13,10,4,93,0,11,18,29,10,9,4,4,0,85,0,14,19,51,37,21,16,6,4,172
SED22105,3,14,3,23,12,11,13,9,3,91,0,7,7,19,22,34,52,35,7,164,0,0,0,4,3,0,0,0,0,8,3,6,3,20,9,0,0,0,0,36,0,10,3,27,19,15,3,0,0,72,5,12,28,57,24,20,6,3,0,156,0,0,0,3,4,24,20,4,0,59,0,28,32,218,79,82,30,19,3,493,0,0,3,12,6,5,0,0,0,23,0,14,17,65,12,3,3,0,0,108,0,0,0,13,12,31,67,35,12,170,37,232,268,529,181,103,38,17,3,1415,0,3,0,12,13,5,12,9,3,62,6,70,58,157,32,17,4,0,0,350,0,0,3,9,0,0,0,0,0,12,12,109,160,373,159,48,13,3,0,870,0,4,3,41,10,17,24,0,0,92,0,5,3,34,50,52,47,23,9,227,0,18,12,29,11,11,3,4,0,86,0,16,45,107,56,40,13,8,0,287
SED22201,0,0,0,16,9,18,19,3,3,62,0,0,0,13,14,31,41,37,10,153,0,3,0,3,3,0,3,0,0,14,0,9,3,16,7,0,0,0,0,34,0,0,0,6,3,8,8,0,0,23,23,46,22,56,28,19,8,8,0,211,0,0,0,3,3,3,11,10,3,26,0,0,0,13,6,7,0,0,0,24,0,80,133,301,62,17,11,3,0,605,0,0,0,11,3,0,0,0,0,9,0,0,0,12,12,30,69,43,10,180,7,19,16,121,68,55,35,11,3,333,0,0,3,10,8,7,13,6,4,48,0,0,0,10,0,4,0,0,0,18,0,0,0,3,9,3,0,0,0,17,0,16,12,41,12,9,5,0,0,95,0,0,0,13,3,11,4,3,0,43,0,7,0,25,30,41,45,22,6,176,0,8,5,12,14,17,0,3,0,55,0,8,27,54,42,28,21,10,0,194
SED22305,3,4,0,4,5,18,13,0,0,49,0,5,5,19,25,74,110,146,56,437,0,0,0,7,3,0,0,0,0,9,0,3,4,14,4,3,0,0,0,27,3,0,8,55,54,40,40,11,0,233,3,34,25,76,29,34,17,4,3,232,0,0,0,0,5,6,16,9,3,41,0,7,4,90,38,85,70,34,21,351,0,11,20,49,24,5,6,4,0,114,0,0,4,24,0,3,0,0,0,31,0,3,0,8,6,23,49,33,11,129,16,110,128,212,71,65,37,11,0,648,0,0,0,0,3,9,5,3,3,25,22,163,191,547,58,33,13,0,0,1025,0,0,0,4,0,0,0,0,0,5,5,32,58,183,79,35,11,7,3,418,0,0,12,34,27,73,44,19,22,231,0,0,0,13,9,28,40,27,8,132,0,7,9,25,5,8,8,0,0,53,0,5,0,28,16,21,30,13,5,120
SED22404,0,3,3,13,10,12,16,9,3,64,0,3,0,10,4,20,52,20,4,113,0,3,3,3,4,0,3,0,0,16,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,4,3,0,0,7,0,3,3,13,5,8,3,3,0,36,0,0,0,3,0,15,13,7,0,32,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,15,22,53,92,38,9,236,0,3,27,88,87,76,54,16,4,363,0,3,0,3,0,10,11,3,3,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,13,0,3,3,6,0,0,0,0,0,14,0,0,3,0,0,13,10,4,4,38,0,3,0,6,27,42,43,8,6,143,0,3,3,0,3,3,0,0,0,12,0,0,3,25,23,15,17,6,0,86
SED22501,0,3,0,29,25,9,24,4,3,104,0,0,7,15,28,127,155,65,23,411,0,3,5,0,3,3,0,0,0,17,0,3,6,7,0,0,3,0,0,22,0,0,0,9,5,5,5,0,0,28,0,7,4,36,14,32,32,6,0,132,0,0,0,3,0,18,19,9,3,50,0,0,0,7,8,4,3,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,15,10,10,28,18,9,97,5,23,26,90,72,47,18,8,3,289,0,3,0,7,6,3,10,0,0,28,0,0,0,11,5,4,0,0,0,17,0,0,0,6,3,4,0,0,0,13,0,0,0,18,3,3,7,0,0,35,0,0,0,7,0,9,0,0,0,24,0,11,8,19,29,48,42,18,3,175,3,6,3,12,3,3,7,0,0,46,0,15,15,65,32,18,7,5,0,157
SED22607,3,10,4,104,14,15,14,5,3,168,0,4,11,70,62,153,193,206,122,812,3,8,3,30,6,3,0,0,0,61,0,4,11,54,5,0,0,0,0,80,0,0,0,13,20,4,14,5,3,65,3,0,31,100,14,25,8,3,3,183,0,0,0,5,16,18,26,17,4,91,0,0,3,34,3,6,3,3,0,55,0,0,0,7,0,3,0,0,0,10,0,3,53,134,0,0,0,0,0,187,0,0,0,8,4,14,15,4,3,52,7,21,43,284,80,32,20,9,0,500,0,0,0,3,7,5,5,0,0,25,0,3,13,57,3,3,3,0,0,81,0,0,0,5,3,0,0,3,0,12,4,4,8,63,16,5,7,0,0,116,0,0,0,14,4,20,7,4,9,52,0,4,7,33,22,23,19,4,3,109,0,4,3,30,7,3,7,0,0,57,3,3,10,52,10,4,3,0,0,91
SED22704,0,3,0,15,9,12,20,7,0,74,0,0,0,3,14,30,56,33,13,146,0,3,3,0,0,3,0,0,0,10,0,0,3,9,3,0,0,0,0,15,0,0,0,0,0,0,3,0,0,12,0,0,5,4,7,4,0,3,0,29,0,0,0,0,4,14,24,10,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,8,8,25,65,25,8,147,0,13,15,60,58,65,57,10,3,284,0,0,0,4,0,8,11,3,0,32,0,0,0,5,0,0,0,0,0,8,0,0,0,4,4,0,3,0,0,14,5,20,14,37,4,7,0,0,0,88,0,0,0,0,0,3,6,3,3,18,0,0,0,8,16,27,36,12,4,110,0,0,3,3,0,0,0,0,0,10,0,0,3,9,3,3,3,4,0,26
SED22802,0,7,0,14,11,11,18,7,0,72,0,0,0,11,17,47,108,81,35,302,0,3,3,0,0,0,3,0,0,11,0,0,0,7,0,0,0,0,0,5,0,0,3,4,3,7,8,0,0,28,3,7,4,4,9,10,4,3,0,50,0,0,0,0,3,6,15,0,0,19,0,0,0,7,7,3,5,0,0,22,0,14,42,51,21,8,7,0,0,139,0,0,3,7,0,0,0,0,0,17,0,9,3,13,19,61,85,63,16,271,3,18,30,111,66,51,19,8,0,312,0,3,3,3,8,9,17,4,0,42,0,0,3,0,0,0,0,0,0,7,0,0,0,8,4,3,3,0,0,16,0,4,18,33,21,0,3,0,0,80,0,0,0,3,10,13,11,0,3,45,0,0,4,19,31,52,45,23,8,177,0,4,9,3,3,3,3,0,0,28,0,5,22,35,30,24,12,3,0,141
SED22901,3,0,0,13,11,11,18,19,10,82,0,0,0,8,18,45,58,37,14,182,0,6,5,3,4,3,0,0,0,26,0,15,20,63,28,4,5,0,0,129,0,0,0,3,3,3,6,0,4,20,10,45,98,233,120,152,89,18,4,765,0,0,0,0,0,13,16,0,3,36,0,0,0,7,6,9,6,5,0,32,0,0,3,6,5,3,0,0,0,19,0,0,9,16,8,0,0,0,0,28,0,3,0,4,10,27,49,41,21,152,8,46,46,98,67,49,27,12,0,355,0,0,4,6,10,6,6,8,4,43,0,3,5,22,8,0,0,0,0,47,0,0,0,3,8,3,0,0,0,17,0,17,14,61,34,30,21,3,0,184,0,0,0,16,6,23,12,3,3,59,0,0,3,19,15,37,48,25,9,155,3,39,57,52,39,34,18,3,3,249,0,13,20,60,44,30,34,13,0,204
SED23007,3,3,4,55,7,8,14,3,0,90,0,3,8,46,32,64,113,147,68,488,3,3,7,28,3,0,0,0,0,49,3,3,16,81,3,3,3,0,0,110,0,0,0,21,12,10,5,0,0,55,19,31,57,227,28,31,18,3,0,416,0,0,0,7,11,46,176,112,18,371,0,0,10,43,10,11,4,0,0,69,3,30,44,158,29,11,4,3,0,281,0,3,100,242,6,8,0,0,0,366,0,0,3,16,6,4,11,5,3,46,10,64,107,412,88,44,25,8,0,762,0,0,0,4,0,3,4,5,0,17,12,12,130,339,8,9,0,0,0,507,0,0,3,8,3,3,0,0,0,17,4,22,47,273,80,74,36,9,9,552,0,0,0,32,16,30,20,8,15,125,0,4,3,35,18,26,12,17,4,119,0,6,7,50,8,10,3,0,0,83,0,3,6,46,8,3,3,0,0,66
SED23101,0,7,0,20,7,5,11,5,5,70,0,0,3,11,10,46,104,88,36,302,0,12,14,15,7,3,5,0,0,52,0,25,32,68,40,15,3,5,0,190,0,0,0,9,12,13,0,3,0,30,4,64,100,292,126,142,126,35,11,884,0,0,0,0,0,3,7,9,4,31,0,3,11,13,3,7,7,3,0,51,0,0,0,11,0,3,4,3,0,18,0,0,10,16,0,0,0,0,0,20,0,5,0,5,10,9,21,19,13,80,3,39,41,93,63,47,23,21,9,348,0,0,0,3,3,4,6,3,0,26,0,9,18,48,9,4,3,0,0,88,0,0,0,9,0,0,0,0,0,11,6,9,21,71,28,21,12,0,0,167,0,0,0,13,3,25,14,10,3,66,0,0,0,18,11,19,32,24,8,112,3,48,45,45,30,26,21,12,0,229,0,9,20,41,35,24,11,10,3,147
SED23205,0,7,0,29,18,16,24,13,12,114,0,0,3,14,17,20,52,45,8,161,0,0,0,3,0,3,0,0,0,12,0,0,0,13,3,0,0,0,0,17,0,0,0,5,13,10,13,0,0,38,0,3,6,12,4,12,5,0,0,53,0,0,0,0,3,7,9,10,3,32,0,3,7,21,7,10,10,3,0,54,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,0,3,3,6,11,29,47,28,14,131,9,52,87,218,136,107,50,19,4,678,0,0,0,8,4,6,14,10,4,57,0,0,4,20,3,0,3,4,0,34,0,0,0,9,4,3,0,0,0,19,8,10,19,26,18,8,7,0,0,99,0,0,0,14,20,28,13,9,3,88,0,9,4,38,45,63,66,35,17,279,0,0,10,14,3,3,3,0,0,34,0,12,17,48,25,19,7,4,0,134
SED23308,0,12,0,32,13,9,3,5,3,90,0,3,7,14,12,43,75,83,47,284,0,3,0,6,0,0,0,0,0,13,3,3,10,14,0,3,0,0,0,27,0,0,0,3,0,3,0,0,0,10,0,0,19,47,6,3,3,3,0,82,0,0,0,0,0,6,15,3,0,29,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,4,32,0,0,0,0,0,38,0,4,0,3,6,30,73,33,13,162,4,12,31,112,55,55,22,11,0,302,0,4,0,9,3,11,7,4,4,39,3,3,6,46,7,0,0,0,0,63,0,0,0,5,3,0,0,0,0,13,0,14,17,42,8,5,0,0,0,91,0,0,0,7,3,6,6,7,5,35,0,0,0,23,33,45,37,26,7,168,0,0,4,3,3,4,3,0,0,23,0,4,3,29,9,12,5,3,0,72
SED23402,0,7,3,25,21,18,9,10,0,88,0,0,3,15,25,39,54,43,16,192,0,0,0,0,0,0,0,0,0,10,0,5,4,12,8,0,0,0,0,28,0,0,0,5,11,0,0,0,0,18,0,6,6,18,14,3,8,3,0,63,0,0,0,0,6,10,12,4,0,38,0,0,5,56,29,32,13,4,0,146,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,5,3,14,14,57,81,57,11,238,17,53,71,175,122,85,36,16,0,574,0,0,0,10,12,9,17,8,0,52,0,8,11,29,6,10,0,0,0,62,0,0,0,4,3,0,0,0,0,11,5,13,20,55,30,5,3,0,0,129,0,0,0,14,9,18,5,5,0,53,3,6,14,42,53,68,64,26,8,290,3,12,12,12,15,5,0,0,0,65,0,21,28,66,58,28,14,9,0,225
SED23502,0,0,0,6,4,9,7,7,0,41,0,0,0,3,5,6,28,34,18,98,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,4,5,0,0,0,29,0,0,0,0,0,15,14,9,3,30,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,33,99,60,15,222,3,9,12,70,38,75,51,19,3,276,0,0,0,5,3,10,15,4,0,34,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,5,13,8,21,3,3,0,0,0,58,0,0,0,3,0,4,4,0,4,26,0,3,0,13,11,30,46,32,5,137,0,7,0,0,0,0,0,0,0,13,0,5,5,10,10,7,10,3,0,49
SED23602,0,0,3,11,7,5,8,7,0,56,0,3,5,11,8,23,64,45,19,169,0,0,0,3,0,0,0,0,0,5,0,0,4,8,0,0,0,0,0,15,0,0,0,3,0,0,4,0,0,11,0,0,0,27,12,3,5,0,0,54,0,0,0,0,0,7,11,6,0,22,0,0,3,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,3,0,0,10,10,50,95,51,17,240,3,11,32,105,64,76,41,18,7,355,0,0,0,3,9,4,12,7,0,32,0,0,0,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,10,3,17,10,35,14,7,0,0,0,85,0,0,0,11,3,11,6,0,0,29,0,0,0,11,17,22,41,16,4,108,0,7,0,8,3,0,0,0,0,17,0,3,6,20,16,10,10,6,0,64
SED23702,0,4,3,24,18,13,13,13,3,90,0,0,0,4,14,27,57,38,11,148,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,10,6,3,0,0,22,0,3,0,6,5,8,6,0,0,27,0,0,0,0,3,7,12,11,0,37,0,0,0,3,9,8,3,3,0,30,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,16,46,90,55,8,230,3,21,44,150,86,106,43,17,0,472,0,3,0,6,13,17,17,7,3,60,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,3,0,0,0,12,3,17,12,46,5,4,0,0,0,84,0,0,3,10,0,17,9,4,4,50,0,9,9,47,61,75,55,36,11,309,0,0,3,4,0,4,0,0,0,10,0,8,18,28,16,12,17,3,0,102
SED23806,0,3,4,62,14,11,16,8,0,119,0,3,0,37,19,32,59,59,30,229,0,0,9,15,0,3,5,0,0,42,0,7,19,59,13,6,0,0,0,106,0,0,5,3,8,0,0,0,3,16,0,7,116,166,64,74,41,24,0,495,0,0,0,0,0,5,10,4,0,23,0,0,4,17,0,4,4,0,0,31,0,0,0,4,3,3,0,3,0,10,0,0,18,29,0,3,0,0,0,49,0,3,0,14,19,13,17,5,3,71,7,26,71,260,78,85,33,8,7,575,0,0,4,7,3,5,3,3,4,24,0,0,16,38,0,3,0,0,0,58,0,0,0,11,4,3,0,0,0,18,0,4,11,50,14,7,0,0,0,84,0,0,0,16,0,15,12,4,9,59,0,3,4,37,24,21,26,6,4,118,5,17,25,60,17,10,9,6,0,145,0,9,27,71,44,29,19,7,0,208
SED23901,0,4,4,58,21,14,14,4,3,123,0,8,3,29,40,100,216,148,97,633,0,7,10,11,3,5,5,0,0,40,0,5,8,32,8,7,0,0,0,56,0,0,0,22,38,32,27,14,6,128,3,14,25,112,33,38,30,12,0,271,0,0,0,0,3,14,22,10,0,50,0,0,0,13,7,7,3,4,3,32,0,0,7,12,0,4,0,0,0,22,0,0,4,26,0,0,0,0,0,35,0,9,0,14,9,3,21,8,3,71,6,34,39,162,73,51,30,5,3,409,0,0,0,7,3,6,6,4,4,32,0,3,18,47,6,8,3,0,0,77,0,0,3,6,3,0,0,0,0,11,4,6,10,71,16,14,3,3,0,127,0,0,0,17,10,18,10,4,6,62,0,0,6,38,22,24,21,10,8,125,7,4,11,27,9,7,7,0,0,72,0,0,11,44,25,9,4,3,3,104
SED24006,0,4,6,30,13,14,13,4,3,85,0,0,3,22,41,48,116,105,52,390,0,6,8,10,6,3,0,3,0,44,0,15,31,43,20,5,3,3,0,128,0,0,0,6,11,3,3,3,0,31,4,42,84,192,117,151,99,27,7,721,0,0,0,0,0,4,5,3,0,15,0,0,0,3,4,5,0,3,0,18,0,0,0,3,3,0,0,0,0,7,0,0,10,12,0,3,0,0,0,17,0,6,3,12,4,13,13,9,3,61,3,41,71,114,90,55,40,19,4,430,0,3,0,5,3,3,0,3,0,19,5,7,10,12,7,9,3,0,0,56,0,0,0,3,7,7,0,0,0,20,0,7,9,30,6,4,5,0,0,63,0,0,6,3,3,13,10,9,11,56,0,0,0,20,19,17,26,8,8,90,5,39,35,50,18,20,12,10,0,184,0,4,15,60,32,23,15,8,0,169
SED24105,0,7,3,13,11,6,19,13,3,72,0,0,0,11,25,44,82,84,40,283,0,3,5,9,4,3,7,0,0,29,0,6,7,27,6,3,0,0,0,49,0,3,0,20,22,18,8,8,0,72,17,31,49,148,35,33,23,5,0,347,0,0,0,0,0,13,30,22,0,65,0,5,6,72,45,51,68,29,10,280,0,9,41,160,36,10,9,5,0,269,0,3,6,35,4,0,3,0,0,49,0,0,0,0,3,10,25,15,6,64,9,100,112,165,60,44,25,8,0,530,0,0,0,3,0,0,11,10,0,28,3,18,26,105,19,4,7,0,0,180,0,0,0,4,0,0,0,0,0,13,3,22,56,139,61,46,14,7,0,346,0,0,0,19,12,30,32,3,6,101,0,5,3,8,16,15,28,14,12,94,0,13,12,30,12,5,4,3,0,78,0,20,22,51,37,15,18,4,0,156
SED24207,3,9,0,14,3,6,5,3,0,39,3,7,6,29,37,90,109,53,13,346,0,3,4,3,3,0,0,0,0,16,0,3,4,27,3,0,3,0,0,38,0,5,7,49,28,13,9,0,0,121,9,33,26,117,31,10,9,0,0,240,6,3,19,44,64,244,334,125,13,840,0,3,9,26,17,8,3,0,0,62,3,17,55,101,20,9,3,0,0,207,0,3,10,44,6,4,0,0,0,64,0,5,0,10,3,13,5,6,0,42,25,201,199,286,82,48,10,3,0,855,0,0,0,0,0,0,4,4,0,18,17,29,70,322,31,16,4,3,0,495,0,0,0,0,0,0,0,0,0,6,14,115,291,763,399,272,115,16,3,1981,0,0,3,54,45,46,27,10,7,186,0,5,3,15,10,15,24,14,3,92,3,17,10,22,16,10,3,0,0,75,0,3,11,30,12,7,3,0,0,66
