SA2_MAINCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
309081259,407,30,18,3,5,0,3,457
309081260,644,60,41,10,0,0,4,761
309081261,2330,230,84,33,3,0,13,2693
309081262,1413,143,64,19,4,0,8,1652
309091263,1162,110,33,10,0,0,3,1326
309091264,675,71,43,12,3,0,0,802
309091265,934,80,62,11,0,0,0,1083
309091540,694,64,22,10,0,0,3,798
309091541,1187,105,45,15,3,0,4,1361
309101267,994,81,33,9,0,0,0,1123
309101268,479,54,18,3,0,0,0,555
309101269,148,15,3,0,0,0,0,171
309101270,980,112,35,6,0,0,6,1145
310011271,483,41,23,4,0,0,6,556
310011272,765,57,31,24,0,0,3,891
310011273,3383,253,159,48,9,5,29,3883
310011274,1431,130,97,68,10,0,19,1749
310011275,885,66,22,9,0,0,4,981
310011276,233,17,16,4,0,0,5,266
310021277,1132,93,58,16,0,0,11,1324
310021278,328,36,33,5,0,0,4,409
310021279,0,0,0,0,0,0,0,0
310021280,1611,163,155,25,9,6,26,1993
310021281,1254,133,102,21,3,0,22,1545
310021282,1041,118,96,17,3,3,10,1281
310031283,950,120,89,10,3,3,7,1190
310031284,694,90,67,15,0,0,5,873
310031285,702,77,70,6,0,0,4,855
310031286,493,57,34,4,0,0,0,590
310031287,1372,181,107,18,0,3,21,1707
310031288,589,48,23,4,0,0,4,675
310031289,713,57,42,14,0,0,3,835
310031290,846,58,31,8,0,0,5,946
310031291,491,84,65,11,3,0,6,658
310031292,495,60,47,5,0,0,4,613
310031293,1527,157,125,29,3,3,10,1858
310031294,540,55,33,5,0,0,4,647
310031295,159,13,25,8,8,0,10,213
310041296,1807,158,98,33,4,3,3,2112
310041297,945,100,62,17,4,3,13,1137
310041298,0,0,0,0,0,0,0,0
310041299,831,77,70,24,3,0,9,1012
310041300,884,96,85,40,4,3,4,1118
310041301,0,0,0,0,0,0,0,0
310041302,1799,145,193,66,12,11,23,2236
310041303,832,78,60,15,0,0,3,992
310041304,1923,192,126,34,4,4,9,2282
311011305,1119,121,89,17,3,3,15,1374
311021306,545,91,62,21,0,0,3,719
311021307,858,116,91,23,0,4,20,1109
311021308,741,76,64,16,4,0,6,904
311021309,511,64,44,6,4,0,3,630
311021310,686,84,41,6,3,0,11,835
311031311,1089,96,89,32,3,0,7,1321
311031312,683,69,43,23,3,3,8,827
311031313,517,51,33,10,4,0,5,621
311031314,1111,118,135,31,4,3,10,1402
311031315,0,0,0,0,0,0,0,0
311031316,900,79,60,14,5,0,10,1064
311031317,1296,136,139,32,3,3,7,1615
311031318,605,48,30,18,5,0,4,717
311031319,1865,183,125,30,9,3,11,2226
311041320,1677,130,112,31,9,0,12,1972
311041321,2965,305,266,40,14,4,36,3635
311041322,818,78,51,14,6,3,10,976
311051323,874,101,98,21,3,3,6,1101
311051324,1033,96,57,11,0,0,3,1200
311051325,1201,133,85,23,4,4,13,1455
311051326,899,105,76,20,3,0,10,1107
311051327,1443,131,63,29,3,0,9,1672
311051328,586,70,52,15,7,0,3,735
311061329,757,56,40,13,0,0,6,870
311061330,775,73,76,40,0,0,8,986
311061331,489,30,46,16,0,3,14,596
311061332,1804,146,90,22,3,0,9,2075
311061333,854,89,62,32,3,0,5,1043
311061334,946,93,46,22,3,0,0,1115
311061335,828,39,28,12,0,0,3,909
311061336,947,93,68,24,4,5,15,1159
312011337,665,68,51,10,0,0,3,800
312011338,765,61,57,6,3,0,0,890
312011339,389,22,18,0,0,0,0,428
312011340,279,22,19,0,0,0,10,324
312011341,1024,58,57,3,0,0,6,1146
312021342,1505,133,107,22,3,0,12,1779
312021343,306,32,15,0,0,0,0,347
312021344,1370,109,81,17,3,4,8,1581
312021345,0,0,0,0,0,0,0,0
312021346,216,26,10,3,0,0,0,252
312021347,28,3,0,0,0,0,0,29
312021348,1252,96,45,9,0,0,0,1405
312021349,412,50,20,8,5,0,8,495
312021350,504,47,18,13,0,0,3,596
312021351,934,61,65,10,0,0,3,1065
312021352,1041,89,55,8,3,0,9,1215
312021353,848,53,33,4,4,0,7,956
312021354,654,53,37,4,0,0,9,761
312021355,274,32,28,8,0,3,0,338
312021356,552,49,36,9,0,0,3,647
312021357,948,60,47,8,0,0,6,1076
312021358,525,45,24,6,0,0,4,601
312031359,835,80,46,7,0,0,3,972
312031360,0,0,0,0,0,0,0,0
312031361,793,69,34,12,3,0,12,925
313011362,1099,147,101,21,6,0,9,1385
313011363,945,149,82,16,3,3,12,1204
313021364,517,51,31,12,0,0,5,613
313021365,2021,267,234,38,14,3,27,2601
313021366,1560,206,226,31,11,3,18,2050
313021367,487,55,29,5,4,0,3,584
313021368,711,123,102,14,3,0,14,968
313021369,428,42,23,4,0,0,0,499
313031370,452,44,34,8,0,0,3,545
313031371,618,73,41,4,5,3,4,754
313041372,1470,163,102,31,7,3,6,1781
313041373,1730,221,183,45,4,4,21,2216
313041374,589,69,33,9,3,0,8,710
313041375,2348,267,189,21,12,4,3,2838
313041376,353,34,21,0,0,0,3,417
313051377,654,89,42,7,5,0,9,807
313051378,828,126,58,13,0,0,10,1031
313051379,614,82,48,9,4,0,5,761
313051380,1383,184,126,15,4,3,14,1733
313051542,1014,114,54,24,0,0,10,1211
314011382,2136,170,63,17,0,0,3,2391
314011383,2617,206,149,25,3,0,15,3016
314011384,1033,78,45,17,3,0,5,1182
314011385,1239,87,52,12,0,0,0,1388
314011386,2989,189,134,25,0,4,15,3358
314011387,1641,104,48,9,3,0,3,1801
314021388,2144,230,209,38,5,4,16,2643
314021389,1940,181,132,21,3,3,11,2292
314021390,3807,384,235,31,11,0,19,4484
314031391,1103,107,70,21,4,0,10,1319
314031392,532,56,27,10,0,0,6,632
314031393,1005,81,53,7,5,0,12,1162
314031394,1120,120,82,18,8,3,5,1351
315011395,72,5,7,10,11,0,5,109
315011396,458,34,42,37,5,10,29,617
315011397,91,7,5,3,0,0,0,102
315011398,90,15,10,20,0,0,13,143
315011399,201,27,16,24,3,0,8,281
315011400,437,39,15,6,0,0,8,506
315011401,254,17,18,27,3,3,3,325
315011402,329,21,28,49,3,4,27,450
315011403,433,38,30,6,0,0,3,518
315021404,291,36,24,40,5,4,22,419
315021405,1658,138,118,32,3,0,25,1985
315021406,248,15,4,13,0,0,8,291
315021407,272,5,11,4,0,0,0,292
315031408,447,19,14,3,0,0,5,490
315031409,381,25,15,3,0,0,4,432
315031410,153,6,3,0,0,0,0,175
315031411,187,15,13,3,0,0,6,216
315031412,303,28,18,3,0,0,3,355
316011413,1590,127,66,15,0,0,6,1796
316011414,1854,141,56,15,3,0,11,2078
316011415,1280,120,82,10,0,0,7,1495
316011416,938,80,62,10,4,3,7,1109
316021417,993,76,48,8,3,0,4,1134
316021418,565,52,26,5,0,0,5,653
316021419,276,46,16,3,0,0,3,342
316021420,2117,215,142,16,7,3,12,2507
316021421,994,75,36,16,0,0,11,1135
316021422,692,71,43,5,3,0,5,820
316021423,869,80,42,10,3,0,3,1002
316021424,771,66,41,10,0,4,0,891
316031425,1416,138,48,3,0,0,3,1607
316031426,946,94,56,10,0,0,5,1107
316031427,1127,140,52,14,4,0,4,1341
316031428,757,67,21,7,0,0,7,850
316051434,315,20,14,0,0,0,0,356
316051435,622,55,21,5,0,0,6,708
316051437,611,57,15,3,0,0,0,683
316051438,779,92,52,8,0,0,7,937
316051543,388,33,6,0,0,0,4,425
316051544,860,66,32,3,0,0,0,969
316061439,764,75,65,9,5,3,7,919
316061440,594,75,27,14,0,0,4,715
316061441,586,66,41,5,3,0,0,704
316061442,1089,115,59,11,0,0,11,1284
316061443,496,49,20,7,0,0,4,582
316061444,1118,105,64,11,0,0,0,1303
316071545,872,63,49,11,0,3,8,1011
316071546,386,39,16,8,0,0,0,449
316071547,1098,113,45,7,0,0,8,1273
316071548,1762,171,124,18,3,0,6,2091
316081549,2132,190,88,25,10,0,12,2449
317011445,869,40,44,11,0,4,4,971
317011446,1083,70,66,14,0,4,12,1250
317011447,714,82,61,7,3,0,5,881
317011448,507,35,45,9,0,3,0,602
317011449,799,47,39,10,0,0,7,906
317011450,1627,98,75,17,3,0,10,1827
317011451,1126,115,69,14,3,0,12,1343
317011452,842,49,28,8,0,0,3,927
317011453,603,78,57,16,0,0,7,760
317011454,394,44,18,3,0,0,4,468
317011455,804,60,32,3,0,0,3,909
317011456,984,100,62,7,3,3,12,1163
317011457,924,53,32,6,0,0,7,1027
317011458,1446,109,82,24,0,0,6,1664
317011459,878,105,98,12,3,3,14,1113
318011460,812,75,49,6,0,0,4,944
318011461,776,54,39,7,4,0,5,890
318011462,566,50,53,8,0,0,7,677
318011463,387,21,15,4,0,0,0,422
318011464,341,18,14,5,0,0,0,385
318011465,603,39,17,3,0,0,11,671
318011466,140,12,10,19,3,3,11,206
318021467,390,41,29,8,0,0,3,470
318021468,1051,87,44,7,4,0,3,1194
318021469,301,22,15,3,0,0,0,338
318021470,920,87,58,8,0,0,4,1078
318021471,831,101,89,13,3,4,18,1054
318021472,444,55,40,14,3,3,3,562
318021473,2486,216,219,25,4,4,14,2961
318021474,603,40,34,7,0,0,0,683
318021475,382,39,16,3,3,0,8,451
318021476,604,68,44,9,3,0,7,735
318021477,278,46,38,9,0,0,3,368
318021478,371,36,18,3,0,0,0,435
318021479,362,29,19,3,0,0,0,415
318021480,967,120,105,23,0,0,15,1226
318021481,615,91,48,14,8,4,6,773
318021482,1720,162,108,20,3,0,13,2023
318021483,110,15,3,0,0,0,0,130
318021484,1030,95,63,12,0,0,4,1205
318021485,281,27,18,3,0,0,0,337
318021486,549,74,34,3,0,0,12,674
318021487,729,62,26,10,0,0,3,830
318021488,334,30,21,3,0,0,0,384
318021489,420,38,27,8,3,0,4,500
318021490,490,49,15,5,0,0,0,559
318021491,410,64,23,7,0,0,10,518
319011492,417,62,32,5,0,0,9,518
319011493,1347,129,82,20,0,0,10,1584
319011494,486,46,35,10,0,0,4,583
319011495,329,37,20,0,0,0,0,390
319011496,474,52,30,3,0,0,3,565
319011497,469,57,27,8,0,3,6,569
319011498,747,75,47,9,4,0,15,898
319011499,714,66,51,5,0,0,4,849
319011500,554,48,44,0,0,3,0,651
319011501,419,52,30,6,0,0,10,517
319011502,750,101,76,7,3,0,5,934
319021503,500,34,34,13,0,0,5,592
319021504,349,39,30,0,0,0,3,428
319021505,816,69,66,9,0,3,4,972
319021506,636,50,54,21,6,0,23,791
319021507,377,29,23,0,3,0,4,438
319021508,273,21,20,0,0,0,7,328
319021509,611,91,50,7,3,0,15,775
319021510,0,0,0,0,0,0,0,0
319031511,260,26,32,4,5,0,3,335
319031512,968,104,104,19,3,3,3,1196
319031513,536,53,49,3,5,0,4,659
319031514,1660,155,112,28,3,3,15,1978
319031515,277,33,19,0,0,0,3,340
319041516,391,65,38,9,0,0,0,507
319041517,490,41,33,7,3,0,0,576
319041518,879,107,80,9,3,3,7,1089
319041519,389,44,39,11,0,0,3,478
319041520,854,111,69,11,3,0,13,1063
319041521,920,102,65,11,8,0,5,1110
319051522,606,78,35,10,0,0,4,740
319051523,238,21,22,4,0,0,7,293
319051524,1185,137,90,20,5,3,10,1446
319051525,537,68,25,13,4,0,10,661
319051526,498,40,31,15,0,0,3,593
397979799,0,0,0,0,0,0,0,0
399999499,0,0,0,0,0,0,0,0
401011001,416,28,8,0,0,0,0,454
401011002,348,26,3,0,0,0,0,377
401021003,812,77,24,7,0,0,3,929
401021004,2234,151,67,13,0,0,0,2461
401021005,481,42,19,0,0,0,3,537
401021006,970,91,38,7,0,0,4,1109
401021007,1875,168,101,10,0,0,3,2159
401021008,691,60,30,14,3,0,5,807
401021009,599,50,39,0,0,0,0,689
401021010,679,41,20,5,0,0,3,746
401031011,2252,118,60,14,3,0,3,2447
401031012,1189,86,25,10,0,0,5,1321
401031013,1764,89,35,8,0,0,5,1900
401041014,1277,55,39,7,0,0,3,1378
401041015,2133,114,51,19,7,0,6,2327
401041016,2486,123,55,14,3,0,3,2688
401051017,728,60,15,5,0,0,3,808
401051018,1182,74,22,7,4,0,3,1288
401051019,1432,60,28,6,0,0,6,1536
401061020,700,34,7,7,0,0,4,759
401061021,1674,88,37,9,0,0,3,1821
401061022,767,46,17,4,0,0,0,837
401071023,1890,118,42,5,0,0,3,2068
401071024,2053,126,30,14,0,0,5,2236
402011025,1050,120,65,9,0,0,4,1257
402011026,1739,196,107,18,3,0,15,2082
402011027,624,68,56,6,9,3,7,770
402021028,1851,221,158,28,0,4,17,2279
402021029,1282,167,141,40,5,7,23,1663
402021030,618,78,56,16,4,0,3,778
402021031,1039,129,84,13,7,0,8,1274
402021032,1299,122,101,25,4,0,11,1565
402021033,331,16,9,3,0,0,9,366
402021034,709,117,88,13,3,3,8,939
402021035,406,44,19,3,0,0,4,472
402031036,2177,126,68,38,0,0,16,2429
402031037,2582,145,81,27,0,0,7,2853
402031038,2105,137,50,24,3,0,3,2327
402041039,0,0,0,0,0,0,0,0
402041040,1448,110,65,21,3,3,6,1651
402041041,1547,122,78,24,7,3,16,1793
402041042,0,0,0,0,0,0,0,0
402041043,1939,132,73,42,8,3,5,2202
402041044,1750,175,132,31,4,9,17,2116
402041046,1540,129,76,31,10,0,10,1790
402041047,1700,171,102,25,3,0,6,2007
402041048,1513,179,124,33,7,4,15,1880
402041171,1548,119,50,21,0,0,7,1752
402041172,774,56,27,22,0,0,7,883
402051049,1205,106,54,9,0,0,6,1374
402051050,1099,104,46,7,0,0,3,1265
402051051,1268,104,42,10,0,0,3,1428
402051052,1453,111,71,14,4,0,7,1671
402051053,2137,183,80,22,6,0,10,2437
402051054,1829,165,94,17,4,0,10,2108
402051055,1246,138,43,5,0,0,0,1431
403011056,1342,92,33,6,0,0,3,1487
403011057,1629,122,54,15,0,0,10,1820
403021058,1203,95,37,13,0,0,5,1356
403021059,1566,107,62,21,3,4,3,1762
403021060,1034,75,35,7,0,0,4,1157
403021061,1321,92,35,10,0,0,3,1465
403021062,1293,99,34,17,6,0,3,1453
403021063,1395,99,55,6,5,0,3,1559
403021064,1294,103,40,12,0,0,7,1449
403031065,577,51,18,0,0,0,0,643
403031066,722,57,18,3,0,0,3,800
403031067,1501,104,48,12,0,0,7,1672
403031068,1966,96,55,13,0,0,4,2129
403031069,1914,107,38,14,0,0,3,2081
403031070,809,52,26,7,0,0,3,901
403041071,1443,125,55,22,3,0,4,1646
403041072,1364,165,143,10,3,0,11,1695
403041073,662,87,62,11,0,0,10,839
403041074,722,104,60,5,0,3,6,896
403041075,344,23,12,5,0,0,0,386
403041076,574,47,12,3,0,0,0,642
403041077,1302,111,53,11,0,0,4,1489
403041078,614,66,51,3,0,0,9,741
403041079,560,66,49,12,0,0,5,686
403041080,1481,123,78,7,3,0,10,1705
403041081,0,0,0,0,0,0,0,0
403041082,0,0,0,0,0,0,0,0
403041083,643,48,25,7,0,0,7,721
403041084,1140,155,81,19,4,0,4,1411
403041085,722,87,66,3,0,0,12,887
403041086,1023,104,63,7,0,0,3,1208
403041087,2190,258,134,22,0,0,15,2620
403041088,378,28,27,0,0,0,3,442
403041089,1360,126,70,8,3,4,5,1574
404011090,819,60,22,5,0,0,4,910
404011091,1516,117,37,18,0,3,3,1689
404011092,1711,114,38,13,0,0,9,1882
404011093,1570,97,33,16,6,0,8,1730
404011094,556,46,13,8,0,0,0,615
404011095,1553,108,48,13,3,0,3,1726
404011096,1294,122,47,8,3,0,7,1484
404011097,1768,130,66,26,0,3,11,2001
404021098,0,0,0,0,0,0,0,0
404021099,1259,121,47,17,3,3,3,1456
404021100,1269,149,77,10,3,0,6,1511
404021101,823,86,41,16,0,0,3,984
404021102,1799,118,51,31,7,3,7,2025
404021103,0,0,0,0,0,0,0,0
404031104,0,0,0,0,0,0,0,0
404031105,293,28,14,0,0,0,0,335
404031106,1435,74,28,15,0,0,3,1547
404031107,2296,153,51,26,0,0,3,2527
404031108,1420,106,43,15,0,0,6,1598
404031109,513,30,21,6,0,0,0,576
405011110,615,52,34,5,0,0,0,705
405011111,925,99,65,5,0,0,7,1099
405011112,706,64,41,5,3,0,7,821
405011113,292,28,21,8,0,0,4,351
405011114,618,45,44,0,0,0,4,714
405011115,431,30,19,4,0,0,0,480
405021116,342,20,19,0,0,0,0,375
405021117,415,43,17,6,0,0,3,482
405021118,337,18,25,0,0,3,3,392
405021119,806,59,43,12,0,0,6,929
405031120,410,23,12,4,0,0,3,447
405031121,373,22,16,3,0,0,6,429
405031122,1049,99,78,12,3,0,15,1266
405031123,316,23,17,3,0,0,4,362
405041124,410,49,28,5,0,0,0,494
405041125,308,26,19,3,3,0,6,365
405041126,250,33,20,0,0,0,3,306
405041127,491,40,24,4,0,0,3,565
405041128,261,20,16,0,0,0,4,299
406011129,200,19,13,3,0,0,3,243
406011130,579,43,17,3,0,0,4,646
406011131,373,23,22,0,0,0,0,418
406011132,218,12,14,0,0,0,3,240
406011133,1300,106,90,15,3,3,8,1527
406011134,285,27,23,5,0,4,5,349
406011135,3,0,0,0,0,0,0,7
406011136,1685,179,145,18,6,0,34,2071
406011137,0,0,0,0,0,0,0,0
406021138,168,15,3,28,0,0,9,222
406021139,96,8,3,5,0,0,3,113
406021140,138,16,3,3,0,0,5,168
406021141,136,14,3,3,0,0,3,153
406021142,1011,84,71,19,8,3,13,1204
406021143,431,31,31,3,0,0,4,502
407011144,629,85,33,5,0,0,7,767
407011145,365,16,23,0,0,0,0,408
407011146,647,57,42,8,0,0,4,762
407011147,734,64,52,12,0,0,10,867
407011148,861,88,65,4,3,0,21,1039
407011149,396,40,29,9,4,0,4,475
407021150,567,43,26,7,0,0,3,647
407021151,290,21,20,0,0,0,6,340
407021152,400,39,32,6,0,0,3,477
407021154,527,41,37,7,0,0,3,614
407021155,243,12,9,0,0,0,3,266
407021156,287,25,22,0,0,0,0,340
407021157,617,46,33,7,3,0,4,705
407021158,315,21,10,0,3,0,3,353
407021173,1320,137,89,12,3,0,18,1571
407021174,1159,133,77,17,3,0,10,1397
407031159,553,54,37,6,0,0,4,652
407031160,298,30,16,0,0,0,5,347
407031161,271,22,12,0,0,0,3,301
407031162,450,38,30,3,0,0,3,531
407031163,162,10,4,0,0,0,3,186
407031164,406,47,35,3,0,0,7,491
407031165,1317,132,101,18,7,0,15,1592
407031166,328,36,16,0,0,0,13,400
407031167,302,32,29,4,0,0,3,365
407031168,471,44,29,3,0,0,6,551
407031169,422,26,30,0,0,0,5,485
407031170,531,32,20,14,0,0,6,601
497979799,0,0,0,0,0,0,0,0
499999499,0,0,0,0,0,0,0,0
501011001,501,35,28,3,0,0,5,564
501011002,2394,238,149,25,7,0,16,2830
501011003,1136,65,46,7,0,0,4,1251
501011004,941,50,45,3,0,0,3,1038
501021005,2008,151,132,25,9,3,12,2335
501021007,490,41,27,4,4,0,7,569
501021008,460,51,30,5,0,0,6,559
501021009,760,82,64,11,0,0,10,928
501021010,349,22,17,3,0,0,4,393
501021011,0,0,0,0,0,0,0,0
501021012,1171,120,97,19,7,0,5,1413
501021014,839,79,56,14,0,4,16,1007
501021015,585,55,41,8,0,0,8,703
501021016,358,37,22,6,0,3,5,433
501021251,1101,97,76,12,0,0,11,1299
501021252,390,26,18,9,0,0,0,442
501021253,949,94,40,15,0,0,3,1099
501021254,368,43,28,4,0,0,3,449
501031017,517,36,21,8,0,0,5,591
501031018,516,36,24,3,0,0,7,579
501031019,482,37,28,3,0,0,10,560
501031020,388,24,20,0,0,0,8,432
502011021,678,70,36,3,3,0,5,796
502011022,728,81,49,3,3,0,5,869
502011023,744,92,57,14,0,0,14,925
502011024,1744,156,116,16,3,5,13,2055
502011025,455,61,34,4,0,0,6,560
502011026,459,46,26,5,0,0,5,545
502011027,1957,204,132,23,3,8,11,2331
502011028,632,86,50,9,7,0,6,798
502011029,858,97,53,17,6,0,19,1052
503011030,902,43,18,4,0,0,3,966
503011031,730,58,3,6,0,0,0,797
503011032,822,43,19,0,0,0,0,877
503011033,1226,54,12,6,0,0,0,1302
503011034,1103,57,23,4,0,0,3,1196
503011035,2080,67,29,9,0,0,0,2188
503011036,1129,57,17,3,0,0,0,1210
503021037,0,0,0,0,0,0,0,0
503021038,1248,55,9,8,0,0,6,1324
503021039,1627,92,29,6,0,0,4,1756
503021040,907,49,20,3,0,0,0,983
503021041,1240,95,20,3,0,3,4,1361
503021042,1556,71,22,9,0,0,3,1656
503021043,1861,72,29,19,0,0,0,1991
504011044,1485,118,62,15,3,3,8,1699
504011045,2379,175,59,12,0,0,12,2635
504011046,944,65,17,7,3,0,3,1032
504011047,2223,148,83,33,3,0,5,2496
504011048,948,62,25,16,0,0,5,1053
504021049,314,25,19,7,3,0,0,366
504021050,904,66,29,5,3,0,3,1010
504021051,585,38,30,7,0,0,3,670
504021052,0,0,0,0,0,0,0,0
504021053,1451,135,66,14,6,0,9,1687
504021054,1051,120,65,31,3,0,15,1291
504031055,0,0,0,0,0,0,0,0
504031056,2292,189,102,43,3,6,13,2638
504031057,2106,130,92,66,9,0,10,2408
504031058,540,55,41,5,0,0,0,649
504031059,4437,340,254,52,3,8,22,5117
504031060,353,24,4,0,0,0,0,389
504031061,448,35,21,7,0,0,0,508
504031062,1137,104,54,18,3,0,9,1320
504031063,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0
504031065,497,38,26,12,0,0,8,583
504031066,747,83,23,19,0,0,7,877
504031067,763,75,54,11,0,4,3,917
504031068,1239,93,47,14,3,0,9,1412
504031069,0,0,0,0,0,0,0,0
505011070,1005,96,56,12,4,3,3,1171
505011071,1929,139,75,18,0,0,5,2167
505011072,2141,123,50,13,0,0,11,2337
505011073,1525,114,51,23,3,0,6,1726
505011074,1199,98,54,7,5,0,3,1368
505011075,1498,88,42,8,0,0,8,1655
505011076,1466,81,43,13,0,0,4,1615
505011077,1353,109,43,16,5,0,7,1529
505011078,1630,91,60,11,0,0,9,1801
505011079,1458,113,44,20,0,0,3,1644
505011080,1116,68,40,7,3,0,6,1241
505011081,975,59,38,8,0,0,6,1083
505011082,1304,80,33,4,0,0,3,1430
505011083,1397,85,27,5,0,0,6,1523
505021084,1487,95,61,16,0,3,7,1673
505021085,1826,140,85,37,4,3,3,2105
505021086,2694,163,63,32,7,3,6,2960
505021087,0,0,0,0,0,0,0,0
505021088,1481,115,30,9,0,0,3,1638
505021089,2758,139,57,17,3,0,11,2981
505021090,1511,108,48,11,3,0,11,1688
505021091,0,0,0,0,0,0,0,0
505021092,1185,106,26,4,0,0,0,1325
505021093,1581,80,38,15,0,0,3,1714
505021094,848,71,15,0,0,0,3,937
505021095,921,52,20,3,0,0,6,996
505021096,1829,87,40,15,0,0,3,1970
505021097,1506,70,35,8,3,3,3,1629
505031098,1359,91,66,25,3,0,11,1565
505031099,2372,197,211,33,9,3,19,2841
505031100,2165,161,135,21,9,5,13,2500
505031101,1350,121,76,24,3,0,5,1580
505031102,790,66,52,21,0,3,8,940
505031103,3819,216,116,52,5,0,11,4226
505031104,1192,101,52,42,0,0,7,1393
505031105,2579,209,114,22,4,0,6,2934
505031106,0,0,0,0,0,0,0,0
505031107,1868,111,95,25,0,0,13,2113
505031108,2955,258,154,48,4,3,20,3436
505031255,992,79,58,4,0,0,3,1134
505031256,69,5,5,0,0,0,0,89
505031257,303,28,25,0,0,0,3,356
505031258,960,86,59,11,3,0,4,1125
506011110,1488,175,109,34,10,4,24,1846
506011111,0,0,0,0,0,0,0,0
506011112,536,57,41,13,0,0,6,656
506011113,2903,154,100,29,0,0,4,3202
506011114,911,106,67,24,4,0,7,1120
506011115,867,74,38,8,5,0,5,993
506011116,868,57,43,13,0,0,8,986
506011117,1240,108,72,16,3,0,6,1453
506021118,1178,99,48,26,0,0,0,1353
506021119,1349,94,47,9,0,0,12,1508
506021120,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0
506021122,2048,140,82,25,0,3,13,2309
506021123,1201,82,26,12,0,0,4,1320
506031124,1305,78,53,13,0,0,6,1459
506031125,1459,88,31,26,3,0,3,1613
506031126,0,0,0,0,0,0,0,0
506031127,1866,91,47,41,4,0,5,2061
506031128,1477,105,44,32,0,0,3,1664
506031129,1805,68,31,20,0,0,3,1936
506031130,0,0,0,0,0,0,0,0
506031131,2708,112,62,44,0,0,8,2931
506041132,1969,142,82,41,0,3,12,2255
506041133,3290,145,82,50,4,0,12,3580
506041134,1800,142,117,40,6,0,15,2119
506041135,2605,193,120,43,8,4,11,2979
506041136,1365,108,55,27,3,5,12,1573
506041137,2651,215,116,48,4,4,24,3058
506051138,2072,177,116,43,7,3,13,2443
506051139,1208,133,74,14,4,0,8,1449
506051140,1654,136,62,23,0,0,11,1884
506051141,1355,102,49,17,3,0,5,1522
506061142,1936,188,145,25,6,3,15,2322
506061143,813,65,33,15,0,3,3,937
506061144,429,39,16,5,0,0,4,497
506071145,1106,76,23,14,0,0,0,1216
506071146,1172,77,18,16,0,0,3,1287
506071147,1628,80,24,6,0,0,5,1739
507011148,2611,136,129,30,3,0,4,2908
507011150,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0
507011152,1148,63,37,13,0,0,0,1260
507011153,777,61,26,10,0,0,3,879
507011154,800,80,39,4,0,0,3,926
507011155,0,0,0,0,0,0,0,0
507011158,259,16,4,0,0,0,0,278
507011159,1158,97,34,19,0,0,4,1318
507011160,989,73,35,10,0,0,7,1116
507011161,1992,121,87,27,3,0,7,2228
507011163,882,73,50,6,0,0,0,1019
507011259,1041,100,42,8,0,0,3,1197
507011260,311,21,8,4,0,0,3,351
507021164,870,65,20,3,0,0,0,949
507021165,1094,98,29,6,3,0,8,1230
507021166,1343,92,52,10,0,0,4,1511
507021167,0,0,0,0,0,0,0,0
507031169,1794,128,87,28,7,0,9,2048
507031170,604,60,56,17,4,0,8,752
507031172,7,0,0,0,0,0,0,8
507031173,0,0,0,0,0,0,0,3
507031174,914,114,76,22,3,0,20,1149
507031261,630,41,26,9,0,0,8,717
507041175,1342,67,27,10,0,0,8,1446
507041176,493,19,4,8,0,0,0,530
507041177,1438,84,35,6,0,0,6,1574
507041178,1753,94,42,6,0,0,5,1902
507041179,974,57,21,9,0,0,3,1068
507041180,1502,86,38,15,3,0,6,1636
507041181,2025,110,49,11,3,0,0,2197
507041182,1259,85,18,18,0,0,3,1378
507041183,417,46,19,3,0,0,3,492
507041184,864,35,17,8,0,0,0,924
507051185,4040,339,305,38,7,4,23,4751
507051186,653,99,53,12,0,0,13,841
507051187,1551,169,121,34,3,0,18,1886
507051188,1007,132,67,18,3,0,11,1234
507051189,0,0,0,0,0,0,0,0
507051190,985,118,60,11,0,0,12,1184
507051191,2705,222,155,15,6,0,12,3115
507051192,1283,149,103,22,4,0,13,1570
507051193,991,125,90,16,0,0,14,1247
509011225,1016,103,61,6,3,0,10,1194
509011226,311,24,20,3,0,0,4,363
509011227,481,34,23,7,0,0,3,550
509011228,466,39,30,0,0,0,8,545
509011229,296,10,3,0,0,0,0,308
509011230,350,31,26,11,0,0,5,425
509011231,390,21,14,3,0,0,4,433
509011232,316,21,22,3,0,0,7,373
509011233,989,91,79,16,0,0,10,1185
509011234,395,39,21,8,0,0,8,477
509011235,0,0,0,0,0,0,0,0
509021236,598,43,42,10,0,0,3,696
509021237,314,28,25,3,0,0,11,381
509021238,356,20,20,7,0,0,3,412
509021239,672,48,26,11,0,0,9,768
509021240,415,37,25,8,0,0,5,492
509021241,459,29,30,9,0,0,7,533
509021242,258,15,13,0,0,0,0,294
509021243,845,65,53,23,3,0,21,1010
509021244,326,26,22,3,0,3,15,392
509021245,367,27,24,8,0,0,14,445
509031246,282,19,20,3,0,0,6,328
