SA2_MAINCODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
103041078,305,2121,2910,868,379,6581,211,6792
103041079,91,798,1579,754,539,3760,153,3916
104011080,640,2952,2298,649,300,6837,302,7143
104011081,132,1607,2205,891,483,5316,261,5577
104011082,349,2890,2324,630,230,6416,306,6727
104021083,68,833,844,222,85,2063,92,2154
104021084,573,2751,2195,608,264,6384,303,6681
104021085,414,1643,1229,312,122,3724,167,3890
104021086,13,276,559,217,149,1216,48,1272
104021087,56,486,449,174,72,1245,53,1302
104021088,41,882,1428,441,192,2987,72,3056
104021089,387,2839,2688,774,388,7078,291,7369
104021090,104,725,664,202,114,1806,94,1899
104021091,210,1695,1647,481,267,4299,242,4543
105011092,204,461,330,111,77,1174,105,1280
105011093,108,530,613,219,95,1565,85,1646
105011094,131,470,443,198,98,1341,88,1428
105011095,133,600,629,231,129,1720,108,1828
105011096,317,837,638,269,159,2225,174,2399
105021097,690,2936,2260,630,255,6770,416,7184
105021098,106,253,180,93,106,741,71,806
105031099,205,999,1030,390,245,2863,167,3031
105031100,217,1149,1303,467,243,3366,163,3527
105031101,449,2378,2259,693,261,6046,241,6283
105031102,185,1056,1178,330,162,2913,150,3063
105031103,14,286,754,413,294,1759,66,1824
105031104,111,511,535,244,156,1550,83,1633
105031105,139,712,789,364,191,2208,137,2346
105031106,253,1026,938,394,199,2809,143,2954
106011107,80,803,1502,581,332,3296,148,3437
106011108,524,2877,2651,862,433,7350,371,7717
106011109,50,636,1013,440,341,2471,91,2562
106011110,87,879,1285,529,357,3144,108,3257
106011111,358,2117,2227,854,491,6054,276,6329
106011112,266,1777,2215,785,389,5436,160,5596
106011113,18,274,620,322,238,1469,51,1527
106021114,165,738,904,286,137,2236,89,2329
106021115,604,3486,3967,1184,595,9835,286,10125
106021116,70,637,1128,428,255,2510,50,2560
106021117,413,2521,3058,1042,542,7578,344,7926
106021118,62,782,1542,552,338,3271,46,3321
106031119,64,721,716,275,157,1932,85,2020
106031120,105,988,965,295,134,2487,117,2596
106031121,387,3374,3067,770,305,7903,342,8241
106031122,330,1934,1637,576,277,4753,316,5063
106031123,15,235,696,376,353,1671,38,1711
106031124,89,930,796,177,93,2091,97,2192
106031125,94,1111,1827,747,510,4294,172,4468
106041126,339,1544,1662,456,220,4224,169,4395
106041127,43,365,513,226,141,1284,85,1368
106041128,154,743,798,280,112,2080,102,2189
106041129,105,867,1121,477,254,2823,152,2977
107011131,548,2962,3072,1058,573,8210,341,8554
107011132,42,679,1215,463,237,2636,52,2685
107011133,0,0,0,0,0,0,0,0
107011134,312,1468,2036,756,428,5005,178,5181
107011545,549,1704,1489,583,289,4613,272,4884
107011546,652,1434,894,300,163,3435,224,3660
107011547,196,780,469,178,104,1719,101,1820
107021135,0,0,0,0,0,5,0,5
107031136,128,1144,1889,764,536,4461,95,4562
107031137,121,833,855,308,218,2325,95,2424
107031138,186,1128,1150,317,158,2945,84,3027
107031139,54,520,930,324,156,1977,43,2018
107031140,75,732,1116,388,245,2555,85,2639
107031141,138,1424,2402,829,501,5290,152,5450
107031142,173,1164,1301,474,320,3431,130,3563
107031143,709,2924,2421,806,404,7271,379,7649
107041144,782,2866,2604,853,420,7532,288,7822
107041145,711,2359,1925,594,288,5878,236,6117
107041146,458,2436,2804,865,475,7036,219,7255
107041147,53,717,1239,415,268,2695,63,2756
107041148,171,1288,1658,439,233,3793,94,3889
107041150,516,2325,2755,821,408,6827,215,7042
107041548,909,2792,1553,334,140,5736,337,6073
107041549,846,2516,1804,596,223,5981,232,6219
108011151,44,536,682,276,164,1707,79,1787
108011152,433,2778,1881,479,132,5698,313,6014
108011153,67,806,898,319,141,2230,110,2338
108011154,249,1424,714,170,61,2610,173,2784
108021155,436,1755,1668,558,290,4707,304,5015
108021156,119,1152,1229,505,277,3285,163,3448
108021157,127,736,646,179,78,1768,82,1851
108021158,275,1468,784,176,76,2775,189,2968
108021159,80,989,1120,376,197,2764,104,2864
108021160,105,968,763,212,59,2104,95,2200
108031161,22,81,24,0,3,126,8,132
108041162,327,2692,2433,726,324,6502,311,6814
108041163,622,4430,4185,1024,408,10666,411,11078
108041164,687,3219,2168,534,235,6839,344,7181
108041165,35,461,710,339,200,1745,84,1825
108041166,175,1276,1481,563,298,3794,166,3957
108051167,105,746,752,229,102,1936,92,2029
108051168,122,1489,1687,485,209,3987,170,4160
108051169,767,3209,2512,777,349,7621,410,8027
108051170,105,1640,1885,634,345,4610,200,4810
108051171,142,768,672,260,123,1966,89,2059
109011172,208,1710,2313,651,290,5178,127,5304
109011173,318,1389,1316,373,167,3560,160,3722
109011174,430,1732,1335,371,143,4009,153,4161
109011175,107,1064,1554,719,462,3900,164,4064
109011176,574,2457,1857,527,199,5615,272,5886
109021177,66,352,380,137,86,1024,80,1105
109021178,147,608,852,272,153,2034,113,2147
109021179,91,316,467,205,118,1193,59,1254
109031180,130,865,776,228,99,2105,126,2232
109031181,95,852,975,342,182,2447,140,2586
109031182,208,1030,1053,307,132,2737,167,2906
109031183,104,689,947,402,284,2422,133,2561
109031184,100,771,907,225,95,2099,103,2204
109031185,176,1337,1285,456,245,3499,217,3718
110011186,683,3232,2704,758,411,7785,298,8089
110011187,62,452,610,295,146,1563,64,1628
110011188,83,637,870,331,227,2151,112,2263
110011189,48,342,454,211,125,1178,59,1239
110021190,262,1289,1092,409,215,3262,169,3427
110021191,340,1672,1509,485,244,4248,226,4470
110021192,97,477,663,281,197,1726,93,1814
110021193,100,667,759,383,216,2125,117,2239
110021194,148,1000,896,302,204,2551,136,2682
110031195,289,1002,959,310,125,2680,244,2930
110031196,91,461,646,278,217,1694,85,1780
110031197,167,816,930,330,191,2434,128,2560
110031198,79,430,571,292,194,1566,81,1644
110041199,211,1210,1237,415,192,3263,187,3452
110041200,34,405,533,273,188,1427,70,1496
110041201,178,988,974,410,236,2789,122,2916
110041202,544,2676,2836,813,395,7258,380,7638
110041203,361,2128,2059,536,234,5315,280,5594
110041204,201,676,595,157,66,1701,102,1798
110041205,205,1726,2524,1166,744,6362,298,6656
111011206,496,2156,2576,801,443,6471,202,6670
111011207,195,918,758,237,124,2230,117,2351
111011208,594,3106,3584,1045,463,8795,262,9057
111011209,461,2744,3466,1091,554,8313,209,8517
111011210,407,1271,1016,329,157,3172,173,3348
111011211,78,471,479,163,92,1291,53,1343
111011212,311,1520,1627,542,267,4274,204,4473
111011213,82,1091,1905,702,371,4154,83,4239
111011214,281,1744,1996,653,333,5006,136,5143
111021215,198,1147,1046,391,215,2991,110,3096
111021216,87,1100,1280,426,230,3126,102,3226
111021217,190,1243,2096,678,364,4572,142,4712
111021218,315,1924,1670,760,487,5157,245,5406
111021219,317,1787,1819,607,321,4853,226,5078
111021220,84,1061,1410,496,226,3280,103,3383
111021221,55,589,877,404,251,2179,63,2241
111031222,405,2009,2379,670,277,5739,147,5888
111031223,196,1269,1030,345,200,3043,112,3151
111031224,720,1836,1536,405,173,4672,215,4889
111031225,501,2490,2399,666,256,6314,184,6500
111031226,74,1058,2024,716,374,4248,101,4348
111031227,731,2386,1968,489,215,5794,187,5985
111031228,387,1786,2098,651,252,5178,144,5321
111031229,607,2185,1453,300,106,4650,178,4827
111031230,0,0,3,0,0,5,0,10
111031231,467,1517,1062,348,172,3573,154,3725
111031232,212,1144,1041,264,104,2760,139,2900
111031233,604,2826,2714,788,375,7302,265,7574
111031234,471,1832,1589,426,186,4501,199,4696
111031235,350,1450,1153,245,86,3284,122,3407
112011236,660,3286,2320,522,183,6964,356,7318
112011237,180,1884,2591,789,441,5886,206,6084
112011238,21,561,853,262,158,1857,82,1933
112011239,126,1255,1280,331,123,3124,137,3259
112011240,177,1227,1131,363,165,3060,167,3229
112011241,137,814,734,216,94,1990,107,2094
112011242,55,880,1247,383,154,2712,73,2784
112011243,87,1047,1119,313,161,2730,149,2881
112021244,383,1818,1581,427,206,4415,235,4645
112021245,66,705,984,373,222,2348,99,2445
112021246,310,1960,1756,546,217,4788,163,4955
112021247,141,1119,1001,309,163,2737,144,2882
112021248,615,2513,1799,492,222,5639,281,5916
112021249,133,1564,2182,886,463,5227,199,5423
112031250,236,1945,1851,490,203,4724,213,4939
112031251,257,1363,1122,314,137,3194,164,3357
112031252,67,944,1402,506,330,3245,147,3392
112031253,132,1659,2015,494,243,4544,196,4738
112031254,699,3478,2347,706,340,7581,407,7985
112031550,322,2403,2210,652,284,5876,223,6098
112031551,9,201,474,193,124,1001,25,1022
112031552,373,1795,862,220,87,3341,210,3554
113011256,447,2140,2401,742,389,6123,307,6436
113011257,134,1059,1592,792,521,4092,214,4309
113011258,185,1082,1326,458,267,3325,181,3501
113011259,132,741,763,288,175,2094,134,2224
113021260,44,378,501,182,85,1193,71,1264
113021261,154,871,845,262,131,2268,98,2373
113021262,68,500,655,298,169,1687,77,1768
113031263,220,1161,987,312,199,2877,145,3024
113031264,63,406,506,194,93,1270,74,1342
113031265,98,579,669,282,165,1792,118,1906
113031266,170,852,893,345,198,2453,123,2576
113031267,234,1983,2486,755,380,5846,182,6029
113031268,28,340,597,210,121,1289,40,1335
113031269,482,2687,2993,898,395,7454,301,7754
113031270,532,2089,1331,403,156,4500,205,4712
113031271,121,1214,1934,843,611,4721,246,4971
114011272,133,1304,1250,403,226,3319,166,3482
114011273,39,528,524,147,82,1317,53,1366
114011274,104,784,738,199,81,1898,117,2018
114011275,0,5,10,3,0,18,0,18
114011276,81,716,656,169,81,1700,76,1783
114011277,308,2132,2155,735,355,5678,225,5903
114011278,555,2620,2252,742,399,6568,338,6904
114011279,199,2312,1868,532,267,5175,279,5457
114011280,115,842,603,138,85,1793,107,1897
114011281,11,239,494,215,158,1119,32,1151
114011282,301,2568,2211,550,244,5874,282,6154
114011283,32,707,808,261,108,1919,66,1991
114021284,190,1930,1903,565,264,4859,173,5028
114021285,35,449,776,365,276,1898,65,1961
114021286,165,1176,1253,382,221,3202,137,3330
114021287,193,1312,1308,478,226,3519,135,3647
114021288,16,311,550,216,132,1219,38,1255
114021289,41,787,997,365,256,2441,95,2537
115011290,297,2614,3334,872,402,7522,139,7657
115011291,83,1216,2785,1124,663,5875,94,5971
115011294,38,488,817,364,300,2010,35,2049
115011296,52,669,1755,794,493,3757,64,3825
115011553,84,899,1100,284,174,2537,52,2586
115011554,260,549,589,229,135,1764,66,1833
115011555,108,866,1704,635,366,3675,78,3751
115011556,75,866,1367,434,233,2975,66,3040
115011557,22,303,714,283,161,1481,26,1504
115011558,143,1525,2708,925,422,5723,76,5797
115011559,84,1310,3326,1221,662,6609,93,6701
115021297,127,1127,2204,1232,1363,6061,166,6223
115021298,44,352,576,311,318,1604,42,1643
115031299,13,243,338,141,120,857,35,889
115031300,89,1136,2684,1364,1315,6586,171,6760
115041301,67,542,1233,657,616,3117,119,3237
115041302,67,1188,3103,1158,721,6228,109,6345
116011303,582,2464,1641,446,217,5356,230,5586
116011304,545,2029,1884,685,338,5488,257,5742
116011306,525,2154,2422,868,438,6413,258,6665
116011307,729,2554,3162,1087,545,8073,305,8376
116011308,556,2531,2830,948,464,7327,251,7576
116011560,281,1439,1373,462,213,3771,134,3903
116011561,429,1737,1724,574,263,4722,209,4931
116021309,84,964,2161,750,370,4332,77,4411
116021310,147,2165,4644,1354,518,8820,170,8983
116021312,206,1512,2205,749,485,5149,216,5365
116021562,11,296,513,168,94,1092,20,1109
116021563,195,2069,3096,908,487,6748,157,6906
116031313,736,2135,1495,555,221,5140,322,5464
116031314,72,708,1042,329,164,2315,59,2375
116031315,182,1471,2304,952,502,5414,160,5575
116031316,724,2327,2077,548,235,5907,356,6258
116031317,861,2829,1895,585,288,6456,336,6790
116031318,0,0,0,0,0,3,0,5
116031319,299,1724,2252,942,497,5708,181,5892
117011320,0,0,0,0,0,4,0,4
117011321,283,1336,1415,346,149,3526,127,3652
117011322,1591,3919,2206,497,176,8388,337,8727
117011323,633,1745,1063,285,129,3852,190,4039
117011324,0,0,0,0,0,3,0,4
117011325,0,0,0,0,0,0,0,0
117021326,1831,4796,2103,462,187,9384,352,9734
117021327,1594,3803,1749,326,110,7579,280,7861
117021328,437,1395,717,142,49,2740,112,2855
117031329,2227,2068,475,43,22,4834,203,5039
117031330,1433,3961,1265,142,26,6828,195,7026
117031331,2560,3937,1263,179,70,8005,415,8422
117031332,3592,4466,1266,173,77,9576,317,9888
117031333,4683,3791,701,70,51,9294,346,9642
117031334,3107,3690,910,96,43,7851,372,8218
117031335,4241,3610,845,140,55,8895,487,9378
117031336,3423,2888,528,59,36,6930,264,7194
117031337,4795,3079,631,55,37,8605,508,9111
117031338,3981,6678,2196,307,108,13267,616,13889
118011339,1249,3205,1831,336,110,6733,288,7022
118011340,1669,3627,1916,347,98,7654,322,7979
118011341,1419,3041,1248,192,66,5958,236,6196
118011342,0,0,0,0,0,0,0,0
118011343,1370,4386,2911,646,268,9572,324,9891
118011344,337,1526,1479,370,154,3867,109,3973
118011345,1321,3202,1325,220,78,6137,195,6331
118011346,287,1395,1534,445,242,3911,118,4032
118011347,402,1477,840,128,41,2886,147,3035
118021348,1539,4445,2775,579,192,9529,355,9879
118021350,890,2499,2611,791,427,7213,407,7616
118021564,1186,1981,982,205,85,4439,148,4592
118021565,1625,2093,1126,267,116,5229,222,5453
118021566,401,1366,1111,327,145,3350,104,3455
118021567,704,1770,1190,240,101,4009,260,4265
118021568,605,1620,995,206,83,3503,124,3633
118021569,1087,3411,1658,260,85,6498,218,6720
118021570,1025,2281,1064,200,48,4625,129,4762
119011354,573,2030,2225,889,508,6219,291,6513
119011355,7,88,102,36,11,249,3,249
119011356,213,939,1133,487,261,3039,122,3161
119011357,674,2161,2497,954,626,6913,304,7213
119011358,478,1975,1959,662,331,5413,169,5578
119011359,572,2528,3325,1206,635,8263,244,8506
119011360,509,1814,1831,658,298,5104,164,5267
119011361,628,2041,2019,698,384,5773,272,6050
119011571,699,2275,1391,353,171,4892,200,5087
119011572,615,1775,1312,403,212,4315,211,4531
119021362,855,2418,1932,615,308,6119,220,6341
119021363,1645,4495,2481,663,294,9572,418,9987
119021364,674,2624,2732,926,489,7445,274,7721
119021366,611,2144,1772,696,407,5616,269,5883
119021367,331,1504,1525,513,263,4129,166,4294
119021573,708,2442,1053,280,166,4648,254,4909
119021574,377,1531,750,193,97,2944,162,3112
119031368,1392,3218,1777,483,245,7116,297,7417
119031369,960,3753,2570,634,312,8231,220,8454
119031370,595,1768,1486,415,184,4456,159,4615
119031371,241,1498,1537,525,251,4056,99,4157
119031372,395,1701,2411,857,448,5811,167,5977
119031373,877,1691,932,244,129,3871,225,4095
119031374,882,2840,2500,822,473,7516,189,7706
119041375,1325,3313,1737,473,207,7061,299,7356
119041376,961,3528,2581,764,357,8188,261,8454
119041377,443,1649,1409,426,205,4129,117,4250
119041378,658,1974,903,177,77,3784,131,3919
119041379,569,2397,1717,433,230,5349,161,5506
119041380,608,2341,1572,429,213,5168,195,5358
119041381,1122,3016,1502,395,182,6218,272,6495
119041382,555,2452,2162,551,295,6012,235,6251
120011383,494,2688,3087,798,410,7469,163,7636
120011384,1234,4570,2212,481,208,8701,237,8942
120011385,600,2914,2370,567,254,6708,180,6888
120011386,692,3256,2771,593,258,7571,214,7782
120021387,861,3157,1717,253,80,6078,155,6231
120021388,1367,4776,2839,458,152,9586,274,9862
120021389,622,2717,1565,269,92,5267,156,5420
120031390,1897,4227,1718,335,148,8317,435,8755
120031391,1887,3404,1828,434,219,7763,317,8085
120031392,435,1619,1125,288,132,3590,97,3687
120031393,646,2343,1896,576,290,5753,184,5934
120031394,1120,3372,1589,268,107,6452,209,6658
120031395,746,2230,1362,346,141,4826,137,4963
120031396,760,2625,1212,257,103,4961,199,5159
120031575,1422,2873,1947,749,403,7386,400,7791
120031576,93,437,431,113,67,1134,24,1160
121011398,2180,5237,2193,401,112,10127,272,10392
121011399,836,3814,2317,454,157,7578,197,7774
121011400,744,4102,3455,817,328,9452,209,9657
121011401,939,2215,908,157,59,4279,88,4367
121011402,455,3013,3499,888,354,8210,199,8412
121021403,185,1809,2499,803,439,5740,107,5846
121021404,122,1121,1669,553,283,3742,82,3820
121021406,255,1981,2583,691,318,5823,124,5945
121021577,811,2633,853,129,62,4486,118,4605
121021578,348,1529,1222,326,144,3576,81,3658
121021579,441,1920,853,146,66,3428,93,3516
121031407,319,2600,2803,802,346,6866,122,6992
121031408,450,2590,3201,863,329,7435,148,7588
121031409,149,1336,2461,749,314,5007,94,5103
121031410,131,2010,3126,980,450,6697,115,6815
121031411,312,2145,2735,805,309,6313,149,6454
121031412,166,1629,2543,792,395,5521,95,5622
121041413,857,4363,2272,373,145,8005,177,8185
121041414,1229,4604,1665,241,88,7824,156,7988
121041415,1111,5043,3476,824,327,10774,252,11022
121041416,1689,4297,1647,239,93,7967,196,8167
121041417,1120,2562,810,124,39,4656,135,4791
122011418,315,2440,2787,772,301,6613,128,6738
122011419,1347,4315,2322,430,139,8558,260,8822
122021420,105,1177,1908,614,311,4112,121,4232
122021421,207,909,1440,573,385,3517,108,3622
122021422,120,1240,2066,683,351,4453,171,4623
122021423,303,2398,3530,1080,540,7851,230,8084
122031424,316,1223,1705,618,368,4222,157,4378
122031425,157,693,1016,371,191,2425,55,2479
122031426,963,4566,2866,636,289,9317,305,9621
122031427,194,1183,1889,519,260,4043,96,4140
122031428,207,1956,3644,1225,647,7677,215,7889
122031429,509,3211,2803,623,285,7435,227,7662
122031430,377,2129,2160,578,262,5498,153,5654
122031431,627,3220,3411,924,474,8663,260,8925
122031432,12,189,458,204,176,1042,23,1062
123011433,219,1112,1666,723,527,4246,107,4356
123011434,125,1337,2895,1182,694,6236,150,6389
123011435,122,1997,4193,1467,807,8587,173,8756
123021436,487,2141,2125,779,361,5893,226,6114
123021437,667,2535,1893,651,321,6071,226,6294
123021438,314,1766,2369,920,558,5920,175,6097
123021439,0,0,0,0,0,0,0,0
123021440,491,2382,2168,718,428,6190,210,6398
123021441,388,1947,1967,710,379,5392,218,5607
123021442,676,3020,2389,657,344,7085,276,7358
123021443,403,2066,2228,752,445,5895,199,6092
123021444,393,2031,2239,881,589,6128,229,6359
123031445,50,428,645,332,332,1780,78,1857
123031446,53,464,1181,613,515,2818,72,2893
123031447,193,1398,2050,948,698,5289,189,5483
123031448,35,404,957,590,593,2577,93,2671
124011449,197,1094,758,180,59,2295,65,2358
124011450,220,1912,2725,905,576,6337,149,6481
124011451,0,3,3,0,0,6,0,6
124011452,706,2642,1385,357,153,5249,208,5460
124011453,226,1573,1556,499,241,4087,95,4185
124011454,365,2362,3121,1037,615,7498,168,7662
124011455,128,1039,847,242,89,2342,65,2410
124021456,0,3,0,0,0,3,0,3
124031457,218,1621,2079,781,370,5074,148,5225
124031458,206,1857,3127,1105,777,7068,182,7256
124031459,202,1387,2015,663,393,4657,122,4779
124031460,109,1473,2883,1136,704,6312,138,6448
124031461,401,2183,2332,699,381,5988,183,6167
124031462,670,2734,2133,621,333,6497,234,6735
124031463,37,462,1115,550,502,2665,83,2750
124031464,875,2305,1326,362,170,5038,327,5363
124031465,43,269,597,331,296,1530,49,1578
124041466,348,1878,1706,572,339,4846,156,4999
124041467,315,1719,1955,715,496,5197,151,5349
124041468,31,247,526,356,485,1646,65,1709
124051469,26,372,768,400,296,1864,42,1904
124051470,152,1450,2501,1061,709,5873,169,6040
124051580,251,1259,1357,469,233,3569,174,3742
124051581,681,2361,1526,464,227,5262,302,5558
125011473,319,3125,2269,344,111,6163,142,6301
125011475,0,0,0,0,0,0,0,0
125011582,580,1680,1172,413,290,4136,256,4391
125011583,662,1507,573,163,112,3018,193,3216
125011584,202,697,731,314,163,2104,115,2214
125011585,342,984,834,269,119,2554,124,2675
125011586,690,2320,1799,547,244,5600,266,5864
125011587,175,634,481,154,78,1512,71,1582
125021476,406,2787,3754,1126,480,8558,190,8750
125021477,600,2412,2616,785,355,6764,202,6970
125021478,626,2073,2237,633,329,5900,186,6085
125031479,609,1803,1735,655,345,5151,202,5356
125031480,629,1512,1212,497,285,4133,273,4400
125031481,857,2300,1773,523,345,5793,276,6076
125031482,313,2459,3471,1150,653,8045,195,8238
125031483,784,1931,1713,645,420,5491,336,5829
125031484,773,2379,1976,746,400,6271,272,6542
125031485,1059,3464,2626,869,533,8554,386,8944
125031486,0,0,0,0,0,3,0,3
125031487,0,3,0,0,0,3,0,3
125041489,1175,4038,1922,338,163,7645,256,7897
125041490,51,609,1214,399,184,2449,41,2493
125041491,815,3462,2060,413,169,6917,221,7136
125041492,2477,5130,1560,255,139,9563,432,9993
125041493,594,2865,2512,780,370,7132,238,7370
125041494,110,913,1630,483,255,3387,67,3456
125041588,409,1717,1329,288,144,3886,145,4033
125041589,735,2388,1328,277,122,4845,210,5059
126011495,631,3669,3247,847,333,8726,206,8930
126011496,266,2169,2850,824,360,6465,142,6605
126021497,843,3119,2825,747,383,7916,222,8134
126021498,536,2123,1915,454,261,5290,143,5432
126021499,209,906,1329,393,245,3085,81,3167
126021500,1289,3953,1943,365,130,7682,230,7907
126021501,306,1317,1548,478,230,3886,94,3976
126021503,1008,3621,1956,436,178,7200,198,7395
126021590,44,326,557,222,127,1283,32,1317
126021591,1120,4290,3022,826,387,9644,258,9906
127011504,838,1744,1330,553,275,4735,356,5099
127011505,65,474,706,474,578,2300,139,2438
127011506,91,1029,2424,868,680,5092,179,5273
127011592,0,6,6,3,3,22,0,20
127011593,32,307,694,429,316,1774,35,1810
127011594,156,804,1272,616,376,3224,109,3338
127011595,82,691,1360,629,394,3159,106,3265
127011596,76,623,1455,553,288,2998,107,3108
127011597,52,669,1882,777,473,3844,109,3955
127021509,249,1198,1511,814,450,4226,139,4367
127021510,233,1256,1944,1055,700,5182,162,5346
127021511,1266,2935,1824,643,298,6970,350,7318
127021512,449,1514,1539,733,384,4622,218,4840
127021513,711,2056,1815,737,345,5657,242,5903
127021514,103,645,1000,521,360,2633,66,2696
127021515,1034,2327,1291,434,198,5281,297,5577
127021516,470,1809,1763,718,381,5147,223,5371
127021517,116,631,888,394,229,2266,54,2319
127021518,25,160,346,237,351,1125,41,1162
127021519,511,1741,1783,799,434,5267,225,5489
127021520,143,845,1124,521,301,2933,79,3014
127021521,0,4,0,3,0,3,0,6
127031522,302,1253,1728,745,371,4397,169,4575
127031523,200,1501,2569,878,510,5664,168,5831
127031524,187,1645,2781,920,448,5978,120,6100
127031598,1446,3754,2021,533,241,7991,432,8419
127031599,518,1249,1024,359,203,3344,221,3563
127031600,113,981,2075,848,447,4463,120,4586
127031601,450,1003,418,67,31,1977,129,2104
128011529,303,1798,2504,766,506,5872,134,6003
128011530,606,2468,2322,670,341,6409,203,6615
128011531,314,1678,2244,717,444,5398,174,5570
128011602,513,2002,1581,349,151,4588,155,4747
128011603,142,1022,1770,608,383,3918,108,4024
128011604,716,3826,3402,831,469,9235,290,9527
128011605,15,165,438,209,123,952,19,967
128011606,116,665,1097,377,259,2509,70,2583
128021533,126,632,879,309,199,2138,61,2203
128021534,32,458,1380,655,569,3096,61,3158
128021535,147,1369,2933,1188,838,6477,112,6586
128021536,301,1977,3093,911,517,6788,164,6957
128021537,0,0,3,0,0,7,0,7
128021538,708,3545,2731,630,268,7888,247,8135
128021607,212,1643,2517,781,382,5540,108,5645
128021608,61,592,1073,364,221,2314,48,2365
128021609,12,147,461,246,192,1066,20,1087
197979799,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0
201011001,74,1118,1803,521,271,3790,103,3886
201011002,360,1905,1667,421,160,4504,145,4654
201011003,597,3301,3293,980,487,8666,326,8992
201011004,863,3984,3213,932,425,9415,449,9868
201011005,58,503,1038,371,237,2206,72,2281
201011006,86,700,1008,372,220,2383,89,2472
201011007,10,173,491,300,236,1209,37,1246
201011008,516,2160,1922,543,259,5395,271,5667
