SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
114021287,3,30,275,1438,1101,197,60,64,3172,0,41,150,63,7,0,0,5,273,0,0,12,17,6,0,0,0,31,0,41,158,82,12,0,0,6,306,0,18,47,11,3,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,11,3,0,0,0,85,0,10,30,3,6,0,0,6,54,0,4,4,10,3,3,3,9,31,0,107,528,1536,1120,201,64,89,3647
114021288,3,27,111,476,466,110,31,19,1239,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,3,14,3,27,116,482,471,110,31,18,1255
114021289,9,58,287,935,860,212,57,41,2462,0,0,10,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,17,0,5,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,0,0,17,0,3,4,6,0,0,0,6,25,0,0,0,3,3,0,3,0,13,15,70,309,960,864,215,59,54,2537
115011290,9,23,129,2328,2145,560,104,80,5384,0,3,104,111,6,0,0,3,235,0,14,270,795,66,0,0,13,1156,0,22,377,905,72,0,0,13,1391,0,17,185,56,4,0,0,12,273,0,0,215,127,0,0,0,0,345,3,24,155,69,0,0,0,3,250,0,0,0,0,0,0,0,4,3,3,43,549,251,3,0,0,19,870,0,0,0,0,3,0,0,0,4,0,0,3,3,0,0,0,3,12,11,87,1056,3489,2224,563,104,115,7657
115011291,0,11,42,890,2899,997,186,46,5083,0,7,83,51,6,0,0,3,148,0,0,18,268,254,20,0,5,571,0,5,100,318,256,20,6,12,715,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,14,0,72,37,24,11,0,0,3,143,0,0,0,0,0,0,0,0,0,0,70,41,32,10,0,0,3,162,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,4,14,3,103,188,1239,3172,1022,190,61,5971
115011294,0,3,46,192,888,350,92,27,1589,0,0,141,87,0,0,0,5,236,0,0,4,80,35,3,0,3,126,0,0,147,174,35,3,0,11,361,0,9,42,35,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,9,47,37,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,229,404,920,353,92,36,2049
115011296,0,17,22,410,1883,934,196,37,3502,0,9,11,7,3,0,0,3,42,0,22,14,125,68,3,0,4,236,0,35,27,126,68,3,0,7,274,0,0,4,22,0,0,0,0,29,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,41,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,3,46,65,561,1956,945,196,45,3825
115011553,0,8,43,494,800,213,34,20,1614,0,0,3,19,0,0,0,3,27,3,0,71,220,15,3,0,3,320,3,3,75,243,19,3,0,8,347,0,0,38,38,0,0,0,0,78,0,15,207,76,0,0,0,12,309,0,40,129,56,0,0,0,6,232,0,0,0,0,0,0,0,0,3,0,58,374,165,0,0,0,18,619,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,66,494,902,828,213,33,45,2586
115011554,0,3,27,74,730,230,26,8,1099,3,75,85,48,3,0,0,11,224,0,0,20,70,10,3,0,3,110,3,75,106,114,15,3,0,17,331,3,101,54,0,0,0,0,13,173,5,97,41,0,0,0,0,21,161,0,13,32,7,0,0,0,3,56,0,0,0,0,0,0,0,0,0,13,209,127,13,0,0,0,29,393,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,17,287,263,210,740,234,26,53,1833
115011555,0,10,34,426,1841,630,134,42,3119,0,16,65,34,7,0,0,4,124,0,7,79,162,54,0,0,10,316,0,26,141,201,58,0,0,13,441,0,6,10,83,3,0,0,0,101,0,3,6,16,0,0,0,0,24,0,0,18,29,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,5,33,124,8,0,0,3,174,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,44,217,753,1907,628,131,60,3751
115011556,0,12,75,653,1127,373,80,30,2350,0,0,13,27,0,0,0,0,37,0,0,28,172,9,0,0,4,222,0,0,39,198,11,0,0,4,260,0,0,0,3,0,0,0,0,4,0,7,114,38,0,0,0,0,161,0,18,178,62,0,0,0,3,259,0,0,0,0,0,0,0,0,0,0,30,292,99,0,0,0,8,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,41,408,949,1139,383,80,45,3040
115011557,0,3,10,80,788,375,42,10,1305,0,0,0,5,0,0,0,0,10,0,0,4,109,61,0,0,3,176,0,0,3,114,63,0,0,3,183,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,197,854,375,42,14,1504
115011558,0,17,40,637,3112,715,111,54,4677,0,22,47,79,6,3,0,0,161,0,3,39,606,97,7,0,0,761,0,22,92,684,108,9,0,3,921,0,34,127,3,0,0,0,13,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,34,132,3,0,0,0,13,185,0,0,0,3,0,0,0,0,6,0,0,3,3,9,0,0,0,9,0,74,266,1335,3224,722,110,67,5797
115011559,0,13,35,686,4032,1010,180,66,6019,0,0,10,8,4,0,0,0,20,0,0,21,415,91,3,0,3,534,0,0,31,421,92,3,0,3,553,0,0,0,26,6,0,0,0,34,0,0,0,0,0,0,0,0,3,0,11,41,19,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,11,48,41,8,0,0,0,104,0,0,0,0,0,0,0,0,0,0,4,3,3,14,8,0,0,23,0,26,112,1147,4143,1020,181,72,6701
115021297,9,72,284,1184,2466,1066,484,93,5660,0,8,57,21,4,3,0,0,100,0,0,3,143,19,0,0,0,170,0,8,57,166,29,3,0,0,262,0,7,93,0,3,0,0,9,113,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,16,100,4,4,0,0,5,135,5,32,41,19,12,3,0,13,122,0,0,4,11,12,3,3,6,41,17,128,496,1382,2519,1076,489,115,6223
115021298,3,28,114,396,585,227,108,23,1490,0,6,19,3,0,0,0,0,31,0,5,12,14,3,0,0,0,38,0,8,34,21,3,0,0,3,61,0,0,18,26,0,0,0,0,46,0,11,11,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,29,26,3,0,0,0,68,0,0,0,3,3,0,0,0,9,0,3,3,4,3,0,0,4,15,5,45,182,451,596,227,108,29,1643
115031299,11,63,159,300,210,57,23,17,845,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,12,0,5,3,5,5,0,0,3,26,7,73,176,309,221,61,23,23,889
115031300,12,85,473,2380,2455,795,278,108,6594,0,6,0,7,4,0,0,0,21,0,0,0,4,0,0,0,0,3,0,6,0,11,4,0,3,0,23,0,3,14,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,6,0,0,0,0,25,13,26,9,4,3,3,0,7,63,0,8,8,9,11,3,0,8,55,26,132,502,2409,2475,801,282,129,6760
115041301,0,25,134,927,1339,371,116,53,2970,0,57,10,3,0,0,0,16,87,0,0,0,26,4,0,0,0,38,0,57,12,30,6,3,3,12,124,0,3,16,22,9,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,22,9,3,0,0,55,4,16,17,6,5,0,0,7,60,0,4,3,6,3,3,0,10,28,7,111,178,991,1367,382,119,82,3237
115041302,3,16,50,526,3658,838,144,79,5313,0,0,9,9,5,0,0,0,20,0,7,3,86,601,165,18,7,889,0,7,6,94,604,168,18,7,912,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,46,9,0,0,0,3,83,0,0,0,0,0,0,0,0,0,0,31,46,7,0,0,0,3,89,0,0,0,0,0,0,0,0,0,0,4,3,0,9,3,0,3,27,3,51,109,640,4274,1015,159,88,6345
116011303,3,56,307,1656,817,190,49,80,3160,4,15,66,21,6,0,0,7,122,0,13,140,206,27,0,0,10,402,5,33,206,230,31,0,0,12,523,0,43,21,10,0,0,0,14,92,5,3,82,0,0,0,0,4,98,8,62,1479,71,8,0,0,56,1684,0,4,0,3,0,0,0,3,10,11,109,1583,83,12,0,0,79,1879,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,16,26,211,2107,1974,858,190,46,184,5586
116011304,5,47,452,2753,1071,210,54,147,4733,15,28,57,241,85,9,0,30,454,0,0,58,135,116,23,0,5,345,18,29,111,374,200,29,0,41,799,0,90,51,13,0,0,0,8,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,51,13,0,0,0,12,171,0,3,8,3,0,0,0,0,10,0,11,4,8,3,0,0,4,24,26,182,623,3153,1273,237,55,197,5742
116011306,8,46,258,2496,2350,453,94,153,5854,0,40,38,51,6,0,0,9,141,3,43,38,424,55,3,0,13,581,6,84,70,474,60,6,0,17,723,0,33,21,9,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,33,22,9,3,0,0,3,64,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,4,20,8,163,355,2982,2410,467,96,183,6665
116011307,6,63,687,3784,2324,515,99,180,7658,3,45,35,19,3,0,0,16,128,0,19,73,111,55,4,0,8,265,3,61,104,130,58,6,0,22,393,80,103,26,4,3,0,0,10,226,0,0,3,3,0,0,0,0,9,0,7,8,3,0,0,0,0,21,0,3,0,0,0,0,0,0,5,80,119,38,10,6,0,0,10,265,0,9,22,9,3,0,0,0,37,0,7,4,3,0,0,0,3,22,88,259,859,3937,2393,527,99,218,8376
116011308,9,74,330,3253,1650,390,100,156,5967,0,14,123,111,17,0,0,9,276,3,108,198,587,150,6,3,26,1092,3,124,326,698,166,6,3,36,1365,0,3,16,5,0,0,0,0,20,0,3,85,18,0,0,0,0,114,0,4,52,6,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,6,153,30,0,0,0,3,199,0,3,3,8,0,0,0,0,16,3,5,4,7,4,0,0,8,31,17,213,821,3999,1818,402,104,202,7576
116011560,10,23,168,1474,830,188,42,73,2807,0,17,147,186,7,3,0,7,367,3,25,72,548,24,0,0,22,688,3,35,216,735,34,3,0,34,1054,0,16,8,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,15,8,6,0,0,0,0,34,0,0,3,0,0,0,0,0,4,0,0,3,3,0,0,0,0,4,10,76,395,2217,861,190,42,110,3903
116011561,4,49,322,2025,1107,236,60,102,3904,0,15,40,48,4,0,0,5,118,0,7,105,361,131,7,0,15,626,0,24,136,410,137,7,0,23,745,0,43,47,4,0,0,0,10,107,0,0,0,0,0,0,0,0,0,0,4,122,13,0,0,0,0,142,0,7,4,0,0,0,0,0,12,0,49,177,15,0,0,0,14,253,0,0,0,0,0,0,0,0,0,0,6,6,7,0,3,0,7,23,5,125,642,2460,1242,245,67,148,4931
116021309,3,7,25,596,2955,556,78,46,4279,0,0,0,35,0,0,0,0,42,0,0,0,60,13,4,0,3,84,0,0,3,100,15,3,0,3,123,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,3,11,31,698,2979,563,78,50,4411
116021310,4,34,271,991,4625,1039,156,116,7236,0,3,27,91,257,13,4,4,402,0,9,108,378,435,95,18,14,1064,0,14,138,472,694,113,21,19,1466,0,0,0,5,0,0,0,0,10,0,0,44,8,0,0,0,0,58,0,19,122,44,0,0,0,5,194,0,0,0,0,0,0,0,0,0,0,27,162,62,3,0,0,9,263,0,0,0,0,0,0,0,0,3,0,4,4,4,3,0,0,4,17,4,71,573,1522,5326,1152,183,144,8983
116021312,9,54,266,1617,2051,385,94,97,4567,0,6,21,37,166,14,0,7,233,0,7,5,60,88,33,3,3,208,0,16,26,96,250,48,3,10,441,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,0,0,0,14,3,28,116,52,24,3,0,58,285,3,3,8,13,17,4,0,7,52,8,101,420,1780,2348,438,98,167,5365
116021562,0,0,0,47,161,13,5,11,235,0,0,3,137,224,15,0,0,379,0,0,3,144,246,49,6,0,455,0,0,9,281,474,57,6,3,831,0,0,0,29,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,358,636,74,13,16,1109
116021563,0,17,43,1048,951,166,31,55,2314,0,6,35,1145,1069,119,5,14,2405,0,23,98,631,714,160,33,22,1679,0,31,133,1770,1781,277,38,39,4082,0,0,65,323,53,0,0,3,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,323,53,0,0,3,444,0,0,0,0,0,0,0,0,3,0,4,4,29,0,0,0,18,59,0,51,253,3173,2791,449,75,120,6906
116031313,17,36,112,3152,963,170,27,149,4621,0,0,9,75,0,3,0,3,94,6,58,50,452,18,0,0,29,618,6,61,61,523,26,4,0,37,716,0,55,18,19,0,0,0,6,102,0,8,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,63,29,19,0,0,0,5,115,0,3,0,7,0,0,0,0,8,0,0,0,0,0,0,0,3,6,21,158,203,3698,987,172,29,194,5464
116031314,4,14,35,1518,587,101,11,35,2297,0,11,3,17,0,0,0,0,35,0,0,0,31,4,0,0,0,32,0,11,6,49,3,0,0,3,67,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,24,42,1571,589,101,11,34,2375
116031315,8,29,74,2671,1735,351,98,94,5065,0,9,51,143,10,0,0,7,229,0,0,13,119,124,0,0,3,264,0,9,70,264,133,3,0,15,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,9,0,3,0,0,3,11,15,41,146,2939,1874,352,98,108,5575
116031316,13,39,262,3196,1755,175,30,182,5649,3,28,4,33,10,0,0,4,82,0,50,18,104,80,6,0,8,263,5,78,19,129,89,9,0,10,343,3,79,8,18,0,0,0,9,113,0,19,78,0,0,0,0,7,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,98,87,19,0,0,0,19,222,0,7,7,10,4,0,0,0,29,0,3,0,0,11,0,0,3,18,18,226,380,3357,1856,186,33,207,6258
116031317,9,42,168,2201,1037,253,57,114,3871,3,24,125,444,45,5,0,17,664,6,30,114,483,186,0,0,24,850,11,51,240,930,233,4,0,46,1510,8,53,18,4,0,0,0,10,82,4,8,342,22,0,0,0,19,392,6,45,743,62,3,0,0,24,884,0,0,0,0,0,0,0,0,4,17,101,1101,82,5,0,6,51,1364,0,3,10,11,0,0,0,0,20,0,0,8,8,4,0,0,3,23,35,200,1526,3228,1277,260,62,217,6790
116031318,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
116031319,8,31,115,2369,1795,410,98,111,4941,0,3,28,134,9,3,0,0,187,0,3,80,350,207,0,0,9,647,0,8,106,483,218,6,0,14,833,0,18,20,32,5,0,0,3,74,0,3,6,0,0,0,0,0,9,0,8,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,26,36,35,5,0,0,3,99,0,0,8,11,0,0,0,0,21,0,0,7,0,0,0,0,0,8,8,60,271,2893,2021,417,98,129,5892
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
117011321,4,15,150,558,296,111,31,22,1187,3,8,123,126,19,4,0,7,295,0,15,99,419,112,4,0,16,658,3,23,222,545,126,8,0,22,949,30,84,102,23,0,0,0,8,245,4,40,334,153,5,0,0,14,545,0,170,394,78,0,0,0,8,660,0,0,0,0,0,0,0,0,0,28,295,826,256,7,0,0,28,1457,0,5,13,13,0,3,0,0,35,0,6,5,4,3,5,0,0,22,38,347,1210,1380,437,124,36,78,3652
117011322,5,15,475,1517,641,175,60,54,2944,0,29,155,195,72,9,4,10,475,0,5,10,18,13,8,0,6,59,0,31,165,208,85,13,4,15,536,13,142,775,180,24,3,7,34,1178,18,84,763,135,3,0,0,45,1054,15,671,1788,341,5,3,0,74,2898,0,0,0,0,3,0,0,0,3,47,900,3331,657,33,10,7,152,5126,0,24,32,12,8,0,0,3,78,0,8,14,12,3,0,0,6,49,53,976,4017,2399,772,197,75,234,8727
117011323,3,9,166,616,357,121,44,34,1353,3,24,118,118,17,3,0,7,295,0,82,64,175,51,6,0,12,391,6,109,181,292,63,9,0,19,684,24,65,43,3,0,3,0,16,150,7,113,888,305,0,0,0,32,1351,0,52,284,137,0,0,0,12,483,0,0,0,0,0,0,0,0,0,37,228,1214,441,0,5,3,61,1991,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,41,342,1568,1358,426,133,44,120,4039
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,4,33,561,1503,751,175,59,80,3164,15,63,661,589,103,12,6,35,1487,3,11,93,228,83,11,0,17,443,18,74,757,815,190,23,4,47,1930,33,358,671,177,34,5,8,41,1320,33,419,1246,124,15,0,3,56,1887,22,303,720,59,0,0,0,28,1131,0,24,21,7,4,11,0,3,73,89,1101,2657,361,48,11,10,123,4408,3,42,53,43,10,3,0,3,161,4,16,14,9,3,3,5,10,67,119,1261,4042,2734,1002,220,81,276,9734
117021327,4,34,230,722,424,72,26,35,1550,0,53,627,777,140,19,6,36,1657,11,57,208,517,263,54,22,31,1156,14,115,830,1299,404,72,27,65,2814,103,648,615,87,26,0,0,44,1521,33,306,597,37,0,0,3,24,1002,50,252,234,38,0,0,0,14,600,3,31,29,9,3,3,0,0,75,194,1240,1477,175,25,0,6,83,3200,4,55,63,40,13,4,7,15,199,3,25,15,7,7,3,3,27,91,219,1465,2614,2240,877,152,62,228,7861
117021328,3,23,324,642,182,43,17,37,1256,0,37,368,224,46,3,0,12,691,3,4,92,206,67,10,0,13,388,3,42,455,432,113,11,0,26,1079,0,40,53,6,0,0,0,3,101,3,54,101,17,0,0,0,3,178,0,25,109,4,0,0,0,5,139,0,15,10,9,0,0,3,0,42,3,131,274,33,4,0,0,16,465,0,9,17,13,0,3,0,4,41,0,7,8,0,4,0,0,3,17,8,204,1072,1114,299,55,19,86,2855
117031329,0,0,6,11,6,0,0,3,25,0,32,89,69,19,3,3,3,223,19,111,256,246,121,32,14,37,840,19,144,349,306,138,44,17,42,1057,37,290,160,26,3,0,4,23,537,89,330,143,22,3,0,0,20,612,228,1270,972,174,14,0,4,63,2725,0,0,0,0,0,0,0,0,3,348,1897,1275,229,18,4,5,99,3881,0,8,7,3,0,0,5,0,20,4,12,3,4,4,3,0,26,59,371,2061,1637,549,169,45,29,173,5039
117031330,0,10,83,93,42,10,0,9,240,3,108,541,227,35,3,0,19,930,10,41,564,788,221,15,8,31,1668,9,144,1098,1011,258,17,12,52,2599,23,70,152,30,0,0,0,23,304,16,222,365,47,3,0,0,11,668,18,1326,1507,217,7,0,3,55,3132,0,0,0,0,0,0,0,0,0,63,1624,2027,298,9,0,3,89,4106,5,8,6,8,0,0,0,0,31,0,9,15,3,0,0,0,4,43,77,1796,3233,1409,312,20,13,153,7026
117031331,0,7,47,76,68,27,9,36,272,4,131,241,208,81,9,4,25,696,32,227,801,937,380,91,28,81,2583,32,359,1045,1143,464,100,30,105,3275,24,169,107,59,11,3,0,33,404,162,480,610,123,17,3,0,31,1420,168,1377,1038,209,16,3,3,91,2902,0,0,0,0,0,0,0,0,3,349,2023,1753,394,40,3,9,158,4732,0,32,12,16,5,3,0,4,73,3,5,9,10,3,0,0,25,62,390,2427,2872,1638,583,136,44,324,8422
117031332,0,15,91,126,75,19,4,12,344,4,172,1107,650,106,12,7,42,2099,6,132,780,1103,463,54,18,80,2640,13,305,1895,1748,564,71,28,121,4736,93,225,184,51,7,3,0,16,579,185,536,493,56,3,4,7,19,1301,384,1549,547,99,23,13,15,57,2688,0,4,8,0,0,0,0,0,6,662,2312,1228,203,36,22,19,94,4572,3,40,58,38,11,3,3,8,170,3,12,17,10,4,3,4,15,62,682,2683,3289,2127,686,123,54,246,9888
