SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
111011208,10510,..,..,..,..,10510,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,25,19,47,0,47,..,25,10,41,0,41,..,3,0,6,0,6,..,55,26,89,0,89,..,4,4,4,0,4,..,9,0,9,0,9,..,14,0,14,0,14,..,35,3,36,0,40,..,41,4,43,0,43,..,5,0,5,0,5,..,17,0,17,0,17,..,14,3,17,0,17,..,0,0,0,0,0,..,9,0,10,0,10,..,0,0,0,0,0,..,50,4,50,0,50,..,51,8,60,3,60,..,11,0,11,0,11,..,19,6,27,0,26,..,67,3,70,0,70,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,7,0,7,0,7,..,11,3,16,3,17,..,10,0,10,0,10,..,11,0,11,0,11,..,10,0,11,0,11,..,13,0,17,0,17,..,6
111011209,10467,..,..,..,..,10467,..,8,0,8,0,8,..,15,0,15,0,17,..,3,0,3,0,3,..,23,4,28,0,28,..,22,3,28,0,28,..,3,0,0,0,0,..,52,11,61,0,61,..,15,0,15,0,15,..,5,0,6,0,6,..,16,0,16,0,16,..,20,0,22,0,22,..,33,4,36,0,36,..,0,0,3,0,3,..,23,0,18,0,18,..,7,0,8,0,8,..,11,0,11,0,11,..,8,0,8,0,8,..,10,0,10,0,10,..,52,4,55,0,55,..,47,0,47,0,45,..,12,0,12,0,12,..,9,3,8,0,8,..,43,6,43,0,45,..,0,0,0,0,0,..,6,0,5,0,5,..,34,3,31,0,31,..,6,0,6,0,6,..,20,0,17,0,17,..,5,0,5,0,5,..,3,0,3,0,3,..,4,4,6,0,6,..,11,0,11,0,11,..,3
111011210,3827,..,..,..,..,3827,..,0,0,0,0,0,..,4,0,4,0,6,..,3,0,3,0,3,..,4,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,10,4,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,5,0,5,0,5,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,12,3,14,0,14,..,8,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,17,0,15,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0
111011211,1551,..,..,..,..,1551,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
111011212,5267,..,..,..,..,5267,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,7,0,7,..,15,5,16,0,16,..,0,0,0,0,0,..,14,6,19,0,19,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0
111011213,5462,..,..,..,..,5462,..,13,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,10,..,17,3,19,0,19,..,0,0,0,0,0,..,26,4,35,0,35,..,3,0,3,0,3,..,7,0,7,0,5,..,3,0,3,0,3,..,13,0,17,0,17,..,20,0,20,0,20,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,18,0,18,0,18,..,14,0,16,0,16,..,0,3,3,0,3,..,0,0,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4
111011214,5871,..,..,..,..,5871,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,9,6,13,0,13,..,23,6,26,0,26,..,4,0,4,0,4,..,32,11,46,0,46,..,3,0,5,0,5,..,5,0,5,0,5,..,5,0,5,0,5,..,26,0,26,0,26,..,8,0,8,0,8,..,3,0,3,0,3,..,14,0,14,0,14,..,4,0,4,0,4,..,4,3,7,0,7,..,3,0,3,0,3,..,7,0,7,0,7,..,30,3,32,0,32,..,26,3,26,3,28,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,6,0,6,..,5,0,5,0,5,..,0
111021215,3788,..,..,..,..,3788,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,13,0,13,..,0,0,0,0,0,..,9,3,13,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,8,..,3,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,6,0,6,..,0,0,3,0,3,..,21,0,21,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
111021216,3916,..,..,..,..,3916,..,0,3,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,7,..,14,0,14,0,14,..,0,0,0,0,0,..,19,0,22,0,22,..,3,0,3,0,3,..,8,0,8,0,8,..,13,0,13,0,13,..,11,0,11,0,11,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,3,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3
111021217,6201,..,..,..,..,6201,..,0,0,0,0,3,..,7,0,10,0,10,..,3,0,3,0,3,..,7,3,9,0,9,..,17,10,24,0,24,..,0,0,0,0,0,..,24,12,36,0,36,..,7,0,13,0,13,..,5,0,5,0,3,..,7,0,7,0,7,..,6,0,6,0,6,..,10,0,10,0,10,..,12,0,10,0,10,..,29,0,31,0,31,..,6,0,9,0,9,..,20,0,20,0,20,..,20,3,20,0,23,..,13,3,15,0,15,..,106,11,113,0,115,..,10,0,11,0,11,..,0,0,0,0,0,..,10,5,14,0,14,..,17,0,20,0,20,..,0,0,0,0,0,..,6,0,6,0,6,..,15,0,15,0,15,..,3,0,3,0,3,..,10,0,10,0,10,..,4,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,11,0,11,0,11,..,0
111021218,6531,..,..,..,..,6531,..,25,0,25,0,25,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,7,..,0,3,4,0,4,..,0,0,0,0,0,..,7,3,13,0,13,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,8,0,14,0,15,..,4,0,4,0,5,..,14,0,18,0,18,..,6,0,6,0,6,..,3,0,4,0,4,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,36,5,40,0,40,..,12,0,10,3,17,..,0,0,3,0,3,..,4,3,12,0,12,..,0,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,9,0,9,..,6,0,6,0,6,..,34,4,38,0,38,..,3,0,3,0,3,..,4,0,4,3,8,..,3,0,3,0,3,..,3,0,3,0,3,..,0
111021219,5973,..,..,..,..,5973,..,7,0,7,0,7,..,6,0,11,0,11,..,0,0,0,0,0,..,3,4,10,0,10,..,5,0,12,0,12,..,0,0,0,0,0,..,12,5,22,0,22,..,3,0,3,0,3,..,10,0,10,0,10,..,5,0,5,0,5,..,6,0,6,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0
111021220,4206,..,..,..,..,4206,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,7,3,11,0,11,..,0,0,0,0,0,..,11,3,18,0,18,..,5,0,5,0,5,..,9,0,9,0,9,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
111021221,3038,..,..,..,..,3038,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
111031222,6860,..,..,..,..,6860,..,4,0,4,0,4,..,7,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,20,..,31,5,34,0,34,..,0,0,0,0,0,..,44,3,53,0,54,..,4,0,6,0,6,..,3,0,3,0,9,..,10,0,10,0,13,..,25,0,25,0,25,..,49,5,54,0,54,..,3,0,3,0,3,..,15,0,16,0,15,..,4,0,6,0,6,..,7,0,7,0,7,..,4,0,4,0,4,..,16,0,16,0,16,..,43,3,43,0,44,..,48,8,50,0,49,..,7,0,12,0,12,..,8,6,13,0,13,..,97,15,115,0,115,..,3,0,3,0,3,..,3,0,3,0,3,..,10,0,10,0,10,..,3,0,5,0,5,..,0,0,0,0,0,..,9,3,13,0,13,..,7,0,7,0,7,..,10,0,10,0,10,..,13,0,13,0,10,..,0
111031223,3722,..,..,..,..,3722,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,3,5,0,5,..,19,27,42,0,42,..,0,0,3,0,3,..,24,33,52,0,52,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,17,0,18,0,18,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,0
111031224,4902,..,..,..,..,4902,..,10,0,10,0,10,..,21,0,23,0,23,..,0,0,0,0,0,..,11,6,20,0,20,..,32,7,33,0,33,..,3,0,3,0,3,..,44,6,55,0,55,..,3,0,3,0,3,..,9,0,9,0,9,..,22,0,22,0,22,..,13,0,11,0,18,..,95,16,113,0,113,..,0,0,0,0,0,..,13,0,13,0,13,..,8,0,8,0,8,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,34,0,34,0,34,..,71,7,78,0,78,..,3,0,3,0,3,..,8,0,8,0,8,..,75,8,85,0,85,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,7,0,7,0,7,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3
111031225,7096,..,..,..,..,7096,..,0,0,0,0,0,..,10,0,10,0,14,..,0,0,0,0,0,..,23,4,25,0,25,..,33,11,47,0,47,..,0,0,0,0,0,..,55,12,71,0,71,..,12,3,17,0,17,..,5,0,5,0,5,..,15,0,12,0,12,..,19,0,19,0,19,..,18,3,26,0,26,..,8,0,8,0,8,..,13,0,13,0,16,..,4,0,4,0,4,..,10,5,16,0,16,..,12,0,12,0,12,..,16,0,16,0,17,..,54,8,65,0,62,..,32,9,41,0,41,..,17,0,17,0,17,..,13,3,17,0,17,..,76,7,84,0,84,..,0,0,0,0,0,..,10,0,10,0,10,..,10,0,10,0,10,..,4,0,4,0,4,..,8,0,8,0,8,..,4,0,9,0,9,..,5,0,5,0,5,..,5,0,5,0,5,..,4,0,4,0,3,..,4
111031226,5832,..,..,..,..,5832,..,14,0,14,0,14,..,37,3,39,0,39,..,4,0,4,0,4,..,18,9,26,0,26,..,57,17,79,0,79,..,4,0,4,0,4,..,85,23,111,0,110,..,10,0,12,0,12,..,3,0,3,0,3,..,3,0,4,0,4,..,10,0,8,0,8,..,9,0,9,0,9,..,15,0,15,0,15,..,20,0,26,0,26,..,15,0,15,0,15,..,10,0,10,0,10,..,7,3,11,0,11,..,19,3,17,0,17,..,84,6,86,0,93,..,10,3,15,0,16,..,3,0,3,0,3,..,25,13,34,0,34,..,53,13,67,0,67,..,0,0,0,0,0,..,9,0,7,0,7,..,22,0,22,0,24,..,0,0,0,0,0,..,11,3,14,0,14,..,18,3,23,0,23,..,10,0,10,0,17,..,0,0,0,0,0,..,7,0,7,0,7,..,5
111031227,6195,..,..,..,..,6195,..,0,0,0,0,6,..,14,3,16,0,16,..,3,0,0,0,0,..,30,4,31,0,31,..,66,22,90,0,89,..,9,4,10,0,10,..,102,29,125,0,132,..,16,3,18,0,18,..,0,0,0,0,0,..,9,0,9,0,9,..,12,0,16,3,17,..,17,0,21,0,22,..,3,0,6,0,6,..,13,0,18,0,18,..,14,0,11,0,11,..,3,0,4,0,4,..,37,3,41,0,41,..,9,0,11,0,11,..,79,8,88,0,88,..,34,4,37,0,41,..,3,0,3,0,3,..,9,4,9,0,9,..,41,7,44,0,47,..,0,0,0,0,0,..,8,0,8,0,8,..,9,0,9,0,9,..,4,0,4,0,4,..,4,0,4,0,4,..,16,3,20,0,20,..,9,0,9,0,9,..,7,0,7,0,7,..,20,0,20,0,20,..,6
111031228,6123,..,..,..,..,6123,..,3,0,3,0,3,..,3,0,4,0,4,..,4,0,4,0,4,..,7,3,10,0,10,..,10,4,16,0,16,..,0,0,0,0,0,..,18,3,26,0,26,..,5,0,5,0,5,..,10,0,10,0,10,..,12,0,12,0,12,..,13,0,13,0,13,..,44,0,50,0,51,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,17,0,17,..,29,5,38,0,38,..,3,0,3,0,3,..,0,0,0,0,0,..,18,4,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
111031229,4547,..,..,..,..,4547,..,8,0,8,0,8,..,19,4,19,0,19,..,0,0,0,0,0,..,8,3,10,0,10,..,31,0,36,0,36,..,0,0,0,0,0,..,42,3,43,0,43,..,5,0,5,0,5,..,6,0,6,0,6,..,23,0,24,0,30,..,24,0,22,0,26,..,16,0,16,0,16,..,8,0,8,0,8,..,4,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,34,0,33,0,33,..,18,3,23,0,20,..,5,0,6,0,6,..,8,3,15,0,15,..,7,0,7,0,7,..,0,0,0,0,0,..,17,4,14,0,14,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0
111031230,7,..,..,..,..,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
111031231,3984,..,..,..,..,3984,..,4,0,4,0,4,..,97,59,162,0,162,..,0,0,0,0,0,..,80,26,105,0,105,..,273,58,335,0,335,..,44,26,66,0,66,..,402,103,506,0,506,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,19,0,19,..,3,0,3,0,3,..,8,0,8,0,8,..,31,0,29,0,29,..,21,0,21,0,21,..,25,3,21,0,21,..,11,0,8,0,8,..,55,0,55,0,54,..,19,0,19,0,19,..,156,3,160,0,162,..,18,4,21,0,21,..,3,4,10,0,10,..,34,19,55,0,55,..,17,3,20,0,20,..,0,0,0,0,0,..,33,5,38,0,38,..,6,0,8,0,8,..,3,0,3,0,3,..,10,0,10,0,10,..,9,0,13,0,13,..,8,0,8,0,8,..,20,0,26,0,26,..,12,0,12,0,12,..,11
111031232,3220,..,..,..,..,3220,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,7,0,8,0,8,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,14,0,14,0,14,..,6,0,10,0,10,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0
