SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
206031115,180,302,76,18,577,145,93,814,167,115,30,4,310,187,67,570,54,46,38,4,149,65,24,236,221,158,66,10,458,249,96,803,72,22,17,5,110,149,28,286,130,37,19,22,200,359,55,618,260,223,276,75,835,490,197,1515,0,0,0,0,0,0,0,0,460,275,309,98,1142,998,285,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,9,14,4,31,10,3,0,0,9,14,4,31,4,0,0,0,11,0,0,9,869,748,460,123,2201,1409,474,4083
206031116,683,1333,239,53,2309,514,140,2955,145,110,34,11,296,148,40,490,147,141,43,12,340,95,45,482,298,250,75,24,642,247,84,974,132,61,39,17,255,310,56,615,113,35,12,11,174,328,50,547,102,22,21,5,154,142,31,330,0,0,0,0,0,0,0,0,348,126,76,29,579,780,132,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,17,5,3,24,6,7,0,0,17,5,3,24,3,5,0,0,9,25,5,32,1339,1715,387,99,3553,1569,367,5482
206041117,28,14,9,3,50,18,19,87,132,44,25,9,202,138,104,446,156,116,45,29,350,137,247,731,286,162,73,33,552,271,356,1179,54,21,7,3,86,98,63,250,141,45,13,17,224,305,160,698,754,253,323,241,1571,2939,1460,5974,0,0,0,0,0,0,0,3,953,330,340,272,1885,3348,1685,6918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,14,7,30,8,0,0,0,12,14,7,30,10,3,0,3,18,20,17,49,1283,509,422,308,2522,3668,2081,8273
206041118,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,18,35,10,5,69,17,18,108,18,35,11,5,72,17,18,105,0,0,0,0,0,0,0,0,26,11,4,0,43,20,22,82,1503,592,190,120,2408,1378,666,4454,0,0,0,0,0,0,0,3,1532,602,193,122,2447,1402,685,4538,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,0,0,11,5,0,18,1556,647,207,124,2533,1434,707,4673
206041119,58,38,4,3,106,44,3,155,35,17,4,0,58,24,24,104,105,81,21,3,216,42,30,285,136,103,27,3,269,67,51,394,61,9,3,0,72,78,19,165,194,51,15,9,264,321,61,651,295,65,11,18,389,339,74,802,0,0,0,0,0,0,0,0,547,116,32,25,724,738,147,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,0,3,3,0,6,741,265,67,34,1097,859,211,2173
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,7,3,4,0,0,7,3,0,16,0,0,0,0,0,0,0,0,5,4,0,0,11,9,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,11,12,4,22
206041121,152,242,39,18,453,125,51,624,212,176,50,12,449,246,81,777,425,420,105,39,993,340,252,1586,634,598,157,52,1447,586,332,2363,38,7,6,3,48,59,10,121,98,34,24,5,154,149,35,340,291,83,68,16,460,461,103,1022,0,0,0,0,0,0,0,0,424,117,101,23,661,670,148,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,5,9,5,0,0,0,7,3,5,10,3,3,0,0,6,5,0,11,1222,957,298,98,2566,1385,539,4491
206041122,6,5,0,0,15,10,0,28,0,0,0,0,0,0,0,4,9,3,0,0,12,11,3,26,9,4,0,0,13,11,5,23,31,8,6,3,54,56,31,140,38,11,3,5,62,92,39,191,3442,807,382,854,5485,5652,4474,15614,0,3,0,0,4,3,4,7,3517,829,394,867,5605,5802,4551,15951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,52,0,0,0,0,3,0,3,10,3,0,0,0,3,54,3,62,42,8,7,9,70,90,57,218,3580,851,400,879,5704,5964,4613,16284
206041123,98,121,37,5,266,102,86,456,205,145,53,17,417,211,163,789,359,280,107,36,779,232,284,1304,566,421,159,55,1193,446,450,2092,133,56,24,19,235,154,78,459,358,124,74,25,581,451,255,1288,848,306,206,113,1471,1521,747,3741,0,0,0,0,3,0,0,3,1341,485,310,156,2290,2129,1079,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,10,11,26,5,3,0,0,8,10,15,24,11,6,9,0,22,22,7,49,2015,1034,514,216,3778,2703,1632,8118
206041124,33,31,5,0,68,17,22,102,40,23,9,3,70,38,19,134,128,141,32,10,306,92,111,507,160,164,40,11,377,131,132,639,54,19,0,5,90,66,78,238,72,29,16,11,127,112,59,299,188,48,30,12,280,279,128,689,0,0,0,0,0,0,0,0,315,101,50,34,492,461,265,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,4,3,3,0,0,9,0,0,4,4,9,0,0,12,8,0,22,519,307,92,45,962,617,422,1997
206041125,69,61,5,3,136,32,3,178,39,26,4,0,69,38,8,114,59,54,16,3,131,48,9,195,95,82,22,7,202,81,21,304,91,28,5,9,133,110,35,281,277,74,46,14,405,463,113,981,314,80,50,27,473,443,54,972,0,0,0,0,0,0,0,0,684,189,98,44,1009,1017,207,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,3,0,0,0,3,6,4,12,852,328,120,51,1352,1146,230,2730
206041126,7,3,0,0,14,4,0,14,0,0,0,0,3,3,0,8,40,18,3,0,64,34,48,145,41,19,8,0,66,34,49,148,8,7,3,3,19,3,13,32,91,23,4,3,128,79,61,266,2472,642,294,273,3681,2735,1364,7775,0,0,0,0,0,0,0,0,2572,667,299,285,3828,2815,1439,8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,0,0,0,0,9,0,0,9,0,0,0,0,0,3,0,3,2624,694,309,287,3909,2857,1484,8251
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,209,260,47,3,523,144,20,682,466,495,120,13,1099,444,58,1605,262,374,59,13,703,134,30,866,737,867,179,23,1805,579,80,2471,71,25,16,3,120,117,29,256,117,34,17,6,179,234,46,455,833,267,107,50,1260,1048,253,2555,7,5,3,0,12,7,0,18,1024,328,147,62,1560,1397,325,3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,4,0,15,8,0,0,0,13,4,0,15,12,3,0,0,18,5,0,25,1981,1464,375,93,3917,2130,428,6481
206051129,190,480,84,7,762,129,43,930,147,234,43,8,431,150,31,614,115,131,28,0,268,87,16,375,264,363,66,14,701,237,48,985,505,210,125,35,872,845,218,1941,704,175,151,44,1080,1377,317,2774,84,20,15,3,122,108,21,245,5,0,0,0,5,0,0,5,1300,410,285,84,2081,2328,555,4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,7,0,0,16,13,3,29,1757,1262,442,102,3559,2708,646,6910
206051130,113,135,16,7,271,60,14,348,348,408,102,20,874,404,84,1369,472,590,180,23,1272,389,70,1729,825,997,283,48,2147,798,158,3097,66,35,14,0,119,96,17,234,139,45,43,4,227,318,28,571,992,256,158,23,1427,1218,135,2784,0,0,0,0,0,0,0,0,1202,333,214,36,1779,1626,187,3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,7,0,0,0,3,7,3,3,12,3,3,3,0,10,7,4,20,2140,1462,521,91,4208,2501,362,7072
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6
206051132,73,75,33,4,183,74,15,271,277,213,50,11,549,271,54,880,300,275,110,12,694,247,55,990,579,484,154,26,1243,518,104,1869,36,14,10,8,60,155,13,229,15,5,6,3,35,78,7,118,815,200,150,65,1226,1127,268,2619,0,0,0,0,0,0,0,0,870,217,163,73,1316,1366,289,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,23,16,5,42,13,6,3,0,23,16,5,42,10,3,0,0,11,12,0,22,1539,788,352,106,2786,1980,413,5178
206051133,185,274,52,8,521,118,40,676,186,183,66,15,446,201,71,721,187,172,61,3,423,154,57,631,374,350,124,17,871,351,126,1345,499,139,77,22,743,1072,238,2050,939,224,142,48,1351,2061,434,3848,1193,216,122,57,1586,1807,392,3779,6,0,0,0,5,4,0,13,2633,587,337,128,3683,4948,1061,9693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,18,16,3,144,154,34,336,109,18,16,3,146,152,41,334,16,0,3,0,20,32,9,56,3315,1234,536,154,5239,5600,1271,12110
206051134,254,417,81,15,764,213,88,1071,145,201,47,5,398,159,51,609,93,104,18,11,229,93,51,374,240,306,66,11,624,255,101,987,477,161,110,38,786,802,287,1878,745,249,144,53,1196,1409,437,3039,75,13,3,5,101,142,38,275,0,0,3,0,3,10,0,15,1302,418,263,102,2085,2356,765,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,0,23,45,8,72,13,5,4,0,23,45,8,72,8,0,0,0,8,16,5,30,1811,1156,414,133,3510,2886,965,7354
206061135,254,499,77,15,850,206,24,1082,118,103,28,4,259,137,24,422,105,77,46,3,225,96,9,329,221,180,74,3,481,233,36,754,147,52,27,19,247,259,71,570,331,85,52,26,493,560,163,1215,56,9,10,3,78,70,11,163,0,0,0,0,0,0,0,0,530,147,88,44,813,892,249,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,0,17,3,0,0,0,6,12,0,17,0,0,3,0,3,7,4,17,1013,832,244,67,2157,1348,312,3815
206061136,261,301,87,17,677,251,109,1030,507,349,99,31,988,471,266,1727,225,210,64,14,509,182,100,790,736,555,158,45,1501,651,365,2519,281,79,48,19,426,419,162,1010,567,90,57,48,767,1019,339,2117,632,66,62,46,810,1180,231,2221,0,0,0,0,0,0,0,0,1483,238,170,111,2001,2611,736,5350,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,3,12,5,0,0,18,5,5,34,12,9,0,0,19,6,5,36,14,3,4,0,29,14,11,47,2503,1116,426,175,4220,3531,1223,8983
206061137,217,222,53,7,498,135,56,684,206,107,35,11,364,149,113,627,245,190,53,15,506,198,99,798,446,301,86,27,863,348,208,1426,180,56,16,4,259,246,77,582,649,107,63,40,862,1174,346,2383,1389,261,247,120,2014,2255,632,4906,0,0,0,0,0,3,0,7,2215,420,334,170,3138,3685,1054,7880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,8,0,3,0,0,3,6,0,13,4,3,0,0,14,12,0,22,2887,953,479,197,4518,4187,1322,10028
206061138,486,724,135,15,1370,259,32,1660,65,47,19,4,135,99,15,247,303,211,66,3,582,240,40,856,375,257,80,10,713,333,53,1107,354,100,81,12,550,462,89,1101,316,93,50,29,488,492,134,1108,128,48,18,8,198,268,38,501,0,0,0,0,0,0,0,7,803,244,144,49,1239,1220,259,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,7,1663,1232,363,71,3324,1819,347,5492
206071139,102,157,33,9,302,91,73,462,165,98,30,14,311,119,88,518,140,72,27,7,252,93,75,413,305,178,53,22,558,208,160,933,77,18,7,4,112,114,44,268,96,32,10,3,140,126,45,306,553,100,55,33,732,608,203,1545,0,0,0,0,0,0,0,0,724,147,69,43,982,849,287,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,22,3,0,0,0,7,3,3,22,4,6,0,0,14,8,0,24,1147,487,155,79,1870,1161,529,3556
206071140,79,88,12,10,189,51,58,292,505,356,103,18,982,407,335,1728,161,150,47,4,364,101,112,580,669,508,147,29,1349,513,448,2309,46,17,18,0,84,67,42,192,78,31,40,7,155,223,78,457,39,3,3,3,44,70,35,153,0,0,0,0,3,0,0,3,161,53,59,15,287,356,150,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,19,16,5,42,12,3,0,0,19,16,5,42,4,4,0,0,4,4,3,14,923,653,221,51,1856,941,667,3460
206071141,126,86,53,12,281,132,86,501,101,51,17,6,179,93,64,332,96,47,29,3,175,57,73,305,198,97,38,14,354,155,139,645,130,32,20,6,183,204,63,452,159,34,37,14,245,208,71,527,439,113,181,34,760,604,175,1541,3,0,0,0,3,0,0,3,727,180,242,50,1195,1024,311,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,20,12,10,45,13,3,3,0,22,12,10,46,3,0,3,0,4,6,0,13,1072,371,337,76,1851,1333,545,3729
206071142,176,104,37,10,325,131,123,584,130,78,17,3,223,126,89,438,248,118,34,11,414,173,157,748,382,193,51,16,642,294,251,1182,131,34,30,5,204,228,59,495,143,25,9,5,191,204,44,440,315,180,220,28,747,525,98,1362,0,0,0,0,0,0,0,0,586,248,265,43,1137,962,206,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,9,23,3,0,0,0,5,8,9,23,3,3,0,0,7,18,0,28,1149,546,358,67,2118,1421,589,4129
206071143,180,240,45,7,477,226,71,768,507,400,108,27,1044,433,279,1759,203,217,70,13,497,155,123,773,705,618,179,37,1540,592,402,2530,174,57,52,12,289,353,110,755,118,34,25,3,184,259,50,493,180,33,15,4,234,206,46,481,0,0,0,0,0,0,0,0,465,133,94,25,712,822,200,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,9,13,31,3,3,0,0,14,9,13,31,6,3,0,0,11,8,3,28,1367,995,318,72,2750,1646,686,5085
206071144,434,455,127,29,1044,347,254,1651,766,528,184,58,1534,655,431,2619,750,532,155,48,1491,511,393,2392,1519,1061,338,106,3020,1167,825,5007,276,47,24,20,359,547,157,1060,451,96,72,34,658,868,190,1714,1035,344,405,74,1858,1404,361,3621,0,0,0,0,0,0,0,3,1757,489,500,128,2871,2821,706,6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,5,27,14,9,55,13,9,4,5,33,14,9,52,24,12,0,3,39,28,8,73,3745,2028,967,269,7008,4370,1797,13179
206071145,249,419,71,13,753,159,62,976,241,249,41,7,543,225,84,855,201,176,58,13,442,135,86,674,439,430,100,18,984,362,176,1527,100,29,25,8,160,222,43,421,103,29,27,0,159,166,50,380,31,5,5,5,42,34,8,83,0,0,0,0,0,0,0,0,241,58,58,9,365,424,100,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,3,0,0,3,0,0,7,7,5,4,0,12,3,0,16,934,914,234,37,2118,950,342,3415
207011146,375,1028,183,21,1611,315,53,1978,79,56,26,0,157,135,11,304,59,101,20,3,183,26,8,217,136,154,47,4,341,162,15,521,3,3,32,3,39,17,0,57,3,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,32,3,43,22,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,5,0,16,13,0,0,0,11,5,0,16,4,4,0,0,8,0,0,6,529,1198,257,27,2010,503,74,2591
207011147,803,1658,396,60,2926,512,87,3521,202,221,122,15,568,462,34,1059,109,154,64,6,331,76,11,426,315,376,187,21,895,544,44,1487,88,56,33,6,188,186,36,418,31,24,19,0,74,49,4,130,27,8,7,0,44,75,4,119,0,0,0,0,0,0,0,0,143,85,64,14,305,317,43,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,5,0,16,3,5,0,0,10,5,0,16,3,3,0,0,8,3,0,13,1270,2134,646,100,4146,1374,177,5700
207011148,1149,2854,594,71,4669,848,100,5616,88,106,49,4,248,169,10,434,81,176,64,5,331,65,6,402,170,284,108,12,580,238,19,837,10,12,12,3,36,26,5,72,7,5,3,0,17,10,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,14,4,56,42,14,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,3,0,17,4,6,0,0,9,3,0,19,3,5,0,0,11,7,0,13,1353,3165,717,84,5323,1136,132,6594
207011149,1066,2318,394,55,3833,609,111,4547,269,220,86,21,599,399,51,1043,148,210,67,5,430,103,23,556,409,429,155,32,1030,503,73,1605,145,131,43,13,335,252,71,657,26,7,5,3,49,63,8,116,124,25,22,7,182,168,23,375,0,0,0,0,0,0,0,0,299,166,71,18,559,484,105,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,14,6,8,25,6,9,3,0,20,6,8,24,4,5,3,0,12,8,3,26,1792,2929,636,104,5453,1610,291,7353
207011150,849,2186,302,41,3375,540,92,3999,220,185,68,10,485,257,46,789,99,125,32,0,258,80,3,346,324,312,99,15,748,336,49,1131,31,19,11,0,52,43,8,107,25,8,3,3,35,31,11,80,94,28,16,5,139,129,7,278,0,0,0,0,0,0,0,0,149,50,28,10,235,193,28,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,5,3,0,3,0,4,0,0,8,3,7,0,0,13,9,0,18,1332,2554,432,55,4371,1078,164,5619
207011151,518,1145,156,32,1848,318,86,2254,268,368,92,16,745,334,92,1174,103,132,35,14,280,80,35,394,367,498,126,31,1023,417,127,1567,486,169,72,50,775,783,250,1811,633,201,67,65,970,1022,339,2332,371,97,40,44,549,731,149,1426,0,0,0,0,0,0,0,0,1496,467,177,153,2297,2531,742,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,17,9,9,34,7,6,0,0,17,9,9,34,13,10,3,0,27,10,4,44,2396,2129,467,215,5211,3290,973,9470
207011152,452,1016,165,27,1650,293,78,2021,173,187,59,6,425,183,51,658,140,159,56,6,359,83,42,491,313,351,113,14,790,263,101,1153,250,102,44,17,419,458,122,991,268,84,38,30,418,349,179,941,289,68,35,31,411,408,74,899,0,0,0,0,0,0,0,0,802,253,115,79,1248,1215,372,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,8,0,7,20,3,6,3,0,8,0,7,17,4,7,0,0,14,10,3,29,1578,1621,397,111,3713,1796,553,6059
207011153,985,2175,402,69,3637,682,152,4464,275,209,101,15,608,320,56,973,316,393,130,23,868,265,66,1197,593,603,231,45,1469,582,120,2169,260,113,75,21,467,438,137,1043,179,75,41,18,313,219,96,629,110,29,26,7,172,145,33,352,0,0,0,0,0,0,0,0,546,213,145,50,954,805,272,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,9,5,22,3,0,3,0,12,5,5,22,8,9,0,0,18,10,0,28,2136,3001,783,159,6086,2086,545,8715
207011154,305,770,131,19,1221,220,41,1483,87,77,20,3,186,117,16,319,45,71,34,0,152,25,8,185,133,144,52,4,334,144,25,502,53,26,34,4,118,80,22,217,10,6,3,0,15,12,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,33,33,4,129,94,23,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,501,951,220,24,1697,452,90,2240
207011155,862,1969,267,43,3139,467,62,3672,242,207,79,8,538,388,27,957,107,123,39,4,277,58,10,347,352,336,114,14,820,445,37,1301,63,46,21,5,141,141,24,307,47,14,8,0,69,48,5,121,29,10,0,0,40,33,0,72,0,0,0,0,0,0,0,0,138,69,38,10,254,215,30,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,17,10,3,25,10,3,3,0,17,10,3,25,9,0,0,0,6,10,0,15,1369,2381,423,70,4231,1151,133,5511
207021156,945,1238,280,41,2502,644,73,3223,31,18,13,0,68,36,5,107,95,186,52,7,331,40,6,380,124,202,60,7,400,80,9,486,56,47,29,0,126,60,11,207,12,8,10,0,26,21,3,54,3,0,0,0,6,6,0,11,0,0,0,0,0,0,0,0,72,52,36,0,165,93,19,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,9,0,0,4,1140,1499,380,45,3071,827,97,3992
207021157,1481,1921,510,76,3981,1001,158,5138,144,131,92,6,378,197,21,596,212,302,101,21,629,151,50,825,350,430,193,30,1001,347,70,1421,37,22,16,5,79,54,11,149,54,29,13,5,101,92,13,201,282,113,88,17,497,336,55,886,0,0,0,0,0,0,0,0,371,161,116,24,680,484,71,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,3,4,0,0,11,8,0,15,2216,2522,815,132,5674,1835,304,7817
