SA2_MAINCODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
124041468,39,6,49,1026,426,43,1495,3145,1428,6070
124051469,27,3,30,1082,442,51,1567,3380,245,5195
124051470,85,16,106,3471,1340,99,4911,9862,968,15749
124051580,85,14,101,1797,693,71,2555,5863,754,9168
124051581,253,47,304,2434,751,68,3257,8116,1383,12753
125011473,51,7,54,3092,557,58,3702,8762,3306,15778
125011475,0,0,0,0,0,0,0,0,0,0
125011582,189,38,230,2382,523,62,2964,9759,1093,13821
125011583,60,4,68,1645,255,20,1921,6595,855,9367
125011584,153,26,181,1283,334,31,1643,4521,477,6641
125011585,103,16,123,1336,364,27,1727,5192,380,7304
125011586,235,20,261,2729,749,54,3532,12247,1258,17037
125011587,64,8,76,817,222,16,1055,2763,252,4069
125021476,480,112,607,5251,1651,110,7007,14226,1002,22239
125021477,362,52,421,3902,953,99,4954,11201,1029,17191
125021478,228,31,260,3124,873,87,4078,9402,934,14423
125031479,431,36,477,2652,705,64,3428,9580,1502,14505
125031480,416,55,473,1999,586,38,2624,8503,1140,12267
125031481,165,14,180,3052,788,47,3884,11292,1489,16664
125031482,285,85,378,4815,1609,136,6564,12793,1244,20597
125031483,266,51,318,3056,779,74,3910,10256,1655,15823
125031484,370,70,443,3262,904,67,4228,10788,1193,16206
125031485,380,56,440,4618,1081,86,5784,15107,1548,22441
125031486,0,0,0,0,0,0,0,10,0,8
125031487,0,0,0,4,0,0,4,10,0,11
125041489,388,60,458,3709,745,72,4523,12113,1881,18517
125041490,144,9,152,1543,568,38,2146,3913,200,6253
125041491,352,76,430,4237,724,85,5046,9700,1328,16079
125041492,176,52,231,5358,609,43,6005,15712,2482,24205
125041493,482,63,554,3707,1207,102,5014,11676,1064,17762
125041494,174,14,187,2132,735,76,2933,5212,248,8394
125041588,264,74,336,2552,446,29,3033,6156,783,9974
125041589,227,25,255,3172,525,46,3748,7769,822,12333
126011495,510,70,583,4888,1411,124,6429,15090,843,22364
126011496,497,56,565,3814,1441,119,5381,10551,635,16561
126021497,460,40,508,4311,1273,94,5680,14279,970,20931
126021498,360,29,398,2486,762,63,3311,7780,744,11834
126021499,597,41,645,1753,651,45,2445,5382,502,8327
126021500,592,154,746,3098,814,66,3979,13768,1200,18948
126021501,350,42,390,2255,627,49,2931,6680,452,10062
126021503,232,15,259,3386,803,71,4259,11248,759,16260
126021590,82,15,99,732,236,17,977,2211,143,3335
126021591,607,116,732,4604,1218,106,5927,15206,1460,22595
127011504,158,30,192,2226,674,76,2965,8438,1733,13142
127011505,194,25,220,1193,514,32,1737,4755,765,7261
127011506,103,12,122,3594,981,104,4677,7744,1225,13639
127011592,3,0,3,9,0,0,10,32,5,52
127011593,25,0,31,1078,365,20,1468,3803,307,5578
127011594,89,10,104,1888,635,31,2547,6733,596,9875
127011595,54,4,61,2018,522,47,2575,6449,476,9501
127011596,38,0,42,2347,487,50,2881,5258,459,8596
127011597,51,3,49,3166,649,84,3900,6589,664,11152
127021509,199,13,212,2233,815,71,3120,9118,643,12883
127021510,270,27,295,2500,1090,43,3628,11026,839,15498
127021511,516,51,573,3560,785,51,4398,14477,1401,20280
127021512,226,26,251,2576,785,75,3445,9198,994,13630
127021513,370,34,418,2996,840,52,3889,11905,1030,16822
127021514,95,6,101,1379,509,28,1919,5713,374,8008
127021515,262,30,293,2251,541,56,2850,10489,983,14319
127021516,249,18,279,2551,814,57,3419,10776,1015,15205
127021517,101,7,109,1142,402,28,1573,4867,313,6758
127021518,67,28,103,564,304,13,878,2388,397,3665
127021519,277,38,322,2427,992,63,3485,10151,936,14573
127021520,210,20,233,1415,676,30,2122,6404,495,9022
127021521,0,0,0,0,0,0,0,34,0,35
127031522,194,38,237,2518,772,58,3346,7937,1006,12297
127031523,220,24,253,3525,1120,89,4729,9118,753,14597
127031524,248,24,283,4251,904,128,5283,9898,832,16013
127031598,311,65,377,3975,837,65,4881,13469,3100,21448
127031599,120,30,147,1642,484,40,2166,5762,1016,8937
127031600,160,21,179,3556,781,76,4418,7890,744,13051
127031601,55,9,69,804,155,13,970,2980,792,4740
128011529,323,31,367,3308,1260,103,4670,8709,609,13992
128011530,720,87,813,3160,1091,83,4337,9642,936,14914
128011531,772,109,883,2566,1105,53,3725,8634,796,13156
128011602,330,56,382,2143,714,66,2928,6011,642,9573
128011603,298,35,337,2210,974,74,3262,5936,412,9611
128011604,453,76,538,3398,1812,129,5343,13054,1675,20062
128011605,53,3,60,580,235,26,838,1594,88,2516
128011606,170,19,194,1409,561,52,2029,3867,299,6198
128021533,259,16,279,1166,514,47,1722,3304,204,5238
128021534,154,5,162,1640,882,41,2572,5815,257,8650
128021535,292,28,328,3758,1570,111,5448,10864,730,17032
128021536,405,40,454,4330,1534,148,6017,9866,675,16559
128021537,0,0,0,4,0,0,3,12,6,26
128021538,691,71,764,3691,1244,118,5059,11066,1022,17146
128021607,256,25,281,3549,1444,133,5135,7380,484,12998
128021608,84,11,99,1376,602,79,2060,3462,173,5701
128021609,18,3,17,663,255,38,952,1931,83,2965
197979799,6,0,10,39,37,0,79,226,76,374
199999499,49,28,78,847,475,45,1373,6811,3361,11545
201011001,105,15,121,2377,675,101,3160,5277,506,8939
201011002,335,57,389,1788,885,81,2751,6502,816,10075
201011003,503,87,601,3726,1642,196,5561,11807,1452,18826
201011004,463,104,574,3548,1618,223,5389,12631,1841,19864
201011005,59,20,79,1229,518,44,1792,3428,444,5666
201011006,128,16,146,1210,518,48,1781,3504,359,5647
201011007,21,0,26,707,313,40,1058,1779,221,3058
201011008,385,77,466,2220,1017,104,3345,7367,1063,11776
201021009,68,22,86,966,334,34,1339,2985,446,4767
201021010,187,44,237,1060,576,46,1680,4046,760,6485
201021011,187,67,261,1172,531,59,1765,5027,826,7614
201021012,46,13,63,890,372,31,1292,2797,469,4555
201031013,53,17,74,402,185,12,601,1907,296,2801
201031014,82,36,117,543,283,29,856,2106,717,3685
201031015,45,8,54,742,322,28,1089,2216,297,3602
201031016,279,67,354,997,451,41,1487,4473,720,6677
201031017,82,19,108,655,300,25,984,3077,414,4476
202011018,338,154,503,1911,950,95,2961,7778,1372,12111
202011019,187,56,251,1781,885,93,2769,5757,1049,9576
202011020,512,95,613,1809,1050,76,2930,7608,850,11385
202011021,234,46,284,1404,587,90,2079,5042,527,7652
202011022,484,181,668,2919,1372,136,4434,10276,1535,16243
202011023,20,3,25,1125,372,38,1539,1966,260,3769
202011024,59,3,71,1856,571,82,2507,3563,378,6453
202011025,86,21,110,2210,801,111,3121,5221,710,9056
202021026,40,12,55,1342,483,51,1872,3300,427,5598
202021027,263,121,388,1416,655,112,2185,5184,1627,8987
202021028,151,25,182,1143,563,81,1786,4707,722,7215
202021029,86,19,107,535,269,18,821,2565,459,3849
202021030,246,32,285,1462,577,80,2124,5076,750,7956
202021031,61,56,120,1287,414,71,1775,3130,565,5465
202031032,52,10,68,688,321,33,1051,2158,322,3530
202031033,193,50,247,832,414,30,1275,3841,818,5937
203011034,97,4,100,1393,377,49,1828,2588,338,4752
203011035,35,3,42,1293,441,48,1776,3190,389,5350
203011036,91,18,116,928,395,45,1365,2900,386,4654
203021037,523,94,622,2209,906,93,3210,7661,815,11684
203021038,324,91,418,3632,1561,164,5360,13612,2289,21261
203021039,261,59,318,1736,845,81,2659,7296,971,10929
203021040,419,95,512,3174,1294,157,4616,10267,1206,16088
203021041,757,147,910,3968,1577,171,5717,11957,1286,18953
203021042,384,55,445,3893,1567,117,5580,11353,1002,17931
203021043,229,36,272,3186,1160,121,4466,8234,1811,14513
203021044,239,50,286,2319,878,103,3307,6296,684,10290
203021045,451,83,540,1941,1013,85,3035,8223,1079,12340
203021046,210,58,271,1764,706,67,2537,5074,608,8221
203021047,387,217,609,2133,1019,87,3235,7839,1193,12268
203031048,298,54,358,2033,975,108,3113,7058,782,10956
203031049,153,27,188,695,440,32,1163,2738,406,4308
203031050,426,74,509,4498,1702,239,6435,10694,1192,18325
203031051,239,65,314,746,571,31,1349,4446,709,6503
203031052,207,34,237,480,418,21,924,2347,345,3618
203031053,230,29,264,3764,1247,174,5180,8138,866,14188
204011054,177,33,219,746,379,36,1160,3714,631,5510
204011055,190,70,261,733,411,33,1181,3646,557,5376
204011056,197,41,241,2324,810,97,3228,6849,996,11075
204011057,170,36,207,1213,518,68,1796,4675,803,7274
204011058,92,19,119,532,279,15,829,2171,396,3389
204011059,135,69,205,717,399,29,1147,3452,761,5361
204011060,39,8,46,771,214,21,1006,2161,397,3558
204011061,3,0,3,28,13,0,41,100,23,157
204011062,66,17,82,451,279,14,746,1878,348,2977
204021063,396,79,485,1238,717,55,2010,5837,884,8735
204021064,40,4,43,482,211,15,706,1937,362,3010
204021065,78,15,102,570,266,31,864,2068,275,3205
204021066,553,295,856,2742,1287,132,4162,9656,1535,15346
204021067,119,22,150,1493,655,48,2193,4880,785,7854
204031068,93,20,119,618,277,29,922,2374,528,3824
204031069,159,43,203,1079,403,73,1560,4489,806,6846
204031070,30,11,41,491,226,22,741,1552,227,2526
204031071,135,36,179,579,279,28,884,2647,388,3915
204031072,158,37,197,774,397,25,1191,3297,510,4998
204031073,245,26,275,2594,1005,110,3711,7218,818,11751
204031074,380,83,471,3991,1517,195,5699,12062,1727,19497
204031075,86,5,90,768,324,32,1126,2266,214,3602
205011076,319,54,382,2636,1092,150,3876,7857,1182,12918
205011077,69,19,91,869,426,57,1355,3119,493,4972
205011078,134,42,178,1175,604,80,1855,3717,605,6181
205011079,329,126,453,2948,1308,125,4378,9582,1287,15252
205021080,0,0,0,0,0,0,0,4,0,4
205021081,398,161,563,2033,865,88,2979,7559,1564,12101
205021082,78,23,98,1120,442,42,1614,4183,621,6410
205021083,0,0,0,0,0,0,0,0,0,0
205021084,189,113,307,1177,605,57,1834,5597,1051,8480
205021085,139,36,180,768,373,29,1172,3660,612,5448
205021086,189,57,244,675,342,24,1045,3963,545,5555
205031087,198,55,254,1053,583,74,1708,4832,897,7438
205031088,0,0,0,14,11,0,29,58,10,96
205031089,211,36,253,1368,626,61,2056,4675,672,7401
205031090,247,48,309,1740,780,72,2587,5486,852,8920
205031091,299,65,374,1535,711,75,2321,5561,784,8663
205031092,0,0,0,4,0,0,4,6,0,10
205031093,570,179,763,3029,1461,152,4638,12054,1942,18638
205041094,94,18,117,1668,815,105,2584,5923,860,9370
205041095,444,89,537,2278,1102,105,3492,8972,1358,13818
205041096,376,64,448,1611,830,87,2524,7474,1454,11447
205041097,418,188,617,4391,1802,210,6403,13014,2148,21566
205041098,38,8,42,775,342,43,1155,2208,294,3658
205051099,0,0,0,3,0,0,3,16,0,23
205051100,41,17,58,561,266,25,847,2329,446,3624
205051101,246,47,302,2091,962,98,3146,7043,1041,11237
205051102,38,7,47,657,282,18,957,1922,1084,3968
205051103,375,70,448,2277,916,144,3336,7353,1148,11842
205051104,127,50,175,637,301,24,965,3064,529,4562
206011105,344,39,384,2818,1012,145,3971,17142,1656,22769
206011106,106,21,133,1292,496,50,1841,7220,722,9774
206011107,250,36,289,1874,563,74,2506,8532,828,11869
206011108,515,53,574,4142,1182,171,5488,15136,1304,21935
206011109,258,30,299,1882,457,51,2381,5040,561,7981
206021110,110,26,141,1433,396,80,1909,5096,481,7487
206021111,429,65,505,3957,1126,197,5278,13800,1571,20648
206021112,377,53,441,2949,851,111,3909,10411,1173,15490
206031113,185,17,210,2404,666,73,3145,7988,959,12087
206031114,602,116,730,4396,1470,107,5970,15369,1701,23038
206031115,119,22,143,1229,358,23,1614,5960,978,8556
206031116,327,64,397,2267,712,61,3038,8142,801,11985
206041117,155,14,169,916,457,27,1392,14703,1788,17883
206041118,9,9,18,1010,301,11,1318,7494,1362,10177
206041119,125,23,146,369,358,3,731,3372,566,4667
206041120,0,0,0,8,0,0,8,40,35,77
206041121,85,14,101,1561,391,43,1998,6546,712,9260
206041122,64,18,83,1580,543,19,2141,29507,4483,36130
206041123,86,28,123,1690,608,50,2353,13767,2560,18678
206041124,119,198,324,451,269,11,731,5331,895,6958
206041125,139,90,234,508,372,12,898,3996,752,5646
206041126,44,12,56,1214,562,8,1794,13581,2405,17773
206041127,0,0,0,0,0,0,0,3,0,3
206051128,221,43,273,2282,855,78,3212,8802,1226,13242
206051129,116,11,128,2208,658,103,2971,8832,1316,13117
206051130,159,40,203,2247,930,79,3260,9321,1372,13961
206051131,0,0,0,5,0,0,5,3,0,9
206051132,201,35,242,1308,567,44,1923,7217,1119,10249
206051133,357,53,412,2204,867,66,3135,17437,3626,24203
206051134,148,25,176,2000,613,64,2681,10225,1397,14299
206061135,190,41,235,1270,536,25,1836,5269,636,7745
206061136,301,63,376,1818,726,58,2604,13474,1971,18042
206061137,195,42,239,1507,787,30,2323,14881,2112,19307
206061138,409,94,508,1492,964,29,2489,8069,1028,11588
206071139,96,6,104,777,342,10,1132,5678,730,7543
206071140,122,19,138,994,491,27,1519,5454,529,7503
206071141,40,30,68,717,283,25,1017,5473,1040,7535
206071142,114,20,144,957,411,27,1392,6522,1341,9250
206071143,141,32,176,1540,606,79,2221,7542,983,10750
206071144,290,53,349,3180,1248,105,4529,20351,2549,27437
206071145,84,19,105,1368,481,65,1915,5057,677,7651
207011146,189,40,235,1620,386,71,2074,3671,327,6074
207011147,564,65,636,2585,1005,65,3650,8969,684,13306
207011148,602,63,675,3609,1059,90,4753,10902,799,16453
207011149,758,76,840,3655,1333,124,5108,11614,880,17603
207011150,257,25,284,3213,933,121,4270,8143,561,12974
207011151,267,82,354,3012,1147,82,4244,14191,1533,19970
207011152,264,38,305,2296,817,88,3201,8767,826,12791
207011153,654,100,769,3878,1404,114,5392,13846,1514,20754
207011154,146,9,155,1259,335,33,1631,3250,308,5194
207011155,525,39,572,2806,1076,86,3973,8666,676,13313
207021156,335,39,386,1659,728,33,2423,6371,587,9377
207021157,537,70,613,3053,1358,58,4467,12362,991,17821
207021159,514,56,574,2529,1167,78,3775,9544,717,14028
207021160,455,131,593,2306,978,62,3341,7261,723,11320
207021424,277,75,358,2398,969,62,3432,8237,527,12198
207021425,417,50,475,2497,828,51,3378,7609,593,11575
207031161,655,101,769,3878,1231,139,5249,11341,836,17428
207031162,386,100,490,1943,596,75,2622,5618,553,8791
207031163,393,136,540,2940,799,86,3831,11980,1263,17070
207031164,371,63,443,3178,936,95,4211,9484,719,14417
207031165,402,74,480,1444,479,49,1973,8237,656,10864
207031166,239,30,269,1552,615,32,2197,6198,418,8808
207031167,250,28,289,1813,607,49,2466,5392,365,8222
208011168,396,73,471,2340,1047,97,3486,6784,684,10950
208011169,794,122,937,3816,1695,127,5642,11821,1301,18760
208011170,558,135,697,3072,936,110,4112,7698,791,12606
208011171,306,44,352,2177,522,96,2797,5378,507,8686
208011172,338,59,400,3332,850,107,4295,8836,975,14112
208011173,657,94,764,2869,1121,100,4090,8571,901,13567
208021174,668,89,766,4287,1144,134,5566,11457,1006,18024
208021176,382,51,436,2850,700,87,3643,10768,972,15376
208021177,642,128,773,3159,1393,129,4680,11215,1236,17135
208021178,616,68,702,2973,1113,74,4162,9340,883,14388
208021179,272,32,313,1939,598,74,2618,6054,599,9263
208021180,151,16,168,1336,308,52,1701,4231,314,6247
208021181,188,28,217,1606,399,38,2045,5287,358,7690
208021182,185,21,204,2315,522,53,2887,7605,598,11094
208021426,356,47,405,3056,619,57,3738,7174,678,11584
208021427,373,45,424,2574,754,73,3408,6541,611,10558
208031183,80,15,101,1769,480,72,2319,4546,332,7193
208031184,0,0,0,4,0,0,4,29,10,40
208031185,212,56,269,1878,762,69,2705,6160,749,9622
208031186,313,186,507,2392,783,96,3275,7328,1180,11786
208031187,54,5,57,977,322,39,1341,2709,246,4294
208031188,690,208,917,3897,1195,107,5197,11943,1231,18368
208031189,262,32,304,2425,714,105,3248,6231,712,10197
208031190,341,96,440,2052,805,60,2920,7250,690,10861
208031191,169,76,253,1615,396,60,2073,4451,568,7090
208031192,0,0,0,0,0,0,0,0,0,0
208031193,458,84,549,3705,1178,161,5042,10067,965,16080
208041194,533,77,621,3253,1162,94,4513,11047,1131,16693
208041195,443,48,502,3578,1114,134,4826,11871,893,17592
209011196,197,45,246,1630,609,41,2276,5486,510,8276
209011197,395,50,448,3630,1437,153,5219,10635,817,16666
209011198,476,133,629,2599,835,108,3538,7647,823,12010
209011199,364,79,447,2051,567,67,2693,7670,1307,11673
209011200,194,18,213,1917,660,45,2620,6411,499,9536
209011201,178,32,223,1347,543,47,1940,4081,307,6325
209011202,281,40,331,2829,1317,122,4271,8214,644,13125
209011203,383,139,529,3337,1173,102,4609,9358,820,14792
209011204,170,22,195,1606,521,68,2196,4838,406,7440
209021205,118,108,222,1448,475,28,1947,7001,849,9802
209021207,763,223,999,3944,1163,104,5221,15250,2386,22852
209021208,660,107,779,3672,1190,99,4962,13420,1577,19951
209021428,299,111,411,2803,805,93,3700,11663,1692,17056
209021429,200,33,232,2136,611,79,2827,6484,681,9997
209031209,199,68,273,4247,1717,180,6145,11373,842,18361
209031210,22,0,22,619,246,44,908,1685,138,2735
209031211,13,0,16,666,222,26,915,1852,313,3073
209031212,57,8,65,805,434,36,1279,2559,395,4233
209031213,117,7,131,1740,685,61,2485,4661,399,7539
209031214,58,3,62,1323,474,57,1851,3159,325,5335
209031215,140,15,157,2506,897,130,3532,6998,483,11014
209041216,96,16,113,1164,320,21,1502,4339,352,6193
209041217,93,19,116,765,466,23,1257,3747,406,5406
209041219,318,59,385,3347,1172,62,4580,12610,1431,18625
209041220,225,23,249,2777,996,47,3823,10176,823,14819
209041221,70,17,92,1757,732,45,2533,6671,630,9831
209041223,336,38,379,2707,1156,50,3913,11800,1264,16974
209041224,76,10,87,3234,871,97,4207,7016,1178,12397
209041225,156,23,175,1380,551,58,1984,3955,583,6529
209041430,50,8,54,5328,1101,214,6641,7495,687,14828
209041431,223,25,249,2269,678,79,3021,6762,721,10510
209041432,99,24,125,1342,455,25,1825,4503,511,6837
209041433,16,3,22,2645,349,59,3052,4332,476,7861
209041434,28,8,47,4044,841,111,4992,6159,845,12001
209041435,24,4,29,2858,476,57,3390,5022,435,8845
209041436,274,16,295,2314,570,61,2948,6056,458,9462
209041437,14,4,20,2215,350,38,2606,3418,565,6585
210011226,202,34,244,1205,421,21,1655,4212,528,6388
210011227,0,0,0,0,0,0,0,0,0,0
210011228,182,33,222,1369,693,41,2095,4499,468,7063
210011229,646,127,779,4066,1727,66,5858,14438,1565,21863
210011230,194,33,226,1280,376,35,1688,3605,331,5621
210011231,196,40,241,1656,569,59,2278,4845,444,7564
210021232,158,58,228,2562,785,111,3464,5779,689,9933
210021233,25,3,34,597,265,25,885,1555,220,2664
210021234,41,3,43,752,282,37,1078,1943,160,3183
210021235,84,13,107,1610,569,78,2264,4497,729,7484
210031236,260,20,286,1322,285,40,1653,4122,542,6319
210031237,460,49,518,2152,536,44,2738,7216,848,10800
210031239,706,92,809,3928,950,106,4977,12867,1438,19288
210031438,681,105,791,3355,836,60,4258,12305,1652,18209
210031439,44,9,49,594,138,25,765,1355,143,2262
210031440,143,24,171,807,277,22,1106,3112,362,4581
210041240,155,22,178,2330,888,83,3303,6204,635,10140
210041241,366,71,443,4749,1756,197,6701,13337,1432,21468
210051242,178,22,210,1852,440,35,2329,6763,1349,10440
210051243,201,22,226,2140,621,43,2804,8442,1280,12531
210051245,209,34,248,2555,1166,82,3797,9826,1049,14674
210051246,67,11,78,2714,880,65,3663,8784,650,13102
210051247,64,8,72,2118,540,38,2695,7721,989,11413
210051248,0,0,0,18,6,0,28,54,85,169
210051249,116,12,124,3665,657,85,4405,10641,1066,16115
210051250,79,20,104,888,412,29,1328,3654,517,5499
210051441,45,7,50,1475,370,40,1883,4214,461,6550
210051442,14,0,12,2624,418,67,3103,4492,517,8121
210051443,35,10,53,3140,715,98,3944,7748,747,12440
210051444,72,11,86,3421,468,75,3966,5505,606,10076
210051445,14,0,12,645,167,16,819,1628,199,2653
211011251,198,63,258,1981,745,88,2821,6467,740,10019
211011254,134,14,150,2664,910,88,3666,7993,631,12281
211011255,25,4,32,1228,357,45,1631,3386,288,5301
211011256,168,22,200,2615,850,70,3533,8483,574,12591
211011257,96,5,102,1602,444,57,2097,4016,225,6346
211011258,71,4,82,1917,605,50,2575,5662,356,8590
211011259,384,35,427,2246,1067,72,3382,7663,563,11605
211011260,616,92,712,2605,1191,75,3870,10691,631,15194
211011446,422,125,552,3601,1417,140,5160,11902,1273,18343
211011447,277,79,356,2265,949,107,3324,7456,714,11493
211011448,181,15,201,2597,909,90,3598,7798,539,11928
211011449,31,5,33,809,270,58,1133,2073,191,3396
211021261,454,39,499,2679,1103,88,3872,8574,623,13071
211021262,122,46,175,1717,761,62,2533,5181,486,8206
211031263,140,129,267,2146,705,90,2940,5901,736,9580
211031265,194,48,252,3313,1228,138,4678,9156,648,14485
211031266,491,67,558,2959,977,98,4032,9254,786,14076
211031267,414,59,476,3638,1340,162,5142,10435,855,16423
211031268,155,25,174,1749,714,91,2559,4777,363,7692
211031450,259,77,336,2552,947,113,3608,7910,902,12427
211031451,467,55,525,2201,970,96,3264,7082,613,10962
211031452,40,5,48,915,350,31,1296,2291,193,3773
211041269,336,32,381,1841,607,56,2506,5865,446,8814
211041270,248,42,299,3017,967,119,4098,8364,677,13140
211041271,335,117,451,2224,574,82,2881,6151,670,9711
211041272,175,17,191,2124,705,60,2887,5043,327,8256
211041273,300,67,367,1826,947,38,2820,6721,369,9902
211051274,53,10,65,1930,596,91,2615,4904,510,8026
211051275,128,24,159,1658,747,62,2467,5213,448,8127
211051276,242,36,283,2146,958,113,3222,6962,959,11151
211051277,340,48,389,1437,644,54,2134,4902,502,7539
211051278,325,53,372,3283,1211,139,4627,9680,903,15209
211051279,90,19,113,973,385,51,1409,2857,275,4545
211051280,203,36,248,1154,522,72,1754,3453,324,5527
211051281,205,82,299,3900,1610,186,5699,11011,994,17696
211051282,94,8,111,1599,706,108,2414,4970,542,7922
211051283,75,16,95,1749,723,102,2569,4724,453,7752
211051284,56,9,72,1742,686,98,2534,4874,386,7793
211051285,67,20,87,1397,540,69,2007,3699,371,6073
211051286,215,44,259,2640,1094,132,3870,8054,1160,13090
212011287,45,9,56,2699,704,70,3471,6133,521,10130
212011288,115,19,137,1396,590,68,2050,4276,602,6928
212011289,180,30,216,3316,1200,154,4669,8551,1087,14304
212011290,111,27,148,1288,481,46,1807,3516,635,5957
212011291,179,37,223,3877,1006,181,5064,7871,1021,13957
212011292,328,66,401,5892,1551,268,7712,12052,1496,21258
212021293,621,98,726,3820,1491,139,5451,12353,1057,18860
212021294,72,13,93,6061,1291,195,7549,10489,828,18860
212021295,150,50,204,1529,468,36,2030,6129,960,9112
212021297,193,15,216,1654,569,43,2261,5838,554,8651
212021299,162,11,172,1170,506,34,1710,4267,387,6368
212021453,165,16,183,1877,629,55,2565,6565,554,9687
212021454,107,18,126,2100,817,48,2963,7324,672,10955
212021455,89,13,98,2430,694,69,3193,6939,537,10672
212021456,206,22,227,2381,751,69,3204,7291,722,11218
212031300,179,56,239,3355,1118,145,4620,9714,1452,15787
212031301,254,43,298,5993,1065,193,7252,10183,1165,18604
212031302,67,14,88,4356,891,145,5389,8496,1029,14922
212031303,87,86,174,1583,567,66,2215,4211,610,7037
212031304,69,3,76,3389,664,89,4142,6343,674,11158
212031305,139,23,166,4466,1073,94,5631,12431,1709,19773
212031306,153,3,163,3503,623,83,4205,6189,730,11124
212031308,57,18,75,1361,531,49,1942,3699,523,6169
212031457,45,3,51,2625,748,94,3464,6067,452,9983
212031458,66,11,79,3353,744,103,4197,7582,739,12518
212041309,245,39,286,1613,693,43,2350,7005,618,9971
212041310,178,19,199,1870,556,36,2462,7445,717,10626
212041311,510,125,638,4451,933,78,5460,16646,2764,24877
212041312,407,50,457,3365,1135,76,4577,12520,1307,18405
212041313,202,55,257,1698,727,60,2492,5475,490,8463
212041314,335,26,371,4442,1312,85,5839,13955,1044,20839
212041316,92,12,106,1122,422,18,1561,4228,404,6192
212041317,508,73,589,3047,888,61,3997,12807,1480,18286
212041318,111,65,182,1906,639,55,2599,7040,715,10349
212041459,246,25,270,1934,443,29,2403,7078,855,10339
212041460,362,37,402,2778,772,53,3601,10544,1169,15311
212051319,387,42,442,3023,797,91,3912,10072,1171,15149
212051320,419,95,511,2223,596,44,2864,16125,1339,20332
212051321,451,135,593,3580,1350,76,5010,11688,791,17491
212051322,439,48,497,3150,987,71,4210,11068,821,16099
212051323,379,43,434,2502,973,60,3535,8609,609,12744
212051324,518,77,595,3141,1009,84,4237,10008,913,15156
212051325,399,87,490,3229,1141,60,4433,10566,1033,16027
212051326,509,109,627,3536,903,96,4531,12120,1159,17810
212051327,628,91,728,3017,1544,74,4642,11227,794,16658
213011328,133,45,184,1091,323,27,1433,4405,718,6551
213011329,43,3,44,1759,532,31,2315,4733,416,7470
213011330,145,34,179,4978,1181,115,6270,12085,1645,19998
213011331,98,4,105,1258,391,18,1668,4762,456,6884
213011332,160,6,171,1865,949,68,2882,7526,587,10993
213011333,84,10,103,1954,799,32,2778,7445,992,11219
213011334,280,53,334,2776,873,51,3694,11153,1791,16637
213011335,237,40,287,2295,777,43,3114,9796,1424,14336
213011336,205,38,241,1485,362,37,1886,5480,749,8110
213011337,245,69,322,1681,509,28,2219,6539,872,9625
213011338,280,21,309,2624,942,72,3631,10425,1251,15305
213011339,137,121,259,2134,543,53,2723,6070,872,9671
213011340,154,23,174,2556,1040,61,3657,10127,802,14585
213021341,304,66,373,2038,701,66,2806,6977,808,10589
213021342,288,24,322,3062,1044,78,4188,10755,1013,15956
213021343,406,117,532,2072,668,50,2787,7635,1069,11491
213021344,285,29,321,3605,757,142,4500,8604,812,13917
213021345,27,0,32,1060,222,26,1307,2380,297,3981
213021346,273,50,330,2756,840,122,3711,7926,889,12527
213031347,186,74,268,2690,650,79,3412,10196,1490,15098
213031348,275,59,341,1900,507,51,2464,10547,1506,14513
213031349,110,15,130,1831,492,37,2359,7258,798,10421
213031350,135,32,163,1768,348,88,2208,4782,523,7513
213031351,141,26,165,1876,434,80,2390,6368,766,9526
213031352,242,61,315,2810,568,129,3508,7691,816,12012
213041353,279,45,333,3658,1283,146,5087,9870,1126,16082
213041355,47,3,50,4223,899,106,5221,9212,920,15356
213041356,164,28,196,3010,1215,137,4365,9253,1283,14907
213041357,230,37,268,4428,1292,139,5861,10436,1493,17784
213041358,55,18,72,3393,1046,124,4563,7470,1067,13101
213041359,3,0,10,219,121,5,354,921,1457,2734
213041360,60,9,74,4611,707,90,5412,7453,724,13587
213041461,123,28,152,811,220,20,1053,2479,211,3742
213041462,8,0,12,1519,216,33,1766,2268,222,4259
213041463,35,5,42,4357,856,99,5309,8407,993,14707
213051361,114,20,132,3279,1050,94,4425,9992,1040,15461
213051362,153,30,193,3189,1190,87,4467,10161,1047,15677
213051363,41,8,44,1696,309,30,2037,4482,608,7129
213051365,61,20,87,8522,1339,192,10049,12817,1733,24600
213051366,17,0,27,5641,808,95,6545,8143,2130,16819
213051368,263,27,287,1707,687,40,2431,6300,736,9473
213051369,85,11,96,5159,1082,179,6414,9345,1135,16894
213051464,17,0,21,2944,478,84,3503,4920,565,8990
213051465,78,21,97,5847,898,138,6886,9011,865,16762
213051466,9,4,10,4088,502,84,4671,4897,507,10082
213051467,243,165,406,3209,1051,78,4333,9955,1530,15815
213051468,71,8,91,2000,767,65,2835,6130,634,9594
214011370,291,135,420,3708,1104,118,4923,10189,1418,16537
214011371,358,95,456,3363,1515,182,5060,11958,1906,18922
214011372,409,80,495,2841,1197,140,4179,9997,1658,15837
