SA2_MAINCODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
118021565,1730,4562,3035,1655,1447,1101,756,563,244,15090,0,8,4,0,0,3,0,0,0,16,24,105,81,34,24,27,14,10,4,322,0,7,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,121,83,40,29,24,15,13,4,349,32,126,88,37,31,28,15,13,4,373,1755,4687,3120,1689,1479,1126,769,579,246,15459
118021566,1562,1174,1375,1399,1231,1006,766,558,381,9448,0,5,0,0,0,0,0,3,0,5,20,31,32,15,13,25,7,4,12,163,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,37,15,13,30,12,13,12,181,20,34,37,16,13,30,12,14,11,191,1577,1215,1412,1411,1245,1031,781,571,394,9634
118021567,1713,1115,1624,1622,1310,1136,906,582,239,10249,0,4,4,3,0,3,3,0,0,13,32,33,45,33,36,22,20,5,3,225,0,0,3,0,0,0,0,0,0,11,0,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,38,52,37,41,22,17,10,3,243,37,40,49,37,41,25,19,10,3,256,1750,1155,1676,1657,1353,1157,930,586,245,10507
118021568,1582,1753,1789,1391,1132,931,661,469,180,9882,3,0,5,0,0,0,0,0,0,8,22,36,36,23,14,13,9,9,3,168,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,37,38,26,12,21,17,9,3,194,27,37,40,26,12,21,17,10,3,202,1605,1791,1829,1423,1143,945,673,481,185,10089
118021569,2616,1598,3642,2888,1969,1428,1032,600,496,16273,8,3,0,0,0,0,0,0,0,10,26,54,67,50,46,31,26,24,31,358,0,0,3,0,5,0,0,0,0,12,5,8,8,11,4,4,4,0,0,35,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,65,83,62,54,37,37,24,31,422,38,69,83,61,54,36,39,24,37,434,2655,1670,3728,2947,2019,1468,1071,627,529,16700
118021570,1841,1793,2944,2036,1449,1063,720,407,280,12535,3,0,3,3,4,3,0,0,0,19,118,111,179,167,95,138,98,88,79,1072,3,3,17,11,6,18,0,0,0,55,0,11,10,9,9,18,0,4,0,51,3,3,3,3,0,0,0,0,0,20,0,0,4,3,0,7,0,0,0,21,0,6,0,4,0,3,4,0,0,14,0,0,0,0,0,4,0,0,0,4,0,7,11,5,5,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,129,135,219,198,117,188,111,89,79,1279,128,135,222,204,124,189,111,89,83,1298,1972,1936,3170,2243,1568,1256,831,494,360,13831
119011354,4826,2933,2534,2753,2547,2209,1838,1043,566,21251,3,4,3,4,4,0,3,3,0,26,99,78,128,90,63,64,28,22,15,587,0,11,3,5,12,11,0,0,0,40,3,9,4,3,15,3,6,0,0,44,6,0,0,0,4,4,3,0,0,21,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,112,97,135,103,99,83,43,22,15,708,117,99,135,109,104,83,42,27,15,731,4940,3034,2673,2858,2655,2294,1879,1072,582,21988
119011355,188,127,216,146,102,66,29,8,3,883,0,0,0,0,0,0,0,0,0,0,5,4,6,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,3,3,0,0,0,18,5,4,6,3,3,3,0,0,0,18,190,133,221,148,102,68,30,8,3,897
119011356,2612,1641,1545,1448,1268,1099,770,437,180,10994,0,0,7,5,0,0,0,0,0,18,42,35,40,41,29,26,18,7,3,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,36,45,41,29,25,22,7,3,245,42,36,51,45,31,26,24,7,3,264,2650,1675,1599,1488,1296,1128,793,452,181,11259
119011357,6197,3849,3235,3088,3102,2577,1669,1069,525,25308,10,11,14,5,3,7,5,0,3,63,83,65,122,60,73,59,29,24,12,525,0,0,0,0,0,0,3,0,0,6,0,0,5,0,5,13,0,4,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,83,67,131,68,83,77,32,28,11,572,94,76,143,74,81,84,41,28,13,634,6285,3923,3382,3157,3185,2658,1711,1096,542,25948
119011358,2761,2043,2153,2011,2204,2016,1329,921,583,16024,0,0,0,0,0,0,0,0,0,5,33,47,76,36,35,33,23,16,3,306,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,51,81,41,40,41,25,16,4,337,39,50,81,41,35,36,25,16,8,338,2798,2093,2236,2055,2247,2054,1355,942,584,16362
119011359,5147,3187,2879,3585,3450,3034,2065,1181,495,25025,0,0,0,3,0,0,3,3,3,17,66,89,115,55,44,61,50,26,15,521,3,4,0,3,0,4,0,0,0,16,3,0,4,3,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,99,123,64,53,66,57,26,18,573,75,102,120,61,52,66,56,29,16,586,5218,3288,3003,3646,3507,3101,2122,1214,514,25619
119011360,3020,1982,2149,2175,2047,1903,1201,798,475,15753,0,0,0,3,3,7,6,3,0,22,39,40,44,35,43,42,18,16,12,288,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,39,40,54,35,47,48,17,16,8,305,42,40,49,35,49,55,23,16,14,331,3061,2024,2206,2217,2098,1956,1223,810,490,16079
119011361,4410,2824,2832,2522,2417,2298,1423,840,497,20069,17,9,11,10,6,6,0,0,3,55,61,78,82,54,53,42,36,15,18,429,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,3,0,0,9,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,85,89,54,53,40,39,21,18,454,73,93,103,62,58,46,39,17,18,506,4487,2913,2932,2582,2477,2345,1462,864,515,20582
119011571,3583,2067,3065,2173,1746,1472,882,529,247,15774,0,0,3,0,0,4,0,0,0,15,35,59,108,45,36,30,22,8,14,364,0,0,3,0,0,0,0,0,0,11,0,0,0,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,60,120,55,46,35,25,11,14,402,43,60,121,56,42,41,25,11,14,419,3625,2133,3188,2228,1786,1511,912,541,262,16188
119011572,3329,2219,2577,2061,1881,1664,960,576,256,15518,6,6,3,3,7,7,3,0,0,31,71,56,125,79,52,70,73,72,79,676,0,0,4,11,8,13,4,3,0,38,0,0,3,6,12,7,0,0,0,26,0,0,0,0,10,0,0,0,0,9,0,0,5,0,3,0,0,0,0,5,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,71,56,139,98,89,82,84,72,79,779,73,61,147,103,95,91,91,74,79,809,3404,2279,2724,2163,1973,1752,1047,652,333,16331
119021362,3461,2343,2736,2500,2571,1942,1520,1043,377,18485,5,4,0,0,0,0,5,0,0,23,48,51,84,50,52,40,29,9,3,361,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,55,80,54,62,41,27,9,3,384,55,52,87,54,63,41,32,14,3,406,3522,2397,2822,2557,2632,1992,1553,1048,376,18891
119021363,4711,4072,6282,4155,3868,3136,1827,1255,542,29845,6,4,7,5,0,7,3,3,4,40,73,81,163,89,82,55,29,51,30,655,3,0,3,6,0,0,0,0,0,12,0,0,4,3,0,0,0,0,0,9,0,0,8,0,4,0,0,0,0,10,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,81,86,178,106,87,58,33,50,30,709,87,93,179,105,87,66,35,53,38,749,4800,4163,6462,4267,3959,3207,1869,1313,577,30595
119021364,4269,2589,2504,3370,3358,2524,2104,1582,659,22955,5,4,6,3,10,3,5,3,0,41,48,39,85,81,60,46,53,42,11,462,4,0,3,3,0,0,10,0,0,15,0,0,0,7,3,5,0,0,3,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,42,85,92,62,56,64,42,14,508,58,48,93,93,73,55,66,41,13,549,4330,2636,2597,3462,3432,2581,2172,1630,673,23500
119021366,4602,3154,3251,2595,2363,2040,1207,734,275,20231,7,0,4,7,13,4,0,0,0,37,54,80,82,56,37,41,29,17,4,399,8,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,78,86,59,45,44,25,15,4,418,63,81,95,66,52,51,31,17,4,455,4666,3236,3344,2660,2417,2089,1238,747,285,20681
119021367,2887,1707,1790,1842,1830,1376,1015,666,288,13394,4,7,3,0,3,0,0,3,0,14,27,31,55,27,29,27,18,20,0,240,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,32,61,32,29,26,28,20,0,260,27,39,59,32,36,26,28,26,0,271,2923,1746,1853,1872,1870,1404,1041,687,283,13667
119021573,4221,2039,3462,2575,1631,1231,741,477,272,16656,3,6,9,0,0,3,0,0,0,33,33,31,60,43,21,26,9,3,3,222,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,65,46,21,30,9,3,3,238,39,42,75,49,19,30,7,6,3,272,4264,2082,3543,2620,1647,1265,745,482,274,16921
119021574,2444,1304,2165,1534,980,787,496,221,72,10007,3,4,3,7,3,0,0,0,0,19,32,23,32,28,23,17,7,3,0,157,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,31,25,21,15,7,3,0,161,34,24,32,37,27,18,7,3,0,183,2478,1327,2195,1573,1006,804,504,223,72,10190
119031368,3420,3733,5302,2773,2650,2356,1412,928,439,23015,3,13,8,0,10,6,4,0,0,38,45,73,114,50,40,55,41,36,38,489,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,81,124,59,48,57,45,36,38,523,52,88,131,59,49,64,43,37,38,563,3474,3816,5437,2836,2696,2422,1460,966,480,23584
119031369,4078,2853,3944,3388,3130,2663,1664,950,576,23244,0,0,0,0,0,3,0,0,0,10,37,66,77,44,38,54,32,25,11,391,0,0,0,3,6,3,0,0,0,14,0,0,6,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,39,65,87,51,47,67,29,25,13,433,42,65,87,49,49,69,34,25,15,441,4123,2916,4031,3437,3180,2730,1698,982,590,23684
119031370,2323,1729,1948,1778,1778,1615,1086,784,394,13439,0,0,3,5,0,0,3,4,0,17,23,42,67,46,27,18,15,14,4,268,0,0,6,0,3,0,0,0,0,16,0,0,0,0,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,49,76,45,41,18,25,17,6,304,23,49,75,53,41,22,25,21,6,317,2345,1780,2025,1829,1818,1639,1119,810,401,13755
119031371,2191,1668,1382,1611,1733,1619,1103,570,295,12171,0,0,4,0,0,0,3,0,3,9,34,32,51,27,25,20,19,12,7,227,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,52,33,29,19,20,12,7,242,41,28,59,33,29,19,26,12,7,254,2233,1701,1442,1645,1759,1642,1121,584,303,12427
119031372,3197,2151,1728,2150,2355,2079,1794,1252,694,17407,0,0,0,0,0,0,0,0,6,7,48,39,45,41,33,28,29,23,15,297,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,39,51,42,32,33,34,29,15,318,48,39,52,42,35,33,34,28,17,332,3245,2196,1783,2194,2387,2110,1832,1279,711,17739
119031373,1753,1399,1795,1311,1435,1428,955,673,227,10975,0,0,0,0,3,3,3,12,0,19,25,35,59,36,18,29,12,9,3,229,0,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,43,61,42,21,27,16,11,3,251,31,43,61,43,22,33,17,17,3,265,1780,1437,1857,1348,1456,1465,975,687,232,11238
119031374,3895,3544,3793,2863,3185,2555,1879,1095,584,23385,3,5,0,4,3,4,3,3,3,29,49,47,88,45,45,47,29,25,16,390,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,10,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,49,51,98,47,50,49,28,25,16,421,56,61,99,52,55,55,34,32,16,449,3950,3605,3892,2913,3239,2613,1912,1128,596,23838
119041375,2925,3206,6231,2917,1928,1626,1060,630,294,20808,0,4,4,0,0,0,0,0,0,25,45,87,168,44,90,63,50,16,5,566,0,0,26,8,8,8,3,0,0,51,0,15,7,14,19,7,4,0,0,62,0,0,3,0,0,0,3,0,0,5,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,48,105,205,76,116,87,62,12,5,713,48,105,211,76,120,86,64,17,4,740,2973,3314,6444,2994,2045,1710,1124,643,304,21547
119041376,4654,3281,4411,3661,3138,2750,1895,1279,722,25798,4,4,3,3,3,0,0,0,4,22,70,73,83,52,52,51,60,31,30,494,0,0,4,0,0,0,0,0,0,4,0,3,4,3,4,3,0,0,0,23,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,71,81,97,60,53,58,56,35,30,538,75,84,97,68,60,55,56,37,30,561,4730,3371,4509,3728,3197,2807,1958,1314,755,26365
119041377,2238,1506,1527,1716,1702,1349,1112,788,326,12263,3,5,4,0,7,0,4,0,0,20,28,23,50,29,22,30,30,7,7,227,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,51,30,28,32,32,14,7,251,31,29,53,33,34,36,37,9,7,267,2262,1543,1587,1744,1737,1385,1147,799,330,12538
119041378,1828,1363,2642,1707,1222,955,646,460,232,11053,0,3,3,0,0,0,0,0,0,9,40,38,110,82,82,100,158,151,105,866,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,38,115,91,84,103,153,151,104,883,40,48,115,88,84,103,153,151,104,885,1868,1405,2751,1797,1305,1056,799,612,333,11936
119041379,2666,2005,2855,2117,2064,1779,1169,654,257,15553,0,0,0,0,3,0,5,0,0,9,17,28,52,40,33,19,42,44,39,317,0,0,0,3,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,28,53,40,35,18,43,44,46,334,20,28,57,40,35,18,46,52,47,342,2681,2032,2909,2162,2099,1798,1213,699,301,15901
119041380,2173,1354,1934,2083,1965,1461,1292,873,327,13475,3,0,5,3,3,5,0,4,0,20,57,41,68,70,58,41,32,22,8,386,3,0,20,16,26,0,0,0,0,63,0,0,18,0,10,5,6,0,0,36,0,0,7,6,5,4,12,0,0,36,0,8,10,0,4,4,0,0,0,26,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,53,53,123,109,107,60,45,23,8,582,58,49,126,113,110,59,45,31,14,602,2236,1407,2056,2188,2072,1524,1339,905,340,14076
119041381,2739,2567,5049,2799,2023,1678,1255,796,526,19426,0,3,18,3,3,0,4,0,0,29,38,39,91,54,28,28,14,14,10,330,0,3,7,0,0,0,6,0,0,12,0,0,9,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,46,108,61,28,35,24,14,10,373,41,48,124,62,36,35,26,14,10,399,2778,2619,5178,2864,2059,1707,1276,814,535,19825
