SA2_MAINCODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
107031142,..,0,6,0,0,0,0,0,0,0,9,..,0,7,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,6,6,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,3,4,6,0,3,28,6,14,0,0,0,0,0,3,0,0,27,7,4,7,3,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,7,3,0,0,0,0,6,6,31,0,0,0,0,0,0,0,0,0,0,0,13,15,7,3,0,0,0,3,6,4,54,26,3,11,0,0,3,0,0,0,3,56,17,8,15,3,4,0,4,8,0,0,65,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,17,8
107031143,..,3,15,3,3,3,0,3,0,3,31,..,0,10,0,6,0,3,4,0,0,21,..,0,0,0,0,0,3,0,0,3,9,..,0,0,0,0,0,0,0,0,0,0,..,0,11,0,6,3,3,4,0,3,29,..,0,0,0,0,0,0,0,0,0,0,..,3,25,6,10,3,6,6,0,6,59,8,9,7,0,0,0,3,3,0,3,34,5,8,14,0,3,3,3,9,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,4,3,3,9,0,3,44,0,0,0,0,0,0,0,0,0,0,0,9,16,19,0,4,3,8,12,0,3,79,30,8,21,3,10,4,6,4,0,3,80,21,11,30,0,16,4,7,3,0,6,106,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,16
107041144,..,8,15,7,8,10,15,9,0,3,81,..,7,45,7,17,12,29,6,0,5,129,..,0,0,0,0,8,10,3,19,3,37,..,0,0,0,0,0,0,0,0,0,0,..,7,45,7,17,19,35,9,19,9,162,..,0,0,0,0,0,0,0,0,0,0,..,14,58,15,21,32,51,21,16,7,249,17,42,14,4,3,3,5,14,4,9,113,6,20,34,6,16,33,42,63,90,23,347,0,0,0,0,3,11,12,22,11,10,59,0,0,0,0,0,0,0,0,0,0,0,6,27,38,6,22,45,54,87,98,25,404,0,0,0,0,0,0,0,0,0,0,0,29,67,49,10,25,47,59,99,104,35,517,32,16,22,11,6,3,14,3,0,6,115,35,26,107,23,38,54,58,72,36,21,474,0,3,7,3,3,9,8,12,8,0,54,0,0,0,0,0,0,0,0,0,0,0,35,28
107041145,..,3,9,5,6,5,5,3,0,3,50,..,3,3,8,6,8,5,10,0,0,49,..,0,0,3,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,3,3,11,6,8,11,12,5,0,54,..,0,0,0,0,0,0,0,0,0,0,..,7,12,17,9,19,16,14,5,6,106,14,18,10,3,3,0,3,0,3,0,46,6,3,9,0,5,7,3,7,6,4,57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,5,7,3,8,9,4,57,0,0,0,0,0,0,0,0,0,0,0,20,16,16,3,10,6,6,8,6,6,103,46,5,14,13,4,3,3,5,0,5,102,21,16,30,8,9,7,9,8,0,0,116,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,21,16
107041146,..,7,35,10,20,3,22,6,7,6,115,..,8,39,10,23,22,43,19,13,6,187,..,0,0,0,0,5,10,17,6,3,38,..,0,0,0,0,0,0,0,0,0,0,..,8,39,10,23,32,48,39,19,14,227,..,0,0,0,0,0,0,0,0,0,0,..,13,77,20,48,38,70,43,24,22,343,31,34,21,3,7,3,5,14,17,5,140,25,43,52,5,14,26,71,106,90,29,478,0,0,0,0,0,0,15,17,21,10,60,0,0,0,0,0,0,0,0,0,0,3,25,45,52,5,21,30,91,126,110,37,544,0,0,0,0,0,0,0,0,0,0,0,56,78,73,13,25,32,98,140,128,46,680,43,17,34,9,5,7,12,4,13,6,152,52,41,91,25,16,53,68,88,50,12,489,0,3,10,5,10,0,4,13,10,0,47,0,0,0,0,0,0,0,0,0,0,0,52,45
107041147,..,8,19,0,9,3,3,0,0,4,47,..,6,5,0,0,5,3,0,0,0,22,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,5,0,0,5,3,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,12,20,3,9,14,3,0,0,5,64,7,9,14,3,0,0,0,0,0,0,26,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,3,7,13,11,3,0,3,0,0,0,0,42,14,8,15,3,3,3,3,0,0,0,49,8,4,6,3,0,6,6,0,4,0,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4
107041148,..,11,31,10,11,4,13,9,0,10,101,..,0,4,4,0,3,3,0,3,0,20,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,4,0,3,3,0,3,0,20,..,0,0,0,0,0,0,0,0,0,0,..,15,38,9,11,8,13,11,3,10,112,7,26,15,3,0,3,0,0,0,4,57,0,7,4,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,28,17,3,3,3,4,0,0,4,75,23,10,13,11,0,8,0,0,0,0,67,0,4,12,0,0,10,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
107041150,..,12,35,15,19,25,6,3,0,4,116,..,3,6,3,0,3,9,0,4,0,27,..,0,0,0,0,0,0,0,7,0,6,..,0,0,0,0,0,0,0,0,0,0,..,5,6,3,0,3,9,0,8,0,31,..,0,0,0,0,0,0,0,0,0,0,..,12,44,18,19,22,17,6,12,4,153,21,26,10,0,3,0,0,0,0,0,65,0,13,5,3,0,0,4,3,8,3,37,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,0,0,4,4,10,3,44,0,0,0,0,0,0,0,0,0,0,0,19,40,21,3,3,0,4,4,12,3,114,41,18,28,8,4,8,3,0,0,5,124,16,10,18,6,3,3,11,4,0,0,72,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,16,10
107041548,..,7,3,0,9,5,5,0,0,0,27,..,3,17,8,14,19,22,16,7,5,111,..,0,0,0,0,0,15,4,23,5,52,..,0,0,0,0,0,0,0,0,0,4,..,3,17,13,17,19,38,18,25,12,163,..,0,0,0,0,0,0,0,0,0,0,..,6,23,13,22,23,45,24,28,10,193,23,21,12,0,5,13,6,12,13,9,110,7,21,44,9,28,43,89,125,100,29,495,0,0,0,3,12,16,22,35,22,14,118,0,0,0,0,0,0,0,0,0,0,0,7,21,50,12,39,61,113,165,121,37,622,0,0,0,0,0,0,0,0,0,0,0,37,48,60,11,41,67,121,171,133,44,734,61,7,29,15,21,16,18,25,10,3,209,31,34,126,32,70,66,91,97,45,19,619,0,0,3,3,3,11,27,27,14,12,97,0,0,0,0,0,0,0,0,0,0,0,33,32
107041549,..,4,18,3,6,10,7,4,9,3,71,..,3,49,22,32,32,30,15,6,0,202,..,0,0,0,3,0,13,19,20,11,71,..,0,0,0,0,0,0,0,0,0,3,..,3,54,27,34,35,51,33,33,13,280,..,0,0,0,0,0,0,0,0,0,0,..,10,73,30,45,47,56,38,36,16,350,22,25,22,5,5,7,13,16,17,8,140,24,48,66,31,25,80,123,187,124,23,737,0,0,3,5,3,13,32,46,21,15,136,0,0,0,0,0,0,0,0,0,0,4,26,53,76,36,32,93,151,238,149,34,876,0,0,0,0,0,0,0,0,0,0,0,48,81,89,40,33,102,167,251,167,38,1015,44,15,30,11,6,11,7,15,8,7,154,49,74,195,59,81,100,122,108,61,31,874,0,6,15,10,17,15,34,26,17,6,148,0,0,3,0,0,0,0,0,0,0,5,49,77
108011151,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108011152,..,4,4,0,0,3,0,0,0,0,17,..,3,3,0,3,7,0,3,0,3,17,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,3,7,0,3,0,3,17,..,0,0,0,0,0,0,0,0,0,0,..,6,10,0,3,5,0,3,0,3,33,4,10,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,3,0,3,3,31,15,4,11,0,0,0,0,0,0,0,40,4,5,5,0,0,3,3,3,4,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5
108011153,..,4,9,0,3,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,9,0,3,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,3,4,0,0,0,0,0,0,4,16,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108011154,..,0,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,16,6,0,3,3,0,0,0,0,0,0,14,0,0,9,0,3,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108021155,..,3,4,0,0,0,3,0,3,0,14,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,3,0,11,..,0,0,0,0,0,0,0,0,0,0,..,3,4,0,0,3,3,0,8,3,28,6,0,0,0,0,0,0,3,0,3,12,0,0,0,0,0,0,0,4,5,3,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,19,0,0,0,0,0,0,0,0,0,4,4,6,3,0,3,0,0,0,6,3,12,33,15,3,3,0,3,0,0,0,0,0,19,4,3,12,3,6,6,5,4,7,4,61,0,0,0,0,0,0,0,8,3,0,13,0,0,0,0,0,0,0,0,0,0,0,4,3
108021156,..,0,0,3,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,0,3,0,3,0,0,0,0,13,0,3,4,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,6,18,12,6,10,0,3,3,0,0,0,0,33,0,0,4,0,3,3,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108021157,..,3,8,0,0,0,0,3,0,4,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,8,0,0,0,0,3,0,4,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,7,0,0,3,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108021158,..,0,4,0,0,0,0,0,0,0,9,..,0,0,0,5,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,5,0,4,5,0,0,14,3,9,3,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,17,4,3,9,0,0,0,0,0,3,6,23,0,0,9,0,3,3,0,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108021159,..,0,3,0,5,0,0,0,0,0,10,..,0,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,5,0,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,0,22,0,0,6,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108021160,..,0,3,0,0,0,3,6,0,0,14,..,0,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,0,6,6,3,0,14,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
108031161,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
108041162,..,4,9,0,3,3,3,3,3,0,25,..,0,6,0,3,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,3,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,4,12,0,5,4,3,3,3,0,39,3,8,4,0,0,0,0,0,0,3,24,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,15,5,0,0,3,3,0,0,3,31,9,0,6,3,4,0,4,0,0,3,32,0,0,14,3,4,3,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
108041163,..,13,49,8,12,26,14,12,6,14,140,..,0,17,11,5,3,4,3,0,4,51,..,0,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,17,11,5,3,4,3,0,4,50,..,0,0,0,0,0,0,0,0,0,0,..,15,65,18,20,27,13,13,6,13,189,18,29,22,0,0,5,0,0,0,4,80,0,0,11,0,3,3,3,0,5,0,25,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,3,4,0,5,8,35,0,0,0,0,0,0,0,0,0,0,0,18,28,28,3,6,9,11,4,4,7,119,58,14,50,7,12,12,10,19,8,8,197,10,10,36,5,5,7,6,4,5,3,92,0,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,9
108041164,..,3,16,0,3,8,3,0,0,5,46,..,0,5,10,3,6,11,0,0,0,42,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,9,10,3,7,11,0,0,0,41,..,0,0,0,0,0,0,0,0,0,0,..,3,26,8,5,20,11,0,3,5,87,13,21,12,0,0,9,0,0,0,3,57,0,6,12,9,0,0,0,4,0,3,33,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,12,12,9,0,4,0,8,0,4,44,0,0,0,0,0,0,0,0,0,0,0,12,29,21,11,0,8,3,7,0,11,104,22,11,19,6,4,5,5,0,4,4,84,7,14,36,6,9,3,5,4,0,3,96,0,0,3,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,14
108041165,..,0,3,0,0,3,0,0,0,0,12,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,16,0,0,5,0,0,3,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108041166,..,3,14,4,3,0,4,0,3,3,32,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,13,4,3,0,4,0,3,3,32,5,4,3,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,3,0,0,0,0,0,20,8,0,9,0,0,0,0,0,0,0,19,0,0,4,0,0,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
