SA4_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
209,170,935,11084,67058,44474,6852,1225,2731,134536,41,1483,7649,4661,1054,87,17,470,15464,22,281,3106,4808,917,106,19,199,9463,65,1768,10755,9469,1967,195,36,676,24922,34,870,3135,1105,98,12,7,158,5414,64,469,685,74,0,3,0,51,1344,45,511,1018,53,48,0,3,30,1705,0,6,3,7,0,0,0,0,15,139,1854,4838,1234,156,16,8,240,8478,13,51,135,81,30,6,0,7,319,3,29,114,129,59,11,5,59,413,381,4640,26928,77970,46688,7083,1273,3709,168667
210,135,531,6057,51244,30196,4621,825,2181,95786,31,564,4665,3694,431,28,20,326,9755,10,92,3019,4113,762,85,10,212,8311,44,661,7687,7808,1195,106,29,535,18066,51,418,1732,1027,54,7,0,117,3404,0,29,149,6,0,0,0,12,198,11,73,104,28,3,0,0,10,230,0,10,16,5,3,0,0,0,30,59,529,2004,1072,58,7,0,133,3865,20,137,122,185,57,4,5,42,582,0,18,52,127,48,8,6,54,318,258,1870,15924,60433,31550,4756,869,2958,118615
211,155,1455,14821,73478,48828,9939,1915,2589,153179,37,1351,6954,3736,544,92,21,454,13194,4,153,1354,2574,418,57,7,79,4656,47,1501,8310,6312,967,153,28,534,17851,21,344,955,406,43,12,6,99,1881,3,128,532,59,3,0,0,19,745,5,208,306,34,0,0,0,13,560,0,3,6,8,3,0,0,0,23,25,681,1803,510,50,9,4,130,3209,34,193,145,116,69,10,0,28,592,10,48,98,146,70,13,10,66,460,270,3879,25179,80563,49983,10123,1962,3340,175298
212,304,1074,12088,94565,70848,12078,2260,4335,197558,53,1262,9590,6908,1779,196,44,730,20562,23,85,1738,5174,1745,245,56,217,9284,72,1354,11327,12080,3526,442,105,947,29842,81,1246,5632,3162,571,51,30,379,11149,27,377,946,120,7,3,0,55,1538,24,709,660,25,11,0,4,28,1452,0,5,9,4,6,0,0,3,30,128,2337,7245,3311,591,56,31,456,14170,71,298,171,175,75,12,3,71,877,3,66,118,159,95,19,3,96,565,586,5130,30952,110294,75129,12612,2411,5908,243018
213,310,914,12119,93127,62978,7846,1210,4319,182821,69,1268,8034,9305,3196,207,32,664,22782,32,202,3088,8743,2670,394,60,339,15526,99,1475,11115,18051,5866,607,94,999,38303,65,2093,4737,1645,117,26,14,333,9031,29,542,1198,163,4,0,3,59,1997,97,993,1587,168,10,0,30,89,2965,0,24,31,12,0,0,0,3,80,194,3646,7556,1985,138,28,46,484,14072,48,209,169,152,54,5,5,49,694,6,49,122,179,68,11,9,78,535,661,6303,31076,113498,69096,8491,1365,5937,236425
214,106,618,7946,46010,25926,4606,838,1919,87968,27,945,5789,3531,373,24,12,444,11150,11,66,876,1817,312,39,3,52,3170,35,1008,6661,5355,687,64,17,504,14326,58,510,2028,905,40,4,8,185,3743,0,32,134,27,0,0,0,4,193,5,18,39,11,0,3,0,6,90,0,8,4,0,0,0,0,0,13,69,570,2205,942,50,9,6,198,4048,66,352,334,72,24,0,0,68,907,9,20,67,74,33,4,0,24,229,286,2570,17212,52450,26718,4683,865,2702,107477
215,105,710,6270,27964,12237,1545,364,1341,50538,13,374,1428,733,49,4,0,142,2747,0,4,32,50,3,0,0,0,93,13,381,1453,783,51,5,3,146,2838,27,606,1481,228,17,3,9,165,2532,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,27,609,1482,228,17,3,10,171,2542,72,211,107,105,28,3,6,51,593,5,22,60,159,71,13,12,49,392,226,1936,9375,29250,12407,1567,387,1753,56900
216,79,434,4704,22929,11229,1462,221,1121,42184,12,513,1915,447,70,7,3,182,3140,0,12,52,50,17,3,3,3,134,12,524,1961,491,88,10,5,182,3275,5,244,655,83,7,0,3,84,1078,0,10,13,0,0,0,0,0,21,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,5,259,667,86,3,0,3,79,1110,60,223,116,57,21,5,0,52,529,11,28,50,68,43,4,3,23,222,165,1464,7501,23631,11380,1479,238,1460,47321
217,66,549,5189,22883,10373,1553,371,991,41981,15,415,1386,301,38,7,3,116,2270,0,23,169,175,16,7,0,9,398,15,435,1551,474,52,11,4,118,2666,11,236,647,115,16,4,6,105,1130,0,56,8,12,3,0,0,5,81,0,0,8,3,0,0,0,0,11,0,5,0,0,0,0,0,0,4,11,291,664,130,15,4,6,108,1231,27,80,81,77,28,10,7,17,332,0,24,78,118,51,8,15,32,326,126,1379,7571,23685,10526,1589,395,1276,46541
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,66,534,3882,24992,28408,6325,1008,1110,66319,19,421,1716,1017,103,12,4,337,3629,16,177,1401,3179,145,9,6,90,5031,34,605,3112,4200,250,16,6,430,8660,68,693,1217,479,37,3,0,105,2604,13,33,346,153,6,0,0,17,566,3,36,171,46,0,0,0,5,261,0,3,3,0,0,0,0,0,4,80,765,1730,682,43,5,0,127,3439,53,164,193,67,26,8,4,25,525,0,23,53,97,46,7,3,62,289,232,2079,8974,30037,28768,6364,1022,1759,79234
302,39,358,4447,26832,18783,4358,822,989,56616,14,451,1387,965,23,0,4,134,2976,13,401,1775,3859,249,9,3,181,6493,28,850,3162,4830,271,11,8,313,9465,81,1285,2530,758,23,4,3,164,4852,25,348,3001,320,12,3,0,94,3811,32,646,1591,266,8,7,0,62,2608,0,3,0,0,0,0,0,0,11,139,2275,7122,1346,45,8,6,322,11278,50,200,59,29,12,6,0,22,370,12,29,46,90,42,14,4,70,305,262,3708,14837,33121,19153,4392,836,1725,78039
303,96,557,5336,33073,32312,9697,2297,1534,84908,18,140,732,929,86,9,6,259,2182,25,564,2744,8968,605,42,4,275,13229,46,703,3470,9897,688,51,16,536,15408,87,2029,3050,1031,85,19,13,244,6566,86,668,4506,633,39,5,9,110,6042,14,430,1402,596,19,3,0,68,2533,0,9,14,3,0,0,3,0,30,184,3135,8971,2266,139,33,24,421,15167,74,323,197,115,38,12,5,43,818,9,76,100,96,64,23,9,142,523,412,4791,18080,45456,33248,9813,2355,2673,116823
304,27,229,1917,16903,21064,6148,1262,566,48118,4,133,338,265,29,4,0,39,823,0,103,700,1785,196,30,4,69,2888,4,236,1038,2051,230,30,4,109,3711,19,512,1723,723,86,13,10,73,3160,20,342,2715,665,45,4,5,62,3867,27,142,1253,610,31,0,6,34,2099,0,3,0,0,0,0,0,0,3,61,1003,5696,2000,160,16,24,170,9127,0,3,6,9,5,3,0,3,31,0,17,45,36,41,5,9,61,211,96,1486,8704,21006,21495,6211,1297,911,61200
305,53,403,4558,15524,12296,5286,1230,797,40148,7,97,308,136,25,3,4,23,605,20,387,1989,3619,309,68,24,142,6559,25,486,2298,3752,337,75,26,163,7168,262,3404,4973,1164,131,41,62,309,10348,207,2209,9758,1834,95,14,25,274,14408,395,6300,12437,4102,258,27,15,543,24074,0,15,15,3,3,0,0,0,37,864,11924,27185,7105,487,77,102,1123,48869,13,35,63,33,30,6,5,38,226,11,88,139,106,34,12,17,176,577,960,12934,34245,26523,13183,5455,1388,2296,96989
306,272,1364,6557,30948,21107,3368,806,1532,65955,32,450,2230,644,74,10,6,159,3605,30,306,1989,382,43,9,7,85,2850,58,759,4219,1030,115,15,21,244,6458,136,1501,4267,683,78,13,11,358,7047,37,483,1981,638,22,3,4,109,3271,14,146,594,367,11,0,0,29,1171,0,7,7,5,0,0,0,0,15,189,2132,6849,1697,118,18,9,495,11499,284,523,287,138,61,4,12,152,1467,21,99,149,142,82,18,19,143,664,824,4880,18052,33948,21480,3423,869,2567,86040
307,144,876,4931,18890,12741,2313,524,1011,41423,13,150,774,294,55,3,0,77,1371,0,8,70,39,5,4,0,3,131,13,158,841,340,62,10,0,80,1501,3,143,719,214,27,0,4,76,1187,0,0,3,0,0,0,0,0,3,0,0,7,3,0,0,0,0,14,0,4,4,0,0,0,3,0,12,3,145,731,222,27,3,3,79,1215,95,188,91,83,41,9,15,74,589,3,27,66,142,69,17,16,44,375,255,1391,6657,19669,12936,2349,563,1286,45103
308,228,1155,6246,29217,23878,3781,817,1438,66755,10,305,1399,701,63,11,0,95,2582,14,184,463,512,57,9,4,47,1283,24,491,1857,1209,124,16,3,143,3867,31,512,1873,671,50,5,3,144,3285,10,34,142,70,3,0,0,5,257,3,14,285,68,3,0,0,16,386,0,0,9,5,5,0,0,3,22,39,559,2301,814,54,10,3,172,3957,190,503,223,127,58,11,7,122,1240,19,72,121,176,116,24,12,160,708,497,2774,10756,31545,24232,3839,846,2036,76527
309,134,737,6098,44268,53886,10700,2413,2292,120527,79,500,6943,6657,362,36,25,557,15150,37,611,5763,16776,1974,151,46,577,25936,116,1114,12709,23437,2335,182,63,1132,41087,175,1562,4420,1355,183,30,24,357,8104,54,2402,8696,1548,66,10,11,459,13248,234,4064,9940,3150,192,17,19,511,18117,0,17,17,3,0,0,0,3,43,464,8044,23072,6051,441,56,54,1327,39506,174,611,437,136,52,15,9,105,1532,15,110,218,189,109,25,14,275,945,902,10615,42534,74081,56811,10977,2552,5133,203602
310,139,803,6659,42246,36392,5258,1186,1977,94659,63,554,1775,1128,117,3,5,187,3831,26,157,895,2778,249,22,3,122,4243,93,713,2674,3901,361,19,7,304,8072,20,415,592,159,25,0,3,85,1304,4,41,139,38,3,0,0,15,228,5,13,16,6,0,0,0,5,45,0,3,0,3,0,0,0,0,12,34,471,745,208,25,5,3,98,1589,73,235,140,126,35,10,10,137,772,5,49,52,125,60,6,4,56,361,342,2279,10272,46600,36883,5299,1208,2569,105456
311,93,545,3713,39080,34123,6669,1751,1817,87788,42,382,1806,1042,113,16,8,135,3546,18,203,2829,3493,226,13,13,188,6978,56,586,4636,4532,336,33,20,324,10525,17,491,1170,583,55,8,5,106,2430,8,83,105,31,17,0,0,15,260,0,12,20,7,7,0,0,0,47,0,9,28,11,3,0,0,10,53,21,597,1315,630,74,8,5,133,2790,59,264,150,112,19,12,3,56,680,3,56,48,79,53,15,5,47,311,236,2039,9869,44432,34616,6733,1787,2379,102085
312,123,846,4374,22503,17093,2346,444,1083,48818,35,379,1488,777,95,4,4,132,2921,7,213,771,638,72,16,0,57,1776,45,592,2255,1420,168,16,3,189,4698,28,370,1381,563,47,4,5,174,2574,7,16,151,39,6,0,0,11,226,0,62,87,173,18,3,0,5,348,0,6,4,3,0,0,0,0,17,38,456,1623,776,64,7,13,189,3160,150,347,125,99,36,9,11,183,952,15,59,101,115,51,15,6,118,488,371,2306,8476,24907,17413,2399,475,1769,58112
313,119,630,5274,28188,27638,4355,1034,1367,68601,20,275,2014,2056,216,5,3,157,4745,15,364,1300,1766,104,9,4,130,3688,36,640,3313,3818,313,18,5,291,8438,45,968,1652,562,54,8,0,187,3483,25,111,553,284,15,0,0,28,1012,33,135,744,772,20,0,3,32,1729,0,3,10,16,0,0,0,0,26,100,1214,2959,1625,78,8,3,244,6250,134,473,206,61,31,12,6,60,990,11,29,52,97,33,10,9,37,273,397,2981,11812,33798,28099,4400,1055,1999,84548
314,43,222,1280,21457,26367,4781,934,707,55798,18,414,1718,1078,69,0,3,85,3384,9,51,702,3302,231,6,3,79,4386,22,459,2425,4377,303,13,4,169,7768,7,161,431,193,9,0,0,33,837,3,72,70,13,3,0,0,16,172,0,61,75,4,3,0,0,9,155,0,3,0,0,0,0,0,0,5,14,297,574,209,19,0,0,55,1170,30,124,51,20,11,3,0,17,256,0,5,16,35,27,11,3,11,112,107,1101,4352,26097,26721,4805,945,967,65103
315,119,768,3226,9751,4742,968,421,742,20748,14,316,735,315,86,17,4,53,1539,0,44,247,96,17,6,3,31,432,15,361,983,408,99,21,9,87,1974,8,244,552,120,22,3,0,69,1014,0,3,18,0,0,0,0,0,20,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,8,245,574,120,22,3,0,71,1041,155,287,92,112,56,10,19,172,897,19,50,64,92,39,17,15,55,347,315,1717,4937,10482,4964,1015,453,1118,25011
316,187,1201,6895,40267,37752,6686,1299,1649,95936,31,432,4786,3181,113,9,9,331,8895,40,396,2587,3497,332,26,10,167,7060,72,831,7381,6681,443,34,16,501,15962,111,963,3101,1401,117,12,10,211,5926,14,276,1659,827,26,3,5,72,2885,17,557,2807,1794,132,5,7,182,5498,4,31,10,0,0,3,0,8,55,150,1826,7573,4023,277,25,20,470,14367,231,686,517,115,51,9,7,114,1729,22,155,141,197,81,24,18,96,736,663,4698,22510,51286,38609,6776,1358,2835,128735
317,47,272,2728,19612,16730,2982,613,822,43804,17,618,2790,1511,73,12,8,183,5204,9,176,677,419,45,5,7,47,1386,26,794,3468,1931,115,21,14,230,6595,7,197,1619,538,37,4,5,92,2494,6,14,34,0,0,0,0,3,58,0,0,37,19,6,0,0,6,73,0,4,0,0,0,0,0,0,5,15,215,1694,554,42,8,4,100,2635,12,75,50,154,100,24,3,23,439,0,39,51,86,62,9,7,111,359,107,1383,7993,22341,17050,3042,637,1279,53834
318,127,906,5744,31125,23484,3589,739,1372,67086,55,434,2784,641,106,11,5,188,4220,9,330,1664,607,51,8,10,66,2740,62,760,4450,1250,155,12,15,248,6960,54,573,1701,401,34,5,3,145,2917,0,122,997,207,4,0,0,36,1373,15,122,715,574,3,6,0,33,1465,0,11,3,5,0,0,0,0,15,67,822,3413,1184,48,13,6,211,5764,178,380,113,88,38,4,8,66,883,5,35,72,82,49,7,12,94,355,444,2900,13800,33722,23775,3627,773,2002,81043
319,328,1747,12140,46136,27813,4234,952,2305,95658,49,609,2730,1063,66,9,6,228,4755,27,370,727,672,34,3,0,72,1905,77,979,3454,1729,98,10,10,301,6661,31,662,1948,466,70,7,7,183,3378,0,28,138,56,0,0,0,8,230,0,31,176,126,8,0,0,10,351,0,4,0,3,0,0,0,4,15,31,733,2260,646,80,7,7,201,3971,423,1033,394,231,98,18,12,215,2420,24,67,98,200,96,23,16,138,651,883,4562,18345,48947,28184,4292,992,3159,109362
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,80,839,8680,38412,21068,3995,780,1017,74864,22,1413,6772,4320,533,58,15,360,13496,4,346,2512,3185,498,65,8,152,6772,30,1759,9283,7511,1033,121,26,513,20266,71,1892,6609,919,47,10,11,263,9811,22,253,1089,127,13,0,4,66,1576,65,844,2023,449,37,9,3,70,3498,0,12,8,0,4,0,0,0,24,158,3001,9723,1495,98,18,16,397,14906,12,68,85,66,28,9,7,21,298,9,41,105,136,49,13,7,63,425,284,5701,27883,47618,22271,4148,843,2005,110763
402,142,923,8082,79615,31368,4439,796,2287,127648,78,1181,6732,7431,578,62,38,609,16696,3,75,824,2530,253,21,3,56,3771,83,1251,7555,9958,834,81,38,663,20470,47,847,2778,481,10,9,7,192,4368,0,24,379,61,0,0,0,13,475,0,20,311,27,0,0,0,3,355,0,8,8,3,0,0,0,0,15,47,898,3465,568,16,9,7,201,5211,46,192,67,81,21,8,0,24,443,3,29,61,155,65,6,3,42,363,318,3304,19235,90384,32301,4540,846,3219,154138
403,90,777,8913,62697,27914,4453,756,1645,107245,48,1287,8016,5737,497,52,23,491,16150,3,102,951,2188,356,52,10,141,3798,47,1393,8969,7922,852,105,32,631,19951,26,1255,4793,931,52,4,12,229,7300,3,138,492,115,3,0,0,25,788,3,192,348,208,15,0,0,19,787,0,5,10,7,0,0,0,0,22,31,1593,5640,1263,71,9,11,282,8895,49,137,129,52,17,4,0,21,411,5,47,91,178,41,4,0,38,402,222,3938,23746,72108,28899,4576,800,2613,136899
404,66,630,8500,35145,11191,1578,319,1060,58489,54,1486,7420,5688,542,52,33,493,15764,11,215,1700,3528,829,128,25,112,6543,67,1698,9117,9215,1374,181,59,605,22310,37,1213,5123,505,27,9,7,211,7145,15,133,890,54,0,0,4,41,1138,0,209,607,136,4,0,0,26,982,0,16,10,4,0,0,0,0,30,61,1574,6630,701,28,13,15,275,9294,12,34,69,65,29,7,4,11,233,6,32,70,126,42,5,3,38,323,206,3970,24391,45250,12662,1780,399,1992,90651
405,76,633,5631,21490,9957,1283,262,761,40101,3,333,716,798,50,13,10,88,2008,0,4,8,13,7,3,0,0,43,3,338,723,814,55,13,7,83,2049,3,164,237,69,3,0,9,40,535,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,164,241,72,7,0,9,40,541,60,165,88,80,33,9,10,44,485,3,16,49,108,58,9,12,25,284,146,1310,6728,22575,10119,1317,302,959,43454
406,73,515,2865,13418,5486,756,146,582,23836,17,253,1161,3018,212,46,36,222,4978,0,0,13,83,30,3,0,0,124,17,253,1178,3103,243,48,36,222,5100,10,203,633,207,14,0,0,49,1114,0,3,20,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,206,656,213,14,0,0,48,1145,66,148,58,69,39,8,0,46,433,0,23,51,96,38,16,4,23,266,162,1145,4800,16900,5822,829,190,923,30781
407,134,1065,8571,36039,15065,1992,387,1363,64616,20,407,1906,1478,83,22,21,188,4122,0,13,63,131,15,11,3,5,233,22,420,1966,1609,104,29,19,194,4362,18,354,1205,250,15,8,3,98,1944,0,12,15,11,0,0,0,0,37,0,0,15,4,0,0,0,0,25,0,4,3,3,0,0,0,0,7,18,364,1233,265,17,8,3,99,2016,91,246,163,137,38,10,5,39,720,10,29,69,158,66,15,3,49,397,264,2127,12004,38208,15285,2054,415,1743,72101
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,87,606,4288,21428,25458,2727,495,981,56068,14,481,1524,1624,184,11,5,154,4009,0,46,94,330,86,8,0,12,582,12,528,1619,1959,267,21,6,172,4587,7,288,521,169,10,3,5,61,1068,0,3,54,26,0,0,0,3,90,0,0,20,17,0,0,0,0,37,0,3,7,0,0,0,0,0,8,7,298,602,213,10,3,5,62,1198,68,324,385,111,28,9,5,69,998,9,25,47,88,60,11,8,46,292,187,1771,6933,23804,25823,2777,526,1329,63149
502,31,273,1884,9778,15835,1472,232,542,30043,13,374,1458,1341,95,3,0,150,3439,4,52,206,583,85,12,0,28,965,17,423,1666,1927,178,17,0,180,4402,3,192,436,194,4,0,0,49,885,3,0,44,82,6,0,0,0,141,0,5,88,137,12,0,0,3,245,0,0,0,0,0,0,0,0,0,9,200,569,415,21,0,0,56,1269,39,184,125,14,10,0,0,29,400,0,12,19,18,20,3,0,5,83,92,1086,4264,12159,16058,1492,236,811,36196
503,13,259,3879,12729,11187,3273,607,563,32508,5,350,1611,1595,192,22,6,105,3886,15,348,1723,3512,720,71,4,94,6486,23,700,3336,5109,912,93,15,199,10369,33,1251,2619,502,28,4,9,157,4600,106,1985,3058,557,14,0,8,147,5872,126,3041,5699,1489,64,13,3,222,10667,0,7,3,0,0,0,0,0,13,267,6277,11376,2557,106,17,20,530,21150,3,22,50,24,10,0,0,17,125,7,23,57,52,18,3,0,25,191,305,7286,18689,20463,12227,3391,644,1342,64349
504,69,518,4196,27987,33502,4266,788,1223,72550,18,695,2807,4787,752,44,12,278,9391,4,241,808,1190,181,12,4,59,2492,22,932,3619,5977,931,54,20,335,11885,7,250,913,300,12,0,0,46,1525,4,165,566,66,3,3,0,19,830,0,252,281,20,0,0,0,13,570,0,3,0,0,0,0,0,0,7,10,678,1757,381,19,3,3,79,2925,32,109,97,36,17,0,0,35,321,0,21,19,70,56,8,6,25,213,133,2255,9690,34450,34519,4337,816,1691,87895
505,100,587,4857,48143,76719,10505,1526,2149,144587,34,1578,8527,18374,1651,123,33,832,31156,6,300,1199,4086,1316,145,26,148,7238,42,1882,9731,22468,2969,274,63,981,38395,43,830,2467,543,24,3,0,153,4071,3,258,612,148,20,0,0,31,1073,6,134,345,243,7,0,0,32,763,0,8,4,0,0,0,0,3,17,55,1221,3430,941,54,6,0,218,5925,29,115,145,36,28,3,5,19,387,0,22,51,117,67,9,5,34,308,223,3834,18210,71710,79838,10801,1599,3400,189599
506,141,1058,7368,52394,61397,8516,1674,2414,134952,69,1392,5379,10244,1662,158,70,645,19616,34,446,1554,3461,834,101,53,159,6641,98,1832,6931,13706,2498,262,119,808,26255,18,692,1385,987,148,16,14,164,3422,15,504,1044,242,3,0,0,51,1863,27,750,1316,530,27,0,0,80,2738,0,0,0,0,0,0,0,3,12,62,1954,3751,1761,189,13,11,291,8031,44,137,79,86,66,15,8,23,458,6,27,79,127,98,10,11,64,431,348,5005,18208,68067,64256,8813,1825,3606,170129
507,114,885,5473,38615,60575,7396,1259,1876,116196,27,894,5219,6426,906,60,20,410,13967,14,329,1131,2335,839,127,14,90,4876,48,1218,6349,8762,1743,189,35,498,18837,27,617,1508,340,24,3,3,104,2625,4,309,972,277,12,0,0,59,1628,22,447,973,339,18,0,0,41,1851,0,3,0,4,0,0,0,3,10,53,1370,3458,961,54,5,5,205,6113,32,168,166,75,63,9,4,31,543,7,27,51,99,91,14,3,123,418,246,3675,15493,48517,62535,7611,1308,2730,142113
