SA4_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
111,558,939,1498,346,467,813,620,2214,2828,617,3943,4559,2444,8283,10729,2527,3759,6291,7783,3143,10922,5941,3358,9304,7759,3362,11115,7537,2349,9881,5907,1883,7789,6016,1362,7381,11687,2020,13703,8537,386,8925,5477,187,5668,3392,725,4118,6810,186,6996,8633,1089,9720,1246,2010,3259,93845,41663,135506
112,423,608,1032,292,380,678,468,1707,2175,470,3013,3480,2085,6690,8778,2278,3467,5746,6370,2621,8988,4810,2633,7447,6384,2283,8669,5874,1317,7195,4097,855,4948,3996,705,4698,6514,771,7281,3871,152,4020,2116,73,2193,1266,364,1632,2456,55,2507,5976,749,6730,1047,1713,2755,60795,30160,90951
113,283,351,634,187,215,404,287,975,1269,318,1611,1932,1215,3174,4388,1197,1530,2723,3223,1442,4658,2563,1616,4181,3392,1416,4808,3551,942,4488,2657,617,3271,2698,504,3201,4851,625,5472,2969,94,3060,1722,58,1777,996,245,1242,1755,56,1813,3995,259,4254,843,1076,1922,38697,16814,55512
114,331,368,703,226,243,465,320,940,1262,322,1740,2056,1417,3794,5208,1261,1866,3132,4319,1397,5717,3121,1415,4539,3851,1206,5054,3572,736,4306,2489,573,3070,2295,432,2729,4008,498,4510,2485,43,2527,1444,16,1463,923,262,1179,1893,30,1917,4004,216,4222,715,1121,1835,38987,16902,55891
115,495,302,792,242,155,397,263,417,677,185,599,789,806,1461,2261,729,955,1682,2007,765,2771,2076,831,2901,3093,913,4001,3155,635,3796,2842,541,3390,3109,416,3530,7185,743,7927,6024,87,6104,4879,56,4938,4248,365,4616,11902,70,11973,6060,199,6262,591,421,1006,59893,9923,69816
116,711,626,1338,330,226,554,620,1153,1775,595,1828,2425,1859,2868,4729,2131,1181,3312,4715,1219,5932,4194,1561,5753,5775,1572,7347,6236,1167,7399,5550,895,6438,5834,678,6506,12211,908,13115,8574,172,8751,5829,90,5919,3823,260,4086,6647,79,6723,7233,393,7632,1172,1018,2183,84034,17884,101918
117,1002,4189,5198,290,836,1129,449,2322,2768,352,3335,3689,1142,4071,5222,1096,2381,3477,2324,2564,4889,2197,3261,5461,3137,4164,7301,3209,3828,7042,2994,3750,6741,3210,3271,6483,7765,6837,14598,6402,1537,7940,5403,1119,6523,4821,4630,9446,13227,2175,15407,5962,3318,9275,605,1481,2085,65587,59085,124676
118,714,1741,2458,254,482,733,325,1347,1672,243,1905,2145,828,2836,3663,839,2014,2853,1727,1798,3529,1796,2302,4097,2536,2704,5240,2710,2393,5099,2418,2301,4718,2558,2015,4572,6192,3925,10118,5200,898,6102,4303,652,4955,4790,3224,8010,16741,1459,18199,6544,2152,8695,756,1213,1967,61478,37343,98825
119,2092,2104,4191,809,704,1517,1463,2838,4298,1168,4271,5444,4160,6988,11150,4257,3303,7559,9686,3060,12740,8501,3427,11933,10894,3701,14595,10558,2607,13159,8771,2163,10935,8595,1639,10232,16892,2493,19380,11588,557,12152,7911,330,8242,5597,836,6435,11705,292,12000,13232,1325,14559,1856,2035,3892,139728,44676,184401
120,961,1588,2550,387,448,828,462,1269,1734,373,1911,2287,1229,3135,4368,1243,1903,3144,2978,1798,4777,2634,2201,4836,3968,2689,6658,3989,2194,6184,3494,2111,5610,3694,1788,5481,8363,3287,11649,6491,712,7198,5109,412,5518,4990,1978,6969,14831,720,15555,6621,1382,8001,604,1011,1619,72397,32559,104952
121,1251,1290,2538,431,519,954,525,1139,1669,330,1799,2131,1152,3242,4395,1250,2426,3674,2635,2253,4888,2901,2767,5667,4500,3169,7666,4767,2878,7641,4182,2872,7058,4669,2465,7135,11199,4946,16149,8916,584,9506,7309,439,7754,8748,3831,12576,30308,701,31005,11091,1134,12232,922,1173,2090,107091,39622,146713
122,427,527,955,207,255,463,243,784,1031,166,1302,1466,797,2621,3419,746,1841,2582,1885,1587,3473,2057,1755,3807,3269,1993,5254,3346,1459,4806,2937,1382,4317,3284,1069,4348,7412,1830,9247,6194,310,6501,4748,212,4962,4829,1304,6136,15354,320,15679,7124,697,7824,730,926,1662,65764,22178,87940
123,481,407,885,257,227,487,433,828,1259,452,1414,1867,1576,2723,4292,1693,1198,2893,4017,1119,5133,3530,1434,4970,4901,1493,6391,4989,1051,6036,4623,850,5473,4604,622,5226,9465,767,10232,6669,118,6789,4290,51,4341,2835,213,3042,5075,54,5128,6161,256,6414,1028,832,1857,67078,15644,82721
124,510,614,1122,212,295,504,419,1213,1631,441,2023,2471,1611,4259,5870,1847,2261,4103,4566,2070,6637,4087,2327,6414,5893,2451,8340,6006,1734,7745,5277,1422,6702,5640,1024,6662,11319,1259,12572,8094,213,8306,5160,103,5266,3455,349,3804,6208,80,6284,6966,453,7426,1048,1264,2307,78778,25393,104168
125,1528,1374,2899,566,513,1081,1057,2067,3127,866,3080,3949,3031,4644,7673,2987,2333,5315,6504,2162,8669,6170,2601,8775,8318,2821,11140,8242,2084,10329,7138,1862,8999,6940,1474,8415,13968,2222,16186,9452,542,9996,6337,330,6665,4597,730,5322,8320,464,8787,9601,1153,10755,1315,1480,2792,106933,33935,140867
126,703,935,1644,244,242,486,307,730,1035,203,1044,1246,757,1900,2655,750,1154,1901,1853,1047,2892,1780,1239,3021,2603,1445,4047,2681,1144,3823,2426,1078,3500,2514,892,3404,5468,1403,6874,4282,268,4554,3297,129,3426,2970,640,3613,8794,200,8994,4313,439,4749,390,528,921,46321,16451,62777
127,1335,906,2245,547,323,869,1095,1581,2674,928,2431,3362,3155,3713,6865,3179,1370,4549,7138,1420,8556,6110,1629,7736,7641,1678,9326,7475,1027,8502,6341,789,7135,6135,566,6702,11494,654,12148,8198,139,8332,5359,55,5415,3519,212,3725,6406,59,6466,9186,398,9583,1559,1140,2695,96786,20100,116885
128,371,448,816,206,211,417,244,711,956,182,1239,1420,891,2663,3550,849,1533,2377,2316,1363,3677,2331,1501,3840,3398,1670,5070,3319,1110,4431,2876,1121,3997,3269,841,4111,7322,1301,8615,6338,182,6514,4855,90,4943,3684,540,4220,9598,92,9689,5689,333,6023,680,806,1490,58414,17756,76169
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,324,482,802,213,262,475,323,1221,1544,342,1957,2301,1405,4226,5631,1486,1948,3434,3970,1717,5683,3090,1867,4960,3774,1576,5351,3570,1052,4618,2772,779,3550,2558,488,3051,4607,555,5162,2738,112,2852,1542,35,1577,877,252,1126,1720,27,1748,3639,410,4050,736,1102,1844,39682,20067,59743
202,254,375,624,223,268,496,294,1043,1336,309,1723,2035,1225,3683,4911,1297,1882,3174,3580,1630,5204,2953,1747,4698,3829,1522,5347,3664,1035,4695,2780,732,3515,2605,492,3091,4573,633,5203,2877,95,2974,1606,47,1649,960,242,1204,1674,33,1703,3602,367,3969,652,1028,1682,38945,18570,57513
203,536,725,1260,347,438,781,525,1697,2229,502,2720,3224,2141,5662,7804,2152,3128,5284,5617,2519,8140,4641,2788,7422,6175,2696,8870,6027,1826,7851,4765,1401,6167,4896,981,5873,9180,1252,10426,6070,187,6258,3559,98,3657,2176,477,2652,4336,89,4432,6768,639,7405,1255,1623,2876,71673,30955,102631
204,327,444,770,262,262,529,348,1180,1524,387,2002,2389,1511,4141,5657,1467,2135,3597,4154,1775,5924,3329,1932,5260,4200,1697,5895,4098,1048,5142,3057,690,3743,3022,460,3483,5105,548,5659,3219,99,3319,1620,25,1650,881,222,1102,1521,32,1554,4417,248,4664,901,1318,2220,43821,20273,64101
205,621,838,1460,457,560,1021,625,2269,2897,682,3512,4188,2819,7220,10039,2668,3452,6115,7355,2864,10216,5622,2846,8465,6918,2490,9406,6229,1527,7758,4480,1108,5589,4529,746,5277,7299,887,8186,4362,127,4490,2381,47,2426,1526,469,1996,2850,53,2904,6989,389,7375,1503,2166,3664,69914,33568,103488
206,2422,8653,11078,791,1894,2687,1280,4753,6028,868,5858,6730,2651,8043,10697,2375,5669,8045,5038,5894,10934,4690,7777,12467,6656,9763,16426,6818,8845,15667,6029,8322,14358,6666,6664,13335,15557,12005,27557,12644,2582,15225,9598,1697,11297,8736,6681,15421,24242,2279,26521,11898,6249,18143,1418,2895,4312,130369,116542,246911
207,1767,2130,3897,644,663,1306,775,1635,2418,560,2173,2729,1793,4128,5922,1778,3069,4848,4074,2499,6575,4050,2745,6797,5567,3029,8604,5405,2459,7863,4437,2140,6576,4713,1688,6407,9880,2763,12646,7711,448,8161,5730,268,5995,5265,1518,6782,17579,271,17847,9539,1093,10627,1137,1191,2326,92410,35917,128334
208,1113,1798,2910,520,696,1213,588,1918,2510,502,2929,3433,1773,5829,7601,1738,3900,5637,4466,3230,7704,4202,3736,7938,5906,4129,10037,5997,3241,9237,5083,2848,7935,5611,2069,7682,12143,3270,15414,9674,422,10096,7197,266,7460,6710,1763,8474,19409,255,19665,10398,1052,11448,1453,1884,3339,104491,45239,149732
209,1332,1378,2713,663,578,1245,954,2114,3071,763,3209,3975,3279,6053,9335,3205,3080,6282,8162,3065,11225,7140,3553,10689,9688,3884,13577,9894,2920,12820,8642,2326,10968,8686,1703,10389,17368,2169,19535,12233,390,12620,7575,166,7740,5072,690,5759,9942,148,10091,11850,1015,12867,2035,1739,3772,128476,40190,168667
210,1048,881,1927,508,403,916,812,1486,2297,689,2278,2964,2829,4419,7250,2634,2119,4745,6534,1925,8464,5852,2267,8125,7600,2503,10099,7401,1804,9210,6246,1380,7624,6074,1001,7078,11740,1262,13004,7885,236,8116,4874,118,4992,3340,368,3710,5718,84,5804,8605,595,9199,1692,1397,3089,92080,26538,118615
211,1113,1173,2280,565,575,1138,833,1892,2727,659,3120,3784,2620,7023,9641,3007,4077,7085,7648,3462,11112,7463,3951,11414,10148,4015,14162,10244,2777,13016,8780,2180,10963,9211,1588,10801,18575,1950,20531,13547,321,13865,8224,151,8373,5540,640,6182,10749,118,10870,12589,786,13382,2029,1953,3979,133533,41759,175298
212,2517,2553,5073,1070,807,1873,1673,2750,4423,1386,4166,5559,4913,8541,13458,5219,4385,9603,12611,4105,16716,11709,4895,16609,16046,4948,20997,15998,3402,19403,13632,2571,16209,13536,1748,15287,25691,2375,28067,16569,574,17143,9476,321,9795,6201,758,6956,11328,314,11641,17462,1495,18952,2791,2453,5247,189847,53167,243018
213,2218,1894,4114,995,766,1762,1785,3077,4860,1430,4154,5584,4824,7741,12562,5152,3794,8948,11400,3803,15204,10992,4815,15808,14662,5420,20082,14727,3987,18716,12854,3040,15896,12580,2179,14762,24533,3025,27551,16362,654,17013,10241,334,10577,6843,954,7799,11713,308,12023,16219,1501,17715,2998,2454,5452,182530,53894,236425
214,608,857,1466,343,390,732,466,1520,1992,507,2605,3111,1901,5949,7854,2110,3369,5482,5636,2630,8265,4973,3032,7998,6456,2927,9380,6325,1868,8193,5240,1331,6574,5146,921,6062,9746,1030,10784,6443,142,6586,3730,64,3799,2410,506,2912,4807,51,4859,7507,527,8028,1457,1949,3406,75813,31668,107477
215,371,420,790,267,284,553,366,1170,1537,338,2044,2387,1492,4261,5754,1347,1993,3334,4020,1706,5728,3197,1706,4901,3814,1431,5249,3738,795,4531,2429,602,3034,2562,364,2925,3955,454,4408,2199,78,2277,1144,37,1180,588,215,807,1129,40,1167,3806,226,4040,934,1355,2287,37704,19192,56900
216,336,342,681,196,190,381,287,862,1146,271,1456,1731,1242,2973,4215,1162,1447,2610,3312,1241,4550,2452,1388,3841,3221,1173,4395,3130,668,3804,2225,490,2716,2266,322,2579,3740,373,4111,2170,85,2252,1107,31,1141,568,147,714,1109,34,1141,3238,196,3438,778,1089,1872,32811,14509,47321
217,280,335,616,211,260,471,280,975,1249,269,1490,1763,1102,3094,4192,1073,1634,2708,2886,1287,4176,2432,1422,3853,3093,1252,4341,2920,724,3642,2134,540,2665,2199,339,2540,3620,401,4019,2156,88,2246,1112,39,1147,607,214,816,1171,41,1211,2996,223,3214,652,1002,1656,31180,15359,46541
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,346,423,774,207,232,440,276,931,1206,287,1511,1792,1233,3672,4910,1369,1822,3196,3876,1506,5387,3226,1568,4797,4370,1651,6020,4324,1080,5408,3586,847,4434,3991,683,4675,8119,932,9053,6115,133,6245,4032,103,4128,2903,295,3202,5739,83,5819,5727,404,6136,770,850,1622,60515,18722,79234
302,335,482,817,185,247,426,257,860,1113,247,1622,1875,916,3598,4515,1041,2128,3173,2898,1727,4626,2756,1964,4718,3904,2291,6198,3913,1734,5648,3379,1616,4992,3593,1125,4717,7644,1601,9241,5757,382,6136,4001,189,4186,2713,509,3220,5346,149,5492,4646,716,5369,611,960,1572,54149,23891,78039
303,975,1142,2113,412,430,841,613,1362,1982,467,2062,2532,1594,4246,5836,1725,2543,4268,4297,2195,6492,4153,2608,6764,5943,2977,8919,5803,2398,8200,5078,2119,7196,5310,1578,6892,11025,2448,13475,8591,704,9289,5990,353,6343,4519,746,5258,9458,294,9754,7349,1509,8858,768,1039,1811,84084,32744,116823
304,391,701,1091,181,220,406,250,619,871,209,781,989,612,1699,2309,763,1260,2021,1589,1079,2671,1833,1204,3037,2641,1388,4031,2610,1124,3731,2368,1100,3472,2535,764,3302,5610,1228,6838,4630,263,4897,3585,136,3724,3052,571,3621,8000,106,8107,4584,701,5282,322,472,792,45777,15418,61200
305,613,1461,2074,221,431,653,282,1354,1635,232,1776,2007,700,3052,3760,810,2366,3174,1581,2285,3864,1815,2926,4745,2693,3706,6396,3011,3294,6302,2672,3068,5736,2921,2401,5320,6655,4478,11136,5286,992,6279,4196,672,4864,4263,2382,6639,12669,759,13425,5350,2310,7665,390,914,1302,56365,40622,96989
306,518,691,1206,350,340,683,476,1500,1973,515,2272,2786,1743,4522,6267,1954,2397,4354,4705,2441,7149,4087,2619,6698,5344,2416,7757,5239,1568,6808,4081,1174,5257,3974,833,4805,7297,1102,8396,4493,210,4704,2532,117,2658,1583,372,1957,2727,114,2835,6660,736,7398,1029,1326,2350,59294,26751,86040
307,347,312,665,230,211,438,262,765,1026,265,1182,1447,1173,2810,3981,1102,1260,2360,3263,1104,4363,2301,1275,3571,3073,1101,4174,2981,673,3653,2066,428,2498,2168,332,2502,3552,438,3994,2077,74,2155,1109,36,1148,667,186,854,1186,34,1221,3455,187,3645,632,780,1413,31919,13188,45103
308,498,558,1058,318,310,627,430,1229,1663,453,1783,2234,1575,3636,5211,1663,1631,3294,3969,1559,5530,3094,1700,4801,3850,1844,5695,3977,1263,5239,3279,1041,4316,3536,799,4338,7061,1307,8370,4817,167,4986,3002,96,3099,2167,571,2745,4071,122,4192,6687,458,7140,899,1101,2006,55346,21179,76527
309,1432,1728,3166,618,696,1316,883,2439,3318,855,3969,4821,3403,9134,12538,3993,5449,9441,10180,4852,15030,8849,5474,14329,12278,5527,17801,12390,3690,16076,9937,2979,12909,10304,2110,12419,19086,2902,21991,12733,714,13450,7768,338,8106,5105,1249,6360,10073,313,10386,13476,2082,15555,1938,2650,4591,145300,58302,203602
310,615,590,1200,316,310,622,605,1181,1786,622,1981,2603,2109,4602,6720,2630,2164,4796,6081,1958,8041,5459,2567,8025,7101,2574,9674,7315,1741,9052,5890,1371,7258,5705,820,6532,10760,1016,11778,6755,234,6985,3987,79,4067,2253,241,2496,3412,54,3466,7434,625,8057,1133,1167,2303,80189,25267,105456
311,672,544,1219,297,239,536,566,1042,1611,608,1717,2323,2082,4039,6123,2499,2123,4625,5841,1937,7780,5144,2282,7422,6833,2333,9161,7153,1522,8672,5866,1095,6964,5830,749,6582,10974,840,11818,6784,204,6983,3927,101,4027,2335,243,2577,3511,78,3591,7242,600,7837,1162,1069,2237,79330,22761,102085
312,367,412,782,211,227,439,315,910,1226,291,1287,1579,1131,2432,3557,1153,1242,2393,2618,1173,3789,2164,1363,3523,2954,1348,4301,3026,1007,4040,2430,831,3261,2654,617,3276,5377,1134,6512,3744,167,3910,2388,82,2472,1593,423,2015,3104,106,3207,5764,413,6173,813,833,1650,42100,16010,58112
313,451,491,943,301,264,568,429,1144,1580,448,2166,2615,1878,5063,6943,2098,2733,4830,6123,1867,7991,4724,2120,6847,5828,1970,7799,5576,1177,6757,4313,850,5170,4230,601,4824,7279,657,7937,4431,115,4546,2682,47,2737,1475,253,1732,2515,67,2578,5452,434,5883,1028,1254,2279,61270,23280,84548
314,287,248,541,156,123,280,221,455,677,236,756,988,885,1832,2712,1080,1112,2186,2728,977,3707,2659,1267,3930,3777,1362,5138,4018,965,4982,3771,781,4554,3839,499,4339,7970,730,8698,5638,140,5783,3587,72,3663,2362,188,2550,4312,39,4349,4723,307,5033,510,468,982,52763,12336,65103
315,201,204,403,119,104,216,198,529,732,181,648,831,650,1092,1746,544,500,1041,1095,549,1646,1008,586,1596,1248,626,1874,1294,467,1758,902,372,1276,1009,343,1348,1998,638,2638,1404,77,1485,1043,46,1086,626,176,803,1192,73,1268,2074,192,2266,468,541,1007,17253,7757,25011
316,753,816,1566,442,389,832,632,1781,2412,567,2874,3440,2569,6812,9382,2743,4076,6820,8110,3104,11218,6770,3152,9918,8831,2963,11794,8506,1979,10484,6360,1475,7835,6174,1054,7226,10981,1393,12379,7087,280,7370,4161,139,4303,2676,620,3303,5149,134,5283,9285,1006,10286,1249,1630,2880,93058,35669,128735
317,235,316,559,164,169,332,229,684,912,243,1196,1440,945,3036,3980,1096,1697,2789,3222,1376,4591,2590,1551,4138,3309,1506,4818,3321,899,4221,2657,739,3398,2662,501,3159,4929,670,5599,3246,120,3369,1906,77,1981,1120,238,1358,2020,69,2092,3410,389,3801,499,782,1283,37818,16014,53834
318,458,564,1023,258,304,562,401,1279,1684,439,1846,2294,1507,3757,5267,1675,1989,3665,4061,1909,5966,3520,2200,5716,4565,2209,6772,4708,1684,6393,3871,1271,5148,3848,873,4721,7434,1109,8544,5181,226,5405,3047,112,3160,1858,350,2206,2981,115,3098,6635,758,7389,893,1141,2031,57338,23702,81043
319,727,746,1480,504,458,967,749,2158,2902,721,3502,4223,3598,8591,12185,3403,3550,6955,11111,2581,13693,7057,2737,9794,8089,2341,10426,7099,1301,8398,4561,890,5455,4282,580,4860,6724,682,7411,3673,128,3803,2007,49,2054,1169,303,1474,1940,54,1996,6860,548,7410,1703,2173,3871,75990,33373,109362
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,795,1499,2297,377,560,935,487,1907,2396,407,2782,3187,1525,5442,6966,1552,3306,4855,4321,2783,7104,3906,3167,7070,5496,3193,8692,5189,2317,7507,4181,2043,6220,4423,1602,6021,8853,2161,11017,6587,275,6858,4657,171,4821,3552,1175,4730,9554,142,9696,7580,935,8512,679,1191,1871,74112,36644,110763
402,903,1020,1922,555,569,1126,956,2885,3837,1010,4332,5344,3620,8525,12141,4305,3958,8264,10210,3678,13887,8589,4327,12911,10749,4204,14950,10282,2451,12736,8159,1854,10015,7769,1227,8993,13796,1278,15076,8190,227,8413,4455,124,4576,2474,353,2832,3340,84,3418,9441,782,10224,1481,1994,3475,110265,43876,154138
403,583,910,1492,418,578,994,626,2387,3011,602,3571,4169,2422,7706,10126,2842,4377,7224,7485,3455,10946,6574,3997,10568,8547,3821,12364,8265,2428,10693,6585,1937,8519,6514,1279,7792,12284,1543,13826,8318,232,8549,5132,126,5254,2883,545,3427,5629,87,5708,8757,808,9571,1013,1644,2654,95465,41437,136899
404,523,843,1360,286,453,734,517,2044,2558,448,3329,3782,1802,5825,7631,1797,2876,4674,4877,2523,7395,4076,2798,6875,5155,2835,7990,4813,1836,6652,3819,1528,5351,3682,1062,4739,7233,1324,8557,5175,222,5397,3120,132,3253,1826,433,2259,3131,118,3249,5299,793,6088,774,1333,2109,58339,32311,90651
