SA4_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
111,30067,37029,13594,1186,81874,21497,3983,107357,2072,701,1004,106,3878,4832,426,9141,1859,1002,965,92,3918,2689,682,7287,3937,1701,1967,193,7804,7520,1106,16426,892,285,495,61,1736,3478,360,5580,458,124,195,35,808,1363,225,2399,750,174,116,11,1050,1048,163,2257,41,17,16,5,79,108,14,202,2148,595,818,112,3668,6000,767,10437,24,8,7,0,39,61,9,112,82,15,26,3,118,304,13,436,12,4,9,0,22,15,0,30,54,42,34,3,128,108,23,262,163,65,75,5,308,491,45,841,95,62,33,4,187,212,39,438,36403,39446,16488,1499,93845,35715,5944,135506
112,20715,20042,8503,642,49906,14695,2759,67356,1953,815,1066,83,3918,3965,364,8250,1118,718,729,42,2598,1835,281,4711,3077,1531,1791,122,6522,5794,644,12960,761,324,575,52,1715,2631,273,4618,381,134,269,20,805,783,107,1694,323,47,60,6,439,346,28,806,7,5,3,0,18,26,3,39,1476,512,910,73,2971,3780,408,7162,276,47,53,4,385,884,29,1295,277,39,68,8,396,597,36,1028,14,11,11,0,36,75,9,119,103,75,35,4,220,97,9,323,677,173,171,17,1032,1653,82,2765,195,111,56,3,367,310,33,701,26132,22366,11431,858,60795,26234,3928,90951
113,14661,15383,5690,513,36250,11278,1399,48927,313,129,112,15,568,1034,69,1673,47,26,17,5,94,142,28,263,359,150,128,18,660,1179,102,1938,583,376,279,51,1289,2175,200,3663,19,6,3,0,23,88,9,117,10,0,0,0,10,20,0,31,4,7,0,0,12,8,0,16,613,384,283,49,1330,2291,210,3826,34,10,8,0,51,77,3,132,15,3,5,0,27,47,12,84,8,7,5,0,19,14,0,36,59,72,27,3,162,78,21,264,121,89,45,4,256,213,37,509,87,91,26,3,202,92,19,310,15835,16105,6176,588,38697,15053,1764,55512
114,17250,13323,5556,370,36501,11753,1169,49428,587,159,223,27,993,1652,98,2746,214,57,114,9,384,488,30,896,794,214,337,34,1377,2138,121,3638,221,82,119,10,425,779,36,1241,0,0,0,0,7,13,0,22,0,0,0,0,0,0,0,4,0,0,0,0,5,12,0,16,222,85,121,10,439,806,37,1282,57,19,18,0,103,197,10,309,228,32,20,5,281,418,10,715,10,5,3,0,12,18,0,34,25,12,9,0,47,32,0,80,318,70,58,10,444,665,24,1138,110,81,30,0,226,173,15,404,18695,13773,6100,421,38987,15538,1366,55891
115,14213,32902,4833,417,52356,5547,717,58616,464,173,105,12,750,759,15,1528,1128,2632,724,49,4537,965,153,5652,1590,2801,827,57,5288,1726,170,7182,287,156,88,9,544,631,17,1195,273,242,113,18,649,393,33,1078,344,259,105,15,724,357,71,1147,13,3,8,0,17,13,0,33,913,664,316,43,1940,1391,122,3450,18,9,3,0,36,54,3,97,19,13,4,3,38,72,7,112,3,13,0,0,20,8,0,28,12,24,0,0,37,6,3,52,58,57,13,8,129,146,14,287,65,95,24,0,180,98,5,279,16840,36520,6009,525,59893,8904,1026,69816
116,15174,38628,11804,1133,66736,10628,1808,79177,1188,2850,821,71,4936,1283,141,6359,1607,5024,1627,150,8407,1519,223,10149,2793,7877,2450,220,13340,2807,364,16506,226,344,152,21,743,809,33,1582,157,221,94,15,495,266,42,797,757,1079,328,63,2222,659,124,3003,12,9,3,0,28,26,3,50,1159,1654,579,96,3487,1757,196,5431,10,3,4,0,18,14,0,30,38,10,28,0,71,122,3,195,6,13,11,0,35,33,0,67,31,69,26,5,130,31,6,164,82,96,65,5,244,194,14,457,54,126,40,3,227,100,23,348,19267,48370,14931,1466,84034,15483,2402,101918
117,2919,5392,1561,252,10125,2221,945,13285,2615,2467,833,154,6071,2469,1212,9755,4353,3829,1446,322,9954,3813,3092,16861,6968,6298,2274,475,16022,6289,4302,26617,1718,903,519,116,3258,3219,881,7360,3997,1897,1076,258,7225,6306,1788,15324,18993,5635,2190,1264,28081,22825,9090,59987,65,25,25,0,118,79,36,234,24773,8460,3816,1641,38682,32428,11795,82907,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,9,3,0,0,13,35,3,51,218,134,62,27,435,327,227,990,225,140,62,27,454,361,233,1042,159,106,26,15,306,405,110,824,35038,20395,7745,2409,65587,41706,17382,124676
118,4962,11047,1970,348,18322,2931,836,22089,1328,2396,607,87,4419,1439,408,6266,2812,5100,1247,174,9330,2143,879,12346,4138,7499,1858,257,13753,3581,1283,18613,2631,2079,980,163,5850,3739,1445,11033,7366,3774,1835,422,13401,8898,3873,26167,5454,2431,1069,386,9341,7456,2548,19343,46,41,8,0,88,49,19,165,15493,8319,3892,973,28680,20148,7883,56707,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,233,157,90,12,492,331,130,956,233,155,90,12,491,342,134,960,94,113,21,4,229,178,35,447,24924,27135,7825,1593,61478,27177,10166,98825
119,20817,46239,12464,1636,81157,14371,2291,97827,1876,2640,1154,152,5821,3187,298,9317,3280,7929,2621,237,14073,3096,498,17666,5158,10571,3774,391,19899,6285,797,26983,2934,4168,1735,296,9131,4983,981,15100,3940,5472,2523,375,12308,5042,1005,18355,6901,6203,2313,569,15993,5686,2432,24103,56,64,33,4,153,90,16,257,13832,15912,6595,1245,37583,15801,4432,57813,12,3,0,0,19,48,3,71,0,3,3,0,7,3,0,14,0,0,0,0,0,0,0,3,191,291,151,17,658,268,85,1012,207,305,153,20,683,319,89,1095,136,181,78,7,404,237,42,688,40149,73210,23075,3305,139728,37026,7650,184401
120,7827,16665,3705,558,28758,5212,1319,35295,2252,3367,843,127,6582,2113,524,9217,2937,4266,1181,134,8515,2181,650,11350,5188,7633,2024,256,15095,4299,1170,20570,2881,2122,1055,216,6273,4536,1037,11848,4026,3198,1312,307,8842,4908,1491,15237,6340,4145,1405,432,12315,5048,2527,19891,62,35,16,6,119,85,28,229,13305,9501,3791,958,27550,14579,5083,47212,4,0,0,0,0,3,0,4,0,3,0,0,7,0,0,11,0,0,0,0,0,0,0,0,303,204,101,24,639,305,163,1100,312,212,101,24,648,304,167,1116,154,136,46,11,348,338,75,766,26777,34142,9659,1812,72397,24739,7819,104952
121,16954,38544,5898,648,62037,8548,1095,71675,927,1320,332,30,2616,981,155,3748,2343,2647,777,68,5833,2025,341,8206,3266,3970,1112,97,8450,3009,496,11959,2715,1821,759,138,5437,3726,611,9771,5725,3820,1587,316,11453,7376,1428,20258,9696,6785,2290,501,19275,11081,1859,32211,33,29,9,0,80,55,5,140,18172,12459,4651,959,36243,22239,3905,62380,0,3,0,0,3,0,0,9,7,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,69,46,30,3,151,92,21,259,72,54,28,3,159,99,21,281,93,82,25,8,204,195,21,419,38558,55100,11722,1719,107091,34080,5540,146713
122,12150,26846,4469,395,43858,5914,933,50714,494,517,164,11,1178,956,76,2212,1548,1757,551,39,3892,1641,144,5682,2044,2270,706,50,5070,2602,219,7895,1757,1266,523,59,3606,2707,370,6684,3962,2438,1156,145,7707,4452,914,13067,2871,1439,611,93,5013,3078,541,8634,24,18,6,3,57,46,8,106,8616,5163,2295,307,16381,10280,1835,28497,3,3,0,0,7,3,0,12,26,10,12,0,49,97,4,149,3,3,3,0,10,29,0,35,77,51,34,3,169,59,22,254,107,70,55,3,239,190,29,455,91,87,31,0,209,145,25,385,23004,34439,7561,754,65764,19132,3046,87940
123,16152,32340,9992,716,59195,8976,1270,69437,1058,999,826,89,2969,2136,117,5231,798,1351,1099,77,3327,1549,140,5018,1850,2351,1931,165,6297,3691,262,10246,259,135,148,15,557,658,39,1258,102,63,42,6,214,176,13,400,273,127,85,9,483,279,50,809,5,6,4,0,18,9,0,32,634,328,280,26,1270,1120,108,2493,15,6,4,0,23,65,0,83,5,0,4,0,16,32,4,51,3,9,3,0,17,11,0,28,19,33,15,0,67,24,5,106,47,51,28,0,118,133,11,264,138,41,16,4,198,76,4,279,18820,35113,12238,912,67078,13989,1651,82721
124,22277,35520,11657,898,70353,15197,2123,87678,926,661,756,54,2395,2514,153,5065,1111,1295,1197,89,3689,1926,260,5885,2030,1956,1954,141,6087,4440,418,10943,320,212,297,39,871,1407,110,2388,310,171,217,29,717,853,120,1688,123,72,135,7,341,298,43,686,9,10,10,0,26,31,4,57,767,466,652,78,1954,2582,275,4817,8,3,0,3,13,28,3,42,21,5,3,5,39,77,0,113,8,7,3,0,23,19,3,46,18,21,16,0,56,49,6,108,64,38,30,9,135,168,9,306,90,108,44,7,245,153,21,422,25218,38086,14337,1134,78778,22541,2850,104168
125,14738,35256,9032,1241,60272,10278,2240,72792,1004,1726,648,80,3453,2223,209,5887,3054,7412,2041,227,12731,2664,667,16062,4058,9132,2689,303,16185,4887,879,21950,2106,2923,994,207,6229,3758,683,10669,3221,4974,1608,333,10135,3872,1059,15064,5262,5952,1563,401,13180,4235,1476,18892,34,52,22,7,118,63,12,198,10627,13910,4178,944,29662,11928,3230,44827,3,7,3,0,12,3,0,18,0,4,0,0,4,0,0,5,4,12,5,0,16,5,0,27,91,246,72,19,426,122,54,600,94,268,80,19,456,131,60,650,115,184,47,13,355,248,44,644,29629,58748,16028,2525,106933,27478,6454,140867
126,7785,17247,3098,431,28559,4482,1053,34097,747,1041,343,42,2173,925,111,3218,1342,2085,589,74,4089,1549,289,5935,2089,3129,929,115,6268,2476,404,9149,414,289,154,33,888,1007,75,1974,2121,1914,735,211,4979,2970,748,8695,2748,1874,570,189,5381,2262,770,8410,11,8,0,0,23,20,3,47,5287,4088,1459,432,11265,6263,1596,19125,3,0,0,0,4,9,0,11,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,30,28,5,3,70,38,14,121,29,30,7,3,73,48,14,142,51,81,24,0,161,94,15,269,15245,24580,5516,981,46321,13360,3084,62777
127,16200,45626,13471,1345,76646,9973,1337,87958,467,724,556,56,1797,935,49,2784,1534,4231,2379,183,8320,1893,233,10456,1997,4951,2932,240,10122,2832,286,13234,489,768,588,75,1915,1606,119,3642,1061,1753,1143,157,4111,1972,298,6382,889,1477,744,113,3220,1004,180,4400,21,51,29,6,108,62,11,173,2460,4047,2503,341,9356,4638,606,14606,8,0,3,3,12,55,3,73,3,0,4,0,3,6,0,12,6,18,7,0,34,14,3,56,62,157,63,13,301,88,22,410,84,179,77,15,352,173,29,555,94,152,61,7,319,205,19,541,20826,54957,19049,1957,96786,17829,2273,116885
128,12199,25166,4427,411,42198,5704,615,48519,544,542,277,20,1376,1039,43,2454,2093,2325,1093,74,5581,2155,175,7914,2636,2868,1371,88,6956,3189,219,10368,826,452,337,22,1638,1821,157,3625,2281,1324,1054,121,4793,3263,492,8545,1380,680,400,61,2524,1793,211,4526,8,0,3,0,11,4,3,20,4496,2463,1794,213,8967,6882,869,16714,15,4,4,0,22,32,4,62,14,8,10,0,43,70,3,118,0,0,0,0,0,3,0,3,46,38,23,0,109,63,20,186,83,52,40,3,170,170,27,367,53,46,16,4,117,69,12,199,19463,30594,7641,713,58414,16014,1741,76169
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,14801,15101,5989,444,36331,13279,1883,51496,930,612,545,59,2149,2836,317,5302,123,66,80,5,275,183,62,519,1054,681,626,69,2425,3019,382,5826,178,60,111,8,363,898,72,1328,13,9,3,0,25,36,12,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,186,64,116,10,387,934,77,1398,20,3,9,0,28,92,3,122,22,0,0,0,24,51,5,80,3,3,6,0,11,14,0,28,138,104,44,4,298,141,14,451,188,117,56,9,362,296,19,675,75,67,25,8,176,149,22,346,16304,16028,6813,533,39682,17677,2383,59743
202,15165,15338,6114,539,37163,13359,1828,52347,486,162,341,46,1035,2069,201,3303,104,33,57,13,204,161,43,405,589,198,392,57,1233,2233,251,3714,90,47,63,3,207,433,34,670,13,4,0,0,16,39,4,56,0,0,0,0,0,17,0,17,0,0,0,0,3,0,0,3,101,49,68,3,228,487,32,747,12,7,4,0,22,110,3,131,20,3,3,0,26,66,0,98,8,3,5,0,13,9,0,22,36,26,9,0,75,41,9,128,79,33,24,0,141,234,14,386,98,62,24,0,182,124,14,318,16035,15679,6626,604,38945,16435,2134,57513
