SA4_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
111,107,8,6499,178,289,17,3,307,0,489,0,40,24,0,64,0,63,0,0,0,0,0,0,0,178,325,48,3,377,0,553,6,0,0,0,0,10,18,6565,435,48,8,484,16,7069,2374,39,0,3,37,0,2413,60,120,16,0,138,0,197,0,12,12,0,25,0,26,3,4,0,0,4,0,3,61,136,29,0,163,0,226,3,0,0,0,0,3,3,2438,171,29,3,202,4,2647,1114,18,0,0,18,0,1130,29,72,7,0,77,0,103,0,7,6,0,19,0,21,3,0,0,0,0,0,3,30,78,13,0,97,0,123,0,0,0,0,0,0,0,1145,97,13,0,107,0,1257,49665,1005,10,15,1030,63,50752,1551,3033,150,11,3195,3,4748,35,311,199,3,510,0,548,17,35,3,0,33,0,50,1601,3376,350,18,3740,3,5340,71,0,0,0,0,71,142,51334,4376,358,32,4773,136,56235
112,64,12,4240,130,131,10,0,148,0,278,3,0,10,0,14,0,15,0,0,0,0,0,0,0,131,137,22,0,161,0,292,13,0,0,0,0,5,21,4313,195,23,4,223,19,4557,1009,12,0,0,12,3,1023,31,28,4,0,30,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,3,0,32,0,68,3,0,0,0,0,0,3,1038,45,3,0,46,3,1091,296,10,0,0,10,0,301,6,11,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,13,0,21,0,0,0,0,0,0,0,297,19,0,0,20,0,323,29763,534,11,13,555,71,30384,1018,1208,45,11,1256,3,2279,23,29,54,0,85,0,108,16,3,0,0,8,0,22,1054,1239,99,16,1351,3,2409,84,0,0,0,0,62,146,30900,1777,103,28,1909,130,32945
113,31,3,2859,45,228,15,0,242,0,287,0,17,35,5,53,0,53,0,0,0,3,3,0,4,43,243,42,3,296,0,342,3,0,0,0,0,3,4,2869,281,42,4,331,3,3203,504,9,0,0,9,0,515,9,56,0,0,53,0,61,0,0,9,0,8,0,8,0,0,0,0,0,0,0,9,52,7,0,64,0,72,0,0,0,0,0,0,0,512,65,7,0,71,0,590,145,0,0,0,0,0,146,3,9,0,0,9,0,16,0,3,3,0,3,0,3,0,0,0,0,0,0,0,3,12,3,0,12,0,20,0,0,0,0,0,0,0,151,13,3,0,14,0,164,21969,373,3,0,377,45,22388,409,1911,96,0,2007,5,2422,11,178,188,8,379,0,390,8,21,0,15,37,0,47,426,2112,287,27,2423,3,2858,56,7,0,0,7,27,87,22455,2489,292,31,2806,81,25340
114,34,6,2479,50,57,6,0,65,0,114,0,3,8,0,5,0,5,4,0,0,0,0,0,4,54,60,10,0,73,0,128,3,0,0,0,0,0,9,2490,98,10,0,106,6,2611,546,9,0,0,9,3,560,20,14,3,0,15,0,37,0,0,3,0,4,0,4,0,0,0,0,0,0,0,20,18,4,0,23,0,39,0,0,0,0,0,0,0,562,25,4,0,33,3,600,161,7,0,0,7,0,165,0,10,0,0,14,0,14,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,14,3,0,17,0,15,0,0,0,0,0,0,0,164,16,3,0,21,0,185,18257,310,3,9,319,65,18636,536,641,23,3,671,0,1212,10,48,26,0,73,0,84,4,4,0,4,3,0,5,554,691,50,5,748,0,1303,40,9,0,0,9,43,95,18851,1012,54,16,1080,107,20039
115,171,5,4883,269,1980,83,4,2071,0,2338,3,127,83,0,208,0,207,0,15,0,0,13,0,19,267,2117,163,11,2294,0,2561,3,0,0,0,0,3,3,4981,2290,167,9,2464,6,7453,2396,80,0,0,80,0,2476,143,1462,58,3,1531,0,1669,5,86,84,0,169,0,177,0,10,0,0,8,0,14,147,1565,141,3,1709,0,1851,4,0,0,0,0,0,3,2542,1648,142,3,1792,0,4336,1102,39,0,0,41,0,1141,54,775,34,3,810,0,864,3,65,46,0,112,0,118,0,9,0,0,9,0,8,64,844,85,3,929,0,989,0,0,0,0,0,0,0,1160,882,84,3,967,0,2134,32787,1378,14,15,1407,39,34235,2230,15310,517,48,15879,10,18120,41,911,522,7,1445,0,1477,16,84,0,7,96,0,111,2284,16310,1042,64,17413,10,19707,34,11,0,0,13,36,84,35107,17697,1058,76,18836,87,54027
116,196,3,3699,304,3983,170,26,4179,0,4484,7,316,250,0,569,0,576,0,30,0,7,42,0,45,313,4335,423,37,4795,0,5110,5,0,0,0,0,0,6,3816,4537,424,37,4998,9,8814,1266,75,0,0,75,0,1339,127,2689,83,13,2786,3,2910,3,220,183,0,403,0,405,0,14,0,3,12,0,13,133,2915,273,14,3203,3,3334,3,0,0,0,0,0,4,1401,2992,273,14,3277,4,4682,522,24,4,0,28,0,555,51,1288,57,0,1351,0,1407,0,116,132,0,241,0,247,0,3,0,0,7,0,7,59,1406,185,6,1603,0,1660,0,0,0,0,0,0,0,578,1433,188,4,1632,0,2209,28158,2089,40,31,2162,30,30346,2768,35112,1147,233,36490,18,39269,49,2356,1489,17,3861,4,3911,36,214,9,86,306,5,354,2853,37681,2644,338,40655,27,43540,49,42,3,0,46,85,184,31059,39808,2691,367,42864,144,74068
117,74,0,1312,130,628,38,5,673,0,795,4,81,91,0,169,0,175,3,0,3,0,7,0,7,137,714,127,7,844,0,981,0,0,0,0,0,0,0,1376,784,127,7,921,0,2296,586,23,0,0,23,0,612,60,424,26,0,454,0,511,0,53,81,0,135,0,134,0,0,0,0,0,0,0,59,475,104,5,585,0,651,0,0,0,0,0,0,0,650,502,104,5,606,0,1256,280,13,0,0,13,0,294,37,216,24,4,245,0,279,0,48,58,0,107,0,107,0,0,0,0,0,0,0,37,264,81,4,349,0,389,0,0,0,0,0,0,0,318,275,81,4,365,0,681,14111,994,12,9,1018,20,15147,1954,7358,375,35,7769,5,9733,40,686,542,6,1240,0,1275,18,35,5,18,59,0,72,2016,8084,922,64,9065,5,11085,20,10,0,3,18,21,57,16142,9091,928,79,10099,45,26289
118,114,0,3004,247,709,26,0,733,0,985,7,37,39,0,78,0,84,4,0,0,0,0,0,5,258,748,64,3,813,0,1069,7,3,0,0,3,3,14,3156,855,69,3,926,10,4092,1564,44,0,0,47,0,1611,122,484,26,0,508,0,632,3,29,28,0,54,0,55,0,0,0,0,3,0,5,124,508,58,3,568,0,692,3,0,0,0,0,0,4,1691,556,58,3,617,0,2303,896,46,0,0,46,0,945,66,289,24,0,311,0,375,0,23,22,0,42,0,42,0,0,0,0,0,0,0,66,306,44,0,353,0,419,0,0,0,0,0,0,0,959,360,44,0,397,0,1363,26803,1377,15,7,1403,21,28222,2766,7115,239,20,7367,6,10148,28,355,200,0,554,0,581,29,21,4,8,36,0,61,2826,7492,436,26,7962,6,10793,34,12,0,0,12,24,72,29658,8881,460,30,9370,54,39088
119,348,9,3586,461,6079,608,32,6717,0,7183,16,893,849,9,1751,0,1761,4,51,3,9,64,0,72,480,7015,1467,44,8527,0,9012,0,3,0,0,3,5,13,3711,7356,1469,54,8881,16,12611,1732,181,0,0,184,0,1914,240,3954,425,17,4391,0,4630,12,715,789,4,1510,0,1524,0,21,0,5,29,3,30,252,4686,1218,21,5931,3,6188,4,0,0,0,0,5,7,1986,4864,1222,24,6107,5,8109,810,79,0,0,86,0,890,119,1997,218,9,2227,0,2341,5,342,442,4,795,0,799,0,9,0,3,18,0,19,126,2358,662,15,3031,3,3161,3,3,0,0,3,0,4,936,2442,665,15,3117,0,4053,26309,3785,60,36,3875,38,30232,4690,55238,4243,290,59772,40,64500,166,7052,5598,47,12692,10,12870,43,304,30,129,464,13,518,4892,62602,9867,461,72932,64,77885,55,69,17,10,96,141,293,31263,66454,9943,508,76904,247,108414
120,181,6,2543,302,1530,109,13,1656,0,1956,4,172,207,0,382,0,385,5,7,3,3,17,0,20,313,1707,322,20,2051,0,2364,0,0,0,0,0,0,0,2672,1886,320,25,2233,6,4907,1371,87,0,0,93,3,1458,161,1112,106,5,1226,0,1383,11,166,192,6,364,0,375,0,8,0,3,10,0,10,171,1288,292,13,1594,0,1764,0,0,0,0,0,0,3,1541,1380,298,18,1686,4,3228,689,43,0,0,43,5,738,77,639,43,0,686,0,769,4,80,113,0,191,0,194,0,6,0,0,7,0,8,81,730,157,0,888,0,966,0,0,0,0,0,0,3,773,773,157,0,929,3,1711,22788,1968,13,14,2001,38,24827,3192,14911,764,82,15767,8,18960,58,1381,1190,13,2582,3,2643,24,84,18,38,136,0,158,3278,16373,1970,133,18477,7,21761,21,31,0,0,31,22,75,26087,18374,1984,147,20511,66,46670
121,219,6,7196,448,1814,108,3,1925,0,2374,7,168,172,6,344,0,352,0,3,0,3,6,0,10,457,1988,280,13,2279,0,2737,3,0,0,0,0,0,6,7430,2198,286,14,2502,6,9939,3910,104,0,0,102,3,4020,246,1232,90,3,1327,7,1577,5,118,148,3,266,0,274,3,3,3,3,7,0,11,252,1359,238,9,1602,7,1859,0,0,0,0,0,3,3,4162,1465,238,9,1711,10,5886,2124,53,0,0,53,4,2177,133,693,45,6,745,0,872,3,66,84,0,146,0,155,0,3,3,0,5,0,5,138,758,132,5,895,0,1028,0,3,0,0,3,0,3,2259,812,132,5,952,4,3208,50990,1901,19,20,1931,41,52968,4840,19164,856,57,20084,16,24941,75,1531,1069,16,2610,0,2684,24,58,10,18,88,0,114,4943,20744,1935,94,22776,16,27741,42,24,3,0,30,23,94,55981,22674,1957,111,24741,84,80800
122,150,7,5206,312,660,43,0,698,0,1010,0,48,46,0,92,0,91,3,4,0,0,11,0,12,313,711,85,3,798,0,1115,6,0,0,0,0,0,9,5372,858,85,3,952,6,6328,2276,54,3,0,60,0,2330,137,364,19,0,383,0,524,0,22,32,0,54,0,55,0,0,0,0,3,0,3,138,393,49,0,441,0,579,0,0,0,0,0,0,0,2414,443,55,4,500,0,2914,1076,23,0,0,22,0,1100,51,189,17,0,209,0,253,0,17,21,0,36,0,39,0,0,0,0,0,0,0,52,209,36,0,249,0,298,0,0,0,0,0,0,0,1129,234,36,0,274,0,1403,40548,1441,13,13,1471,53,42077,2960,5716,225,14,5949,8,8915,17,281,226,3,510,0,534,12,17,3,7,30,0,39,2989,6016,452,23,6492,10,9485,32,10,0,0,10,24,68,43570,7464,464,37,7971,89,51623
123,169,4,4257,210,1495,97,14,1601,0,1809,11,130,83,0,219,3,228,6,12,0,6,19,0,26,223,1643,176,18,1836,3,2067,9,3,0,0,3,7,19,4321,1805,180,25,2010,16,6341,1472,67,0,0,67,0,1533,90,951,50,3,1005,0,1090,3,99,57,0,161,0,158,0,9,0,3,8,0,10,88,1059,110,8,1170,0,1262,0,3,0,0,3,4,8,1562,1124,110,8,1241,4,2809,754,18,0,0,18,0,775,37,490,27,0,515,0,550,0,58,35,0,90,0,90,0,3,0,0,3,0,3,37,549,64,0,610,0,648,0,0,0,0,0,0,0,792,570,64,0,630,0,1425,33162,1665,13,13,1692,56,34907,2059,13228,618,79,13928,5,15997,50,1086,475,11,1562,3,1619,24,102,6,50,156,5,185,2130,14417,1097,133,15652,17,17793,65,33,14,0,47,63,175,35355,16116,1125,148,17388,133,52883
124,188,7,5790,220,892,38,5,941,0,1166,3,58,36,0,96,0,102,3,8,3,0,5,0,8,225,960,76,5,1041,0,1272,8,4,0,0,4,8,20,5831,1145,81,9,1234,14,7079,1967,51,0,0,56,0,2021,100,508,24,3,529,0,628,3,30,31,0,65,0,67,4,0,0,0,5,0,4,104,540,51,6,596,0,702,3,0,0,0,0,0,3,2077,594,51,3,655,0,2728,853,32,0,0,32,0,884,46,270,12,3,284,0,326,0,28,16,0,39,0,41,0,3,0,0,3,0,3,51,298,31,3,323,0,378,0,0,0,0,0,0,0,902,328,31,3,360,0,1266,43469,1604,11,22,1633,52,45159,1925,7662,277,48,7988,8,9925,39,486,243,0,731,0,772,20,47,12,20,78,0,102,1992,8196,532,71,8800,8,10797,77,22,0,0,22,41,138,45533,9821,540,89,10448,102,56091
125,173,0,2301,257,4135,549,20,4699,3,4962,9,833,835,11,1676,0,1690,0,22,6,9,35,0,35,271,4996,1384,35,6413,3,6686,3,4,0,0,3,3,13,2397,5160,1393,36,6588,9,9000,1142,88,0,0,93,0,1232,147,2868,357,14,3239,0,3388,14,648,757,11,1413,0,1428,0,18,8,0,26,0,27,166,3536,1121,29,4680,0,4846,3,3,0,0,3,3,8,1308,3627,1119,29,4773,4,6092,550,43,3,0,43,0,597,80,1418,198,0,1620,0,1703,3,329,435,4,771,0,773,0,3,0,0,9,0,9,80,1757,642,4,2396,0,2480,0,3,0,0,3,6,6,637,1804,640,4,2448,6,3085,18830,2288,63,28,2378,21,21229,3075,46071,4215,201,50485,25,53589,93,7007,5878,94,12984,15,13094,10,245,54,120,417,0,426,3183,53321,10147,412,63883,45,67114,36,68,0,5,70,120,226,22042,55674,10213,440,66328,183,88563
126,87,3,2188,180,1326,118,4,1445,0,1626,4,156,137,0,289,0,293,0,7,0,6,14,0,14,179,1485,253,8,1743,0,1929,0,0,0,0,3,3,3,2281,1568,249,8,1832,7,4118,1315,47,0,0,47,0,1365,114,968,92,3,1063,0,1180,3,132,131,0,263,0,270,0,7,0,0,7,0,7,117,1107,226,5,1335,0,1454,0,0,0,0,3,0,5,1436,1157,224,5,1387,0,2817,676,35,0,0,35,0,709,36,564,56,3,619,0,663,3,78,107,0,180,0,184,0,3,0,3,6,0,4,44,643,157,6,805,0,854,0,0,0,0,0,0,0,722,683,157,6,845,0,1561,15585,938,13,4,954,12,16553,1900,12845,722,47,13611,3,15514,27,1240,828,13,2077,0,2111,3,54,5,20,86,0,84,1931,14140,1552,80,15771,3,17707,5,9,3,0,14,24,42,17526,15084,1573,85,16740,38,34303
127,286,3,2803,278,4821,539,25,5382,4,5658,13,938,1337,10,2285,0,2295,0,22,4,20,49,0,51,287,5778,1883,53,7716,6,8009,0,4,0,0,4,18,22,2809,6059,1887,51,8002,22,10836,1074,125,7,3,134,4,1210,144,3140,358,13,3511,0,3655,7,712,1105,3,1828,0,1829,3,25,3,13,41,0,43,155,3880,1470,29,5380,0,5536,0,3,0,0,3,3,3,1229,4005,1473,36,5519,7,6757,519,55,3,0,60,0,576,54,1591,191,6,1783,0,1840,4,395,693,3,1090,0,1090,0,8,5,8,28,0,28,55,1998,892,20,2906,0,2961,0,0,0,0,3,3,7,577,2048,894,20,2963,3,3546,19516,2668,61,31,2764,38,22323,3155,38152,3752,213,42112,14,45277,133,6942,8569,54,15557,9,15701,12,250,58,175,488,0,506,3305,45340,12375,438,58157,19,61483,49,51,6,7,60,163,272,22871,48053,12441,481,60978,227,84077
128,126,0,4518,183,629,14,3,643,0,824,6,33,17,0,58,0,60,0,0,0,0,0,0,3,186,666,36,3,700,0,891,0,0,0,0,0,0,0,4587,790,36,3,827,0,5412,2291,55,3,0,59,0,2352,97,415,23,0,438,0,536,3,29,20,0,50,0,52,3,3,0,0,3,0,3,103,444,39,0,491,0,590,4,0,0,0,0,0,4,2396,500,42,0,548,0,2945,1137,24,0,0,24,0,1159,58,213,9,0,223,0,286,0,10,13,0,26,0,26,0,0,0,0,3,0,0,57,227,22,0,250,0,313,0,0,0,0,0,0,0,1194,254,22,0,279,0,1475,34925,1161,17,10,1187,34,36151,1932,5000,143,8,5154,4,7087,29,257,117,3,375,0,401,17,15,0,9,20,0,39,1973,5268,259,24,5547,4,7531,35,0,0,4,3,22,54,36934,6433,273,32,6737,59,43739
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,39,0,2980,64,98,12,0,104,0,165,0,9,4,0,14,0,14,0,0,0,0,0,0,0,64,100,15,0,116,0,179,3,0,0,0,0,0,3,3005,144,14,0,157,0,3167,952,10,0,0,10,0,964,22,43,3,0,42,0,67,0,3,0,0,3,0,3,0,0,0,0,0,0,0,27,49,3,0,45,0,73,0,0,0,0,0,0,0,977,58,3,0,59,0,1040,333,6,0,0,6,0,337,9,16,0,0,15,0,21,0,3,0,0,3,0,3,0,0,0,0,0,0,0,9,18,0,0,22,0,28,0,0,0,0,0,0,0,344,25,0,0,21,0,366,22538,297,3,3,304,36,22880,502,1039,46,5,1089,3,1599,16,91,21,0,109,0,128,0,0,0,5,7,0,3,522,1129,65,9,1204,3,1726,32,3,0,0,3,48,80,23090,1425,72,15,1514,88,24687
202,21,5,2974,56,73,9,0,79,0,133,3,8,40,0,46,0,49,0,0,0,0,0,0,4,60,81,43,0,128,0,187,4,0,0,0,0,5,14,3014,103,48,0,153,10,3177,950,7,0,0,7,4,957,13,19,0,0,22,0,34,0,8,20,0,29,0,28,0,0,0,0,0,0,0,13,29,22,0,51,0,69,0,0,0,0,0,0,0,963,30,22,0,60,4,1024,279,4,0,0,4,0,288,0,8,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,12,0,0,0,0,0,0,0,284,16,0,0,15,0,299,22063,253,4,0,255,47,22368,426,876,40,7,923,0,1353,9,81,268,0,347,0,358,9,4,0,6,12,0,21,453,959,308,13,1280,0,1733,51,0,4,0,4,33,87,22565,1212,309,13,1535,79,24186
203,106,9,5150,145,357,18,0,378,0,519,8,40,77,0,115,0,119,0,0,0,5,5,0,7,156,399,89,5,495,0,649,9,0,0,0,0,3,12,5196,506,89,11,608,12,5810,2086,44,0,0,44,5,2130,63,208,13,0,223,0,285,0,17,41,0,59,0,57,0,0,0,0,3,0,3,67,228,53,0,282,0,346,4,0,0,0,0,0,4,2160,272,53,0,325,4,2485,848,16,0,0,16,0,869,29,97,8,0,100,0,132,0,12,26,0,36,0,36,0,0,0,0,0,0,0,35,107,37,0,140,0,170,0,0,0,0,0,0,0,882,120,37,0,159,0,1043,40661,876,3,8,890,42,41593,1175,3289,129,11,3427,8,4611,22,319,419,7,747,0,775,3,19,0,17,30,0,37,1203,3625,552,32,4203,12,5420,75,0,0,3,8,48,128,41935,4504,558,43,5103,108,47142
204,40,5,3359,55,88,5,0,91,0,154,4,5,6,0,15,0,18,0,0,0,0,0,0,0,58,97,9,0,105,0,171,11,0,0,0,0,7,19,3395,133,9,0,145,14,3552,752,10,0,0,10,0,765,24,21,0,0,22,0,45,0,0,5,0,9,0,9,0,0,0,0,0,0,0,19,26,10,0,32,0,58,3,0,0,0,0,0,3,778,33,10,0,44,4,829,182,0,0,0,0,0,182,4,7,0,0,7,0,14,0,0,3,0,4,0,4,0,0,0,0,0,0,0,6,4,3,0,6,0,16,0,0,0,0,0,0,0,191,11,3,0,15,0,204,23495,275,0,5,281,74,23846,514,898,22,0,920,11,1443,10,55,59,3,113,0,127,5,8,0,0,5,0,16,529,957,82,6,1043,11,1583,67,0,0,0,0,59,129,24098,1233,82,11,1324,143,25556
205,71,11,5068,79,130,7,0,141,0,219,4,4,9,0,16,0,24,0,0,0,0,0,0,0,87,132,22,0,157,0,245,10,0,0,0,0,5,11,5077,204,22,0,225,18,5326,1363,19,0,0,19,0,1382,34,45,3,0,48,0,82,4,3,4,0,7,0,7,0,0,0,0,0,0,0,33,48,10,0,55,0,90,3,0,0,0,0,5,6,1397,66,10,0,75,3,1478,370,0,0,0,0,0,369,13,19,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,3,0,18,0,29,0,0,0,0,0,0,0,378,15,3,0,17,0,398,36454,491,13,3,506,103,37061,789,1321,53,7,1382,0,2173,36,80,74,0,155,0,192,10,3,0,0,9,0,17,832,1410,129,8,1550,4,2387,98,5,0,0,5,72,175,37385,1906,137,15,2059,176,39622
