SA4_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
115,58616,191925,1528,2693,5652,16403,7182,19099,1195,2126,1078,2227,1147,2544,33,75,3450,6974,97,151,112,197,28,79,52,156,287,582,279,701,69816,219275,4241,..,74057,219275
116,79177,259138,6359,18705,10149,32474,16506,51178,1582,3284,797,1868,3003,7863,50,108,5431,13121,30,58,195,299,67,163,164,488,457,1010,348,931,101918,325375,5140,..,107063,325375
117,13285,39567,9755,23242,16861,42683,26617,65932,7360,14141,15324,29367,59987,121370,234,492,82907,165380,3,4,4,17,51,77,990,2266,1042,2363,824,1613,124676,274849,14757,..,139428,274849
118,22089,69551,6266,16270,12346,34311,18613,50578,11033,23439,26167,52431,19343,37879,165,372,56707,114122,3,7,4,7,0,3,956,2120,960,2138,447,1031,98825,237426,10711,..,109533,237426
119,97827,316540,9317,22274,17666,55192,26983,77466,15100,36482,18355,46214,24103,61716,257,613,57813,145022,71,105,14,30,3,7,1012,2797,1095,2948,688,1734,184401,543704,13334,..,197733,543704
120,35295,108354,9217,23423,11350,30485,20570,53910,11848,24560,15237,33982,19891,47105,229,488,47212,106134,4,8,11,15,0,0,1100,2640,1116,2668,766,1616,104952,272680,8654,..,113611,272680
121,71675,223426,3748,9167,8206,19972,11959,29130,9771,19645,20258,40822,32211,67126,140,282,62380,127874,9,16,9,18,0,0,259,578,281,611,419,866,146713,381908,13598,..,160316,381908
122,50714,159406,2212,4561,5682,13519,7895,18083,6684,13340,13067,26327,8634,16939,106,215,28497,56822,12,23,149,259,35,58,254,583,455,924,385,861,87940,236092,9083,..,97017,236092
123,69437,218642,5231,11141,5018,12894,10246,24039,1258,2257,400,752,809,1623,32,63,2493,4699,83,111,51,71,28,64,106,304,264,555,279,594,82721,248523,4555,..,87280,248523
124,87678,253557,5065,9688,5885,13743,10943,23432,2388,3987,1688,3016,686,1292,57,108,4817,8407,42,68,113,170,46,96,108,226,306,565,422,980,104168,286939,8914,..,113084,286939
125,72792,240936,5887,14013,16062,50152,21950,64161,10669,25564,15064,39089,18892,48988,198,491,44827,114129,18,40,5,27,27,70,600,1941,650,2076,644,1598,140867,422909,9892,..,150754,422909
126,34097,107715,3218,7875,5935,15211,9149,23088,1974,3633,8695,18791,8410,19044,47,94,19125,41558,11,20,5,10,0,9,121,287,142,326,269,662,62777,173353,4619,..,67395,173353
127,87958,307258,2784,6933,10456,32395,13234,39323,3642,8014,6382,15265,4400,11529,173,424,14606,35231,73,91,12,32,56,142,410,1293,555,1560,541,1304,116885,384678,6067,..,122952,384678
128,48519,150059,2454,5129,7914,18685,10368,23813,3625,6372,8545,16411,4526,8559,20,39,16714,31377,62,105,118,200,3,3,186,404,367,708,199,453,76169,206418,5269,..,81432,206418
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
201,51496,127414,5302,9485,519,1153,5826,10634,1328,1934,70,108,0,0,3,10,1398,2046,122,165,80,126,28,44,451,1015,675,1353,346,711,59743,142164,9112,..,68853,142164
202,52347,129575,3303,5117,405,793,3714,5909,670,1038,56,87,17,18,3,4,747,1143,131,188,98,142,22,37,128,267,386,635,318,671,57513,137939,7987,..,65499,137939
203,88852,229388,8115,13413,2058,4221,10170,17627,2284,3593,145,221,198,321,11,16,2637,4143,79,147,260,344,20,45,271,769,627,1296,346,749,102631,253215,23483,..,126115,253215
204,57905,141002,3288,4958,218,452,3507,5407,1561,2298,51,93,81,165,3,14,1690,2564,216,317,175,265,33,64,157,335,583,980,414,908,64101,150859,13071,..,77172,150859
205,94012,226631,4073,5842,442,809,4514,6650,3326,4779,46,91,9,17,7,12,3392,4895,353,507,408,611,38,79,172,320,977,1516,591,1173,103488,240870,31365,..,134850,240870
206,53415,147755,28450,63506,28281,68666,56731,132169,25494,44691,31587,53918,77035,145555,109,202,134225,244372,11,24,18,38,54,66,1258,2601,1344,2724,1192,2417,246911,529437,33929,..,280837,529437
207,80264,236516,16012,34005,11201,30491,27211,64499,8448,16270,6192,11487,5527,9678,8,23,20184,37460,5,27,5,15,3,6,219,523,238,571,437,944,128334,339983,13398,..,141733,339983
208,82105,238657,22466,45324,14688,37393,37154,82719,20124,37510,5338,9595,3550,6014,39,66,29050,53185,17,24,148,195,3,3,677,1362,838,1586,590,1355,149732,377494,15464,..,165195,377494
209,134536,391609,15464,33018,9463,23940,24922,56959,5414,10877,1344,2255,1705,3123,15,24,8478,16280,13,29,16,37,23,50,265,635,319,746,413,935,168667,466526,13393,..,182065,466526
210,95786,289608,9755,21285,8311,21633,18066,42919,3404,7318,198,356,230,438,30,77,3865,8195,37,63,198,258,3,14,345,936,582,1271,318,827,118615,342813,9560,..,128180,342813
211,153179,428256,13194,24683,4656,11224,17851,35905,1881,3297,745,1305,560,945,23,40,3209,5581,156,214,206,275,18,44,218,601,592,1141,460,1011,175298,471898,13653,..,188950,471898
212,197558,606598,20562,48507,9284,27005,29842,75512,11149,25034,1538,3018,1452,2623,30,70,14170,30755,214,273,285,429,29,48,354,988,877,1737,565,1334,243018,715937,17863,..,260875,715937
213,182821,559876,22782,54897,15526,42811,38303,97707,9031,18255,1997,3711,2965,5371,80,165,14072,27494,181,267,148,220,12,29,355,902,694,1418,535,1198,236425,687694,18175,..,254604,687694
214,87968,230360,11150,18912,3170,6702,14326,25612,3743,5855,193,285,90,149,13,21,4048,6311,163,227,664,878,13,36,67,177,907,1315,229,438,107477,264049,32063,..,139538,264049
215,50538,123056,2747,4328,93,172,2838,4499,2532,3755,4,11,0,3,5,7,2542,3774,258,400,152,267,32,63,154,318,593,1048,392,875,56900,133249,9183,..,66079,133249
216,42184,107592,3140,5173,134,285,3275,5454,1078,1574,21,30,3,4,5,12,1110,1617,212,287,216,317,15,40,93,240,529,878,222,497,47321,116038,6474,..,53792,116038
217,41981,102369,2270,3309,398,722,2666,4032,1130,1605,81,108,11,11,4,12,1231,1725,77,127,117,205,11,27,121,264,332,627,326,709,46541,109457,10454,..,56992,109457
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
301,66319,187208,3629,5822,5031,10844,8660,16663,2604,3975,566,971,261,414,4,5,3439,5369,125,180,341,511,12,27,50,132,525,853,289,568,79234,210661,7287,..,86516,210661
302,56616,155444,2976,4873,6493,14126,9465,18994,4852,8403,3811,6897,2608,4479,11,19,11278,19796,128,174,176,233,8,10,60,125,370,539,305,625,78039,195405,6213,..,84247,195405
303,84908,255146,2182,4673,13229,33110,15408,37785,6566,11799,6042,11101,2533,4834,30,54,15167,27794,240,336,391,595,9,12,171,466,818,1414,523,1020,116823,323154,8995,..,125814,323154
304,48118,141066,823,1302,2888,6370,3711,7671,3160,6128,3867,7888,2099,4410,3,7,9127,18436,3,5,7,13,3,4,21,57,31,72,211,500,61200,167744,4701,..,65897,167744
305,40148,116094,605,1163,6559,14397,7168,15563,10348,17748,14408,26187,24074,46343,37,82,48869,90354,16,37,39,77,53,65,122,268,226,443,577,1089,96989,223543,13424,..,110411,223543
306,65955,177888,3605,6759,2850,5300,6458,12058,7047,12592,3271,6370,1171,2234,15,29,11499,21219,724,1228,308,464,148,355,290,615,1467,2661,664,1334,86040,215168,11438,..,97482,215168
307,41423,105315,1371,2212,131,241,1501,2448,1187,1867,3,3,14,26,12,25,1215,1918,321,523,81,170,72,144,124,265,589,1100,375,929,45103,111707,8354,..,53457,111707
308,66755,179205,2582,4285,1283,2324,3867,6610,3285,5281,257,408,386,641,22,41,3957,6372,766,1284,204,350,175,326,95,235,1240,2196,708,1465,76527,195851,15580,..,92110,195851
309,120527,354281,15150,30175,25936,60760,41087,90929,8104,14835,13248,24003,18117,34231,43,69,39506,73136,909,1343,467,719,37,81,119,288,1532,2438,945,1814,203602,522603,23832,..,227437,522603
310,94659,274823,3831,6785,4243,10007,8072,16793,1304,1901,228,403,45,67,12,40,1589,2414,502,725,77,110,35,81,163,475,772,1390,361,790,105456,296209,8124,..,113576,296209
311,87788,266970,3546,6691,6978,16073,10525,22770,2430,4565,260,463,47,94,53,112,2790,5236,366,546,156,222,25,56,127,375,680,1207,311,726,102085,296906,7485,..,109574,296906
312,48818,130287,2921,5057,1776,3346,4698,8404,2574,4448,226,374,348,612,17,26,3160,5455,625,1097,149,260,114,242,63,132,952,1735,488,1020,58112,146909,11853,..,69962,146909
313,68601,190889,4745,8711,3688,7285,8438,15995,3483,5075,1012,1612,1729,3015,26,46,6250,9754,541,788,361,518,29,62,63,161,990,1529,273,576,84548,218741,7832,..,92377,218741
314,55798,166878,3384,5904,4386,10167,7768,16072,837,1377,172,236,155,228,5,10,1170,1849,156,217,85,112,13,31,10,19,256,372,112,283,65103,185447,4343,..,69444,185447
315,20748,60412,1539,3149,432,957,1974,4106,1014,1907,20,44,4,10,5,5,1041,1962,556,1065,83,157,155,295,105,278,897,1796,347,783,25011,69061,5264,..,30278,69061
316,95936,260963,8895,14813,7060,14332,15962,29144,5926,10347,2885,5290,5498,10301,55,91,14367,26025,878,1406,685,982,78,159,82,219,1729,2770,736,1505,128735,320406,18230,..,146958,320406
317,43804,118695,5204,8582,1386,2488,6595,11072,2494,4262,58,76,73,116,5,21,2635,4476,73,126,56,121,19,36,292,823,439,1101,359,753,53834,136102,5511,..,59339,136102
318,67086,181736,4220,6809,2740,4957,6960,11763,2917,4656,1373,2307,1465,2656,15,20,5764,9641,591,1031,121,219,74,178,87,212,883,1642,355,721,81043,205510,11420,..,92463,205510
319,95658,238877,4755,7445,1905,3248,6661,10691,3378,5098,230,370,351,589,15,23,3971,6082,1413,2304,511,789,300,609,190,421,2420,4124,651,1394,109362,261172,15693,..,125050,261172
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
401,74864,199578,13496,24917,6772,14338,20266,39264,9811,17055,1576,2751,3498,6247,24,41,14906,26093,64,109,38,69,15,27,180,410,298,619,425,898,110763,266458,12135,..,122896,266458
402,127648,345511,16696,32568,3771,8848,20470,41417,4368,7535,475,890,355,640,15,28,5211,9086,220,348,108,163,17,39,96,216,443,766,363,850,154138,397627,12136,..,166274,397627
403,107245,278514,16150,28724,3798,8609,19951,37330,7300,11651,788,1353,787,1304,22,42,8895,14350,169,247,129,185,16,29,98,225,411,689,402,834,136899,331714,13321,..,150222,331714
404,58489,150785,15764,30181,6543,15074,22310,45258,7145,12395,1138,1974,982,1669,30,58,9294,16093,33,67,34,51,12,29,155,395,233,544,323,727,90651,213408,9819,..,100468,213408
405,40101,94777,2008,3082,43,95,2049,3180,535,707,4,12,3,5,0,0,541,726,247,376,64,102,28,56,146,317,485,850,284,615,43454,100143,12865,..,56324,100143
406,23836,59324,4978,9923,124,298,5100,10225,1114,1555,26,30,0,0,3,6,1145,1594,204,324,57,99,86,136,85,185,433,740,266,561,30781,72453,9388,..,40166,72453
407,64616,153634,4122,6979,233,437,4362,7412,1944,2828,37,51,25,42,7,14,2016,2937,257,391,259,405,58,104,145,300,720,1205,397,843,72101,166041,22592,..,94695,166041
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
501,56068,144461,4009,6781,582,1145,4587,7929,1068,1550,90,160,37,66,8,13,1198,1789,360,572,473,739,81,188,80,154,998,1653,292,626,63149,156459,14807,..,77952,156459
502,30043,76854,3439,5630,965,1853,4402,7478,885,1306,141,264,245,460,0,3,1269,2036,232,320,133,197,22,51,13,31,400,595,83,161,36196,87121,9642,..,45841,87121
503,32508,90321,3886,7545,6486,14035,10369,21582,4600,8001,5872,9944,10667,18831,13,15,21150,36792,11,20,4,9,12,14,98,192,125,231,191,383,64349,149312,10499,..,74846,149312
504,72550,201481,9391,18803,2492,5133,11885,23941,1525,2535,830,1414,570,961,7,13,2925,4923,188,275,56,98,30,88,54,127,321,586,213,491,87895,231420,9454,..,97353,231420
505,144587,411273,31156,62181,7238,16641,38395,78824,4071,6509,1073,1795,763,1339,17,25,5925,9666,109,151,222,312,13,42,47,141,387,647,308,710,189599,501121,19503,..,209102,501121
506,134952,380823,19616,41482,6641,14405,26255,55889,3422,6513,1863,3290,2738,4704,12,19,8031,14523,247,334,14,39,24,57,183,500,458,927,431,1023,170129,453183,19191,..,189316,453183
507,116196,322069,13967,25973,4876,10487,18837,36455,2625,3963,1628,2654,1851,3089,10,11,6113,9717,221,347,178,296,15,43,129,325,543,1003,418,862,142113,370114,17444,..,159557,370114
509,45993,111631,1752,2659,105,186,1853,2846,364,573,0,3,0,3,12,30,379,606,316,491,130,194,106,230,148,267,703,1176,409,966,49338,117228,14202,..,63543,117228
510,18984,58923,1720,3581,429,989,2147,4562,1126,2086,72,110,98,168,4,7,1299,2381,870,1602,30,67,148,330,172,399,1220,2395,285,562,23938,68829,8307,..,32248,68829
511,33945,89316,3276,5874,544,1227,3820,7096,756,1186,18,34,4,3,3,10,777,1234,730,1216,161,251,111,221,161,440,1163,2132,358,763,40067,100538,9818,..,49890,100538
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
601,72613,181636,3028,4880,2071,3943,5099,8827,5708,9363,931,1524,623,970,62,120,7335,11981,65,107,80,136,35,56,171,432,356,728,224,482,85630,203654,8800,..,94425,203654
602,47581,114973,2486,3767,816,1740,3308,5509,2792,4229,109,165,126,146,96,154,3115,4688,83,144,80,120,26,53,142,283,328,601,259,535,54587,126308,9170,..,63760,126308
603,13847,32215,133,196,12,19,148,213,124,193,0,0,0,0,0,3,126,191,56,92,47,74,35,57,58,125,199,350,92,174,14412,33143,7400,..,21818,33143
604,38956,92924,2550,3594,286,405,2830,4000,571,816,37,40,67,101,7,6,683,962,125,197,95,151,16,26,85,190,319,570,154,364,42950,98827,6761,..,49706,98827
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
701,27239,84213,2629,5600,2016,4677,4646,10280,3843,8156,1755,3682,4450,9544,11,32,10062,21420,509,1015,115,197,78,197,150,364,850,1775,256,558,43043,118250,5532,..,48578,118250
702,15862,61532,2517,6414,688,1462,3206,7874,1093,2009,136,223,61,89,17,31,1308,2354,664,1245,91,148,229,610,345,843,1323,2847,315,762,22013,75366,5181,..,27201,75366
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
801,95520,270208,13872,27768,11408,26418,25278,54187,4597,8056,7314,13208,9303,16159,191,330,21404,37754,34,46,104,167,9,11,47,141,187,362,271,528,142664,363034,12593,..,155252,363034
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
901,1130,2924,54,141,29,77,87,217,49,89,59,172,5,13,3,3,115,275,0,0,0,0,3,4,10,19,12,24,16,30,1360,3470,371,..,1734,3470
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
