SA4_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
111,1301,12162,8808,125418,2342,150030,7,94,30,1546,16,1690,4243,197,341,745,71,5591,626,155,56,205,3,1045,1670,709,448,1559,36,4412,14808,11547,8299,117254,2124,154026,1555,57,534,68,23,2239,492,143,134,988,15,1765,2765,1231,851,10274,164,15287,1226,362,133,1126,21,2865,385,105,48,184,9,735,2433,112,89,115,21,2763,3220,2658,1762,36246,510,44399,2602,1021,345,4222,79,8261,663,9,48,29,10,753,189,72,38,265,0,565,1747,255,124,590,21,2735,392,155,90,494,3,1140,565,251,175,190,10,1189,940,643,469,355,32,2429,1608,355,271,1177,25,3442,437,96,73,300,4,915,4444,3386,2346,31778,481,42427,402,44,39,88,3,575,606,148,107,70,7,941,574,99,56,341,14,1083,342,25,40,39,4,446,113,25,14,12,0,165,671,19,53,12,8,762,805,465,263,2300,38,3858,11742,2548,1878,4262,189,20616,521,145,121,2648,15780,19205,52611,22821,16272,246739,20657,359106
112,1046,8341,5902,78992,1841,96112,3,64,33,1458,36,1596,916,131,112,498,18,1668,208,55,26,97,5,385,1586,491,313,808,36,3231,15555,7645,5437,70474,1805,100926,841,37,302,64,23,1270,753,150,107,682,17,1708,2404,800,539,6963,162,10868,339,183,53,533,14,1124,295,87,30,89,8,515,921,98,90,164,12,1292,3258,2027,1347,26976,518,34127,1865,807,297,3710,92,6770,126,5,11,12,0,157,84,67,12,207,3,373,39,14,3,12,0,67,303,110,58,279,12,760,616,151,112,165,18,1063,1107,462,366,199,32,2169,592,134,85,305,9,1123,277,82,51,118,5,528,3844,2034,1487,19472,413,27249,69,17,6,19,0,111,451,107,69,60,11,691,455,45,43,249,14,813,78,26,15,27,3,158,56,18,3,15,0,97,151,19,25,14,7,214,614,177,113,716,22,1648,6298,1759,1281,3023,179,12546,381,160,117,2065,17694,20423,35556,15472,10799,156020,21756,239604
113,627,3261,2215,57823,1261,65186,12,13,8,871,40,946,1086,35,73,312,21,1533,73,13,9,55,0,151,545,192,135,526,24,1420,3933,2951,2060,47680,1071,57699,890,6,87,41,11,1037,158,35,30,378,10,610,754,339,238,6000,94,7425,159,55,18,245,3,477,78,16,6,46,0,150,1991,38,18,45,13,2105,750,671,532,17122,268,19350,3406,1011,333,4499,128,9372,129,3,10,8,3,154,77,20,15,109,3,232,25,3,5,16,0,43,85,21,31,153,3,299,273,68,25,46,18,424,302,154,122,106,7,698,196,51,39,161,5,458,70,9,7,34,0,121,1071,726,603,12365,238,14995,38,4,4,15,0,61,304,31,31,22,0,389,216,26,20,127,3,395,150,6,4,3,0,173,115,9,3,11,0,141,125,7,16,3,3,149,107,67,32,347,3,560,5271,629,378,1087,136,7504,290,73,43,1717,11509,13641,19999,6426,4237,111107,14167,155934
114,667,5666,3942,49897,1101,61280,4,37,13,780,25,869,844,52,89,282,21,1284,341,61,46,86,10,545,1047,318,196,539,32,2130,10840,5507,3982,42611,1187,64126,462,40,127,32,5,670,293,78,51,358,6,781,1540,448,309,3350,87,5743,512,112,57,375,18,1072,305,57,28,77,6,478,546,40,14,34,4,638,1965,1151,791,14083,311,18295,1215,436,175,1643,56,3524,81,5,9,8,0,104,122,49,19,110,6,313,101,7,5,25,10,152,507,127,67,347,14,1071,203,72,54,65,4,400,454,247,150,110,10,983,551,107,70,199,7,937,222,45,34,90,5,401,2624,1458,1024,11050,250,16405,123,9,6,28,6,162,255,46,44,49,7,403,308,30,34,133,3,499,66,6,14,15,0,97,50,12,4,15,3,78,140,10,17,9,4,181,496,120,90,464,15,1186,3830,892,630,1564,92,7006,223,80,54,1058,9654,11075,25127,10172,7093,92767,12202,147363
115,1997,7746,5532,46562,585,62420,3,20,15,197,0,236,23705,352,628,610,132,25417,1172,195,138,437,13,1949,1691,464,258,733,13,3162,14858,6384,4758,39784,660,66438,3564,123,294,69,27,4072,599,105,67,417,9,1200,2270,565,495,3197,73,6595,1377,298,164,915,15,2774,551,81,63,142,8,846,11809,209,193,99,63,12374,3507,1630,1119,14141,170,20572,4639,1424,614,3989,87,10749,4113,22,62,16,17,4225,2413,521,318,1036,39,4330,123,29,18,53,0,223,2300,628,346,1885,43,5212,363,62,38,29,7,497,928,435,313,143,5,1831,1197,171,145,353,10,1879,769,64,65,162,3,1064,3235,1514,1078,10822,158,16804,428,61,49,98,4,638,1917,180,90,49,11,2234,1170,107,65,145,6,1503,2890,81,56,12,7,3056,543,80,24,31,0,688,830,39,53,30,0,941,562,137,78,529,8,1309,20513,1802,1473,2104,156,26051,675,97,71,626,7672,9145,101405,15068,10949,90819,9505,227739
116,6269,9223,6191,54085,1241,76998,22,142,49,1164,27,1397,13028,225,421,400,93,14176,1924,232,139,450,28,2765,1334,388,249,672,25,2670,15760,6721,4560,41823,1205,70069,27980,495,1128,170,237,30013,756,92,63,334,13,1255,2777,663,424,3269,105,7235,1903,414,231,945,45,3529,862,136,53,193,9,1255,37941,294,208,136,225,38802,3056,1568,1095,13280,226,19219,3768,1180,511,3124,91,8669,1988,8,34,16,10,2047,3403,775,336,714,45,5270,318,57,22,56,3,456,4592,925,495,2402,79,8496,2773,325,248,138,76,3557,1406,448,289,209,34,2384,1832,205,164,435,19,2650,757,61,54,166,18,1058,3216,1384,1082,9167,174,15027,989,76,45,80,10,1210,1129,132,115,54,12,1441,3087,128,75,137,30,3458,3911,65,53,45,19,4093,2134,229,146,145,13,2666,1286,40,83,19,5,1430,314,106,68,398,6,897,65503,3368,2211,2512,721,74321,2793,154,158,1066,15862,20041,191384,18067,12469,97940,19779,339637
117,2430,8681,6707,36030,694,54537,32,81,34,858,29,1038,43723,600,818,774,377,46295,1150,185,117,300,15,1765,1585,473,320,671,23,3079,23635,7685,5643,36672,843,74483,4022,84,446,50,46,4654,2846,269,156,543,44,3857,3931,896,598,3872,107,9407,6424,937,485,1991,123,9965,893,184,97,209,11,1399,5948,151,142,92,31,6363,8718,2777,1895,19935,329,33655,6472,1377,595,2991,92,11527,4236,47,87,46,26,4446,2123,297,222,523,23,3189,798,76,36,65,10,992,931,284,165,497,23,1901,1089,152,94,67,22,1422,1963,428,293,126,24,2842,1856,267,207,472,30,2824,2329,123,139,226,27,2837,5894,2037,1580,12139,230,21881,1021,77,47,80,18,1242,953,130,91,46,7,1226,3090,136,96,184,32,3543,763,50,42,39,3,894,1613,122,57,59,19,1871,5528,61,153,55,63,5842,875,223,130,745,5,1974,46429,2824,2468,2885,460,55066,1380,101,83,632,32455,34648,165917,18330,13758,82132,35411,315551
118,2339,9686,7595,36167,620,56407,18,43,16,433,24,534,22797,557,719,743,175,24991,872,137,96,250,7,1368,1449,381,249,557,17,2644,25417,7832,5676,33766,780,73477,2098,44,292,30,26,2492,3239,298,233,489,35,4296,4665,874,649,3295,65,9541,5571,1128,530,2957,105,10288,2325,318,213,432,21,3313,3103,166,173,103,26,3563,10269,2646,2022,19031,330,34298,6355,1330,601,2983,85,11357,1100,11,63,30,4,1210,1202,275,215,689,17,2395,222,41,25,41,3,329,880,190,136,407,12,1619,778,110,45,70,12,1013,1886,462,358,121,22,2842,3317,455,359,689,20,4842,3898,269,228,313,39,4747,5711,2011,1388,10963,183,20246,656,41,60,59,11,829,4618,392,318,57,22,5401,2489,114,132,185,29,2941,530,58,44,25,4,661,513,52,24,30,13,632,1195,23,80,18,13,1322,918,142,104,576,8,1748,32411,3326,2732,2884,321,41683,1022,111,111,606,23121,24961,126867,19541,14772,80344,25511,267037
119,11050,11600,7752,49616,1422,81445,37,114,40,643,16,846,87427,760,1322,924,768,91197,3119,350,197,756,43,4466,935,260,164,420,13,1789,20430,7629,5120,42062,1373,76609,9216,202,781,91,125,10425,1246,154,94,478,34,1994,3000,645,396,3311,117,7473,27513,3558,1963,9922,499,43458,1023,138,71,176,25,1438,13776,237,185,104,97,14405,4148,2192,1434,18149,319,26248,12839,2620,1249,6226,307,23244,5138,27,109,31,25,5326,43552,7464,3219,6163,653,61054,10585,1002,585,1576,109,13867,2145,450,276,901,45,3813,2768,288,191,94,56,3395,1633,454,297,179,39,2601,1893,219,139,342,18,2616,1673,86,111,143,19,2025,3669,1779,1221,10865,227,17765,1894,149,108,150,18,2320,761,115,103,44,12,1035,3645,184,178,260,44,4314,824,47,33,36,3,943,1981,231,108,186,25,2527,24234,192,414,166,243,25262,420,178,83,499,13,1193,101667,5632,3928,4430,1089,116739,4602,452,265,1148,28127,34595,370215,32384,20598,113499,34720,571416
120,2614,8526,6058,33948,531,51673,15,48,17,361,10,445,44615,685,1085,897,317,47603,1579,177,126,428,13,2333,986,355,217,483,17,2049,16741,6899,4805,31776,681,60911,3882,112,334,85,44,4454,1134,159,112,451,11,1871,2270,664,480,3054,64,6530,6328,899,453,2480,83,10240,718,163,79,185,9,1157,12618,231,218,98,67,13238,5848,2600,1648,17754,280,28134,16703,2961,1479,6744,273,28161,9582,51,140,50,47,9869,4938,949,556,1407,66,7914,401,75,36,91,5,606,965,278,169,533,15,1965,542,84,67,26,7,733,1447,389,336,123,21,2323,1542,225,192,394,12,2364,1152,115,103,220,14,1596,4195,1806,1281,10299,168,17746,805,92,87,111,10,1095,638,141,73,33,8,897,2031,144,120,246,17,2560,1740,67,61,29,10,1908,1123,69,55,65,9,1320,3901,84,172,79,28,4261,615,161,127,595,4,1496,31326,2670,2161,2677,323,39156,1126,73,86,485,17358,19136,163436,18921,13391,77647,19902,293301
121,3242,15909,12699,65366,790,98014,7,22,11,184,4,231,55780,1120,2072,1441,390,60803,1394,242,123,426,11,2199,2954,810,426,961,30,5190,38164,13980,10174,63802,1189,127304,4548,98,390,75,27,5143,2206,353,237,963,25,3783,5399,1302,957,5446,108,13213,2051,560,289,1323,22,4251,1423,243,150,269,10,2104,12928,297,281,145,63,13715,9146,3950,2965,29176,374,45608,5759,1615,818,3902,98,12192,8897,49,273,78,31,9322,1522,337,184,674,21,2745,362,48,30,61,0,500,543,220,122,392,10,1287,480,77,45,30,10,640,2872,796,669,251,14,4597,2539,329,264,482,17,3637,2381,167,192,273,20,3031,8724,3396,2627,21461,279,36483,645,59,49,88,10,852,4393,360,271,64,18,5118,2121,139,127,193,14,2594,1912,122,77,52,19,2190,471,54,15,22,3,555,1833,53,148,40,13,2084,1473,296,206,1058,15,3048,40983,3498,3798,3714,332,52331,1079,130,104,752,18588,20645,193762,29128,23387,137413,21668,405356
122,2201,12429,9875,53534,863,78905,12,14,8,149,0,179,6653,313,510,537,56,8062,1246,197,118,438,21,2016,2692,706,420,908,55,4782,33340,11247,8455,49351,1058,103450,1835,70,257,26,16,2204,2032,286,234,673,20,3253,4476,902,625,3881,106,9985,1212,370,176,818,16,2591,682,142,64,121,11,1018,2138,125,104,56,23,2447,7312,2759,2100,20272,305,32750,6357,1398,705,3718,113,12286,958,11,45,22,6,1040,428,131,89,233,7,883,176,24,17,36,0,254,377,153,104,286,12,928,741,127,94,38,14,1007,2101,717,554,245,21,3632,1232,192,163,303,4,1897,845,93,96,172,5,1220,7268,2547,2050,14458,258,26579,1180,126,82,129,10,1532,2038,249,185,60,10,2552,1398,68,94,152,14,1719,197,48,33,19,0,301,259,33,27,18,3,338,555,15,57,19,3,648,1363,220,176,737,15,2505,20092,2663,2652,2781,216,28402,605,121,86,788,12239,13837,90912,22234,17263,107710,14756,252878
123,3369,9837,6594,67747,1408,88961,20,113,48,1170,27,1377,5345,162,279,404,55,6249,1286,207,143,461,13,2112,1184,463,231,724,26,2628,15217,7973,5642,52260,1236,82330,5616,181,510,75,45,6437,710,111,63,437,25,1347,2519,755,528,4258,94,8157,1352,375,211,892,40,2873,562,128,58,169,8,919,9195,186,95,89,73,9634,3540,1855,1200,16824,293,23720,3535,1348,584,4046,121,9627,278,3,36,12,0,331,2820,689,294,622,61,4487,534,86,57,116,11,805,1598,518,325,1618,54,4107,1550,235,162,133,37,2119,1160,456,343,273,12,2239,1400,191,173,441,17,2226,609,82,54,156,8,909,3759,1872,1313,12046,240,19228,726,124,63,159,3,1080,1046,146,131,70,7,1408,1920,156,107,202,25,2411,648,25,38,13,3,723,338,90,33,90,0,550,1514,65,82,29,18,1706,532,173,110,459,9,1284,35090,3050,1882,2694,511,43226,1379,160,136,1236,12414,15325,93266,18729,12663,121471,15934,262064
124,2525,13311,8886,88313,1621,114657,18,131,72,1298,18,1534,3833,194,282,587,51,4936,1573,268,155,519,25,2544,2311,782,533,1565,48,5232,20812,11562,8195,71905,1554,114023,5241,208,453,109,52,6067,758,156,80,637,13,1649,3242,1129,773,6207,121,11469,1641,404,217,1073,34,3366,927,159,91,264,13,1448,5854,192,151,130,38,6367,5076,2991,1926,25367,432,35791,3606,1382,598,4438,95,10122,518,9,25,8,3,562,1627,413,198,506,30,2768,406,65,43,110,0,615,4097,1191,674,3634,70,9662,1513,304,170,124,32,2141,1359,636,465,321,20,2801,1665,318,214,745,17,2951,611,113,89,255,11,1077,5293,2691,1963,17192,301,27436,521,110,55,116,4,813,772,148,124,79,6,1124,1362,120,77,270,19,1842,867,51,47,32,6,1004,641,97,66,85,5,899,676,39,53,17,6,797,758,257,164,862,17,2059,20991,3077,1962,3317,293,29633,930,181,120,1573,15624,18422,83937,24832,16737,162036,19392,306933
125,9219,8573,5808,37899,1099,62606,6,51,29,360,17,462,63738,442,930,647,486,66248,2512,231,129,498,32,3399,959,279,131,360,13,1744,17036,5722,3836,31684,917,59203,9258,189,565,88,110,10209,796,95,63,334,14,1304,2134,470,321,2528,93,5544,3134,481,247,1166,63,5085,602,110,40,122,3,881,43118,244,215,119,224,43920,3133,1570,1077,12962,225,18961,5878,1437,690,3170,128,11302,14394,55,138,28,72,14691,29099,5943,2451,4600,487,42576,406,48,20,77,7,558,2964,469,256,1020,58,4773,1729,213,112,56,45,2161,1260,336,236,139,28,2001,1761,180,114,305,19,2381,1475,91,73,193,27,1860,2774,1284,911,8089,134,13196,1055,94,27,91,8,1275,677,100,56,25,8,867,2395,130,79,113,27,2748,4825,51,63,29,26,4997,7282,617,380,408,110,8796,10384,83,177,91,112,10854,317,112,79,403,15,927,86618,3272,2331,2505,905,95632,4016,267,186,727,25788,30988,304485,21622,13870,77926,30488,448391
126,1572,5000,4027,23903,403,34903,3,7,7,91,0,104,41468,531,902,598,320,43820,716,99,62,188,8,1072,718,250,124,270,15,1374,8747,4224,2900,21957,423,38249,2861,58,205,47,18,3188,507,95,63,245,8,917,1331,334,274,1897,40,3880,1531,269,161,906,23,2889,399,86,33,113,11,635,8639,120,131,67,34,8999,2241,1250,859,10286,138,14767,4767,1180,540,2985,109,9582,8896,69,101,37,34,9148,1717,320,240,626,22,2922,239,16,16,58,7,333,381,95,80,271,5,839,232,39,37,18,3,324,675,241,178,96,11,1196,798,125,69,192,12,1192,721,38,84,104,25,964,2018,1206,757,6914,94,10985,435,33,15,45,0,533,573,109,68,25,7,777,889,34,44,64,8,1042,1603,49,26,26,7,1715,345,29,19,14,0,408,1412,40,55,22,9,1531,312,96,71,385,5,870,18856,1393,1296,1494,221,23254,649,48,42,305,6868,7921,104977,10336,7930,50354,8512,182119
127,8649,6792,4735,34459,995,55633,13,58,32,620,17,744,34405,411,626,537,458,36440,5045,470,266,941,70,6792,676,176,99,297,15,1273,13972,4245,3104,25249,971,47536,8012,166,499,114,101,8893,913,84,62,236,21,1307,2523,406,300,2015,54,5302,3656,713,404,1625,47,6452,745,77,43,115,12,992,15280,179,183,69,108,15828,1847,977,650,8222,140,11830,15076,3132,1454,7503,303,27474,391,9,19,10,0,429,11185,2391,959,1742,188,16471,3345,366,256,521,33,4517,3725,776,409,1954,63,6923,1697,211,157,67,33,2166,953,232,183,118,22,1504,2164,221,139,348,37,2911,1294,100,64,131,90,1678,2178,897,680,5453,140,9357,8205,506,306,504,155,9674,439,59,52,39,4,591,5040,234,220,256,64,5812,699,25,23,9,5,776,2586,247,169,191,23,3214,45448,464,735,403,700,47748,229,77,42,222,6,573,108517,4110,2971,2623,1185,119406,4307,232,167,781,20712,26203,278633,18910,12798,69707,25926,405962
128,1261,9022,6601,61831,970,79683,4,25,9,300,4,347,6387,196,390,534,65,7575,999,161,101,400,13,1667,1266,410,228,820,24,2742,13689,8278,5737,55032,954,83681,1308,56,292,42,19,1716,631,158,95,632,14,1530,2052,682,455,4163,69,7421,3821,818,458,2441,50,7589,413,95,49,165,7,723,1814,102,84,81,21,2105,3581,2218,1419,21334,277,28829,3768,1215,583,3967,88,9613,286,9,42,14,3,355,1407,298,168,553,18,2444,1198,204,65,310,12,1792,1004,367,168,782,17,2346,809,226,103,80,20,1235,968,472,345,185,22,1993,950,149,131,337,6,1569,1036,85,66,175,15,1368,3271,1840,1321,14173,209,20821,410,54,20,76,6,559,696,141,127,73,9,1042,942,82,102,186,16,1319,176,27,24,31,0,257,215,28,19,11,4,281,510,8,66,17,3,600,592,215,132,729,8,1676,11252,2050,1792,2674,157,17928,389,91,69,1027,7852,9426,55684,17408,12319,122212,10252,217880
197,6,17,7,91,0,125,0,0,0,0,0,0,33,0,0,3,0,39,3,0,0,0,0,3,3,0,0,0,0,0,39,12,6,72,10,137,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,31,0,44,10,0,0,0,3,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,14,0,7,24,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,23,0,0,4,0,26,8,0,0,3,38,52,166,17,13,176,42,412
199,70,302,198,2595,82,3249,0,3,3,95,6,105,428,12,7,20,4,473,26,0,0,4,0,34,79,21,13,35,0,149,812,254,191,1952,70,3270,76,0,22,4,0,105,62,9,6,27,0,108,151,27,20,202,4,399,44,9,3,20,3,76,27,3,0,5,0,33,142,0,0,3,0,144,205,66,40,714,12,1039,123,30,15,95,8,265,45,0,0,0,0,45,79,10,5,16,0,111,10,0,0,0,0,9,18,8,0,8,0,43,54,10,7,6,0,79,60,17,8,6,6,94,38,6,8,13,0,70,22,0,3,6,3,34,189,57,46,536,16,840,18,0,0,0,0,15,39,3,4,3,0,50,53,0,0,10,0,65,13,0,0,3,0,11,27,0,0,0,0,36,82,3,3,0,0,86,32,8,7,25,0,66,890,76,55,102,26,1140,48,4,4,63,3194,3312,3262,554,393,4675,3398,12288
201,473,4260,2963,54002,1195,62890,5,13,10,221,5,258,1322,58,69,511,22,1983,384,63,34,150,7,643,1520,632,404,1294,48,3900,6768,4052,3007,50348,1218,65386,588,22,103,20,12,738,196,50,41,410,6,702,1114,487,326,4739,83,6748,346,96,39,314,7,799,231,42,29,83,3,393,1142,58,26,39,15,1279,1473,1094,716,20143,342,23769,814,445,181,2633,54,4128,50,0,6,3,0,62,38,25,5,67,0,141,80,22,5,32,3,146,468,153,70,378,11,1082,137,40,22,41,0,239,319,176,140,89,9,731,393,97,65,280,13,844,163,24,16,69,10,272,1795,1165,795,15099,243,19100,109,21,12,30,5,178,152,36,11,22,4,227,173,37,32,132,0,370,151,26,21,30,0,223,35,17,0,7,0,55,131,12,12,5,3,167,239,88,60,601,15,999,3495,677,563,1554,82,6368,218,85,46,1628,9615,11588,20116,8143,5747,111244,12233,157485
202,439,4118,2695,54664,1153,63069,0,13,0,250,4,267,887,55,79,665,24,1704,143,39,25,82,3,285,890,380,220,734,21,2257,5764,3974,2661,50597,1166,64158,536,7,110,22,17,693,157,42,26,407,15,644,959,440,239,5069,112,6814,281,87,49,274,13,709,161,58,17,69,0,308,901,44,26,47,6,1031,1254,1032,590,18460,329,21668,789,395,158,2776,89,4200,56,0,3,4,0,70,52,12,3,49,0,117,40,6,7,23,0,69,293,108,32,214,13,661,175,55,16,40,6,288,292,183,138,113,11,733,282,64,41,212,6,614,114,13,17,73,4,219,1529,1050,732,14053,256,17627,61,12,11,23,0,102,167,44,22,33,5,263,120,20,13,129,8,298,206,28,15,27,0,276,42,5,3,19,0,66,116,10,11,0,0,142,218,99,47,501,12,880,3629,625,462,1521,74,6308,199,69,64,1582,10764,12678,17063,7671,4991,110086,13283,153092
203,1341,9613,6845,82354,1619,101773,3,21,10,335,15,386,2842,109,196,536,24,3718,2737,379,202,809,42,4176,3175,1094,691,2335,85,7383,15270,8959,6517,76336,1700,108784,1441,31,244,56,31,1803,419,108,94,629,9,1258,2962,1072,647,7705,170,12555,1168,271,97,745,33,2308,686,126,70,265,22,1170,2721,94,51,96,15,2978,3480,2424,1554,29356,456,37278,4345,1285,526,5055,184,11396,181,0,17,8,0,206,199,60,26,116,0,403,1157,164,70,280,20,1691,915,247,150,613,17,1940,382,75,59,64,22,594,723,424,313,146,7,1617,1519,319,196,743,43,2820,455,75,58,141,13,745,4134,2496,1834,23592,454,32518,924,91,60,117,20,1214,483,97,89,76,4,755,658,104,99,296,14,1169,376,48,30,48,4,504,330,62,21,62,4,474,719,24,48,13,8,810,630,220,135,881,16,1884,11123,1717,1248,3157,244,17482,608,152,124,2000,15417,18303,57440,18706,13062,170236,19486,278929
204,604,5002,3475,59419,1312,69813,6,25,4,214,3,244,863,33,71,342,27,1337,354,46,24,102,9,536,1438,483,268,911,38,3148,7187,4811,3413,52555,1252,69219,629,9,129,33,25,821,256,58,32,499,7,846,1922,637,420,5974,139,9089,294,115,27,268,19,724,235,56,20,83,3,407,743,46,14,43,9,852,1401,1154,707,19508,347,23118,2322,688,293,3217,104,6626,66,0,3,6,3,76,68,32,3,57,3,159,67,27,8,31,7,136,314,106,70,285,10,779,196,46,49,34,4,327,300,194,173,114,12,789,525,97,53,290,22,989,137,22,29,89,3,278,1774,1238,895,15180,283,19380,119,33,9,30,3,195,153,32,26,28,8,244,190,23,33,155,4,402,148,27,4,22,0,202,35,5,3,10,0,55,54,7,17,5,0,86,289,78,50,476,6,895,3844,821,560,1641,88,6952,250,74,67,1677,11507,13576,22129,9399,6490,117766,14405,170194
