SA4_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
111,23,401,426,63,57,307,1273,8,291,35,61,18,6,419,145,2756,291,141,83,21,3439,602,1240,529,217,113,26,2739,649,504,531,102,79,10,1881,1508,481,778,80,127,18,2997,5095,603,1723,53,182,38,7693,8692,162,2054,27,134,29,11099,3548,25,607,6,29,9,4226,910,3,171,0,15,0,1097,260,10,67,0,8,3,347,113,4,36,3,4,0,159,41,3,16,0,0,0,60,61,5,33,0,6,0,110,273,372,270,90,52,36,1101,21933,6856,7578,848,910,514,38636
112,15,76,467,40,67,447,1116,8,77,37,38,19,3,184,127,917,336,111,124,23,1632,580,517,603,206,216,25,2153,523,230,661,68,113,16,1607,1541,175,1003,51,159,22,2957,3392,145,1614,39,129,29,5353,3705,70,1480,37,134,26,5447,1783,13,612,8,32,15,2454,707,7,237,0,14,0,968,287,0,119,0,3,3,408,109,9,49,0,3,0,168,54,0,19,0,3,0,78,59,0,31,0,5,0,101,170,142,306,55,63,42,784,13065,2366,7573,652,1092,662,25414
113,31,125,454,60,328,361,1359,36,119,75,42,45,3,322,351,707,483,77,113,36,1761,1517,515,761,73,172,35,3072,868,172,528,14,91,19,1688,1777,164,604,12,240,19,2810,2318,51,567,8,104,13,3058,1222,11,229,3,27,3,1494,206,3,47,0,9,3,264,26,0,11,0,7,0,45,8,0,9,0,3,0,23,3,0,8,0,0,0,11,0,0,3,0,0,0,5,7,0,19,0,3,3,35,128,100,167,30,126,23,568,8495,1972,3954,315,1268,515,16512
114,14,55,237,8,78,229,616,7,56,21,25,11,0,122,47,359,124,37,69,12,658,306,440,267,140,71,16,1237,338,157,287,56,55,13,909,930,205,465,48,216,13,1874,2269,193,681,48,96,27,3319,2112,51,439,20,45,15,2682,588,3,125,0,14,0,727,194,0,50,0,7,0,252,68,0,21,0,0,0,96,44,4,5,0,0,0,50,8,0,3,0,0,0,17,36,0,12,0,4,4,53,112,105,132,27,50,14,447,7081,1636,2867,412,727,336,13047
115,15,3,246,19,44,183,510,3,6,3,9,0,0,26,7,28,40,76,7,0,167,16,24,70,41,19,3,178,21,16,79,41,35,3,187,74,12,98,20,93,0,296,179,15,183,11,74,5,460,693,15,280,14,43,7,1048,1816,7,347,4,27,9,2214,2367,4,259,4,16,12,2658,1474,0,135,3,3,3,1617,611,0,91,8,5,0,709,327,0,38,0,0,0,369,277,0,42,0,3,0,324,121,9,127,71,38,13,380,7987,147,2048,321,411,237,11147
116,31,366,270,27,27,181,901,3,296,6,26,0,7,335,25,2173,75,55,32,9,2370,83,1455,133,69,40,16,1789,142,641,154,43,15,14,1015,366,685,288,51,84,9,1481,2598,1012,754,56,87,27,4537,8769,515,1487,59,206,51,11083,4247,67,592,13,67,21,5005,1943,4,202,0,9,3,2171,729,8,65,3,3,5,818,107,6,8,6,3,0,135,24,3,3,3,0,0,35,33,3,14,0,0,0,48,309,448,226,58,49,47,1125,19401,7687,4288,469,623,387,32849
117,146,617,627,51,76,277,1796,14,495,18,56,11,7,593,75,3858,112,136,19,36,4231,176,1109,231,247,32,12,1814,277,547,271,84,27,12,1212,719,389,362,121,116,16,1729,2487,487,826,284,183,30,4292,6172,360,1308,213,198,26,8277,8493,114,1358,104,78,18,10163,9594,76,1370,26,105,26,11188,8252,45,1104,25,78,20,9532,4828,14,824,23,48,16,5755,2642,8,467,10,36,11,3179,3908,3,937,9,73,12,4937,821,433,537,78,102,103,2083,48591,8574,10361,1471,1176,616,70781
118,59,228,564,26,46,347,1271,8,185,8,28,4,3,240,52,1622,78,36,6,10,1802,94,533,124,105,12,8,874,124,232,158,18,17,5,553,292,152,211,36,72,5,764,910,151,355,39,92,5,1556,3007,107,718,99,101,25,4057,5957,67,1051,34,61,22,7197,7091,32,1101,7,53,18,8307,4920,16,899,16,29,23,5905,2852,4,614,3,35,10,3512,1786,4,385,0,31,3,2217,3917,5,998,3,48,10,4977,568,208,344,44,67,48,1272,31642,3540,7604,497,668,536,44495
119,132,487,937,80,71,555,2265,7,460,25,46,8,3,547,71,3503,189,169,41,23,3994,227,1734,343,260,58,17,2652,317,872,352,108,44,11,1701,670,680,409,113,129,9,2016,3798,573,998,122,157,29,5680,14362,504,2192,111,334,69,17572,11802,222,1799,51,258,54,14178,6633,49,969,26,137,24,7846,2448,18,365,7,46,3,2890,677,11,144,3,23,0,857,258,3,47,3,3,0,309,300,7,74,0,6,0,391,701,575,652,112,143,109,2281,42402,9699,9494,1206,1463,919,65174
120,82,148,515,32,56,295,1133,6,149,15,24,11,0,205,63,1224,105,59,74,11,1540,130,426,188,158,40,7,954,171,176,210,57,31,3,652,512,118,255,52,88,7,1029,1339,125,429,56,74,11,2043,5786,110,912,68,64,31,6966,8372,50,1116,19,86,29,9679,5856,32,792,16,61,17,6765,4102,19,560,14,41,13,4741,2013,7,328,3,21,6,2375,1037,3,202,3,4,0,1245,1331,0,234,0,9,0,1583,499,161,357,87,74,61,1240,31301,2755,6210,650,749,504,42160
121,71,88,675,53,76,416,1385,7,89,15,56,5,0,182,40,764,100,91,9,7,1010,67,234,134,135,19,3,591,80,88,175,60,21,0,415,192,59,235,38,68,3,594,707,62,430,47,65,10,1326,4115,69,1001,44,86,13,5323,9051,27,1378,23,65,18,10559,7967,17,1041,16,54,14,9112,4722,3,652,7,34,12,5433,2869,0,431,9,27,7,3340,1858,0,284,5,10,4,2170,3837,0,750,0,36,6,4636,576,94,385,94,69,51,1271,36142,1597,7694,675,645,587,47346
122,29,52,317,39,27,225,692,6,50,15,65,12,5,154,13,506,48,97,21,14,700,52,130,61,81,22,3,354,35,60,79,35,11,0,236,86,63,135,56,32,3,381,275,42,278,17,48,6,655,1637,41,574,18,43,12,2322,3636,20,869,11,45,18,4590,3003,6,655,7,31,4,3704,2072,16,473,8,23,7,2594,1543,7,346,3,8,0,1903,1071,3,234,3,9,0,1313,2127,0,423,0,9,3,2560,261,71,192,40,36,29,623,15844,1068,4691,477,365,338,22785
123,31,206,225,25,32,165,684,7,177,12,17,6,0,215,17,1547,50,39,33,11,1697,61,1058,129,80,40,14,1387,97,549,140,47,16,7,850,325,467,212,40,63,6,1113,1928,593,586,48,50,15,3214,6258,448,923,36,84,33,7779,3066,36,370,3,34,23,3536,801,3,82,0,4,4,901,121,7,27,0,4,0,163,44,3,8,0,0,0,60,18,0,8,0,0,0,28,25,0,5,0,3,0,33,189,280,163,24,39,42,731,12989,5375,2950,367,415,312,22398
124,28,156,314,18,46,228,798,7,127,14,29,5,0,181,34,937,118,38,29,9,1167,160,819,221,194,21,7,1424,221,335,232,75,22,0,888,956,341,457,84,183,14,2037,3356,351,909,93,81,21,4812,8908,358,1399,54,79,44,10841,3460,37,462,10,38,8,4021,903,7,112,0,7,0,1027,186,3,31,3,13,0,233,68,3,10,0,3,0,84,30,0,3,0,0,0,33,24,3,14,0,8,0,38,280,210,202,39,48,40,827,18624,3692,4499,643,575,379,28412
125,117,556,608,78,64,311,1734,20,443,28,85,8,6,588,105,3188,162,160,58,24,3693,206,1538,305,324,69,21,2465,229,700,273,99,41,11,1362,680,640,370,122,253,10,2076,2659,500,843,133,143,21,4304,14497,512,2126,118,360,68,17690,12048,194,1623,25,283,51,14225,4467,36,669,11,77,16,5280,1308,15,201,12,22,4,1559,435,8,101,4,7,0,554,134,3,32,3,3,0,183,130,0,40,0,5,0,179,647,480,445,129,112,86,1893,37692,8816,7835,1294,1514,639,57781
126,40,104,336,14,30,137,659,5,91,8,18,4,3,133,39,712,58,61,11,10,891,50,303,145,97,16,5,620,59,147,103,26,19,6,357,130,104,155,33,91,4,512,660,92,225,36,41,5,1059,3798,57,542,57,43,4,4505,4244,37,621,16,39,9,4966,2911,23,423,4,28,10,3395,1547,4,234,3,16,9,1808,641,3,107,3,7,0,767,335,0,55,0,0,0,394,371,0,98,0,8,3,483,229,103,203,60,35,40,673,15062,1782,3319,431,386,244,21221
127,84,394,495,42,58,272,1340,9,318,9,26,4,3,369,58,2286,103,82,56,25,2606,169,1492,204,163,59,19,2112,198,766,239,73,56,12,1344,724,707,377,95,441,21,2360,4241,598,809,109,265,42,6064,7397,677,1443,65,372,58,10016,6202,181,856,32,214,29,7514,2014,22,226,6,44,9,2321,416,7,69,0,12,3,498,119,3,14,0,0,0,142,34,3,7,0,3,0,46,61,0,11,0,7,0,80,397,402,308,57,122,73,1358,22114,7853,5178,766,1702,562,38172
128,20,86,218,24,15,146,504,3,81,3,12,0,0,107,10,675,41,49,14,6,796,25,258,43,87,14,3,436,36,147,90,25,9,0,305,129,96,116,32,138,3,513,581,94,252,29,53,4,1011,3287,82,548,17,52,10,3990,3005,43,409,6,22,16,3502,1798,27,239,7,13,3,2087,1065,9,155,0,9,7,1238,480,0,65,0,6,0,553,209,0,33,0,0,0,242,259,0,50,0,5,0,316,169,105,123,63,29,17,503,11075,1691,2387,353,369,223,16096
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,27,97,303,33,72,234,767,20,87,50,29,12,0,210,327,824,332,86,35,25,1624,953,328,500,99,52,13,1948,926,166,506,52,33,11,1686,2962,154,684,34,43,14,3900,2750,29,431,9,37,14,3270,998,9,154,4,26,10,1201,137,0,45,3,8,3,198,25,0,16,0,6,3,51,17,4,3,0,0,0,27,3,0,3,0,0,0,8,4,0,5,0,0,0,11,10,0,14,0,0,4,22,124,104,138,31,37,23,452,9280,1802,3185,381,367,359,15369
202,13,96,270,13,66,209,667,9,91,36,32,6,7,184,176,692,309,44,56,23,1293,636,366,499,80,54,14,1640,631,171,437,98,43,7,1386,2333,97,672,71,57,17,3254,3065,37,645,13,52,17,3823,1127,9,213,5,18,4,1374,133,3,49,0,5,0,188,28,3,16,0,5,0,48,9,0,11,0,3,0,21,5,0,4,0,0,0,9,0,0,3,0,0,0,3,9,0,12,0,0,0,25,104,107,122,23,49,26,427,8284,1674,3290,378,404,322,14352
203,39,156,391,24,100,340,1048,26,122,44,43,14,3,250,178,1106,317,127,65,21,1812,823,442,618,173,83,18,2155,866,223,536,136,68,13,1841,2952,242,969,91,86,32,4374,5850,151,1243,40,96,19,7392,4466,31,748,29,69,23,5368,983,8,215,3,13,4,1224,252,0,45,3,8,0,303,55,0,24,0,0,0,84,27,0,23,0,0,0,55,16,0,12,0,3,0,28,36,0,29,0,0,0,62,273,165,233,55,90,42,849,16826,2649,5439,711,697,517,26852
204,19,114,430,26,178,338,1102,14,95,64,22,25,5,216,244,946,437,52,77,18,1777,1154,428,735,59,89,28,2495,1017,255,579,15,66,13,1945,2096,124,687,8,379,18,3315,2371,33,475,3,160,13,3056,1041,7,152,0,24,11,1229,78,3,32,0,18,0,134,15,3,12,0,3,0,34,9,0,4,0,3,0,18,3,4,9,0,0,0,14,0,3,3,0,0,0,6,14,0,27,0,10,0,49,115,139,172,25,89,24,564,8193,2149,3814,210,1116,477,15956
205,36,205,673,41,230,538,1725,36,330,107,52,39,13,575,647,1154,617,104,150,34,2708,1942,676,1065,159,214,34,4091,1716,175,926,76,98,21,3016,3750,127,1058,38,133,30,5138,3468,35,606,12,91,22,4234,1269,16,205,8,31,12,1539,99,10,39,0,7,3,155,25,3,10,0,0,0,43,11,0,6,0,0,0,20,6,0,7,0,0,0,20,0,0,4,0,0,0,7,18,0,26,0,6,0,53,195,144,297,39,136,29,839,13220,2865,5648,545,1146,733,24153
206,234,658,1572,76,111,731,3378,50,713,72,63,9,3,913,251,5019,422,240,79,57,6074,762,1924,778,418,79,37,3996,997,938,570,227,34,18,2787,5053,873,1214,227,121,33,7524,14433,812,2611,259,236,55,18405,27257,376,3557,124,237,81,31632,20892,88,2924,53,167,66,24195,12155,45,1818,23,120,30,14191,5545,24,825,16,43,16,6468,2626,11,481,6,29,8,3167,1319,3,268,0,11,9,1616,2342,3,440,0,32,15,2834,1544,679,850,163,145,143,3519,95471,12176,18412,1884,1456,1302,130699
207,71,61,751,43,61,398,1382,15,54,26,49,5,5,155,107,492,236,81,29,7,951,255,188,349,127,55,14,995,464,117,252,72,38,7,953,832,84,419,62,39,6,1452,3500,81,855,40,69,16,4564,9894,56,1380,24,98,23,11476,5322,17,876,22,54,20,6305,2415,6,349,3,26,10,2813,1229,0,203,0,13,0,1446,650,3,105,3,7,0,770,376,0,56,0,8,0,449,810,0,151,0,5,4,976,475,90,450,77,58,61,1205,26417,1246,6471,609,566,567,35875
208,68,100,699,38,35,450,1393,21,88,48,47,3,8,220,92,1009,223,99,33,20,1481,254,312,403,183,58,11,1216,405,135,300,48,26,10,930,2517,121,593,70,83,18,3407,5784,117,1130,27,67,10,7136,9887,67,1503,15,63,34,11569,5579,27,909,6,49,13,6571,2740,3,442,4,15,8,3207,1497,0,235,0,6,5,1744,897,3,194,0,0,3,1098,532,0,90,0,6,4,634,1144,3,239,0,14,0,1403,588,144,374,61,74,55,1292,32003,2128,7380,603,537,639,43295
209,94,208,662,35,41,392,1422,28,144,41,45,6,5,269,121,1407,270,84,56,17,1964,267,560,435,122,57,13,1449,340,303,367,51,32,9,1108,1536,314,709,89,163,19,2827,11432,354,1998,81,286,48,14187,11023,214,1378,17,141,41,12819,2520,36,438,9,37,10,3050,589,14,144,0,14,3,768,215,10,57,3,4,0,287,116,4,33,5,8,0,161,42,0,6,0,0,0,52,239,5,63,0,5,0,309,542,282,409,61,82,78,1447,29101,3848,7008,598,933,640,42123
