SA4_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
124,0,11,33,77,26,11,10,0,0,162,10163,19077,17802,30481,13251,11653,7064,2671,855,113035,0,13,17,110,17,17,11,0,0,180,0,0,3,34,20,16,14,10,3,103,0,3,5,30,9,6,5,0,0,63,0,17,8,55,41,33,19,6,0,182,0,0,4,51,44,27,41,22,0,194,5,21,60,278,93,86,71,40,3,649,0,3,4,35,68,72,83,60,13,336,3,19,26,75,61,97,83,41,10,402,14,129,158,779,1230,1363,1391,595,181,5844,0,15,45,219,136,111,47,16,3,598,0,4,4,27,24,20,18,4,3,110,3,9,6,82,82,123,276,108,25,707,0,0,10,14,24,68,80,69,17,294,0,8,24,40,26,30,6,9,0,140,20,119,176,1126,257,191,137,74,13,2117,0,4,27,62,20,19,22,11,4,167,0,10,13,100,50,19,22,9,0,228,0,3,33,90,48,34,24,6,0,244
125,22,147,1171,2558,462,273,89,30,14,4763,14841,21355,16650,22970,7713,6428,4558,2577,1218,98311,22,45,112,763,103,80,17,0,0,1142,0,0,18,103,73,57,51,18,0,324,0,7,18,107,96,63,45,20,3,352,6,17,15,91,32,23,10,4,3,198,0,3,24,114,90,82,95,40,0,457,115,417,1606,6128,2761,2308,1110,647,197,15299,0,5,5,49,93,96,172,159,17,601,17,45,41,294,79,124,107,72,13,787,22,110,108,489,452,519,488,287,112,2588,4,35,100,578,312,282,142,60,15,1524,0,0,3,42,20,20,7,10,0,118,3,6,28,82,56,37,142,60,17,437,3,0,3,36,42,86,172,218,49,615,13,77,265,872,333,588,199,47,6,2400,677,1434,2045,13433,1235,653,353,129,28,19994,16,34,100,422,136,105,81,26,8,925,26,214,358,1862,356,211,101,46,9,3193,20,125,295,1054,591,238,66,34,7,2437
126,0,0,11,61,32,29,19,3,0,151,4732,8484,8062,10049,5138,4258,2840,1607,941,46107,3,11,66,196,10,6,8,0,0,306,0,0,0,15,18,13,6,3,0,47,0,0,4,17,8,4,8,0,0,42,3,15,21,64,27,31,19,7,0,185,0,3,0,31,23,21,24,7,0,113,117,305,1756,4113,1319,1037,599,388,125,9763,0,0,0,12,26,22,48,40,12,168,3,12,5,44,41,46,56,36,19,255,33,135,118,531,478,336,374,172,61,2236,3,3,6,73,49,33,35,14,3,220,0,7,8,57,24,13,11,0,3,131,0,13,14,80,37,30,70,37,18,304,0,3,4,12,18,44,67,76,27,246,19,63,242,868,315,577,237,64,17,2407,94,165,269,2130,341,261,122,58,27,3469,5,25,101,299,89,71,41,25,7,666,3,27,36,528,134,112,82,32,17,981,3,11,5,34,22,15,9,5,0,114
127,3,3,63,127,38,15,12,0,0,258,13086,23800,21074,22592,7371,5145,2717,1377,430,97590,6,14,23,268,58,50,10,0,0,433,0,4,82,400,264,255,103,83,5,1199,18,55,229,1275,1003,802,437,131,54,4000,0,12,18,34,19,3,4,3,0,96,3,20,31,340,299,286,318,95,3,1393,14,54,175,815,532,572,344,200,147,2864,0,0,69,335,275,389,366,327,67,1831,9,55,58,256,154,199,114,57,20,921,8,69,51,241,318,369,375,180,56,1672,7,83,260,1486,862,723,268,92,18,3786,0,4,14,35,18,13,8,5,0,115,3,10,45,55,45,53,188,79,33,508,0,26,51,56,76,133,175,141,37,689,0,3,39,165,42,81,32,8,3,372,45,228,279,1659,570,323,119,45,11,3273,5,22,50,243,81,61,63,19,4,548,8,64,153,532,191,177,97,59,22,1299,90,1042,1971,5224,2578,1728,920,406,110,14079
128,0,0,0,0,0,0,0,0,0,3,6696,13199,11782,20886,10498,9375,6184,3126,1452,83204,0,0,4,27,10,6,0,0,0,49,0,0,5,28,27,27,6,6,0,96,0,0,0,8,9,5,4,0,0,27,3,8,11,71,38,21,24,7,0,183,0,3,6,40,52,28,37,6,0,173,16,51,100,447,256,240,107,66,19,1298,0,4,0,17,30,41,43,49,11,197,0,4,9,67,51,108,110,60,13,436,43,187,188,873,834,680,730,382,147,4071,0,3,3,54,30,36,18,11,3,156,0,4,12,40,33,14,11,9,0,116,3,5,17,55,65,51,109,80,23,410,3,5,6,25,65,129,132,115,22,499,6,10,22,89,44,95,58,15,0,335,5,22,38,246,106,53,59,32,9,577,0,6,16,73,30,31,23,19,3,196,0,5,4,35,6,11,3,0,0,68,0,0,3,10,3,8,3,4,0,28
197,0,0,0,0,0,0,0,0,0,0,8,7,11,18,19,13,16,8,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,3,3,0,0,0,0,0,7,144,145,542,1602,714,615,433,91,20,4304,0,0,0,10,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,0,0,0,9,0,3,0,0,0,12,0,3,57,38,5,12,0,0,0,111,0,0,0,3,3,4,0,0,0,7,0,0,0,7,0,3,0,0,0,16,3,0,56,61,38,42,54,14,4,277,0,0,0,9,3,3,0,0,0,14,0,3,9,21,3,0,0,0,0,36,0,0,14,13,3,3,6,3,0,50,0,0,0,0,0,3,3,0,0,10,0,0,4,6,3,0,0,0,0,18,3,0,15,62,0,3,0,0,0,94,0,0,4,6,0,4,4,0,0,19,0,0,0,15,0,0,0,0,0,14,0,3,0,8,4,0,0,0,0,21
201,0,0,12,0,0,0,0,0,0,15,4479,9165,8760,14592,8256,8144,6207,2835,920,63356,0,9,0,21,5,0,0,0,0,38,0,0,0,3,3,3,0,6,0,11,0,4,0,3,0,0,0,0,0,9,0,0,6,15,17,19,7,7,0,74,0,0,0,8,0,0,3,3,0,15,4,15,151,130,37,20,13,0,0,371,0,0,0,0,15,28,28,31,4,104,0,4,0,5,6,8,4,3,0,35,7,65,45,241,373,436,512,289,58,2026,0,4,4,13,7,7,0,0,0,37,0,0,4,13,3,4,3,6,0,29,0,3,4,19,22,49,121,36,8,270,0,0,0,4,6,14,23,14,5,68,0,5,4,3,8,3,7,0,0,33,5,34,43,349,45,26,22,7,4,541,0,0,7,10,3,4,0,0,0,27,0,3,3,20,5,7,3,0,0,36,0,3,0,16,10,0,0,0,0,24
202,3,3,4,26,6,0,0,0,0,45,4339,8867,8241,14038,7876,8181,6095,3068,1084,61794,0,3,0,17,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,12,0,4,7,25,9,12,13,3,3,70,0,0,0,0,0,3,0,0,0,4,0,13,29,79,30,17,9,3,0,165,0,0,0,0,4,4,13,9,0,35,0,4,0,17,5,6,9,3,0,45,6,45,51,215,353,405,465,214,59,1809,0,5,7,14,9,5,0,0,0,34,0,0,0,10,7,4,10,3,0,38,0,3,6,15,23,39,89,43,7,225,0,0,0,3,14,9,16,19,3,56,0,3,9,18,8,4,3,0,0,47,13,33,33,286,29,18,22,9,0,446,0,0,9,3,6,4,6,0,0,32,0,9,0,4,5,0,0,0,0,23,0,0,3,4,0,0,4,0,0,17
203,3,36,97,117,33,9,0,0,0,293,8303,15781,14902,26553,13368,12287,8822,4105,1614,105732,0,9,7,29,10,0,0,0,0,54,0,0,18,51,40,54,23,26,3,219,0,0,3,5,7,5,4,0,0,23,6,15,19,56,46,21,19,3,0,170,0,0,0,12,3,9,6,0,0,31,15,61,164,320,71,67,34,10,3,750,0,3,8,59,109,134,156,168,30,667,0,0,8,25,6,24,24,7,3,95,28,204,197,716,794,934,1018,601,212,4711,0,3,4,38,6,8,0,0,0,62,0,3,10,41,16,5,15,4,0,99,0,8,25,61,51,89,306,118,54,719,0,3,3,8,33,40,85,70,21,261,3,10,39,28,14,9,8,5,0,113,37,72,283,870,62,31,40,9,3,1409,0,7,20,29,13,5,3,8,0,83,5,33,34,104,33,15,9,4,3,247,13,19,11,51,23,3,5,0,0,126
204,0,0,3,4,0,0,0,0,0,12,4479,9752,8734,14550,9209,9811,7476,3448,1194,68657,0,4,0,5,0,0,0,0,0,14,0,0,0,0,3,0,8,3,0,18,0,3,5,6,0,0,0,0,0,12,3,6,3,36,13,13,8,3,0,86,0,0,0,3,3,3,4,0,0,15,0,14,142,42,14,5,4,6,0,238,0,0,0,3,14,17,31,34,3,103,0,0,0,3,0,8,9,4,0,24,4,40,53,207,385,439,605,296,89,2113,0,0,3,14,9,7,3,3,0,36,0,3,5,17,6,14,16,5,0,63,0,0,13,23,35,86,214,93,31,494,0,0,0,3,7,17,29,9,3,72,0,4,3,11,8,0,4,0,0,30,8,29,11,243,24,16,20,3,0,353,0,0,6,3,3,3,0,3,0,19,0,0,0,17,0,3,0,0,0,20,0,0,3,3,0,0,0,0,0,5
205,0,0,0,6,0,0,0,0,0,6,7291,15040,13208,23019,13758,14897,11764,5339,1714,106032,0,3,0,18,9,4,0,0,0,35,0,0,0,7,0,3,3,3,0,22,0,3,0,8,0,3,0,0,0,19,4,10,3,41,23,34,19,0,3,137,0,0,3,4,10,11,11,3,0,42,4,8,58,110,29,30,14,8,0,276,0,0,0,3,18,21,46,32,3,128,0,4,0,15,0,12,29,7,0,79,3,75,80,339,623,887,1354,794,238,4390,0,4,5,30,9,15,5,8,0,68,0,3,12,8,4,3,9,12,0,51,3,5,7,30,46,94,319,187,50,736,0,0,0,3,15,32,46,46,12,151,0,0,13,29,3,15,3,0,0,59,12,32,21,355,41,29,43,15,3,550,0,0,4,10,9,4,11,3,5,38,0,8,0,20,0,0,0,0,0,34,0,0,0,9,3,3,0,0,0,13
206,0,3,40,48,16,3,3,0,0,112,11591,16678,21059,62632,20057,14242,7995,2951,1180,158383,0,10,62,192,6,10,0,0,0,281,0,0,8,99,30,25,22,19,3,205,0,4,57,67,15,24,8,8,3,184,25,18,73,610,115,59,27,5,3,934,9,4,11,272,64,52,34,10,0,468,59,209,6190,4052,577,510,250,245,110,12198,0,4,6,66,83,86,76,81,14,422,10,39,18,127,62,89,109,61,30,547,77,287,726,5035,1763,1137,976,308,106,10415,0,0,12,139,32,29,17,3,3,246,9,35,162,815,89,56,56,23,8,1245,13,19,83,605,179,90,232,92,38,1353,5,19,40,210,318,547,951,1353,377,3831,28,44,459,703,119,99,54,19,9,1526,254,275,856,5817,273,197,144,61,13,7891,35,38,1119,907,58,50,39,10,4,2255,0,21,64,732,64,50,23,4,3,954,0,6,17,69,40,31,9,7,0,177
207,0,0,9,22,3,9,4,3,0,46,7964,17410,17447,22259,13661,10250,7060,4375,2043,102457,4,10,31,94,18,13,3,3,0,175,0,0,6,15,18,6,0,3,0,64,0,0,24,42,32,38,8,12,0,150,7,29,29,109,67,38,11,9,0,296,0,5,4,34,21,19,14,8,0,106,185,883,3342,5552,2131,1680,827,461,151,15206,0,0,0,19,34,42,61,86,26,263,0,24,15,100,59,119,104,62,25,512,62,357,276,920,892,765,753,438,180,4632,0,3,15,77,54,38,31,18,4,236,3,32,23,125,51,23,30,17,3,303,4,21,19,105,89,69,171,116,49,643,4,21,19,72,193,415,682,847,256,2511,43,135,374,1037,368,589,269,110,12,2934,91,257,700,2652,418,282,229,95,41,4763,4,30,171,354,85,58,61,31,10,807,16,117,141,797,233,129,90,28,4,1557,10,26,24,77,26,11,0,0,0,181
208,0,3,9,20,10,3,0,0,0,46,10680,21629,17938,29934,17575,13529,8218,4033,2254,125793,0,5,11,90,13,9,6,0,0,132,0,0,13,50,23,25,8,16,0,140,0,0,6,55,52,20,11,3,0,150,12,59,43,158,116,64,24,5,4,480,0,3,4,77,46,24,26,8,0,185,53,285,1701,2323,708,564,215,135,46,6032,0,0,3,36,47,51,69,66,12,290,8,11,9,44,50,97,110,66,35,424,113,678,538,2041,1744,1271,1178,606,288,8460,0,4,6,60,47,40,13,0,0,171,18,65,59,211,100,42,74,19,4,586,9,36,56,189,149,108,333,159,79,1107,0,33,29,110,236,423,602,778,232,2439,12,74,109,204,60,82,31,27,5,609,149,335,606,3680,444,341,202,110,40,5912,4,10,90,205,31,30,20,9,3,408,0,10,22,178,42,20,11,5,0,285,0,0,4,20,13,8,9,4,0,60
209,0,10,51,92,33,17,9,3,0,223,16017,26875,23977,42634,19642,14455,8221,3475,1418,156726,3,18,79,253,34,8,8,0,0,398,0,0,13,96,57,68,35,27,0,294,0,0,12,66,38,40,17,3,0,177,3,21,25,122,64,36,16,3,4,282,0,0,4,58,33,33,21,3,3,159,54,180,1033,2539,672,557,269,123,30,5451,0,0,5,64,135,142,140,132,21,650,3,41,32,195,81,149,176,69,29,772,37,307,297,1191,1172,962,866,430,137,5399,0,16,29,197,94,68,31,18,16,463,3,3,11,80,50,31,20,10,4,220,3,16,44,128,112,81,218,102,22,736,4,57,82,203,394,754,970,921,213,3604,4,22,61,223,49,77,40,19,3,499,153,465,1310,6438,599,384,215,70,21,9652,3,25,56,170,42,42,20,9,0,369,23,173,179,911,142,66,34,5,0,1532,26,94,142,591,348,132,47,21,4,1396
210,0,26,57,92,26,10,5,0,0,214,12167,20421,18058,28098,12896,9086,4917,2370,943,108958,3,34,28,220,46,32,4,0,0,356,0,0,6,77,44,57,27,25,3,237,0,0,3,13,12,9,3,0,0,37,3,21,17,53,31,16,9,0,0,151,0,5,5,42,48,27,32,11,0,176,9,42,172,409,187,196,81,45,12,1158,0,5,13,52,113,130,191,190,26,709,7,37,38,147,98,153,161,117,41,793,22,120,123,585,580,585,571,310,110,3007,0,29,48,215,122,94,32,11,0,566,0,4,5,31,37,19,7,3,0,109,4,9,14,93,60,67,258,81,39,622,3,32,39,99,168,263,414,370,121,1506,3,5,18,78,23,33,7,6,0,166,114,377,793,4399,486,339,198,86,35,6830,3,24,28,87,31,8,8,8,3,198,7,83,104,527,84,51,20,9,0,891,43,464,785,2381,1124,550,265,89,30,5729
211,0,0,16,68,28,21,12,4,0,151,14424,27774,26721,43521,22876,18698,11956,5388,1877,173232,0,3,14,54,12,9,9,0,0,105,0,4,5,45,20,23,12,4,0,114,0,5,13,146,121,120,53,24,0,472,4,17,15,112,65,67,25,13,4,315,0,3,5,58,50,25,53,6,0,211,90,383,743,3292,971,711,451,183,65,6892,0,0,0,25,36,80,80,62,12,294,3,26,24,88,76,111,106,61,15,511,25,312,375,1382,2077,2198,2228,1246,452,10294,0,3,10,70,59,46,23,12,3,244,0,7,6,63,38,40,32,9,3,201,8,30,37,122,161,231,481,407,102,1581,0,11,9,35,123,181,207,180,36,775,19,68,137,579,218,304,100,27,4,1450,65,261,425,2324,589,450,250,100,46,4512,0,26,51,256,78,32,50,27,22,549,8,59,76,499,127,75,50,18,4,913,0,0,12,44,21,22,12,4,0,119
212,69,533,2122,4136,899,374,130,28,14,8296,24204,38415,33492,45864,20742,15402,9834,5066,2037,195049,13,62,123,531,121,64,26,4,0,936,3,12,114,517,302,275,123,71,13,1430,20,121,480,1718,958,688,336,108,37,4476,9,51,51,134,61,35,27,6,4,374,3,14,24,276,223,170,203,70,4,978,142,661,3571,5829,1941,1514,701,391,145,14900,0,3,42,262,256,301,306,218,40,1432,4,141,107,245,164,223,234,143,39,1301,59,413,434,1450,1848,1740,1795,1065,355,9164,6,35,150,562,349,237,94,39,10,1479,0,17,18,99,58,33,45,13,3,293,3,22,93,189,158,164,379,322,77,1419,3,90,113,272,441,585,1104,1046,256,3913,14,80,308,649,213,259,136,46,6,1718,328,1520,3161,13138,2575,1503,861,373,105,23561,33,95,269,746,173,112,89,33,7,1559,17,221,251,614,156,64,34,6,3,1382,12,92,76,226,129,94,31,14,4,675
213,3,13,136,354,79,32,8,4,0,632,26656,38527,31167,54712,21315,14577,7290,2684,1023,197949,28,95,128,1189,142,46,14,3,0,1646,0,7,80,459,251,203,123,60,6,1191,0,7,12,87,86,69,31,16,6,316,6,38,26,155,75,31,10,7,3,356,0,15,21,278,212,178,208,51,5,965,52,247,749,2583,691,594,275,134,54,5383,3,10,23,239,357,453,486,430,59,2060,16,154,94,329,167,220,195,90,26,1297,78,401,326,1772,1570,1341,1146,568,166,7363,7,39,82,497,210,139,83,16,4,1067,3,6,22,109,53,26,25,13,3,267,6,23,65,214,142,143,522,158,45,1320,6,38,25,139,316,451,609,667,153,2409,9,30,84,481,89,112,44,8,3,867,427,1259,2978,15904,1393,845,483,138,32,23459,11,66,107,792,119,63,47,16,0,1214,13,92,103,659,114,37,16,7,3,1040,16,69,90,301,130,52,18,6,4,687
214,0,4,10,36,15,23,7,0,0,96,8193,15777,14266,25200,13310,11802,9009,4579,1685,103821,0,0,0,21,6,3,0,0,0,28,0,0,6,35,26,40,9,12,0,127,0,6,4,22,10,3,4,0,0,52,3,16,13,83,34,32,25,6,6,219,0,0,6,33,34,20,27,8,0,128,9,27,122,184,75,56,28,20,4,525,0,0,4,27,43,54,57,62,9,263,0,9,0,11,15,43,47,22,4,156,50,447,448,1227,1814,1640,1952,1225,452,9256,0,5,23,46,48,19,9,4,0,155,0,9,15,31,27,15,19,6,3,122,0,18,39,72,102,131,273,184,45,865,3,13,13,31,54,92,156,131,39,523,0,9,31,27,9,13,4,5,5,104,8,59,77,541,138,97,75,41,10,1050,3,6,9,40,10,7,11,10,6,103,0,0,7,20,14,7,3,0,0,54,0,0,0,8,10,3,0,3,0,28
215,0,22,48,105,66,36,11,0,0,294,4102,8434,7560,12606,8021,8754,6610,3596,1352,61037,0,4,0,11,5,4,0,0,0,27,0,0,0,3,0,0,0,0,0,3,0,3,0,17,6,6,0,0,0,36,0,3,3,7,5,7,0,0,0,30,0,0,0,6,0,0,0,0,0,7,0,3,19,57,13,17,10,4,0,118,0,0,0,0,3,11,19,23,3,52,0,0,0,12,0,0,3,0,0,24,3,17,31,99,159,212,284,146,50,1006,0,3,3,24,7,8,4,3,0,49,0,4,9,7,5,0,0,0,3,33,0,0,0,10,9,22,79,33,7,156,0,0,3,3,10,21,48,30,13,119,0,0,4,31,0,4,0,0,0,47,7,42,35,368,39,15,14,3,3,530,0,0,6,19,6,3,3,0,0,37,0,0,11,17,8,0,0,0,0,32,0,5,3,12,17,0,0,0,0,40
216,0,50,104,200,73,27,8,0,0,456,3656,7568,6658,10622,6701,6870,5387,2955,989,51400,0,6,0,5,4,0,0,0,0,22,0,0,0,0,0,0,3,7,0,8,0,0,0,8,0,3,0,0,0,7,0,4,0,10,6,5,3,0,0,37,0,0,0,0,0,0,0,0,0,7,3,10,15,42,15,6,4,4,0,97,0,0,0,3,5,3,8,10,0,38,0,11,0,6,0,0,3,5,0,29,3,26,33,101,149,190,307,159,46,1021,0,0,6,10,4,3,0,0,0,24,0,0,3,8,5,3,3,3,0,27,0,0,8,11,18,18,65,26,9,149,0,3,3,3,5,21,28,29,5,99,0,0,0,12,0,4,0,0,0,16,14,61,63,491,75,44,16,8,6,777,0,3,0,12,3,0,0,3,0,21,3,18,24,19,3,0,0,0,0,67,0,22,49,111,71,23,7,0,0,276
217,0,0,20,27,0,0,0,0,0,43,3224,7221,6478,10510,6892,7240,5554,2704,952,50773,0,0,0,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,3,3,11,8,5,9,0,0,36,0,0,0,0,0,3,0,0,0,3,3,12,33,59,16,7,3,0,0,129,0,0,0,0,8,0,4,6,0,19,0,3,3,11,7,3,4,0,0,30,7,29,36,113,184,258,305,171,66,1170,0,0,3,6,4,0,3,0,0,25,0,0,3,7,3,0,0,0,0,16,0,0,5,8,9,17,41,28,7,116,0,0,0,3,4,9,13,3,3,35,0,0,11,21,0,3,0,0,0,36,6,3,8,79,14,6,8,8,0,126,0,0,6,9,0,0,3,3,0,24,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,5,0,0,0,0,0,5,172,114,346,1066,386,290,161,45,7,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,7,4,0,0,0,0,12,0,0,0,4,0,0,0,0,0,8,0,0,24,17,3,7,0,0,0,50,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,13,51,22,15,23,11,0,141,0,0,0,0,0,0,0,0,0,3,0,0,4,11,0,0,0,0,0,17,0,0,8,3,0,3,4,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,3,0,0,0,11,5,3,17,58,0,3,3,0,0,84,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,12,3,3,4,4,0,0,0,0,0,15
301,0,0,3,14,3,7,0,0,0,22,6430,13284,11102,18820,9901,9198,6563,2904,989,79192,0,0,0,3,4,0,0,0,0,4,0,0,3,16,10,15,3,0,0,49,0,0,0,6,0,3,0,0,0,16,0,21,26,54,49,34,28,10,3,215,0,0,0,10,3,7,5,5,0,33,0,18,48,136,62,40,33,20,3,371,0,0,0,13,16,26,24,26,3,109,0,3,0,11,0,6,17,4,0,43,47,461,509,1113,1520,1106,1124,620,183,6675,0,5,26,100,68,57,24,12,3,297,0,15,5,47,28,18,17,12,0,137,0,9,15,68,71,70,171,69,14,489,0,0,0,7,10,19,31,15,0,91,0,12,9,32,22,23,11,4,0,112,13,46,48,403,91,48,37,23,3,699,4,9,9,12,7,16,13,10,11,95,0,3,3,61,15,7,10,5,3,107,0,0,0,7,6,5,0,0,0,23
302,0,0,8,31,9,8,0,3,0,67,6230,10234,9749,19852,8782,7331,4953,2759,1108,70993,3,16,22,42,6,17,0,0,0,108,0,0,5,17,15,6,3,3,0,52,0,0,3,4,3,3,0,0,0,16,7,11,16,91,36,25,20,10,3,211,0,0,4,14,10,3,4,0,0,34,7,37,97,266,101,74,48,31,13,681,0,0,0,4,5,8,9,18,3,49,0,10,3,12,5,7,6,5,3,58,25,246,194,884,747,501,531,286,93,3501,0,18,37,240,101,92,57,17,5,563,3,13,8,48,18,12,11,5,5,128,3,3,19,76,42,47,94,32,24,334,0,0,6,15,5,5,18,27,3,87,6,3,28,94,30,60,34,16,0,268,56,192,397,2123,298,151,96,38,15,3362,0,14,14,51,8,12,14,6,3,127,5,40,23,179,42,9,3,3,0,314,8,19,14,26,14,6,4,0,0,92
