SA4_CODE_2016,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
111,4872,816,75,27,4588,685,11055,5079,1941,281,105,4562,653,12627,8274,6786,1310,518,4942,1305,23140,6209,7768,2047,854,3509,1195,21580,6374,7795,1969,868,4368,1452,22834,5374,7047,2282,1108,4663,1448,21925,2738,4689,2435,1548,4439,1519,17365,1219,1945,1180,802,2847,1265,9251,380,489,285,196,1397,780,3517,40511,39275,11858,6036,35309,10309,143301,4897,1160,145,50,3520,591,10367,4829,3043,632,443,2701,624,12279,5058,7594,3376,3694,2372,1104,23199,2419,7436,5357,4832,1774,936,22753,2809,8723,5323,3376,2370,1129,23735,2674,7515,5008,3474,3198,1362,23227,1316,4003,4160,3913,3883,1633,18906,989,1957,1696,1730,3331,1818,11526,641,786,432,316,2429,1803,6408,25636,42222,26127,21829,25574,11007,152388,9765,1979,218,80,8106,1280,21430,9907,4987,916,547,7264,1281,24899,13330,14385,4682,4220,7316,2408,46339,8631,15203,7400,5684,5286,2127,44331,9184,16525,7295,4247,6734,2583,46563,8041,14556,7292,4580,7861,2807,45143,4057,8691,6588,5461,8320,3158,36273,2204,3900,2873,2536,6173,3090,20775,1022,1274,711,516
112,2945,552,37,25,2562,919,7042,2039,850,132,79,1739,560,5403,3471,2932,667,334,2162,1102,10669,3511,4362,1299,625,2034,1231,13062,4097,5034,1527,735,2719,1566,15674,4044,5653,1840,1033,3562,1885,18015,2184,3819,2092,1259,3590,1706,14655,877,1402,887,748,2406,1259,7585,310,387,217,194,1249,718,3063,23487,24990,8697,5028,22025,10948,95176,3047,745,107,44,1999,790,6731,1739,1311,374,297,971,485,5186,2071,3360,1742,2302,1075,985,11534,1529,4558,3239,3129,1005,1241,14706,2146,6099,3656,2375,1521,1505,17307,2206,6267,4022,2633,2329,1772,19231,998,3186,3111,2867,2865,1683,14705,704,1468,1275,1357,2559,1607,8968,478,497,293,245,2233,1233,4981,14926,27498,17818,15250,16554,11302,103343,5995,1299,142,67,4566,1712,13774,3783,2157,511,378,2705,1054,10593,5546,6294,2412,2632,3235,2085,22204,5048,8918,4533,3752,3043,2476,27770,6243,11136,5183,3112,4241,3070,32981,6250,11918,5868,3665,5888,3660,37248,3186,7006,5197,4127,6455,3385,29358,1585,2874,2161,2098,4961,2869,16550,787,880,506,441
113,2089,403,46,25,2070,661,5286,1656,866,145,64,1621,586,4940,2898,2583,532,251,2059,1183,9501,2373,2830,746,367,1673,1136,9120,2632,3041,817,354,1979,1129,9956,2395,2764,875,434,2338,1158,9958,1305,1631,823,556,2129,1005,7442,549,758,409,368,1340,757,4180,157,170,85,90,616,305,1425,16053,15041,4470,2509,15825,7916,61810,2063,601,93,64,1486,558,4862,1434,1399,340,337,927,387,4821,1433,2756,1513,1971,1080,720,9477,683,2728,2041,2075,816,720,9060,909,3256,2343,1558,1058,814,9933,851,2935,2134,1688,1304,964,9871,526,1466,1450,1622,1586,949,7601,361,762,667,783,1382,930,4883,241,288,153,130,1115,605,2528,8504,16190,10736,10230,10745,6636,63034,4157,1004,138,90,3550,1216,10148,3093,2267,486,397,2550,974,9761,4336,5338,2046,2223,3140,1907,18982,3053,5554,2786,2447,2491,1850,18179,3544,6296,3161,1912,3038,1942,19887,3243,5699,3007,2123,3643,2120,19828,1832,3095,2270,2183,3716,1955,15046,912,1515,1074,1151,2727,1686,9060,399,461,237,223
114,1748,295,33,7,1540,518,4149,1266,540,71,52,1146,390,3456,2085,1800,412,170,1387,806,6668,1915,2504,698,326,1137,790,7371,2344,2927,892,374,1561,853,8951,2356,3252,1248,664,2047,890,10459,1609,2927,1605,1073,2404,1126,10740,689,1211,750,641,1632,876,5793,180,237,142,138,733,420,1843,14192,15700,5842,3444,13587,6668,59435,1917,385,53,36,1326,463,4177,991,807,210,216,551,260,3046,1029,1971,1061,1473,589,485,6606,691,2464,1797,1759,527,530,7765,1088,3412,2213,1487,869,726,9798,1232,3644,2517,1868,1349,897,11510,684,2455,2550,2421,2058,1144,11320,469,1044,931,1060,1709,1057,6275,241,331,179,157,1154,685,2743,8337,16511,11520,10490,10136,6246,63242,3666,688,84,46,2867,984,8322,2257,1346,287,268,1696,647,6505,3110,3772,1477,1646,1980,1289,13270,2602,4964,2491,2085,1661,1322,15139,3432,6336,3103,1865,2432,1577,18747,3590,6895,3758,2535,3395,1794,21971,2289,5386,4154,3492,4458,2271,22062,1158,2260,1681,1701,3349,1930,12069,418,565,315,299
115,4076,581,30,12,3464,465,8631,3168,808,78,34,2995,294,7380,4382,2685,417,150,3098,504,11229,4868,5542,1271,455,2425,628,15195,5131,5984,1455,500,2606,804,16492,3766,4835,1407,596,2456,619,13680,1881,2986,1382,802,2236,571,9857,675,1025,528,397,1233,389,4248,177,216,121,80,603,258,1458,28122,24662,6693,3033,21125,4532,88161,4059,758,64,27,2669,416,7991,3184,1207,185,108,1869,241,6791,2925,3215,1559,1846,1681,505,11728,1540,5182,4132,4198,1331,599,16993,1624,6082,4476,3164,1329,677,17354,1340,4728,3555,2627,1448,568,14264,784,2441,2515,2309,1580,615,10240,443,939,813,817,1211,494,4715,267,333,179,127,1073,569,2541,16161,24890,17471,15220,14193,4689,92620,8134,1339,93,37,6131,880,16623,6350,2010,266,137,4868,535,14165,7308,5903,1972,1997,4778,1010,22958,6407,10721,5408,4656,3758,1231,32188,6760,12067,5929,3667,3942,1481,33842,5106,9562,4962,3222,3910,1188,27940,2665,5430,3890,3117,3815,1188,20102,1114,1969,1336,1211,2444,891,8963,441,547,299,214
116,4551,1117,142,43,5298,982,12132,3887,1476,257,101,5199,942,11857,7937,5719,1128,465,8260,1995,25495,7196,7889,1813,846,6489,1836,26075,5416,6025,1462,684,5869,1553,21004,3899,4359,1256,676,5160,1172,16527,1754,2323,1020,702,3726,944,10468,596,773,401,310,1751,523,4358,147,115,80,51,667,200,1258,35392,29792,7554,3876,42420,10143,129170,4319,1578,238,109,4181,857,11288,3501,2446,600,480,3430,658,11113,4646,6919,3730,4919,5385,1624,27228,2507,6993,4962,5811,4119,1438,25834,2196,6313,4019,3639,3940,1233,21335,1831,4610,3097,2834,3888,1146,17406,922,2254,1806,1920,3264,1091,11251,539,877,661,605,1976,720,5377,212,240,101,87,1375,299,2314,20675,32233,19206,20414,31546,9067,133145,8876,2692,377,149,9486,1841,23419,7391,3924,855,582,8625,1598,22967,12579,12636,4852,5380,13650,3621,52724,9706,14889,6773,6655,10608,3271,51901,7612,12337,5481,4322,9808,2788,42341,5736,8971,4353,3513,9044,2323,33933,2674,4573,2826,2622,6989,2034,21714,1139,1643,1058,923,3725,1247,9736,362,354,178,143
117,1931,406,42,19,3023,765,6194,5105,2034,234,93,7498,2436,17399,18054,9035,975,369,12472,6096,46994,9867,7424,1350,491,5476,3339,27940,5935,5506,1134,395,3969,2407,19344,3526,3717,912,352,3304,1731,13538,1690,2077,673,249,2750,1199,8642,663,758,323,169,1608,740,4263,159,175,61,41,599,280,1315,46935,31124,5694,2175,40701,18996,145631,2297,613,68,31,3115,756,6881,6281,3241,340,155,7546,2225,19788,15633,11041,2159,1627,9411,5209,45084,5831,7333,2821,2359,3139,2404,23881,3218,5294,2417,1322,2153,1584,15986,2131,4007,1810,1084,2197,1394,12624,1061,2255,1365,920,1886,1025,8520,597,883,617,435,1502,761,4790,235,248,122,80,931,498,2111,37288,34913,11724,8009,31880,15849,139665,4232,1021,111,54,6136,1521,13077,11391,5277,575,241,15043,4657,37189,33689,20074,3134,1994,21885,11303,92073,15693,14758,4166,2849,8614,5745,51826,9147,10800,3552,1720,6127,3985,35329,5656,7726,2718,1438,5495,3128,26163,2755,4333,2037,1170,4643,2216,17164,1260,1638,942,601,3102,1502,9046,398,421,186,118
118,2505,359,26,11,3199,636,6741,3638,1160,102,51,4734,1207,10893,10383,4634,494,177,6643,3148,25470,7671,5920,1094,352,3226,2257,20517,5413,4896,1065,339,2711,1729,16142,3634,3578,763,310,2496,1269,12049,2153,2463,807,346,2529,1148,9442,919,1099,421,204,1772,772,5187,344,348,119,91,1000,407,2306,36663,24442,4890,1875,28313,12569,108747,2784,489,44,10,2785,519,6636,4389,1723,219,69,3706,1006,11105,10546,6966,1478,1278,4581,2844,27691,4405,6502,3435,3215,1733,1829,21123,2686,5933,3320,1984,1450,1373,16745,2042,4562,2291,1382,1613,1143,13031,1267,2975,2021,1292,1882,1188,10629,697,1423,929,731,1753,1007,6530,478,550,246,166,1772,831,4037,29286,31120,13982,10129,21266,11753,117535,5291,847,69,23,5976,1157,13370,8022,2880,321,122,8441,2219,21998,20925,11598,1973,1451,11227,5993,53164,12081,12420,4527,3565,4953,4089,41635,8092,10829,4384,2321,4161,3097,32892,5680,8139,3056,1693,4110,2414,25087,3424,5435,2823,1639,4409,2340,20072,1617,2521,1354,931,3524,1779,11718,816,896,368,254
119,5826,1307,118,61,8870,1372,17553,6518,2298,364,144,10541,1458,21322,14428,8926,1518,722,18177,3584,47360,11305,9779,2290,1046,11319,2654,38398,9475,9013,2292,1024,10772,2404,34974,7043,7576,2240,1071,9600,2024,29558,3812,4811,2097,1096,7329,1722,20866,1837,2369,1180,744,4858,1369,12355,617,640,332,235,2503,780,5108,60859,46713,12437,6141,83962,17372,227488,6299,1945,282,101,6861,1240,16732,6441,3555,835,686,7318,1426,20261,9766,10979,4849,6429,12116,3235,47374,4716,10032,6599,8318,7105,2425,39201,4179,10367,6900,6084,6957,2319,36805,3589,8267,5900,4896,6886,1972,31514,1932,4729,4037,3726,5551,1791,21767,1564,2717,2079,1862,4975,1682,14883,862,999,520,357,4272,1304,8313,39347,53580,32015,32458,62032,17401,236840,12121,3252,401,167,15727,2607,34280,12965,5850,1199,831,17853,2883,41586,24192,19901,6372,7151,30293,6819,94731,16019,19808,8891,9371,18426,5082,77600,13651,19377,9195,7107,17726,4724,71779,10627,15844,8140,5965,16489,3996,61067,5742,9544,6131,4827,12879,3514,42634,3404,5088,3256,2603,9834,3056,27238,1483,1635,856,590
120,2800,416,38,16,3147,527,6943,3854,1351,150,75,5108,915,11456,9895,5956,839,306,8818,2397,28205,7290,6802,1455,489,4213,1659,21916,5588,5905,1336,496,3696,1301,18323,3888,4428,1149,479,3376,1060,14384,2109,2676,973,500,2794,803,9855,954,1174,518,275,2080,549,5554,290,296,125,90,1191,261,2259,36667,28992,6585,2730,34433,9478,118885,2996,649,57,8,2623,436,6775,4240,1845,294,121,4014,865,11388,8098,7648,2278,2256,6123,2256,28660,3903,7223,4015,3805,2503,1564,23012,3019,6883,4193,2647,2274,1292,20302,2259,5358,3043,1954,2371,1100,16098,1203,2962,2226,1657,2221,891,11165,740,1386,1062,844,2201,662,6892,444,474,234,171,2103,462,3896,26914,34442,17416,13467,26433,9523,128189,5791,1066,98,26,5774,962,13724,8099,3200,447,193,9123,1784,22842,17990,13601,3120,2564,14938,4652,56865,11199,14027,5474,4294,6719,3222,44928,8608,12790,5525,3141,5970,2592,38627,6148,9783,4201,2433,5746,2159,30476,3318,5636,3204,2155,5006,1694,21016,1695,2559,1575,1117,4288,1216,12447,732,771,361,267
121,5757,610,36,17,5068,660,12144,4864,1293,94,52,3976,618,10897,11216,6510,895,253,6149,1890,26916,10331,10447,2235,713,4533,1684,29935,8843,10047,2226,743,3857,1374,27091,6520,7361,1892,775,3373,1137,21063,3729,5284,2028,843,3009,974,15857,1568,2444,1144,534,2245,651,8585,549,681,329,189,1470,491,3699,53368,44681,10878,4113,33679,9470,156196,5813,795,59,18,4213,567,11465,5201,2007,231,90,3059,668,11258,9250,8838,2660,2663,4577,1917,29900,5104,10100,6510,6706,2861,1634,32918,3954,10496,7196,4825,2266,1372,30116,3255,8282,5272,3050,2346,1180,23393,1769,5244,4512,3019,2501,1152,18195,1024,2408,2026,1647,2432,974,10499,718,974,493,393,2790,1062,6440,36092,49141,28961,22408,27043,10537,174176,11568,1406,95,34,9276,1225,23610,10064,3302,327,144,7036,1281,22159,20463,15343,3558,2915,10722,3813,56816,15439,20545,8747,7417,7390,3317,62855,12800,20545,9425,5570,6121,2745,57205,9780,15647,7164,3826,5722,2321,44459,5494,10522,6539,3858,5508,2128,34053,2590,4850,3166,2180,4677,1625,19085,1267,1658,822,579
122,3487,324,13,6,3190,461,7481,2828,621,69,28,2543,394,6485,6040,3192,402,143,3445,977,14200,6825,6347,1308,402,2556,1091,18525,6197,6587,1456,458,2507,1035,18234,4251,4925,1150,392,2266,861,13842,2376,3379,1303,559,2315,730,10672,971,1547,678,399,1700,673,5965,297,431,189,134,979,419,2456,33277,27353,6566,2514,21510,6627,97849,3560,453,33,11,2482,407,6932,2820,1077,137,66,1588,387,6074,4746,4605,1468,1527,2088,953,15379,2762,6366,4348,4000,1174,1016,19671,2545,7286,4524,2701,1195,915,19163,1961,5470,3253,1709,1376,813,14581,1056,3234,2798,1984,1791,908,11773,699,1502,1223,1031,1755,913,7121,493,591,299,252,1854,1001,4489,20645,30582,18074,13273,15295,7308,105173,7044,777,44,14,5666,864,14412,5648,1698,204,93,4127,781,12554,10786,7793,1873,1669,5534,1926,29575,9590,12713,5657,4404,3729,2104,38197,8741,13870,5983,3157,3705,1946,37397,6216,10398,4401,2098,3643,1671,28419,3433,6619,4100,2539,4108,1638,22440,1668,3055,1896,1425,3452,1583,13078,790,1015,494,388
123,3622,707,76,28,4112,772,9308,3213,1133,168,71,3706,640,8928,5908,4465,785,354,4975,1217,17708,5161,5539,1375,613,3928,1131,17744,4514,5203,1214,579,3752,1007,16276,3578,4339,1256,647,3626,971,14415,1644,2319,1165,770,2868,909,9674,489,688,396,327,1318,553,3776,112,122,60,53,469,276,1090,28245,24518,6498,3438,28747,7480,98925,3832,1055,140,62,2981,729,8803,3035,1946,511,424,2425,575,8917,3381,5449,2743,3676,2819,1184,19256,1844,5469,3867,4210,2246,1041,18683,1757,5686,3733,2890,2347,999,17410,1643,4573,3141,2591,2506,1000,15453,785,2061,1951,1939,2353,969,10047,429,782,576,580,1433,708,4505,200,211,115,78,901,585,2083,16906,27225,16781,16449,20006,7796,105160,7454,1763,218,83,7087,1506,18115,6249,3080,673,496,6125,1217,17847,9288,9916,3527,4030,7790,2404,36961,7011,11007,5243,4827,6178,2171,36430,6276,10886,4950,3468,6102,2003,33690,5221,8910,4397,3235,6129,1971,29869,2428,4374,3115,2707,5220,1878,19726,917,1470,981,907,2754,1260,8285,306,334,172,124
124,4526,872,86,30,4088,769,10372,3983,1288,184,66,3972,790,10285,7118,5326,1008,393,5037,1672,20562,6093,6684,1581,672,3731,1507,20265,5407,6627,1583,657,3841,1372,19488,4526,5925,1690,795,3951,1230,18122,2120,3570,1622,1039,3372,1057,12772,660,1076,614,457,1763,638,5209,159,187,99,83,776,254,1557,34603,31556,8467,4192,30534,9289,118630,4482,1167,169,83,3208,707,9806,3480,2350,569,464,2448,708,10019,3881,6406,3107,4039,2638,1456,21524,2141,6690,4422,4667,1909,1267,21095,2269,7404,4508,3296,2166,1272,20906,2109,6333,4215,3189,2636,1199,19675,995,3039,2810,2708,2824,1204,13582,558,1150,886,918,2096,920,6533,349,357,168,150,1545,452,3017,20260,34894,20845,19516,21464,9182,126160,9006,2038,252,115,7295,1476,20179,7464,3638,754,526,6420,1500,20301,11001,11727,4118,4438,7670,3132,42089,8234,13379,6000,5336,5640,2769,41356,7674,14035,6087,3951,6010,2641,40393,6635,12264,5907,3983,6587,2427,37803,3119,6604,4427,3748,6195,2262,26357,1218,2222,1495,1381,3866,1560,11739,510,540,270,230
125,4409,951,97,50,6250,1054,12809,5129,1876,311,157,8233,1644,17356,12617,8664,1617,671,17240,4481,45289,9182,8901,2151,941,10768,3094,35053,6709,6558,1670,808,8175,2157,26073,4890,5561,1585,833,6721,1708,21299,2412,3380,1488,845,4761,1221,14106,1121,1484,716,491,2907,817,7531,308,328,166,132,1410,416,2761,46784,37704,9794,4935,66463,16595,182276,4461,1441,206,90,4789,873,11862,4567,2743,693,565,5069,1194,14832,7562,9825,4900,6579,10512,3333,42711,3362,7679,5445,6821,5988,2177,31472,2960,7035,4770,4381,5378,1774,26289,2353,5774,4054,3559,4836,1463,22042,1244,3049,2751,2675,3787,1218,14710,928,1507,1230,1100,3112,1025,8903,497,517,281,190,2599,736,4823,27932,39562,24322,25972,46064,13793,177642,8861,2386,302,145,11042,1927,24671,9695,4623,1001,723,13303,2839,32185,20179,18484,6512,7253,27750,7811,87999,12545,16583,7600,7762,16757,5275,66525,9669,13588,6433,5186,13547,3932,52359,7246,11338,5641,4391,11555,3177,43343,3657,6428,4234,3521,8540,2431,28819,2055,2987,1941,1589,6021,1838,16438,802,844,445,322
126,2488,346,21,15,2657,287,5813,2584,850,73,36,3178,337,7067,5046,3218,513,191,4427,755,14151,3965,4210,1054,365,2413,614,12622,3525,3975,962,318,2035,529,11332,2645,3268,966,399,1925,426,9627,1379,2069,897,405,1605,369,6720,591,928,469,243,1256,304,3795,225,274,140,87,852,211,1790,22446,19145,5093,2059,20343,3825,72914,2365,461,34,11,1899,248,5016,2811,1180,158,71,2599,346,7170,3840,3915,1420,1484,3300,745,14699,1800,3884,2716,2745,1552,549,13242,1461,4096,2978,1971,1331,456,12304,1221,3342,2468,1754,1416,462,10656,620,1892,1742,1297,1279,408,7230,472,997,821,714,1418,429,4845,354,414,230,152,1565,428,3141,14934,20178,12566,10194,16360,4072,78304,4850,806,60,22,4554,538,10835,5393,2032,230,114,5777,681,14231,8885,7129,1934,1675,7723,1495,28852,5761,8096,3769,3110,3967,1164,25863,4993,8073,3936,2291,3369,978,23636,3865,6612,3432,2147,3341,888,20279,1993,3957,2642,1697,2884,778,13945,1064,1928,1291,954,2673,733,8639,580,694,370,236
127,4742,1196,137,88,7597,1268,15029,4499,1674,283,148,7410,1199,15205,8067,5009,1009,462,11319,2315,28174,6787,6013,1457,809,9518,2080,26659,6437,6037,1486,864,10026,2079,26931,4889,4881,1409,796,8516,1717,22217,2423,2695,1075,712,5509,1272,13680,983,1080,548,372,3022,799,6809,230,190,114,66,1255,264,2111,39062,28769,7521,4306,64168,12999,156827,4877,1816,280,108,5789,1139,14007,4638,2785,692,495,5020,1041,14665,5339,6909,3268,4446,7811,2188,29957,2757,6678,4584,5820,6787,1985,28617,2687,6745,4790,4826,6433,1870,27349,2355,5380,3827,4028,6125,1680,23386,1314,2693,2143,2312,4474,1307,14236,847,1220,865,816,3384,957,8087,344,306,160,140,2073,417,3432,25154,34539,20603,22984,47888,12578,163744,9620,3012,421,194,13380,2408,29037,9136,4455,975,638,12426,2236,29874,13403,11917,4279,4902,19129,4495,58131,9547,12690,6045,6623,16297,4066,55278,9122,12783,6275,5688,16458,3950,54282,7246,10264,5235,4824,14638,3398,45607,3740,5384,3216,3022,9982,2582,27920,1824,2305,1417,1192,6410,1760,14897,571,494,274,207
128,3047,304,15,13,2984,358,6716,2694,609,66,31,2812,281,6492,5240,3126,436,161,3058,685,12708,5097,5103,1106,366,2197,728,14583,4816,5327,1111,367,2313,707,14637,3816,4624,1218,505,2415,666,13236,1892,2933,1278,634,2265,568,9563,702,1210,630,432,1540,452,4962,242,297,175,129,1037,234,2123,27546,23525,6028,2632,20616,4677,85021,3245,492,35,17,2256,330,6373,2809,1114,137,82,1765,266,6176,3761,4184,1585,1719,1534,699,13476,1891,5069,3566,3312,1001,647,15494,1730,5891,3787,2318,1201,623,15550,1597,4981,3261,2004,1483,639,13966,812,2598,2490,2072,1765,627,10370,530,1147,1033,1016,1737,622,6079,402,501,252,209,2018,444,3824,16781,25964,16158,12747,14771,4890,91312,6292,792,53,29,5239,686,13095,5506,1717,202,112,4579,550,12667,8995,7313,2025,1873,4595,1382,26178,6986,10174,4674,3680,3190,1371,30079,6543,11215,4897,2692,3518,1321,30190,5418,9602,4481,2506,3897,1303,27203,2707,5529,3767,2706,4029,1198,19937,1229,2360,1657,1446,3275,1073,11043,640,803,430,338
197,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,9,4,11,0,3,0,0,5,7,18,3,0,0,3,14,3,25,0,0,3,3,11,5,22,0,6,0,4,22,6,48,0,3,0,0,6,8,16,3,0,0,0,3,0,3,11,16,3,9,71,41,157,0,3,0,0,6,0,7,0,0,0,0,3,0,4,3,3,0,4,3,5,24,0,0,0,6,11,3,14,0,3,3,0,11,9,31,3,8,5,6,18,9,53,0,6,7,9,33,16,60,0,3,0,0,6,12,24,0,0,0,0,4,0,7,7,23,16,23,90,56,220,0,3,0,0,5,0,12,0,0,0,0,5,0,9,6,3,0,6,12,11,32,3,3,0,6,14,9,34,3,8,3,3,26,10,50,4,9,9,13,28,16,74,0,8,5,16,54,24,108,0,8,0,0,12,19,42,0,0,0,0
199,60,22,3,0,122,73,285,156,69,21,4,326,166,746,292,161,43,23,584,510,1615,194,145,40,22,365,501,1269,154,136,44,29,321,462,1148,138,144,37,26,317,329,986,103,111,51,23,256,177,719,20,12,5,4,67,53,162,0,0,0,0,19,10,32,1122,807,243,131,2373,2284,6958,74,23,8,3,66,53,232,157,92,19,18,199,137,615,243,191,58,65,255,285,1091,96,107,65,54,124,186,629,96,144,62,41,123,183,646,116,143,95,62,173,149,732,59,92,64,32,126,103,477,5,9,11,10,41,40,120,10,0,0,0,22,10,48,856,800,385,278,1123,1150,4590,138,48,13,5,187,124,517,312,158,41,23,520,301,1358,538,348,98,88,836,798,2703,293,248,107,81,483,685,1900,256,283,104,63,443,648,1798,259,288,127,83,484,475,1722,160,200,110,62,387,278,1196,29,27,17,10,109,89,282,10,3,0,0
